Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Sol5	G5	349	349	1	4	577	95	96	
2	9	La5	A5	358	358	1	8	288	95	96	
3	9	Sol5	G5	349	349	1	4	577	95	96	
4	9	Fa5#5	F5#5	345	345	1	16	144	95	96	
5	9	Sol5	G5	349	349	1	16	144	95	96	
6	9	Fa5#5	F5#5	345	345	1	8	288	95	96	
7	9	Mi5	E5	336	336	1	4	577	95	96	
8	9	Re5	D5	327	327	1	8	288	95	96	
8.5	53										
9	9	Mi5	E5	336	336	1	4	577	95	96	
10	9	Re5	D5	327	327	1	8	288	95	96	
11	9	Mi5	E5	336	336	1	4	577	95	96	
12	9	Fa5#5	F5#5	345	345	1	16	144	95	96	
13	9	Sol5	G5	349	349	1	16	144	95	96	
14	9	Fa5#5	F5#5	345	345	1	8	288	95	96	
15	9	Sol5	G5	349	349	1	4	577	95	96	
16	9	Es	Es			1	8	288	95	96	
16.5	53										
17	9	Sol5	G5	349	349	1	4	577	95	96	
18	9	Fa5#5	F5#5	345	345	1	8	288	95	96	
19	9	Sol5	G5	349	349	3	16	433	95	96	
20	9	Fa5#5	F5#5	345	345	1	16	144	95	96	
21	9	Sol5	G5	349	349	1	8	288	95	96	
22	9	La5	A5	358	358	1	8	288	95	96	
23	9	Si5	B5	367	367	1	8	288	95	96	
24	9	Do6	C6	371	371	1	8	288	95	96	
25	9	Re6	D6	380	380	1	8	288	95	96	
26	9	Si5	B5	367	367	1	4	577	95	96	
27	9	Sol5	G5	349	349	1	8	288	95	96	
28	9	La5	A5	358	358	1	4	577	95	96	
29	9	La5	A5	358	358	1	16	144	95	96	
30	9	Sol5	G5	349	349	1	16	144	95	96	
31	9	Fa5#5	F5#5	345	345	1	8	288	95	96	
32	9	Sol5	G5	349	349	1	4	577	95	96	
33	9	Es	Es			1	8	288	95	96	
33.5	53										
34	9	Fa5#5	F5#5	345	345	1	16	144	95	96	
35	9	Sol5	G5	349	349	1	16	144	95	96	
36	9	Fa5#5	F5#5	345	345	1	8	288	95	96	
37	9	Sol5	G5	349	349	1	8	288	95	96	
38	9	La5	A5	358	358	1	4	577	95	96	
39	9	Si5	B5	367	367	1	4	577	95	96	
40	9	Si5	B5	367	367	1	16	144	95	96	
41	9	La5	A5	358	358	1	16	144	95	96	
42	9	Sol5	G5	349	349	1	8	288	95	96	
43	9	Sol5	G5	349	349	1	8	288	95	96	
43.5	53										
44	9	La5	A5	358	358	1	4	577	95	96	
45	9	La5	A5	358	358	1	16	144	95	96	
46	9	Sol5	G5	349	349	1	16	144	95	96	
47	9	Fa5#5	F5#5	345	345	1	4	577	95	96	
48	9	Sol5	G5	349	349	1	4	577	95	96	
49	9	Sol5	G5	349	349	1	16	144	95	96	
50	9	Fa5#5	F5#5	345	345	1	16	144	95	96	
51	9	Mi5	E5	336	336	1	8	288	95	96	
52	9	Mi5	E5	336	336	1	8	288	95	96	
53	9	Fa5#5	F5#5	345	345	1	4	577	95	96	
54	9	Fa5#5	F5#5	345	345	1	16	144	95	96	
55	9	Mi5	E5	336	336	1	16	144	95	96	
56	9	Re5	D5	327	327	1	4	577	95	96	
56.5	53										
57	9	Mi5	E5	336	336	1	4	577	95	96	
58	9	Re5	D5	327	327	1	4	577	95	96	
59	9	Do5	C5	318	318	1	8	288	95	96	
60	9	Re5	D5	327	327	1	4	577	95	96	
61	9	Do5	C5	318	318	1	8	288	95	96	
62	9	Mi5	E5	336	336	1	8	288	95	96	
63	9	Re5	D5	327	327	1	8	288	95	96	
64	8	Mi5	E5	336	336	1	8	36	95	96	
65	9	Re5	D5	327	327	1	8	288	95	96	
66	9	Do5	C5	318	318	1	8	288	95	96	
67	9	Si4	B4	314	314	1	4	577	95	96	
68	9	La4	A4	305	305	1	8	288	95	96	
69	9	Sol4	G4	296	296	1	4	577	95	96	
70	9	Fa4#5	F4#5	292	292	1	8	288	95	96	
71	9	Sol4	G4	296	296	1	8	288	95	96	
72	9	Fa4#5	F4#5	292	292	1	8	288	95	96	
73	9	Sol4	G4	296	296	1	8	288	95	96	
74	9	La4	A4	305	305	1	8	288	95	96	
75	9	Si4	B4	314	314	1	8	288	95	96	
76	9	Do5	C5	318	318	1	8	288	95	96	
