Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9			-1	-1	1	8	333	95	96	
2	9	Do5	C5	318	318	1	4	667	95	96	
3	9	Re5	D5	327	327	1	8	333	95	96	
4	9	Re5	D5	327	327	1	4	667	95	96	
5	9	Re5	D5	327	327	1	4	667	95	96	
6	9	Mi5	E5	336	336	1	8	333	99	96	
7	9	Fa5	F5	340	340	1	8	333	99	96	
8	9	Mi5	E5	336	336	1	8	333	99	96	
9	9	Fa5	F5	340	340	1	8	333	95	96	
10	9	Re5	D5	327	327	1	4	667	95	96	
11	9	Es	Es			1	4	667	95	96	
11.5	53										
12	9	Mi5	E5	336	336	1	8	333	95	96	
13	9	Fa5	F5	340	340	1	4	667	95	96	
14	9	Sol5	G5	349	349	1	4	667	95	96	
15	9	La5	A5	358	358	1	4	667	95	96	
16	9	Sol5	G5	349	349	1	4	667	99	96	
17	9	Fa5	F5	340	340	1	4	667	99	96	
18	9	Mi5	E5	336	336	1	4	667	99	96	
19	9	Re5	D5	327	327	1	4	667	95	96	
19.5	53										
20	9	Do5	C5	318	318	1	8	333	95	96	
21	9	Re5	D5	327	327	1	4	667	95	96	
22	9	Re5	D5	327	327	1	8	333	95	96	
23	9	Re5	D5	327	327	1	4	667	95	96	
24	9	Mi5	E5	336	336	1	4	667	95	96	
25	9	Mi5	E5	336	336	3	16	500	99	96	
26	9	Re5	D5	327	327	1	16	167	99	96	
27	9	Do5	C5	318	318	1	8	333	99	96	
28	9	Re5	D5	327	327	1	8	333	99	96	
29	9	Do5	C5	318	318	1	4	667	99	96	
30	9	Si4b1	B4b1	313	313	1	4	667	95	96	
30.5	53										
31	9			-1	-1	1	8	333	95	96	
32	9	Sol5	G5	349	349	1	8	333	99	96	
33	9	Fa5#4	F5#4	344	344	1	8	333	95	96	
34	9	Sol5	G5	349	349	1	8	333	95	96	
35	9	Fa5#4	F5#4	344	344	1	8	333	99	96	
36	9	Mi5	E5	336	336	1	8	333	95	96	
37	9	Re5	D5	327	327	1	8	333	99	96	
38	9	Do5	C5	318	318	1	8	333	95	96	
39	9	Re5	D5	327	327	3	8	1000	95	96	
39.5	53										
40	9	La4	A4	305	305	1	8	333	95	96	
41	9	Fa5	F5	340	340	3	16	500	95	96	
42	9	Mi5	E5	336	336	1	16	167	95	96	
43	9	Re5	D5	327	327	1	4	667	95	96	
43.5	53										
44	9			-1	-1	1	8	333	95	96	
45	9	Fa5	F5	340	340	1	8	333	99	96	
46	9	Mi5	E5	336	336	1	8	333	99	96	
47	9	Re5	D5	327	327	1	8	333	95	96	
48	9	Do5	C5	318	318	1	8	333	99	96	
49	9	Si4b1	B4b1	313	313	1	8	333	95	96	
50	9	La4	A4	305	305	1	4	667	95	96	
50.5	53										
51	9			-1	-1	1	8	333	95	96	
52	9	Sol5	G5	349	349	1	4	667	95	96	
53	9	La5	A5	358	358	1	8	333	95	96	
54	9	La5	A5	358	358	1	4	667	95	96	
55	9	La5	A5	358	358	1	4	667	95	96	
55.5	53										
56	9	Mi5	E5	336	336	1	8	333	95	96	
57	9	Fa5	F5	340	340	3	8	1000	95	96	
58	9	Sol5	G5	349	349	1	4	667	95	96	
59	9	La5	A5	358	358	1	4	667	95	96	
60	9	Sol5	G5	349	349	1	8	333	99	96	
61	9	Fa5	F5	340	340	1	8	333	99	96	
62	9	Mi5	E5	336	336	1	8	333	99	96	
63	9	Re5	D5	327	327	1	8	333	99	96	
64	9	Mi5b4	E5b4	332	332	3	16	500	99	96	
65	9	Re5	D5	327	327	1	16	167	99	96	
66	9	Do5	C5	318	318	1	4	667	95	96	
66.5	53										
67	9			-1	-1	1	8	333	95	96	
68	9	Fa5	F5	340	340	1	4	667	95	96	
69	9	Fa5	F5	340	340	1	8	333	95	96	
70	9	Fa5	F5	340	340	1	8	333	99	96	
71	9	Mi5b4	E5b4	332	332	1	8	333	99	96	
72	9	Mi5b4	E5b4	332	332	1	8	333	99	96	
73	9	Re5	D5	327	327	1	8	333	95	96	
74	9	Re5	D5	327	327	1	8	333	95	96	
75	9	Mi5b4	E5b4	332	332	1	8	333	99	96	
76	9	Re5	D5	327	327	1	8	333	99	96	
77	9	Sol5	G5	349	349	1	8	333	95	96	
78	9	Sol5	G5	349	349	1	16	167	99	96	
79	9	Fa5#4	F5#4	344	344	1	16	167	99	96	
80	9	Mi5b4	E5b4	332	332	1	16	167	99	96	
81	9	Re5	D5	327	327	1	16	167	99	96	
82	9	Do5	C5	318	318	1	8	333	99	96	
83	9	Si4b1	B4b1	313	313	1	8	333	95	96	
83.5	53										
84	9			-1	-1	1	8	333	95	96	
85	9	Do5	C5	318	318	1	8	333	99	96	
86	9	Si4b1	B4b1	313	313	1	8	333	95	96	
87	9	Do5	C5	318	318	1	8	333	95	96	
88	9	Si4b1	B4b1	313	313	3	16	500	99	96	
89	9	La4	A4	305	305	1	16	167	95	96	
90	9	La4	A4	305	305	1	4	667	95	96	
90.5	53										
91	9	La4	A4	305	305	3	8	1000	95	96	
92	9	Re5	D5	327	327	1	8	333	95	96	
93	9	Mi5	E5	336	336	1	8	333	95	96	
94	9	Do5#4	C5#4	322	322	1	8	333	95	96	
95	9	Re5	D5	327	327	1	4	667	95	96	
95.5	53										
96	9			-1	-1	1	8	333	95	96	
97	9	Re5	D5	327	327	1	4	667	95	96	
98	9	Re5	D5	327	327	1	8	333	95	96	
99	9	Re5	D5	327	327	1	2	1333	95	96	
99.5	53										
100	9	Do5#4	C5#4	322	322	1	8	333	95	96	
101	9	Re5	D5	327	327	1	8	333	99	96	
102	9	Do5#4	C5#4	322	322	1	8	333	99	96	
103	9	Re5	D5	327	327	1	8	333	95	96	
104	9	Si4b1	B4b1	313	313	1	4	667	95	96	
105	9	Es	Es			1	4	667	95	96	
105.5	53										
106	9	Fa5	F5	340	340	1	4	667	95	96	
107	9	Mi5	E5	336	336	1	4	667	95	96	
108	9	Re5	D5	327	327	1	4	667	95	96	
109	9	Do5#4	C5#4	322	322	1	4	667	95	96	
110	9	Re5	D5	327	327	3	8	1000	95	96	
111	9	Mi5	E5	336	336	1	8	333	95	96	
112	9	Do5	C5	318	318	1	8	333	95	96	
113	9	Re5	D5	327	327	1	8	333	95	96	
114	9	Mi5	E5	336	336	1	4	667	95	96	
114.5	53										
115	9	Re5	D5	327	327	1	8	333	95	96	
