Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Sol5	G5	349	349	1	4	556	99	96	
2	9	Sol5	G5	349	349	1	16	139	99	96	
3	9	Fa5#4	F5#4	344	344	1	16	139	95	96	
4	9	La5	A5	358	358	1	16	139	99	96	
5	9	Sol5	G5	349	349	1	16	139	95	96	
6	9	Sol5	G5	349	349	1	16	139	99	96	
7	9	Fa5#4	F5#4	344	344	1	16	139	99	96	
8	9	Sol5	G5	349	349	1	4	556	99	96	
8.5	53										
9	9	La5	A5	358	358	1	4	556	95	96	
10	9	Sol5	G5	349	349	1	16	139	95	96	
11	9	La5	A5	358	358	1	16	139	95	96	
12	9	Do6	C6	371	371	1	16	139	99	96	
13	9	Si5b1	B5b1	366	366	1	16	139	99	96	
14	9	La5	A5	358	358	1	16	139	99	96	
15	9	Sol5	G5	349	349	1	16	139	99	96	
16	9	Fa5#4	F5#4	344	344	1	4	556	95	96	
16.5	53										
17	9	La5	A5	358	358	1	16	139	95	96	
18	9	Sol5	G5	349	349	1	16	139	95	96	
19	9	Fa5#4	F5#4	344	344	1	16	139	95	96	
20	9	Mi5b4	E5b4	332	332	1	16	139	95	96	
21	9	Re5	D5	327	327	1	8	278	95	96	
22	9	Fa5#4	F5#4	344	344	1	4	556	99	96	
22.5	53										
23	9	Sol5	G5	349	349	3	16	417	99	96	
24	9	La5	A5	358	358	1	16	139	95	96	
25	9	Fa5#4	F5#4	344	344	1	16	139	99	96	
26	9	Sol5	G5	349	349	1	16	139	99	96	
27	9	Fa5#4	F5#4	344	344	1	16	139	99	96	
28	9	Mi5b4	E5b4	332	332	1	16	139	95	96	
29	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
30	9	Re5	D5	327	327	1	16	139	95	96	
31	9	Re5	D5	327	327	1	4	556	95	96	
32	9	Es	Es			1	4	556	95	96	
32.5	53										
33	9	Sol5	G5	349	349	1	16	139	99	96	
34	9	Fa5#4	F5#4	344	344	1	16	139	99	96	
35	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
36	9	Re5	D5	327	327	1	16	139	99	96	
37	9	Do5	C5	318	318	1	8	278	95	96	
38	9	Re5	D5	327	327	1	16	139	99	96	
39	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
40	9	Re5	D5	327	327	1	16	139	99	96	
41	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
42	9	Sol5	G5	349	349	1	16	139	99	96	
43	9	Fa5#4	F5#4	344	344	1	16	139	99	96	
44	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
45	9	Re5	D5	327	327	1	16	139	95	96	
46	9	Re5	D5	327	327	1	16	139	99	96	
47	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
48	9	Re5	D5	327	327	1	16	139	99	96	
49	9	Do5	C5	318	318	1	16	139	95	96	
50	9	Do5	C5	318	318	1	16	139	99	96	
51	9	Si4b1	B4b1	313	313	1	16	139	95	96	
52	9	Do5	C5	318	318	1	4	556	95	96	
53	9	Es	Es			1	4	556	95	96	
53.5	53										
54	9	Sol5	G5	349	349	1	4	556	99	96	
55	9	Sol5	G5	349	349	1	16	139	99	96	
56	9	Fa5	F5	340	340	1	16	139	95	96	
57	9	Fa5	F5	340	340	1	4	556	95	96	
58	9	Fa5	F5	340	340	1	8	278	95	96	
59	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
60	9	Re5	D5	327	327	1	16	139	95	96	
61	9	Mi5b4	E5b4	332	332	1	4	556	99	96	
62	9	Re5	D5	327	327	1	16	139	99	96	
63	9	Do5	C5	318	318	1	16	139	95	96	
64	9	Re5	D5	327	327	3	16	417	99	96	
65	9	Sol5	G5	349	349	1	16	139	99	96	
66	9	Fa5	F5	340	340	1	16	139	99	96	
67	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
68	9	Re5	D5	327	327	1	16	139	99	96	
69	9	Do5	C5	318	318	1	16	139	95	96	
70	9	Si4b1	B4b1	313	313	1	8	278	99	96	
71	9	Do5	C5	318	318	1	8	278	99	96	
72	9	Re5	D5	327	327	1	8	278	99	96	
73	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
74	9	Re5	D5	327	327	1	16	139	99	96	
75	9	Do5	C5	318	318	1	16	139	99	96	
76	9	Re5	D5	327	327	1	16	139	99	96	
77	9	Si4b1	B4b1	313	313	1	16	139	99	96	
78	9	La4b4	A4b4	301	301	1	16	139	99	96	
79	9	Sol4	G4	296	296	1	8	278	95	96	
79.5	53										
80	9	Do5	C5	318	318	1	4	556	99	96	
81	9	Si4b1	B4b1	313	313	1	16	139	99	96	
82	9	La4b4	A4b4	301	301	1	16	139	95	96	
83	9	Si4b1	B4b1	313	313	1	16	139	99	96	
84	9	La4b4	A4b4	301	301	1	16	139	95	96	
85	9	La4b4	A4b4	301	301	1	16	139	99	96	
86	9	Sol4	G4	296	296	1	16	139	99	96	
87	9	Sol4	G4	296	296	1	8	278	95	96	
88	9	Es	Es			1	8	278	95	96	
88.5	53										
89	9	Si4b1	B4b1	313	313	1	4	556	99	96	
90	9	La4b4	A4b4	301	301	1	16	139	99	96	
91	9	Sol4	G4	296	296	1	16	139	99	96	
92	9	Do5	C5	318	318	3	16	417	99	96	
93	9	Re5	D5	327	327	1	16	139	99	96	
94	9	Fa5#4	F5#4	344	344	1	16	139	99	96	
95	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
96	9	Re5	D5	327	327	1	16	139	99	96	
97	9	Do5	C5	318	318	1	16	139	95	96	
98	9	Si4b1	B4b1	313	313	1	16	139	95	96	
99	9	Do5	C5	318	318	1	16	139	95	96	
100	9	Si4b1	B4b1	313	313	1	16	139	95	96	
101	9	La4b4	A4b4	301	301	1	16	139	95	96	
102	9	La4b4	A4b4	301	301	1	16	139	95	96	
103	9	Sol4	G4	296	296	1	16	139	95	96	
104	9	Sol4	G4	296	296	3	16	417	95	96	
104.5	53										
105	9	Re5	D5	327	327	1	16	139	95	96	
106	9	Mi5b4	E5b4	332	332	1	16	139	95	96	
107	9	Fa5	F5	340	340	1	16	139	95	96	
108	9	Sol5	G5	349	349	1	8	278	95	96	
108.5	53										
109	9	Sol5	G5	349	349	1	4	556	99	96	
110	9	Sol5	G5	349	349	1	16	139	99	96	
111	9	Fa5	F5	340	340	1	16	139	95	96	
112	9	Fa5	F5	340	340	1	4	556	95	96	
113	9	Fa5	F5	340	340	1	8	278	95	96	
114	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
115	9	Re5	D5	327	327	1	16	139	95	96	
116	9	Mi5b4	E5b4	332	332	1	4	556	99	96	
117	9	Re5	D5	327	327	1	16	139	99	96	
118	9	Do5	C5	318	318	1	16	139	95	96	
119	9	Re5	D5	327	327	3	16	417	99	96	
120	9	Sol5	G5	349	349	1	16	139	99	96	
121	9	Fa5	F5	340	340	1	16	139	99	96	
122	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
123	9	Re5	D5	327	327	1	16	139	99	96	
124	9	Do5	C5	318	318	1	16	139	95	96	
125	9	Si4b1	B4b1	313	313	1	8	278	99	96	
126	9	Do5	C5	318	318	1	8	278	99	96	
127	9	Re5	D5	327	327	1	8	278	99	96	
128	9	Mi5b4	E5b4	332	332	1	16	139	99	96	
129	9	Re5	D5	327	327	1	16	139	99	96	
