Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol5	G5	349	349	1	8	417	95	96	Bir_	0.125
2	9	Sol5	G5	349	349	1	4	833	95	96	ih	0.375
3	9	Fa5	F5	340	340	1	8	417	95	96	ti	0.5
4	9	Mi5b5	E5b5	331	331	1	8	417	99	96	mal 	0.625
5	9	Re5	D5	327	327	1	8	417	95	96		0.75
6	9	Fa5	F5	340	340	1	8	417	95	96	da	0.875
7	9	Mi5b5	E5b5	331	331	1	16	208	99	96	ha 	0.9375
8	9	Re5	D5	327	327	1	16	208	95	96		1
9	9	Re5	D5	327	327	3	8	1250	95	96	var 	1.375
10	53			0	0	0	0	0	0	0		1.375
11	9	Re5	D5	327	327	1	16	208	95	96	SAZ	1.4375
12	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	1.5
13	9	Re5	D5	327	327	1	16	208	95	96	.	1.5625
14	9	Do5	C5	318	318	1	16	208	95	96	.	1.625
15	9	Si4b5	B4b5	309	309	1	16	208	95	96	.	1.6875
16	9	Do5	C5	318	318	1	16	208	95	96	.	1.75
17	9	Re5	D5	327	327	1	4	833	95	96	.	2
18	53			0	0	0	0	0	0	0		2
19	9			-1	-1	1	4	833	100	0		2.25
20	9	La4	A4	305	305	1	8	417	95	96	o 	2.375
21	9	Si4b5	B4b5	309	309	1	8	417	95	96	da 	2.5
22	9	Do5	C5	318	318	1	4	833	95	96	öl	2.75
23	8	Mi5b5	E5b5	331	331	0	0	0	95	96		2.75
24	9	Re5	D5	327	327	1	4	833	95	96	mek 	3
25	53			0	0	0	0	0	0	0		3
26	9	La4	A4	305	305	1	8	417	95	96	mi 	3.125
27	9	Si4b5	B4b5	309	309	1	16	208	99	96	der	3.1875
28	9	La4	A4	305	305	1	16	208	99	96		3.25
29	9	Sol4	G4	296	296	1	8	417	99	96		3.375
30	8	La4	A4	305	305	0	0	0	99	96		3.375
31	9	Sol4	G4	296	296	1	16	208	99	96		3.4375
32	9	Fa4#4	F4#4	291	291	1	16	208	95	96		3.5
33	9	Sol4	G4	296	296	1	2	1667	95	96	sin  	4
34	53			0	0	0	0	0	0	0		4
35	9			-1	-1	1	8	417	100	0		4.125
36	9	Sol5	G5	349	349	1	4	833	95	96	Söy	4.375
37	9	Sol5	G5	349	349	1	16	208	99	96	le 	4.4375
38	9	Fa5	F5	340	340	1	16	208	95	96		4.5
39	9	Mi5b5	E5b5	331	331	1	8	417	99	96	ca	4.625
40	8	Fa5	F5	340	340	0	0	0	99	96		4.625
41	9	Mi5b5	E5b5	331	331	1	16	208	99	96		4.6875
42	9	Re5	D5	327	327	1	16	208	95	96		4.75
43	9	Do5	C5	318	318	1	16	208	99	96	ným 	4.8125
44	9	Si4b5	B4b5	309	309	1	16	208	99	96		4.875
45	9	Do5	C5	318	318	1	8	417	95	96		5
46	53			0	0	0	0	0	0	0		5
47	9	Fa5	F5	340	340	1	8	417	95	96	ne 	5.125
48	9	Fa5	F5	340	340	1	16	208	99	96	der	5.1875
49	9	Mi5b5	E5b5	331	331	1	16	208	99	96		5.25
50	9	Mi5b5	E5b5	331	331	1	8	417	99	96		5.375
51	9	Mi5b5	E5b5	331	331	1	16	208	99	96		5.4375
52	9	Re5	D5	327	327	1	16	208	95	96		5.5
53	9	Re5	D5	327	327	1	2	1667	95	96	sin  	6
54	53			0	0	0	0	0	0	0		6
55	9			-1	-1	1	8	417	100	0		6.125
56	9	Sol5	G5	349	349	1	4	833	95	96	SAZ	6.375
57	9	Sol5	G5	349	349	1	16	208	95	96	.	6.4375
58	9	Fa5	F5	340	340	1	16	208	95	96	.	6.5
59	9	Fa5	F5	340	340	1	8	417	95	96	.	6.625
60	9	Fa5	F5	340	340	1	16	208	95	96	.	6.6875
61	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	6.75
62	9	Mi5b5	E5b5	331	331	1	8	417	95	96	.	6.875
63	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	6.9375
64	9	Re5	D5	327	327	1	16	208	95	96	.	7
65	9	Re5	D5	327	327	1	8	417	95	96	.	7.125
66	9	Re5	D5	327	327	1	16	208	95	96	.	7.1875
67	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	7.25
68	9	Re5	D5	327	327	1	16	208	95	96	.	7.3125
69	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	7.375
70	9	Re5	D5	327	327	1	16	208	95	96	.	7.4375
71	9	Do5	C5	318	318	1	16	208	95	96	.	7.5
72	9	Re5	D5	327	327	1	16	208	95	96	.	7.5625
73	9	Do5	C5	318	318	1	16	208	95	96	.	7.625
74	9	Si4b5	B4b5	309	309	1	16	208	95	96	.	7.6875
75	9	La4	A4	305	305	1	16	208	95	96	.	7.75
76	9	Sol4	G4	296	296	1	4	833	95	96	.	8
77	53			0	0	0	0	0	0	0		8
78	9	Sol5	G5	349	349	1	8	417	95	96	Bir_	8.125
79	9	Sol5	G5	349	349	1	4	833	95	96	ih	8.375
80	9	Fa5	F5	340	340	1	8	417	95	96	ti	8.5
81	9	Mi5b5	E5b5	331	331	1	8	417	99	96	mal 	8.625
82	9	Re5	D5	327	327	1	8	417	95	96		8.75
83	9	Fa5	F5	340	340	1	8	417	95	96	da	8.875
84	9	Mi5b5	E5b5	331	331	1	16	208	99	96	ha 	8.9375
85	9	Re5	D5	327	327	1	16	208	95	96		9
86	9	Re5	D5	327	327	3	8	1250	95	96	var 	9.375
87	53			0	0	0	0	0	0	0		9.375
88	9	Re5	D5	327	327	1	16	208	95	96	SAZ	9.4375
89	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	9.5
90	9	Re5	D5	327	327	1	16	208	95	96	.	9.5625
91	9	Do5	C5	318	318	1	16	208	95	96	.	9.625
92	9	Si4b5	B4b5	309	309	1	16	208	95	96	.	9.6875
93	9	Do5	C5	318	318	1	16	208	95	96	.	9.75
94	9	Re5	D5	327	327	1	4	833	95	96	.	10
95	53			0	0	0	0	0	0	0		10
96	9			-1	-1	1	4	833	100	0		10.25
97	9	La4	A4	305	305	1	8	417	95	96	o 	10.375
98	9	Si4b5	B4b5	309	309	1	8	417	95	96	da 	10.5
99	9	Do5	C5	318	318	1	4	833	95	96	öl	10.75
100	8	Mi5b5	E5b5	331	331	0	0	0	95	96		10.75
101	9	Re5	D5	327	327	1	4	833	95	96	mek 	11
102	53			0	0	0	0	0	0	0		11
103	9	La4	A4	305	305	1	8	417	95	96	mi 	11.125
104	9	Si4b5	B4b5	309	309	1	16	208	99	96	der	11.1875
105	9	La4	A4	305	305	1	16	208	99	96		11.25
106	9	Sol4	G4	296	296	1	8	417	99	96		11.375
107	8	La4	A4	305	305	0	0	0	99	96		11.375
108	9	Sol4	G4	296	296	1	16	208	99	96		11.4375
109	9	Fa4#4	F4#4	291	291	1	16	208	95	96		11.5
110	9	Sol4	G4	296	296	1	2	1667	95	96	sin  	12
111	53			0	0	0	0	0	0	0		12
112	9			-1	-1	1	8	417	100	0		12.125
113	9	Sol5	G5	349	349	1	4	833	95	96	Söy	12.375
114	9	Sol5	G5	349	349	1	16	208	99	96	le 	12.4375
115	9	Fa5	F5	340	340	1	16	208	95	96		12.5
116	9	Mi5b5	E5b5	331	331	1	8	417	99	96	ca	12.625
117	8	Fa5	F5	340	340	0	0	0	99	96		12.625
118	9	Mi5b5	E5b5	331	331	1	16	208	99	96		12.6875
119	9	Re5	D5	327	327	1	16	208	95	96		12.75
