Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Re5	D5	327	327	3	8	1765	99	96	
2	9	Do5#4	C5#4	322	322	1	8	588	95	96	
3	9	Re5	D5	327	327	3	8	1765	99	96	
4	9	Do5#4	C5#4	322	322	1	8	588	95	96	
5	9	Mi5	E5	335	335	1	8	588	99	96	
6	9	Re5	D5	327	327	1	8	588	99	96	
7	8	Mi5	E5	335	335	1	8	74	99	96	
8	9	Re5	D5	327	327	1	8	588	99	96	
9	9	Do5#4	C5#4	322	322	1	8	588	95	96	
10	9	Re5	D5	327	327	1	2	2353	95	96	
10.5	53										
11	9			-1	-1	1	8	588	95	96	
12	9	Re5	D5	327	327	1	4	1176	95	96	
13	9	Fa5	F5	340	340	1	8	588	95	96	
14	9	Mi5	E5	335	335	1	8	588	99	96	
15	9	Re5	D5	327	327	1	8	588	99	96	
16	9	Do5#4	C5#4	322	322	1	8	588	99	96	
17	9	Si4b4	B4b4	309	309	1	8	588	95	96	
18	8	Re5	D5	327	327	1	8	74	95	96	
19	9	Do5#4	C5#4	322	322	3	16	882	99	96	
20	9	Si4b4	B4b4	309	309	1	16	294	99	96	
21	9	Do5#4	C5#4	322	322	1	8	588	99	96	
22	9	Re5	D5	327	327	1	8	588	99	96	
23	9	Do5#4	C5#4	322	322	1	8	588	99	96	
24	9	Re5	D5	327	327	1	8	588	99	96	
25	9	Do5#4	C5#4	322	322	1	8	588	99	96	
26	9	Si4b4	B4b4	309	309	1	8	588	99	96	
27	8	Mi5	E5	335	335	1	8	74	99	96	
28	9	Re5	D5	327	327	3	16	882	99	96	
29	9	Do5#4	C5#4	322	322	1	16	294	99	96	
30	9	Si4b4	B4b4	309	309	1	8	588	99	96	
31	9	La4	A4	304	304	1	8	588	99	96	
32	9	La4	A4	304	304	1	4	1176	95	96	
32.5	53										
33	9	Si4b4	B4b4	309	309	1	8	588	95	96	
34	9	Do5#4	C5#4	322	322	1	8	588	95	96	
35	9	Re5	D5	327	327	1	4	1176	99	96	
36	8	Mi5	E5	335	335	1	8	74	99	96	
37	9	Re5	D5	327	327	1	8	588	95	96	
38	9	Do5#4	C5#4	322	322	1	8	588	95	96	
39	9	Re5	D5	327	327	1	2	2353	95	96	
39.5	53										
40	9			-1	-1	1	8	588	95	96	
41	9	Re5	D5	327	327	1	4	1176	95	96	
42	9	Fa5	F5	340	340	1	8	588	95	96	
43	9	Mi5	E5	335	335	1	8	588	99	96	
44	9	Re5	D5	327	327	1	8	588	99	96	
45	9	Do5#4	C5#4	322	322	1	8	588	99	96	
46	9	Si4b4	B4b4	309	309	1	8	588	95	96	
47	8	Re5	D5	327	327	1	8	74	95	96	
48	9	Do5#4	C5#4	322	322	3	16	882	99	96	
49	9	Si4b4	B4b4	309	309	1	16	294	99	96	
50	9	Do5#4	C5#4	322	322	1	8	588	99	96	
51	9	Re5	D5	327	327	1	8	588	99	96	
52	9	Do5#4	C5#4	322	322	1	8	588	99	96	
53	9	Re5	D5	327	327	1	8	588	99	96	
54	9	Do5#4	C5#4	322	322	1	8	588	99	96	
55	9	Si4b4	B4b4	309	309	1	8	588	99	96	
56	8	Mi5	E5	335	335	1	8	74	99	96	
57	9	Re5	D5	327	327	3	16	882	99	96	
58	9	Do5#4	C5#4	322	322	1	16	294	99	96	
59	9	Si4b4	B4b4	309	309	1	8	588	99	96	
60	9	La4	A4	304	304	1	8	588	99	96	
61	9	La4	A4	304	304	1	4	1176	95	96	
61.5	53										
62	9	Si4b4	B4b4	309	309	1	8	588	95	96	
63	9	Do5#4	C5#4	322	322	1	8	588	95	96	
64	9	Re5	D5	327	327	1	4	1176	99	96	
65	8	Mi5	E5	335	335	1	8	74	99	96	
66	9	Re5	D5	327	327	1	8	588	95	96	
67	9	Do5#4	C5#4	322	322	1	8	588	95	96	
68	9	Re5	D5	327	327	1	4	1176	95	96	
69	9	Es	Es			1	4	1176	95	96	
69.5	53										
70	9	Mi5	E5	335	335	1	4	1176	99	96	
71	8	Sol5	G5	349	349	1	8	74	99	96	
72	9	Fa5	F5	340	340	1	8	588	95	96	
73	9	Mi5	E5	335	335	1	8	588	95	96	
74	9	Re5	D5	327	327	1	8	588	99	96	
75	9	Do5#4	C5#4	322	322	1	8	588	99	96	
76	9	Si4b4	B4b4	309	309	1	4	1176	95	96	
76.5	53										
77	9	Re5	D5	327	327	1	16	294	99	96	
78	9	Do5#4	C5#4	322	322	1	16	294	99	96	
79	9	Re5	D5	327	327	1	16	294	99	96	
80	9	Mi5	E5	335	335	1	16	294	99	96	
81	9	Re5	D5	327	327	1	8	588	99	96	
82	9	Do5#4	C5#4	322	322	1	8	588	95	96	
83	9	Do5#4	C5#4	322	322	1	8	588	99	96	
84	9	Si4b4	B4b4	309	309	1	8	588	99	96	
85	8	Do5#4	C5#4	322	322	1	8	74	99	96	
86	9	Si4b4	B4b4	309	309	1	8	588	99	96	
87	9	La4	A4	304	304	1	8	588	95	96	
88	9	La4	A4	304	304	1	4	1176	95	96	
89	9	Es	Es			1	4	1176	95	96	
89.5	53										
90	9	Mi5	E5	335	335	1	8	588	99	96	
91	9	Re5	D5	327	327	1	8	588	95	96	
92	8	Mi5	E5	335	335	1	8	74	95	96	
93	9	Re5	D5	327	327	1	8	588	99	96	
94	9	Do5#4	C5#4	322	322	1	8	588	95	96	
95	8	Do5#4	C5#4	322	322	1	8	74	95	96	
96	9	Si4b4	B4b4	309	309	3	16	882	99	96	
97	9	La4	A4	304	304	1	16	294	99	96	
98	9	Sol4	G4	296	296	1	4	1176	95	96	
98.5	53										
99	9	La4	A4	304	304	1	8	588	99	96	
100	9	Si4b4	B4b4	309	309	1	8	588	99	96	
101	9	Do5#4	C5#4	322	322	1	8	588	99	96	
102	9	Re5	D5	327	327	1	8	588	95	96	
103	9	Do5#4	C5#4	322	322	1	8	588	99	96	
104	8	Re5	D5	327	327	1	8	74	99	96	
105	9	Do5#4	C5#4	322	322	1	16	294	99	96	
106	9	Si4b4	B4b4	309	309	1	16	294	99	96	
107	9	Si4b4	B4b4	309	309	1	4	1176	99	96	
108	9	Si4b4	B4b4	309	309	1	8	588	99	96	
109	8	Re5	D5	327	327	1	8	74	99	96	
110	9	Do5#4	C5#4	322	322	1	8	588	99	96	
111	9	Si4b4	B4b4	309	309	1	8	588	99	96	
112	9	La4	A4	304	304	1	8	588	99	96	
113	9	La4	A4	304	304	1	4	1176	99	96	
114	9	La4	A4	304	304	1	4	1176	95	96	
115	9	Es	Es			1	4	1176	95	96	
116	9	Es	Es			1	4	1176	95	96	
116.5	53										
116.6	54										nisabur@si4
117	9	Si4	B4	313	313	1	8	588	99	96	
118	9	Do5#4	C5#4	322	322	1	8	588	99	96	
119	9	Si4	B4	313	313	1	8	588	95	96	
120	9	La4	A4	304	304	1	8	588	95	96	
121	9	Si4	B4	313	313	1	8	588	99	96	
122	9	Do5#4	C5#4	322	322	1	8	588	99	96	
123	9	Re5	D5	327	327	1	8	588	95	96	
124	9	Fa5	F5	340	340	1	8	588	95	96	
125	9	Mi5	E5	335	335	1	8	588	99	96	
126	9	Re5	D5	327	327	1	8	588	99	96	
127	9	Do5#4	C5#4	322	322	1	8	588	99	96	
128	9	Re5	D5	327	327	1	8	588	99	96	
129	9	Do5#4	C5#4	322	322	1	8	588	99	96	
130	9	Re5	D5	327	327	1	8	588	99	96	
131	9	Do5#4	C5#4	322	322	1	8	588	99	96	
132	9	Si4	B4	313	313	1	8	588	95	96	
133	9	Si4	B4	313	313	1	8	588	99	96	
134	9	Do5#4	C5#4	322	322	1	8	588	99	96	
135	9	Si4	B4	313	313	1	8	588	99	96	
136	9	La4	A4	304	304	1	8	588	95	96	
137	9	Si4	B4	313	313	1	8	588	99	96	
138	9	Do5#4	C5#4	322	322	1	8	588	99	96	
139	9	Re5	D5	327	327	1	8	588	99	96	
140	9	Fa5	F5	340	340	1	8	588	95	96	
141	9	Mi5	E5	335	335	1	8	588	99	96	
142	9	Re5	D5	327	327	1	8	588	99	96	
143	9	Do5#4	C5#4	322	322	1	8	588	99	96	
144	9	Re5	D5	327	327	1	8	588	99	96	
145	9	Do5#4	C5#4	322	322	1	8	588	99	96	
146	9	Re5	D5	327	327	1	8	588	99	96	
147	9	Mi5	E5	335	335	1	8	588	99	96	
148	9	Re5	D5	327	327	1	8	588	99	96	
149	9	Re5	D5	327	327	1	4	1176	95	96	
149.1	55										
150	9	Es	Es			1	4	1176	95	96	
150.5	53										
151	9	Sol4	G4	296	296	1	4	1176	95	96	
152	9	Sol4	G4	296	296	1	8	588	95	96	
153	9	Re5	D5	327	327	1	8	588	95	96	
154	9	Re5	D5	327	327	1	4	1176	99	96	
155	8	Mi5	E5	335	335	1	8	74	99	96	
156	9	Re5	D5	327	327	1	8	588	95	96	
157	9	Do5#4	C5#4	322	322	1	8	588	95	96	
158	9	Re5	D5	327	327	1	2	2353	95	96	
158.5	53										
159	9			-1	-1	1	8	588	95	96	
160	9	Re5	D5	327	327	1	4	1176	95	96	
