Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Re5	D5	327	327	1	2	2727	95	96	
2	9	Re5	D5	327	327	3	8	2045	99	96	
3	9	Do5#4	C5#4	322	322	1	8	682	95	96	
4	9	Re5	D5	327	327	3	8	2045	99	96	
4.5	53										
5	9	Es	Es			1	8	682	99	96	
6	9	Do5#4	C5#4	322	322	1	8	682	99	96	
7	9	Re5	D5	327	327	1	8	682	99	96	
8	9	Mi5	E5	336	336	1	8	682	99	96	
9	9	Fa5	F5	340	340	1	8	682	95	96	
10	9	Mi5	E5	336	336	1	8	682	99	96	
11	9	Re5	D5	327	327	1	8	682	99	96	
12	9	Do5#4	C5#4	322	322	1	8	682	99	96	
13	9	Re5	D5	327	327	1	8	682	99	96	
14	9	Do5#4	C5#4	322	322	1	8	682	99	96	
15	9	Re5	D5	327	327	1	8	682	99	96	
16	9	Do5#4	C5#4	322	322	1	8	682	99	96	
17	9	Si4b4	B4b4	310	310	1	8	682	95	96	
18	9	Re5	D5	327	327	3	8	2045	95	96	
19	9	Mi5	E5	336	336	1	8	682	95	96	
20	9	Re5	D5	327	327	1	8	682	99	96	
21	9	Do5#4	C5#4	322	322	1	4	1364	99	96	
22	9	Re5	D5	327	327	1	8	682	95	96	
23	9	Do5#4	C5#4	322	322	1	8	682	99	96	
24	9	Si4b4	B4b4	310	310	1	8	682	99	96	
25	8	Do5#4	C5#4	322	322	1	8	85	99	96	
26	9	Si4b4	B4b4	310	310	1	8	682	99	96	
27	9	La4	A4	305	305	1	8	682	95	96	
28	9	La4	A4	305	305	1	8	682	99	96	
29	9	Sol4	G4	296	296	1	8	682	99	96	
30	8	La4	A4	305	305	1	8	85	99	96	
31	9	Sol4	G4	296	296	1	8	682	99	96	
32	9	Fa4	F4	287	287	1	8	682	95	96	
33	9	Sol4	G4	296	296	3	4	4091	95	96	
34	9	Es	Es			1	4	1364	95	96	
34.5	53										
35	9	Sol4	G4	296	296	1	2	2727	95	96	
36	9	La4	A4	305	305	1	2	2727	95	96	
37	9	Si4b4	B4b4	310	310	1	8	682	99	96	
38	9	Do5#4	C5#4	322	322	1	8	682	99	96	
39	9	Si4b4	B4b4	310	310	1	4	1364	99	96	
40	9	Re5	D5	327	327	1	8	682	99	96	
41	9	Do5#4	C5#4	322	322	1	8	682	99	96	
42	9	Si4b4	B4b4	310	310	1	8	682	99	96	
43	9	Do5#4	C5#4	322	322	1	8	682	99	96	
44	9	Re5	D5	327	327	1	2	2727	99	96	
45	9	Re5	D5	327	327	1	4	1364	95	96	
46	9	Es	Es			1	4	1364	95	96	
46.5	53										
47	9	Mi5	E5	336	336	1	4	1364	99	96	
48	8	Sol5	G5	349	349	1	8	85	99	96	
49	9	Fa5	F5	340	340	1	8	682	99	96	
50	9	Mi5	E5	336	336	1	8	682	99	96	
51	9	Re5	D5	327	327	1	4	1364	99	96	
52	8	Fa5	F5	340	340	1	8	85	99	96	
53	9	Mi5	E5	336	336	1	8	682	99	96	
54	9	Re5	D5	327	327	1	8	682	99	96	
55	9	Do5#4	C5#4	322	322	1	4	1364	99	96	
56	8	Mi5	E5	336	336	1	8	85	99	96	
57	9	Re5	D5	327	327	1	8	682	99	96	
58	9	Do5#4	C5#4	322	322	1	8	682	99	96	
59	9	Si4b4	B4b4	310	310	1	4	1364	99	96	
60	8	Mi5	E5	336	336	1	8	85	99	96	
61	9	Re5	D5	327	327	1	8	682	99	96	
62	9	Do5#4	C5#4	322	322	1	8	682	99	96	
63	9	Do5#4	C5#4	322	322	1	4	1364	99	96	
64	8	Re5	D5	327	327	1	8	85	99	96	
65	9	Do5#4	C5#4	322	322	1	8	682	99	96	
66	9	Re5	D5	327	327	1	8	682	99	96	
67	9	Do5#4	C5#4	322	322	1	8	682	99	96	
68	8	Mi5	E5	336	336	1	8	85	99	96	
69	9	Re5	D5	327	327	1	8	682	99	96	
70	9	Do5#4	C5#4	322	322	1	8	682	99	96	
71	9	Si4b4	B4b4	310	310	1	8	682	99	96	
72	9	La4	A4	305	305	1	4	1364	95	96	
72.5	53										
73	9	Re5	D5	327	327	1	8	682	99	96	
74	9	Re5	D5	327	327	1	8	682	99	96	
75	9	Re5	D5	327	327	1	4	1364	99	96	
76	8	Mi5	E5	336	336	1	8	85	99	96	
77	9	Re5	D5	327	327	1	8	682	95	96	
78	9	Do5#4	C5#4	322	322	1	8	682	95	96	
79	9	Re5	D5	327	327	1	8	682	99	96	
80	9	Do5#4	C5#4	322	322	1	8	682	99	96	
81	9	Si4b4	B4b4	310	310	1	8	682	99	96	
82	9	Do5#4	C5#4	322	322	1	8	682	99	96	
83	9	Si4b4	B4b4	310	310	1	8	682	99	96	
84	9	Do5#4	C5#4	322	322	1	8	682	99	96	
85	9	Re5	D5	327	327	1	8	682	99	96	
86	8	Mi5	E5	336	336	1	8	85	99	96	
87	9	Re5	D5	327	327	1	16	341	99	96	
