Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
2	9	Do5	C5	318	318	1	4	1500	95	96	
3	9	Re5	D5	327	327	1	4	1500	95	96	
4	9	Si4b1	B4b1	313	313	3	8	2250	95	96	
5	9	Do5	C5	318	318	1	8	750	95	96	
6	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
7	9	Do5	C5	318	318	1	8	750	95	96	
8	9	Re5	D5	327	327	1	8	750	95	96	
9	9	Do5	C5	318	318	1	4	1500	95	96	
10	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
11	9	La4	A4	305	305	1	2	3000	95	96	
11.5	53										
12	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
13	8	Re5	D5	327	327	1	8	94	95	96	
14	9	Do5	C5	318	318	1	4	1500	95	96	
15	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
16	9	La4	A4	305	305	1	4	1500	95	96	
17	9	Si4b1	B4b1	313	313	1	8	750	95	96	
18	9	Do5	C5	318	318	1	8	750	95	96	
19	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
20	9	Do5	C5	318	318	1	8	750	95	96	
21	9	Re5	D5	327	327	1	8	750	95	96	
22	9	Do5	C5	318	318	1	4	1500	95	96	
23	9	Re5	D5	327	327	1	2	3000	95	96	
24	9	Es	Es			1	4	1500	95	96	
24.5	53										
25	9	Re5	D5	327	327	1	8	750	95	96	
26	9	Re5	D5	327	327	1	8	750	95	96	
27	9	Re5	D5	327	327	1	2	3000	95	96	
28	9	Re5	D5	327	327	1	4	1500	95	96	
29	9	Es	Es			1	4	1500	95	96	
29.5	53										
30	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
31	9	Do5	C5	318	318	1	4	1500	95	96	
32	9	Re5	D5	327	327	1	4	1500	95	96	
33	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
34	9	Do5	C5	318	318	1	4	1500	95	96	
35	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
35.5	53										
36	9	Re5	D5	327	327	1	8	750	95	96	
37	9	Re5	D5	327	327	1	8	750	95	96	
38	9	Re5	D5	327	327	1	4	1500	95	96	
39	9	Re5	D5	327	327	3	8	2250	95	96	
40	9	Es	Es			1	8	750	95	96	
41	9	Re5	D5	327	327	3	8	2250	95	96	
42	9	Mi5b1	E5b1	335	335	1	8	750	95	96	
43	9	Re5	D5	327	327	1	4	1500	95	96	
44	9	Do5	C5	318	318	1	4	1500	95	96	
45	9	Do5	C5	318	318	1	4	1500	95	96	
46	8	Mi5b1	E5b1	335	335	1	8	94	95	96	
47	9	Re5	D5	327	327	1	4	1500	95	96	
48	9	Do5	C5	318	318	1	4	1500	95	96	
49	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
49.5	53										
50	9	Sol4	G4	296	296	1	8	750	95	96	
51	9	La4	A4	305	305	1	8	750	95	96	
52	9	Si4b1	B4b1	313	313	1	8	750	95	96	
53	9	Do5	C5	318	318	1	8	750	95	96	
54	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
55	9	Do5	C5	318	318	1	4	1500	95	96	
56	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
57	9	La4	A4	305	305	1	4	1500	95	96	
58	9	Sol4	G4	296	296	1	2	3000	95	96	
59	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
60	9	Do5	C5	318	318	1	4	1500	95	96	
61	9	Re5	D5	327	327	1	4	1500	95	96	
61.5	53										
62	9	Si4b1	B4b1	313	313	3	8	2250	95	96	
63	9	Do5	C5	318	318	1	8	750	95	96	
64	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
65	9	Do5	C5	318	318	1	8	750	95	96	
66	9	Re5	D5	327	327	1	8	750	95	96	
67	9	Do5	C5	318	318	1	4	1500	95	96	
68	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
69	9	La4	A4	305	305	1	2	3000	95	96	
69.5	53										
70	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
71	8	Re5	D5	327	327	1	8	94	95	96	
72	9	Do5	C5	318	318	1	4	1500	95	96	
73	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
74	9	La4	A4	305	305	1	4	1500	95	96	
75	9	Si4b1	B4b1	313	313	1	8	750	95	96	
76	9	Do5	C5	318	318	1	8	750	95	96	
77	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
78	9	Do5	C5	318	318	1	8	750	95	96	
79	9	Re5	D5	327	327	1	8	750	95	96	
80	9	Do5	C5	318	318	1	4	1500	95	96	
81	9	Re5	D5	327	327	1	2	3000	95	96	
82	9	Es	Es			1	4	1500	95	96	
82.5	53										
83	9	Re5	D5	327	327	1	8	750	95	96	
84	9	Re5	D5	327	327	1	8	750	95	96	
85	9	Re5	D5	327	327	1	2	3000	99	96	
86	9	Re5	D5	327	327	1	4	1500	95	96	
87	9	Es	Es			1	4	1500	95	96	
87.5	53										
88	9	Do5	C5	318	318	1	8	750	95	96	
89	9	Re5	D5	327	327	1	8	750	95	96	
90	9	Do5	C5	318	318	1	4	1500	95	96	
91	9	Re5	D5	327	327	1	2	3000	95	96	
92	9	Mi5b1	E5b1	335	335	1	2	3000	95	96	
93	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
94	9	Fa5#4	F5#4	344	344	1	4	1500	95	96	
95	9	Re5	D5	327	327	1	4	1500	95	96	
96	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
97	9	Do5	C5	318	318	1	4	1500	95	96	
98	9	Re5	D5	327	327	1	4	1500	95	96	
99	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
100	9	Do5	C5	318	318	1	4	1500	95	96	
101	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
102	9	Re5	D5	327	327	1	4	1500	95	96	
103	9	Do5	C5	318	318	1	4	1500	95	96	
104	9	Do5	C5	318	318	3	16	1125	95	96	
105	9	Si4b1	B4b1	313	313	1	16	375	95	96	
106	9	La4#4	A4#4	309	309	1	8	750	95	96	
107	9	Si4b1	B4b1	313	313	1	8	750	95	96	
108	9	La4#4	A4#4	309	309	1	4	1500	95	96	
109	9	Si4b1	B4b1	313	313	1	4	1500	99	96	
110	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
111	9	Re5	D5	327	327	1	4	1500	95	96	
112	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
113	9	Do5	C5	318	318	1	4	1500	95	96	
114	9	Re5	D5	327	327	1	2	3000	95	96	
114.5	53										
115	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
116	9	Do5	C5	318	318	1	4	1500	95	96	
117	9	Re5	D5	327	327	1	4	1500	95	96	
118	9	Si4b1	B4b1	313	313	3	8	2250	95	96	
119	9	Do5	C5	318	318	1	8	750	95	96	
120	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
121	9	Do5	C5	318	318	1	8	750	95	96	
122	9	Re5	D5	327	327	1	8	750	95	96	
123	9	Do5	C5	318	318	1	4	1500	95	96	
124	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
125	9	La4	A4	305	305	1	2	3000	95	96	
125.5	53										
126	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
127	8	Re5	D5	327	327	1	8	94	95	96	
128	9	Do5	C5	318	318	1	4	1500	95	96	
129	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
130	9	La4	A4	305	305	1	4	1500	95	96	
131	9	Si4b1	B4b1	313	313	1	8	750	95	96	
132	9	Do5	C5	318	318	1	8	750	95	96	
133	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
134	9	Do5	C5	318	318	1	8	750	95	96	
135	9	Re5	D5	327	327	1	8	750	95	96	
136	9	Do5	C5	318	318	1	4	1500	95	96	
137	9	Re5	D5	327	327	1	2	3000	95	96	
138	9	Es	Es			1	4	1500	95	96	
138.5	53										
139	9	Re5	D5	327	327	1	8	750	95	96	
140	9	Re5	D5	327	327	1	8	750	95	96	
141	9	Re5	D5	327	327	1	2	3000	99	96	
142	9	Re5	D5	327	327	1	4	1500	95	96	
143	9	Es	Es			1	4	1500	95	96	
144	9	Re5	D5	327	327	1	2	3000	95	96	
145	9	Re5	D5	327	327	1	4	1500	95	96	
146	9	Re5	D5	327	327	1	4	1500	95	96	
147	9	Re5	D5	327	327	1	2	3000	99	96	
148	9	Re5	D5	327	327	1	4	1500	95	96	
149	9	Es	Es			1	4	1500	95	96	
149.5	53										
150	9	Fa5#4	F5#4	344	344	1	4	1500	95	96	
151	9	Sol5	G5	349	349	1	4	1500	99	96	
152	9	Sol5	G5	349	349	1	2	3000	95	96	
153	9	Re5	D5	327	327	1	8	750	95	96	
154	9	Mi5b1	E5b1	335	335	1	8	750	95	96	
155	9	Fa5#4	F5#4	344	344	1	8	750	95	96	
156	9	Sol5	G5	349	349	1	8	750	95	96	
157	9	Fa5#4	F5#4	344	344	1	4	1500	95	96	
158	9	Sol5	G5	349	349	1	4	1500	95	96	
159	9	Fa5#4	F5#4	344	344	1	4	1500	95	96	
160	9	Sol5	G5	349	349	1	4	1500	95	96	
161	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
162	9	Fa5#4	F5#4	344	344	1	4	1500	95	96	
163	9	Re5	D5	327	327	1	4	1500	95	96	
164	9	Re5	D5	327	327	1	8	750	95	96	
165	9	Re5	D5	327	327	1	8	750	95	96	
166	9	Re5	D5	327	327	1	4	1500	95	96	
167	9	Fa5	F5	340	340	1	4	1500	95	96	
168	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
169	9	Re5	D5	327	327	1	4	1500	95	96	
170	9	Do5	C5	318	318	1	4	1500	95	96	
171	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
172	9	La4	A4	305	305	1	2	3000	95	96	
173	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
174	9	Do5	C5	318	318	1	4	1500	95	96	
175	8	Mi5b1	E5b1	335	335	1	8	94	95	96	
176	9	Re5	D5	327	327	1	4	1500	95	96	
177	9	Do5	C5	318	318	1	4	1500	95	96	
178	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
179	9	Re5	D5	327	327	1	8	750	95	96	
180	9	Re5	D5	327	327	1	8	750	95	96	
181	9	Re5	D5	327	327	1	4	1500	95	96	
181.5	53										
182	9	Es	Es			1	4	1500	95	96	
183	9	Re5	D5	327	327	1	8	750	95	96	
184	9	Re5	D5	327	327	1	8	750	95	96	
185	9	Re5	D5	327	327	1	4	1500	95	96	
186	9	Mi5b1	E5b1	335	335	1	4	1500	99	96	
187	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
188	9	Fa5	F5	340	340	1	4	1500	95	96	
189	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
190	9	Re5	D5	327	327	1	4	1500	95	96	
191	9	Do5	C5	318	318	1	4	1500	95	96	
192	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
193	9	Sol4	G4	296	296	1	8	750	95	96	
194	9	La4	A4	305	305	1	8	750	95	96	
195	9	Si4b1	B4b1	313	313	1	8	750	95	96	
196	9	Do5	C5	318	318	1	8	750	95	96	
197	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
198	9	Do5	C5	318	318	1	4	1500	95	96	
199	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
200	9	La4	A4	305	305	1	4	1500	95	96	
201	9	Sol4	G4	296	296	1	2	3000	95	96	
201.5	53										
202	9	Do5	C5	318	318	1	8	750	95	96	
203	9	Re5	D5	327	327	1	8	750	95	96	
204	9	Do5	C5	318	318	1	4	1500	95	96	
205	9	Re5	D5	327	327	1	2	3000	95	96	
206	9	Mi5b1	E5b1	335	335	1	2	3000	99	96	
207	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
208	9	Fa5#4	F5#4	344	344	1	4	1500	95	96	
209	9	Re5	D5	327	327	1	4	1500	95	96	
210	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
211	9	Do5	C5	318	318	1	4	1500	95	96	
212	9	Re5	D5	327	327	1	4	1500	95	96	
213	9	Si4b1	B4b1	313	313	1	2	3000	95	96	
214	9	Do5	C5	318	318	1	4	1500	95	96	
215	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
215.5	53										
216	9	Re5	D5	327	327	1	4	1500	95	96	
217	9	Do5	C5	318	318	1	4	1500	95	96	
218	9	Do5	C5	318	318	3	16	1125	95	96	
219	9	Si4b1	B4b1	313	313	1	16	375	95	96	
220	9	La4#4	A4#4	309	309	1	8	750	95	96	
221	9	Si4b1	B4b1	313	313	1	8	750	95	96	
222	9	La4#4	A4#4	309	309	1	4	1500	95	96	
223	9	Si4b1	B4b1	313	313	1	4	1500	99	96	
224	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
225	9	Re5	D5	327	327	1	4	1500	95	96	
226	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
227	9	Do5	C5	318	318	1	4	1500	95	96	
228	9	Re5	D5	327	327	1	2	3000	95	96	
228.5	53										
229	9	Re5	D5	327	327	1	4	1500	95	96	
230	9	Do5	C5	318	318	1	4	1500	95	96	
231	9	Re5	D5	327	327	1	4	1500	95	96	
232	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
233	9	Re5	D5	327	327	1	2	3000	95	96	
233.5	53										
234	9	Es	Es			1	4	1500	95	96	
235	9	Re5	D5	327	327	1	8	750	95	96	
236	9	Re5	D5	327	327	1	8	750	95	96	
237	9	Re5	D5	327	327	1	2	3000	95	96	
238	9	Re5	D5	327	327	1	4	1500	95	96	
239	9	Es	Es			1	4	1500	95	96	
239.5	53										
240	9	Do5	C5	318	318	1	2	3000	95	96	
241	9	Do5	C5	318	318	1	4	1500	95	96	
242	9	Re5	D5	327	327	1	4	1500	95	96	
243	9	Do5	C5	318	318	1	8	750	95	96	
244	9	Re5	D5	327	327	1	8	750	95	96	
245	9	Do5	C5	318	318	1	4	1500	95	96	
246	9	Re5	D5	327	327	1	2	3000	95	96	
246.5	53										
247	9	Sol4	G4	296	296	1	8	750	95	96	
248	9	La4	A4	305	305	1	8	750	95	96	
249	9	Si4b1	B4b1	313	313	1	8	750	95	96	
250	9	Do5	C5	318	318	1	8	750	95	96	
251	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
252	9	Do5	C5	318	318	1	4	1500	95	96	
253	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
254	9	La4	A4	305	305	1	4	1500	95	96	
255	9	Sol4	G4	296	296	1	2	3000	95	96	
255.5	53										
256	9	Re5	D5	327	327	1	4	1500	95	96	
257	9	Do5	C5	318	318	1	4	1500	95	96	
258	9	Re5	D5	327	327	1	4	1500	95	96	
259	9	Mi5b1	E5b1	335	335	1	4	1500	95	96	
260	9	Re5	D5	327	327	1	2	3000	95	96	
260.5	53										
261	9	Es	Es			1	4	1500	95	96	
262	9	Re5	D5	327	327	1	8	750	95	96	
263	9	Re5	D5	327	327	1	8	750	95	96	
264	9	Re5	D5	327	327	1	2	3000	95	96	
