Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	La4	A4	305	305	1	4	714	95	96	
2	9	Mi5	E5	336	336	1	8	357	95	96	
3	9	Re5	D5	327	327	1	8	357	95	96	
4	9	Mi5	E5	336	336	1	4	714	95	96	
5	9	Fa5	F5	340	340	1	4	714	95	96	
6	9	Mi5	E5	336	336	1	2	1429	95	96	
6.5	53										
7	9	Re5	D5	327	327	1	16	179	95	96	
8	9	Fa5	F5	340	340	1	16	179	95	96	
9	9	Mi5	E5	336	336	1	16	179	95	96	
10	9	Re5	D5	327	327	1	16	179	95	96	
11	9	Re5	D5	327	327	1	4	714	95	96	
12	9	Do5	C5	318	318	1	8	357	95	96	
13	9	Re5	D5	327	327	1	8	357	95	96	
14	9	Do5	C5	318	318	1	8	357	95	96	
15	9	Si4b1	B4b1	313	313	1	8	357	95	96	
16	9	Do5	C5	318	318	1	4	714	95	96	
17	9	Re5	D5	327	327	1	4	714	95	96	
18	9	Mi5	E5	336	336	1	2	1429	95	96	
18.5	53										
19	9	Do5	C5	318	318	1	8	357	95	96	
20	9	Si4b1	B4b1	313	313	1	8	357	95	96	
21	9	La4	A4	305	305	1	4	714	95	96	
22	9	La4	A4	305	305	1	8	357	95	96	
23	9	Es	Es			1	8	357	95	96	
23.5	53										
24	9	Do5	C5	318	318	1	8	357	95	96	
25	9	Re5	D5	327	327	1	8	357	95	96	
26	9	Mi5	E5	336	336	1	4	714	95	96	
27	9	Fa5	F5	340	340	1	4	714	95	96	
28	9	Mi5	E5	336	336	1	2	1429	95	96	
28.5	53										
29	9	Re5	D5	327	327	1	8	357	95	96	
30	9	Fa5	F5	340	340	1	8	357	95	96	
31	9	Mi5	E5	336	336	1	8	357	95	96	
32	9	Re5	D5	327	327	1	8	357	95	96	
33	9	Do5	C5	318	318	1	8	357	95	96	
34	9	Si4b1	B4b1	313	313	1	8	357	95	96	
35	9	Do5	C5	318	318	1	8	357	95	96	
36	9	Re5	D5	327	327	1	8	357	95	96	
37	9	Mi5	E5	336	336	1	8	357	95	96	
38	9	Re5	D5	327	327	1	8	357	95	96	
39	9	Do5	C5	318	318	1	8	357	95	96	
40	9	Si4b1	B4b1	313	313	1	8	357	95	96	
41	9	La4	A4	305	305	3	8	1071	95	96	
41.5	53										
42	9	Do5	C5	318	318	1	8	357	95	96	
43	9	Si4b1	B4b1	313	313	1	8	357	95	96	
44	9	La4	A4	305	305	1	8	357	95	96	
45	9	Sol4	G4	296	296	1	4	714	95	96	
46	9	Sol4	G4	296	296	1	8	357	95	96	
47	9	Es	Es			1	8	357	95	96	
47.5	53										
48	9	Re5	D5	327	327	1	8	357	95	96	
49	9	Do5	C5	318	318	1	8	357	95	96	
50	9	Re5	D5	327	327	3	8	1071	95	96	
51	9	Mi5	E5	336	336	1	8	357	95	96	
52	9	Re5	D5	327	327	1	4	714	95	96	
53	9	Mi5	E5	336	336	1	8	357	95	96	
54	9	Re5	D5	327	327	1	8	357	95	96	
55	9	Do5	C5	318	318	1	4	714	95	96	
56	9	Re5	D5	327	327	1	8	357	95	96	
57	9	Do5	C5	318	318	1	8	357	95	96	
58	9	Si4b1	B4b1	313	313	1	4	714	95	96	
59	9	Do5	C5	318	318	1	8	357	95	96	
60	9	Si4b1	B4b1	313	313	1	8	357	95	96	
61	9	Do5	C5	318	318	1	4	714	95	96	
62	9	Re5	D5	327	327	1	8	357	95	96	
63	9	Do5	C5	318	318	1	8	357	95	96	
64	9	Re5	D5	327	327	1	4	714	95	96	
65	9	Mi5	E5	336	336	1	8	357	95	96	
66	9	Re5	D5	327	327	1	8	357	95	96	
67	9	Mi5	E5	336	336	3	8	1071	95	96	
68	9	Es	Es			1	8	357	95	96	
68.5	53										
69	9	Fa5	F5	340	340	1	8	357	95	96	
70	9	Mi5	E5	336	336	1	8	357	95	96	
71	9	Fa5	F5	340	340	1	8	357	95	96	
72	9	Sol5	G5	349	349	1	8	357	95	96	
73	9	La5	A5	358	358	1	8	357	95	96	
74	9	Sol5	G5	349	349	1	8	357	95	96	
75	9	Fa5	F5	340	340	1	8	357	95	96	
76	9	Mi5	E5	336	336	1	8	357	95	96	
77	9	Re5	D5	327	327	1	8	357	95	96	
78	9	Fa5	F5	340	340	1	8	357	95	96	
79	9	Mi5	E5	336	336	1	8	357	95	96	
80	9	Re5	D5	327	327	1	8	357	95	96	
81	9	Re5	D5	327	327	3	8	1071	95	96	
82	9	Es	Es			1	8	357	95	96	
82.5	53										
83	9	Do5	C5	318	318	1	8	357	95	96	
84	9	Si4b1	B4b1	313	313	1	8	357	95	96	
85	9	Do5	C5	318	318	1	8	357	95	96	
86	9	Re5	D5	327	327	1	8	357	95	96	
87	9	Mi5	E5	336	336	1	8	357	95	96	
88	9	Re5	D5	327	327	1	8	357	95	96	
89	9	Do5	C5	318	318	1	8	357	95	96	
90	9	Si4b1	B4b1	313	313	1	8	357	95	96	
91	9	La4	A4	305	305	3	8	1071	95	96	
91.5	53										
92	9	Do5	C5	318	318	1	8	357	95	96	
93	9	Si4b1	B4b1	313	313	1	8	357	95	96	
94	9	La4#4	A4#4	309	309	1	8	357	95	96	
95	9	Si4b1	B4b1	313	313	1	4	714	95	96	
96	9	Si4b1	B4b1	313	313	1	8	357	95	96	
97	9	Es	Es			1	8	357	95	96	
97.5	53										
98	9	Sol4	G4	296	296	1	8	357	95	96	
99	9	La4	A4	305	305	1	8	357	95	96	
100	9	Sol4	G4	296	296	1	4	714	95	96	
101	9	La4	A4	305	305	1	4	714	95	96	
