Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Mi5	E5	336	336	1	4	909	95	96	
2	9	Sol5	G5	349	349	1	8	455	95	96	
3	9	Mi5	E5	336	336	3	8	1364	95	96	
4	9	Re5	D5	327	327	1	8	455	95	96	
5	9	Mi5	E5	336	336	3	16	682	95	96	
6	9	Re5	D5	327	327	1	16	227	95	96	
7	9	Do5	C5	318	318	1	8	455	95	96	
7.5	53										
8	9	Re5	D5	327	327	1	4	909	95	96	
9	9	Mi5	E5	336	336	1	8	455	95	96	
10	9	Fa5	F5	340	340	3	16	682	95	96	
11	9	Mi5	E5	336	336	1	16	227	95	96	
12	9	Re5	D5	327	327	1	8	455	95	96	
13	9	Mi5	E5	336	336	1	8	455	95	96	
14	9	Mi5	E5	336	336	3	8	1364	95	96	
15	9	Mi5	E5	336	336	1	4	909	95	96	
15.5	53										
16	9	Sol4	G4	296	296	1	8	455	95	96	
17	9	Do5	C5	318	318	3	8	1364	95	96	
18	9	Mi5	E5	336	336	1	8	455	95	96	
19	9	Re5	D5	327	327	1	8	455	95	96	
20	9	Do5	C5	318	318	1	8	455	95	96	
21	9	Si4	B4	314	314	1	8	455	95	96	
22	9	La4	A4	305	305	1	4	909	95	96	
22.5	53										
23	9	Mi5	E5	336	336	1	8	455	95	96	
24	9	Re5	D5	327	327	3	16	682	95	96	
25	9	Do5	C5	318	318	1	16	227	95	96	
26	9	Re5	D5	327	327	1	8	455	95	96	
27	9	Mi5	E5	336	336	1	8	455	95	96	
28	9	Mi5	E5	336	336	3	8	1364	95	96	
28.5	53										
29	9			-1	-1	1	4	909	95	96	
30	9	Re5	D5	327	327	1	8	455	95	96	
31	9	Sol5	G5	349	349	1	16	227	95	96	
32	9	Fa5	F5	340	340	1	16	227	95	96	
33	9	Mi5	E5	336	336	1	16	227	95	96	
34	9	Re5	D5	327	327	1	16	227	95	96	
35	9	Do5	C5	318	318	1	8	455	95	96	
36	9	Si4	B4	314	314	1	16	227	95	96	
37	9	Do5	C5	318	318	1	16	227	95	96	
38	9	Re5	D5	327	327	1	8	455	95	96	
39	9	Do5	C5	318	318	1	16	227	95	96	
40	9	Si4	B4	314	314	1	16	227	95	96	
41	9	La4	A4	305	305	1	8	455	95	96	
41.5	53										
42	9	Do5	C5	318	318	3	8	1364	95	96	
43	9	Si4	B4	314	314	1	8	455	95	96	
44	9	La4	A4	305	305	1	8	455	95	96	
45	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
46	9	La4	A4	305	305	1	8	455	95	96	
47	9	Si4	B4	314	314	1	8	455	95	96	
48	9	Do5	C5	318	318	1	8	455	95	96	
49	9	Re5	D5	327	327	1	8	455	95	96	
50	9	Re5	D5	327	327	1	4	909	95	96	
50.5	53										
51	9	Do5	C5	318	318	1	16	227	95	96	
52	9	Si4	B4	314	314	1	16	227	95	96	
53	9	La4	A4	305	305	1	4	909	95	96	
54	9	Si4	B4	314	314	1	16	227	95	96	
55	9	Do5	C5	318	318	1	16	227	95	96	
56	9	Si4	B4	314	314	1	16	227	95	96	
57	9	Do5	C5	318	318	1	16	227	95	96	
58	9	Re5	D5	327	327	1	4	909	95	96	
58.5	53										
59	9	Mi5	E5	336	336	1	8	455	95	96	
60	9	Do5	C5	318	318	1	4	909	95	96	
61	9	Fa5	F5	340	340	1	8	455	95	96	
62	9	Mi5	E5	336	336	1	8	455	95	96	
63	9	Re5	D5	327	327	1	8	455	95	96	
64	9	Do5	C5	318	318	1	8	455	95	96	
65	9	Si4	B4	314	314	1	8	455	95	96	
66	9	La4	A4	305	305	1	4	909	95	96	
67	9	Es	Es			1	8	455	95	96	
67.5	53										
68	9	Mi5	E5	336	336	1	4	909	95	96	
69	9	Sol5	G5	349	349	1	8	455	95	96	
70	9	Mi5	E5	336	336	3	8	1364	95	96	
71	9	Re5	D5	327	327	1	8	455	95	96	
72	9	Mi5	E5	336	336	3	16	682	95	96	
73	9	Re5	D5	327	327	1	16	227	95	96	
74	9	Do5	C5	318	318	1	8	455	95	96	
74.5	53										
75	9	Re5	D5	327	327	1	4	909	95	96	
76	9	Mi5	E5	336	336	1	8	455	95	96	
77	9	Fa5	F5	340	340	3	16	682	95	96	
78	9	Mi5	E5	336	336	1	16	227	95	96	
79	9	Re5	D5	327	327	1	8	455	95	96	
80	9	Mi5	E5	336	336	1	8	455	95	96	
81	9	Mi5	E5	336	336	3	8	1364	95	96	
82	9	Mi5	E5	336	336	1	4	909	95	96	
82.5	53										
83	9	Sol4	G4	296	296	1	8	455	95	96	
84	9	Do5	C5	318	318	3	8	1364	95	96	
85	9	Mi5	E5	336	336	1	8	455	95	96	
86	9	Re5	D5	327	327	1	8	455	95	96	
87	9	Do5	C5	318	318	1	8	455	95	96	
88	9	Si4	B4	314	314	1	8	455	95	96	
89	9	La4	A4	305	305	1	4	909	95	96	
89.5	53										
90	9	Mi5	E5	336	336	1	8	455	95	96	
91	9	Re5	D5	327	327	3	16	682	95	96	
92	9	Do5	C5	318	318	1	16	227	95	96	
93	9	Re5	D5	327	327	1	8	455	95	96	
94	9	Mi5	E5	336	336	1	8	455	95	96	
95	9	Mi5	E5	336	336	3	8	1364	95	96	
95.5	53										
96	9			-1	-1	1	4	909	95	96	
97	9	Re5	D5	327	327	1	8	455	95	96	
98	9	Sol5	G5	349	349	1	16	227	95	96	
99	9	Fa5	F5	340	340	1	16	227	95	96	
100	9	Mi5	E5	336	336	1	16	227	95	96	
101	9	Re5	D5	327	327	1	16	227	95	96	
102	9	Do5	C5	318	318	1	8	455	95	96	
103	9	Si4	B4	314	314	1	16	227	95	96	
104	9	Do5	C5	318	318	1	16	227	95	96	
105	9	Re5	D5	327	327	1	8	455	95	96	
106	9	Do5	C5	318	318	1	16	227	95	96	
107	9	Si4	B4	314	314	1	16	227	95	96	
108	9	La4	A4	305	305	1	8	455	95	96	
108.5	53										
109	9	Do5	C5	318	318	3	8	1364	95	96	
110	9	Si4	B4	314	314	1	8	455	95	96	
111	9	La4	A4	305	305	1	8	455	95	96	
112	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
113	9	La4	A4	305	305	1	8	455	95	96	
114	9	Si4	B4	314	314	1	8	455	95	96	
115	9	Do5	C5	318	318	1	8	455	95	96	
116	9	Re5	D5	327	327	1	8	455	95	96	
117	9	Re5	D5	327	327	1	4	909	95	96	
117.5	53										
118	9	Do5	C5	318	318	1	16	227	95	96	
119	9	Si4	B4	314	314	1	16	227	95	96	
120	9	La4	A4	305	305	1	4	909	95	96	
121	9	Si4	B4	314	314	1	16	227	95	96	
122	9	Do5	C5	318	318	1	16	227	95	96	
123	9	Si4	B4	314	314	1	16	227	95	96	
124	9	Do5	C5	318	318	1	16	227	95	96	
125	9	Re5	D5	327	327	1	4	909	95	96	
125.5	53										
126	9	Mi5	E5	336	336	1	8	455	95	96	
127	9	Do5	C5	318	318	1	4	909	95	96	
128	9	Fa5	F5	340	340	1	8	455	95	96	
129	9	Mi5	E5	336	336	1	8	455	95	96	
130	9	Re5	D5	327	327	1	8	455	95	96	
131	9	Do5	C5	318	318	1	8	455	95	96	
132	9	Si4	B4	314	314	1	8	455	95	96	
133	9	La4	A4	305	305	1	4	909	95	96	
134	9	Es	Es			1	8	455	95	96	
134.5	53										
135	9	Sol5	G5	349	349	1	4	909	95	96	
136	9	Re5	D5	327	327	1	8	455	95	96	
137	9	Sol5	G5	349	349	3	8	1364	95	96	
138	9	Fa5#4	F5#4	344	344	1	8	455	95	96	
139	9	Sol5	G5	349	349	1	4	909	95	96	
140	9	Fa5#4	F5#4	344	344	1	8	455	95	96	
141	9	Sol5	G5	349	349	1	4	909	95	96	
142	9	Fa5#4	F5#4	344	344	1	8	455	95	96	
143	9	Sol5#4	G5#4	353	353	3	16	682	95	96	
144	9	Fa5#4	F5#4	344	344	1	16	227	95	96	
145	9	La5	A5	358	358	1	4	909	95	96	
146	9	Sol5#4	G5#4	353	353	1	8	455	95	96	
147	9	Fa5#4	F5#4	344	344	1	16	227	95	96	
148	9	Mi5	E5	336	336	1	16	227	95	96	
149	9	Fa5#4	F5#4	344	344	1	16	227	95	96	
150	9	Sol5#4	G5#4	353	353	1	16	227	95	96	
151	9	Fa5#4	F5#4	344	344	1	4	909	95	96	
151.5	53										
152	9	Re5	D5	327	327	1	8	455	95	96	
153	9	Fa5#4	F5#4	344	344	3	16	682	95	96	
154	9	Mi5	E5	336	336	1	16	227	95	96	
155	9	Fa5#4	F5#4	344	344	1	8	455	95	96	
156	9	Sol5	G5	349	349	1	8	455	95	96	
157	9	La5	A5	358	358	1	4	909	95	96	
158	9	Sol5	G5	349	349	1	8	455	95	96	
159	9	Sol5	G5	349	349	3	16	682	95	96	
160	9	Fa5#4	F5#4	344	344	1	16	227	95	96	
161	9	Mi5	E5	336	336	1	8	455	95	96	
162	9	Fa5#4	F5#4	344	344	1	4	909	95	96	
163	9	Sol5	G5	349	349	1	4	909	95	96	
164	9	Mi5	E5	336	336	1	4	909	95	96	
165	9	Es	Es			1	8	455	95	96	
165.5	53										
166	9	Fa5	F5	340	340	3	8	1364	95	96	
167	9	Fa5	F5	340	340	1	8	455	95	96	
168	9	Mi5	E5	336	336	1	8	455	95	96	
169	9	Mi5	E5	336	336	1	8	455	95	96	
170	9	Re5	D5	327	327	1	8	455	95	96	
171	9	Mi5	E5	336	336	3	16	682	95	96	
172	9	Re5	D5	327	327	1	16	227	95	96	
173	9	Do5	C5	318	318	1	8	455	95	96	
173.5	53										
174	9	Do5	C5	318	318	3	8	1364	95	96	
175	9	Si4	B4	314	314	1	8	455	95	96	
176	9	La4	A4	305	305	1	8	455	95	96	
177	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
178	9	La4	A4	305	305	1	8	455	95	96	
179	9	Si4	B4	314	314	1	8	455	95	96	
180	9	Do5	C5	318	318	1	8	455	95	96	
181	9	Re5	D5	327	327	1	8	455	95	96	
181.5	53										
182	9	Re5	D5	327	327	1	4	909	95	96	
183	9	Do5	C5	318	318	1	16	227	95	96	
184	9	Si4	B4	314	314	1	16	227	95	96	
185	9	La4	A4	305	305	1	4	909	95	96	
186	9	Si4	B4	314	314	1	16	227	95	96	
187	9	Do5	C5	318	318	1	16	227	95	96	
188	9	Si4	B4	314	314	1	16	227	95	96	
189	9	Do5	C5	318	318	1	16	227	95	96	
190	9	Re5	D5	327	327	1	4	909	95	96	
191	9	Mi5	E5	336	336	1	8	455	95	96	
191.5	53										
192	9	Do5	C5	318	318	1	4	909	95	96	
193	9	Fa5	F5	340	340	1	8	455	95	96	
194	9	Mi5	E5	336	336	1	8	455	95	96	
195	9	Re5	D5	327	327	1	8	455	95	96	
196	9	Do5	C5	318	318	1	8	455	95	96	
197	9	Si4	B4	314	314	1	8	455	95	96	
198	9	La4	A4	305	305	1	4	909	95	96	
199	9	Es	Es			1	8	455	95	96	
199.5	53										
200	9	Mi5	E5	336	336	1	4	909	95	96	
201	9	Sol5	G5	349	349	1	8	455	95	96	
202	9	Mi5	E5	336	336	3	8	1364	95	96	
203	9	Re5	D5	327	327	1	8	455	95	96	
204	9	Mi5	E5	336	336	3	16	682	95	96	
205	9	Re5	D5	327	327	1	16	227	95	96	
206	9	Do5	C5	318	318	1	8	455	95	96	
206.5	53										
207	9	Re5	D5	327	327	1	4	909	95	96	
208	9	Mi5	E5	336	336	1	8	455	95	96	
209	9	Fa5	F5	340	340	3	16	682	95	96	
210	9	Mi5	E5	336	336	1	16	227	95	96	
211	9	Re5	D5	327	327	1	8	455	95	96	
212	9	Mi5	E5	336	336	1	8	455	95	96	
213	9	Mi5	E5	336	336	3	8	1364	95	96	
214	9	Mi5	E5	336	336	1	4	909	95	96	
214.5	53										
215	9	Sol4	G4	296	296	1	8	455	95	96	
216	9	Do5	C5	318	318	3	8	1364	95	96	
217	9	Mi5	E5	336	336	1	8	455	95	96	
218	9	Re5	D5	327	327	1	8	455	95	96	
219	9	Do5	C5	318	318	1	8	455	95	96	
220	9	Si4	B4	314	314	1	8	455	95	96	
221	9	La4	A4	305	305	1	4	909	95	96	
221.5	53										
222	9	Mi5	E5	336	336	1	8	455	95	96	
223	9	Re5	D5	327	327	3	16	682	95	96	
224	9	Do5	C5	318	318	1	16	227	95	96	
225	9	Re5	D5	327	327	1	8	455	95	96	
226	9	Mi5	E5	336	336	1	8	455	95	96	
227	9	Mi5	E5	336	336	3	8	1364	95	96	
227.5	53										
228	9			-1	-1	1	4	909	95	96	
229	9	Re5	D5	327	327	1	8	455	95	96	
230	9	Sol5	G5	349	349	1	16	227	95	96	
231	9	Fa5	F5	340	340	1	16	227	95	96	
232	9	Mi5	E5	336	336	1	16	227	95	96	
233	9	Re5	D5	327	327	1	16	227	95	96	
234	9	Do5	C5	318	318	1	8	455	95	96	
235	9	Si4	B4	314	314	1	16	227	95	96	
236	9	Do5	C5	318	318	1	16	227	95	96	
237	9	Re5	D5	327	327	1	8	455	95	96	
238	9	Do5	C5	318	318	1	16	227	95	96	
239	9	Si4	B4	314	314	1	16	227	95	96	
240	9	La4	A4	305	305	1	8	455	95	96	
240.5	53										
241	9	Do5	C5	318	318	3	8	1364	95	96	
242	9	Si4	B4	314	314	1	8	455	95	96	
243	9	La4	A4	305	305	1	8	455	95	96	
244	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
245	9	La4	A4	305	305	1	8	455	95	96	
246	9	Si4	B4	314	314	1	8	455	95	96	
247	9	Do5	C5	318	318	1	8	455	95	96	
248	9	Re5	D5	327	327	1	8	455	95	96	
248.5	53										
249	9	Re5	D5	327	327	1	4	909	95	96	
250	9	Do5	C5	318	318	1	16	227	95	96	
251	9	Si4	B4	314	314	1	16	227	95	96	
252	9	La4	A4	305	305	1	4	909	95	96	
253	9	Si4	B4	314	314	1	16	227	95	96	
254	9	Do5	C5	318	318	1	16	227	95	96	
255	9	Si4	B4	314	314	1	16	227	95	96	
256	9	Do5	C5	318	318	1	16	227	95	96	
257	9	Re5	D5	327	327	1	4	909	95	96	
257.5	53										
258	9	Mi5	E5	336	336	1	8	455	95	96	
259	9	Do5	C5	318	318	1	4	909	95	96	
260	9	Fa5	F5	340	340	1	8	455	95	96	
261	9	Mi5	E5	336	336	1	8	455	95	96	
262	9	Re5	D5	327	327	1	8	455	95	96	
263	9	Do5	C5	318	318	1	8	455	95	96	
264	9	Si4	B4	314	314	1	8	455	95	96	
265	9	La4	A4	305	305	1	4	909	95	96	
266	9	Es	Es			1	8	455	95	96	
266.5	53										
