Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9			-1	-1	1	4	741	95	96	
2	9	Mi5	E5	336	336	1	4	741	95	96	
3	9	Es	Es			1	8	370	95	96	
3.5	53										
4	9	Mi5	E5	336	336	1	4	741	95	96	
5	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
6	9	Sol5	G5	349	349	1	4	741	95	96	
7	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
8	9	Mi5	E5	336	336	1	8	370	95	96	
9	9	Mi5	E5	336	336	3	16	556	95	96	
10	9	Re5	D5	327	327	1	16	185	95	96	
11	9	Re5	D5	327	327	3	16	556	95	96	
12	9	Do5	C5	318	318	1	16	185	95	96	
13	9	Do5	C5	318	318	3	16	556	95	96	
14	9	Si4b1	B4b1	313	313	1	16	185	95	96	
15	8	Do5	C5	318	318	1	8	46	95	96	
16	9	Si4b1	B4b1	313	313	3	8	1111	95	96	
17	9	La4	A4	305	305	1	8	370	95	96	
17.5	53										
18	9	Es	Es			1	8	370	95	96	
19	9	La4	A4	305	305	1	4	741	95	96	
20	9	Mi5	E5	336	336	1	8	370	95	96	
21	9	Mi5	E5	336	336	3	16	556	95	96	
22	9	Re5	D5	327	327	1	16	185	95	96	
23	9	Do5	C5	318	318	1	16	185	95	96	
24	9	Re5	D5	327	327	1	16	185	95	96	
25	9	Mi5	E5	336	336	1	16	185	95	96	
26	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
27	9	Re5	D5	327	327	1	4	741	95	96	
28	8	Fa5#4	F5#4	344	344	1	8	46	95	96	
29	9	Mi5	E5	336	336	1	2	1481	95	96	
29.5	53										
30	9	Mi5	E5	336	336	1	4	741	95	96	
31	9	Fa5#4	F5#4	344	344	1	4	741	95	96	
32	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
33	9	La5	A5	358	358	1	8	370	95	96	
34	9	Sol5	G5	349	349	1	8	370	95	96	
35	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
36	9	Mi5	E5	336	336	3	16	556	95	96	
37	9	Re5	D5	327	327	1	16	185	95	96	
38	9	Do5	C5	318	318	1	4	741	95	96	
38.5	53										
39	9	Re5	D5	327	327	1	8	370	95	96	
40	9	Mi5	E5	336	336	1	8	370	95	96	
41	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
42	9	Sol5	G5	349	349	1	8	370	95	96	
43	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
44	9	Mi5	E5	336	336	1	8	370	95	96	
45	9	Fa5#4	F5#4	344	344	3	16	556	95	96	
46	9	Mi5	E5	336	336	1	16	185	95	96	
47	9	Re5	D5	327	327	1	4	741	95	96	
47.5	53										
48	9	Es	Es			1	8	370	95	96	
49	9	Mi5	E5	336	336	1	8	370	95	96	
50	9	Re5	D5	327	327	1	8	370	95	96	
51	9	Do5	C5	318	318	1	8	370	95	96	
52	9	Do5	C5	318	318	1	16	185	95	96	
53	9	Si4b1	B4b1	313	313	1	16	185	95	96	
54	9	La4	A4	305	305	1	8	370	95	96	
55	9	Si4b1	B4b1	313	313	1	8	370	95	96	
56	9	Do5	C5	318	318	1	8	370	95	96	
57	9	Si4b1	B4b1	313	313	1	4	741	95	96	
58	8	Re5	D5	327	327	1	8	46	95	96	
59	9	Do5	C5	318	318	1	2	1481	95	96	
59.5	53										
60	9			-1	-1	1	4	741	95	96	
61	9	Es	Es			1	4	741	95	96	
62	9	Es	Es			1	8	370	95	96	
63	9	Do5	C5	318	318	1	4	741	95	96	
64	9	Re5	D5	327	327	1	8	370	95	96	
65	9	Re5	D5	327	327	3	8	1111	95	96	
66	9	Es	Es			1	8	370	95	96	
66.5	53										
67	9	Mi5	E5	336	336	1	8	370	95	96	
68	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
69	9	Sol5	G5	349	349	1	8	370	95	96	
70	9	La5	A5	358	358	1	8	370	95	96	
71	9	Sol5	G5	349	349	1	8	370	95	96	
72	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
73	9	Mi5	E5	336	336	1	8	370	95	96	
74	9	Re5	D5	327	327	1	8	370	95	96	
75	9	Do5	C5	318	318	1	8	370	95	96	
76	9	Si4b1	B4b1	313	313	1	8	370	95	96	
76.5	53										
77	9	Es	Es			1	8	370	95	96	
78	9	La4	A4	305	305	1	4	741	95	96	
79	9	Si4b1	B4b1	313	313	1	8	370	95	96	
80	9	Do5	C5	318	318	1	4	741	95	96	
81	8	Mi5	E5	336	336	1	8	46	95	96	
82	9	Re5	D5	327	327	1	8	370	95	96	
83	9	Do5	C5	318	318	1	8	370	95	96	
84	9	Si4b1	B4b1	313	313	3	16	556	95	96	
85	9	La4	A4	305	305	1	16	185	95	96	
86	9	Sol4	G4	296	296	3	8	1111	95	96	
87	9	Es	Es			1	8	370	95	96	
87.5	53										
88	9	Fa5#4	F5#4	344	344	1	4	741	95	96	
89	9	Mi5	E5	336	336	1	8	370	95	96	
90	9	Re5	D5	327	327	1	8	370	95	96	
90.5	53										
91	9	Es	Es			1	8	370	95	96	
92	9	La5	A5	358	358	1	8	370	95	96	
93	9	Sol5	G5	349	349	1	8	370	95	96	
94	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
95	9	Mi5	E5	336	336	3	16	556	95	96	
96	9	Re5	D5	327	327	1	16	185	95	96	
97	9	Do5	C5	318	318	1	8	370	95	96	
98	9	Si4b1	B4b1	313	313	1	8	370	95	96	
99	9	Re5	D5	327	327	1	16	185	95	96	
100	9	Mi5	E5	336	336	1	16	185	95	96	
101	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
102	9	Mi5	E5	336	336	1	8	370	95	96	
103	9	Re5	D5	327	327	1	8	370	95	96	
104	9	Do5	C5	318	318	1	8	370	95	96	
105	9	Si4b1	B4b1	313	313	1	8	370	95	96	
106	9	Do5	C5	318	318	3	16	556	95	96	
107	9	Si4b1	B4b1	313	313	1	16	185	95	96	
108	9	La4	A4	305	305	1	2	1481	95	96	
109	9	Es	Es			1	4	741	95	96	
109.5	53										
110	9	Mi5	E5	336	336	1	8	370	95	96	
111	9	Re5	D5	327	327	1	8	370	95	96	
112	9	Do5	C5	318	318	1	8	370	95	96	
113	9	Re5	D5	327	327	1	8	370	95	96	
114	9	Mi5	E5	336	336	3	8	1111	95	96	
114.5	53										
115	9	Re5	D5	327	327	1	8	370	95	96	
116	9	Sol5	G5	349	349	1	8	370	95	96	
117	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
118	9	Mi5	E5	336	336	1	16	185	95	96	
119	9			-1	-1	1	4	741	95	96	
120	9	Mi5	E5	336	336	1	4	741	95	96	
121	9	Es	Es			1	8	370	95	96	
121.5	53										
122	9	Mi5	E5	336	336	1	4	741	95	96	
123	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
124	9	Sol5	G5	349	349	1	4	741	95	96	
125	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
126	9	Mi5	E5	336	336	1	8	370	95	96	
127	9	Mi5	E5	336	336	3	16	556	95	96	
128	9	Re5	D5	327	327	1	16	185	95	96	
129	9	Re5	D5	327	327	3	16	556	95	96	
130	9	Do5	C5	318	318	1	16	185	95	96	
131	9	Do5	C5	318	318	3	16	556	95	96	
132	9	Si4b1	B4b1	313	313	1	16	185	95	96	
133	8	Do5	C5	318	318	1	8	46	95	96	
134	9	Si4b1	B4b1	313	313	3	8	1111	95	96	
135	9	La4	A4	305	305	1	8	370	95	96	
135.5	53										
136	9	Es	Es			1	8	370	95	96	
137	9	La4	A4	305	305	1	4	741	95	96	
138	9	Mi5	E5	336	336	1	8	370	95	96	
139	9	Mi5	E5	336	336	3	16	556	95	96	
140	9	Re5	D5	327	327	1	16	185	95	96	
141	9	Do5	C5	318	318	1	16	185	95	96	
142	9	Re5	D5	327	327	1	16	185	95	96	
143	9	Mi5	E5	336	336	1	16	185	95	96	
144	9	Fa5#4	F5#4	344	344	1	16	185	95	96	
145	9	Re5	D5	327	327	1	4	741	95	96	
146	8	Fa5#4	F5#4	344	344	1	8	46	95	96	
147	9	Mi5	E5	336	336	1	2	1481	95	96	
147.5	53										
148	9	Mi5	E5	336	336	1	4	741	95	96	
149	9	Fa5#4	F5#4	344	344	1	4	741	95	96	
150	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
151	9	La5	A5	358	358	1	8	370	95	96	
152	9	Sol5	G5	349	349	1	8	370	95	96	
153	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
154	9	Mi5	E5	336	336	3	16	556	95	96	
155	9	Re5	D5	327	327	1	16	185	95	96	
156	9	Do5	C5	318	318	1	4	741	95	96	
156.5	53										
157	9	Re5	D5	327	327	1	8	370	95	96	
158	9	Mi5	E5	336	336	1	8	370	95	96	
159	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
160	9	Sol5	G5	349	349	1	8	370	95	96	
161	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
162	9	Mi5	E5	336	336	1	8	370	95	96	
163	9	Fa5#4	F5#4	344	344	3	16	556	95	96	
164	9	Mi5	E5	336	336	1	16	185	95	96	
165	9	Re5	D5	327	327	1	4	741	95	96	
165.5	53										
166	9	Es	Es			1	8	370	95	96	
167	9	Mi5	E5	336	336	1	8	370	95	96	
168	9	Re5	D5	327	327	1	8	370	95	96	
169	9	Do5	C5	318	318	1	8	370	95	96	
170	9	Do5	C5	318	318	1	16	185	95	96	
171	9	Si4b1	B4b1	313	313	1	16	185	95	96	
172	9	La4	A4	305	305	1	8	370	95	96	
173	9	Si4b1	B4b1	313	313	1	8	370	95	96	
174	9	Do5	C5	318	318	1	8	370	95	96	
175	9	Si4b1	B4b1	313	313	1	4	741	95	96	
176	8	Re5	D5	327	327	1	8	46	95	96	
177	9	Do5	C5	318	318	1	2	1481	95	96	
177.5	53										
178	9			-1	-1	1	4	741	95	96	
179	9	Es	Es			1	4	741	95	96	
180	9	Es	Es			1	8	370	95	96	
181	9	Do5	C5	318	318	1	4	741	95	96	
182	9	Re5	D5	327	327	1	8	370	95	96	
183	9	Re5	D5	327	327	3	8	1111	95	96	
184	9	Es	Es			1	8	370	95	96	
184.5	53										
185	9	Mi5	E5	336	336	1	8	370	95	96	
186	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
187	9	Sol5	G5	349	349	1	8	370	95	96	
188	9	La5	A5	358	358	1	8	370	95	96	
189	9	Sol5	G5	349	349	1	8	370	95	96	
190	9	Fa5#4	F5#4	344	344	1	8	370	95	96	
191	9	Mi5	E5	336	336	1	8	370	95	96	
192	9	Re5	D5	327	327	1	8	370	95	96	
