Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Fa5#3	F5#4	343	344	1	8	435	95	96	ARANAÐME 	5.555556E-02
2	9	Sol5	G5	349	349	1	4	870	95	96	.	0.1666667
3	9	Si5b5	B5b5	362	362	1	8	435	95	96	.	0.2222222
4	9	La5	A5	358	358	3	16	652	95	96	.	0.3055556
5	9	Sol5	G5	349	349	1	16	217	95	96	.	0.3333333
6	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	0.4166667
7	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	0.4444444
8	9	Re5	D5	327	327	3	16	652	95	96	.	0.5277778
9	9	Do5	C5	318	318	1	16	217	95	96	.	0.5555556
10	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	0.6111111
11	9	Do5	C5	318	318	1	8	435	95	96	.	0.6666667
12	9	Re5	D5	327	327	1	8	435	95	96	.	0.7222222
13	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	0.7777778
14	9	Re5	D5	327	327	1	8	435	95	96	.	0.8333333
15	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	0.8611111
16	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	0.8888889
17	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	0.9166667
18	9	Re5	D5	327	327	1	16	217	95	96	.	0.9444444
19	9	Do5	C5	318	318	1	8	435	95	96	.	1
20	53			0	0	0	0	0	0	0		1
21	9	Re5	D5	327	327	1	8	435	95	96	.	1.055556
22	9	Mi5b3	E5b4	333	332	1	4	870	95	96	.	1.166667
23	9	Re5	D5	327	327	1	8	435	95	96	.	1.222222
24	9	Sol5	G5	349	349	1	8	435	95	96	.	1.277778
25	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.305556
26	9	Sol5	G5	349	349	1	16	217	95	96	.	1.333333
27	9	La5	A5	358	358	1	8	435	95	96	.	1.388889
28	9	Sol5	G5	349	349	1	16	217	95	96	.	1.416667
29	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.444444
30	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	1.527778
31	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.555556
32	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.583333
33	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.611111
34	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.638889
35	9	Re5	D5	327	327	1	16	217	95	96	.	1.666667
36	9	Re5	D5	327	327	1	4	870	95	96	.	1.777778
37	53			0	0	0	0	0	0	0		1.777778
38	9	Do5	C5	318	318	1	16	217	95	96	.	1.805556
39	9	Re5	D5	327	327	1	16	217	95	96	.	1.833333
40	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.861111
41	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.888889
42	9	Sol5	G5	349	349	1	4	870	95	96	.	2
43	53			0	0	0	0	0	0	0		2
44	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	2.055556
45	9	Sol5	G5	349	349	1	4	870	95	96	.	2.166667
46	9	Si5b5	B5b5	362	362	1	8	435	95	96	.	2.222222
47	9	La5	A5	358	358	3	16	652	95	96	.	2.305556
48	9	Sol5	G5	349	349	1	16	217	95	96	.	2.333333
49	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	2.416667
50	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	2.444444
51	9	Re5	D5	327	327	3	16	652	95	96	.	2.527778
52	9	Do5	C5	318	318	1	16	217	95	96	.	2.555556
53	9	Re5	D5	327	327	1	8	435	95	96	.	2.611111
54	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	2.666667
55	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	2.722222
56	9	Sol5	G5	349	349	1	16	217	95	96	.	2.75
57	9	La5	A5	358	358	1	16	217	95	96	.	2.777778
58	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	2.833333
59	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	2.888889
60	9	Re5	D5	327	327	1	8	435	95	96	.	2.944444
61	9	Do5	C5	318	318	1	8	435	95	96	.	3
62	53			0	0	0	0	0	0	0		3
63	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	3.055556
64	9	Re5	D5	327	327	1	8	435	95	96	.	3.111111
65	9	Do5	C5	318	318	1	8	435	95	96	.	3.166667
66	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	3.222222
67	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	3.277778
68	9	Re5	D5	327	327	1	16	217	95	96	.	3.305556
69	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	3.333333
70	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	3.388889
71	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	3.416667
72	9	Re5	D5	327	327	1	16	217	95	96	.	3.444444
73	9	Re5	D5	327	327	3	16	652	95	96	.	3.527778
74	9	Do5	C5	318	318	1	16	217	95	96	.	3.555556
75	9	Re5	D5	327	327	1	16	217	95	96	.	3.583333
76	9	Do5	C5	318	318	1	16	217	95	96	.	3.611111
77	9	Do5	C5	318	318	1	16	217	95	96	.	3.638889
78	9	Si4b1	B4b1	313	313	1	16	217	95	96	.	3.666667
79	9	Si4b1	B4b1	313	313	1	4	870	95	96	.	3.777778
80	53			0	0	0	0	0	0	0		3.777778
81	9	Do5	C5	318	318	1	16	217	95	96	.	3.805556
82	9	Re5	D5	327	327	1	16	217	95	96	.	3.833333
83	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	3.861111
84	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	3.888889
85	9	Sol5	G5	349	349	1	4	870	95	96	.	4
86	53			0	0	0	0	0	0	0		4
87	9	Fa5#3	F5#4	343	344	1	8	435	95	96	ARANAÐME 	4.055555
88	9	Sol5	G5	349	349	1	4	870	95	96	.	4.166667
89	9	Si5b5	B5b5	362	362	1	8	435	95	96	.	4.222222
90	9	La5	A5	358	358	3	16	652	95	96	.	4.305555
91	9	Sol5	G5	349	349	1	16	217	95	96	.	4.333333
92	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	4.416667
93	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	4.444445
94	9	Re5	D5	327	327	3	16	652	95	96	.	4.527778
95	9	Do5	C5	318	318	1	16	217	95	96	.	4.555555
96	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	4.611111
97	9	Do5	C5	318	318	1	8	435	95	96	.	4.666667
98	9	Re5	D5	327	327	1	8	435	95	96	.	4.722222
99	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	4.777778
100	9	Re5	D5	327	327	1	8	435	95	96	.	4.833333
101	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	4.861111
102	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	4.888889
103	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	4.916667
104	9	Re5	D5	327	327	1	16	217	95	96	.	4.944445
105	9	Do5	C5	318	318	1	8	435	95	96	.	5
106	53			0	0	0	0	0	0	0		5
107	9	Re5	D5	327	327	1	8	435	95	96	.	5.055555
108	9	Mi5b3	E5b4	333	332	1	4	870	95	96	.	5.166667
109	9	Re5	D5	327	327	1	8	435	95	96	.	5.222222
110	9	Sol5	G5	349	349	1	8	435	95	96	.	5.277778
111	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	5.305555
112	9	Sol5	G5	349	349	1	16	217	95	96	.	5.333333
113	9	La5	A5	358	358	1	8	435	95	96	.	5.388889
114	9	Sol5	G5	349	349	1	16	217	95	96	.	5.416667
115	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	5.444445
116	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	5.527778
117	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	5.555555
118	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	5.583333
119	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	5.611111
120	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	5.638889
121	9	Re5	D5	327	327	1	16	217	95	96	.	5.666667
122	9	Re5	D5	327	327	1	4	870	95	96	.	5.777778
123	53			0	0	0	0	0	0	0		5.777778
124	9	Do5	C5	318	318	1	16	217	95	96	.	5.805555
125	9	Re5	D5	327	327	1	16	217	95	96	.	5.833333
126	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	5.861111
127	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	5.888889
128	9	Sol5	G5	349	349	1	4	870	95	96	.	6
129	53			0	0	0	0	0	0	0		6
130	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	6.055555
131	9	Sol5	G5	349	349	1	4	870	95	96	.	6.166667
132	9	Si5b5	B5b5	362	362	1	8	435	95	96	.	6.222222
133	9	La5	A5	358	358	3	16	652	95	96	.	6.305555
134	9	Sol5	G5	349	349	1	16	217	95	96	.	6.333333
135	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	6.416667
136	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	6.444445
137	9	Re5	D5	327	327	3	16	652	95	96	.	6.527778
138	9	Do5	C5	318	318	1	16	217	95	96	.	6.555555
139	9	Re5	D5	327	327	1	8	435	95	96	.	6.611111
140	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	6.666667
141	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	6.722222
142	9	Sol5	G5	349	349	1	16	217	95	96	.	6.75
143	9	La5	A5	358	358	1	16	217	95	96	.	6.777778
144	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	6.833333
145	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	6.888889
146	9	Re5	D5	327	327	1	8	435	95	96	.	6.944445
147	9	Do5	C5	318	318	1	8	435	95	96	.	7
148	53			0	0	0	0	0	0	0		7
149	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	7.055555
150	9	Re5	D5	327	327	1	8	435	95	96	.	7.111111
151	9	Do5	C5	318	318	1	8	435	95	96	.	7.166667
152	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	7.222222
153	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	7.277778
154	9	Re5	D5	327	327	1	16	217	95	96	.	7.305555
155	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	7.333333
156	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	7.388889
157	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	7.416667
158	9	Re5	D5	327	327	1	16	217	95	96	.	7.444445
159	9	Re5	D5	327	327	3	16	652	95	96	.	7.527778
160	9	Do5	C5	318	318	1	16	217	95	96	.	7.555555
161	9	Re5	D5	327	327	1	16	217	95	96	.	7.583333
162	9	Do5	C5	318	318	1	16	217	95	96	.	7.611111
163	9	Do5	C5	318	318	1	16	217	95	96	.	7.638889
164	9	Si4b1	B4b1	313	313	1	16	217	95	96	.	7.666667
165	9	Si4b1	B4b1	313	313	1	2	1739	95	96	.	7.888889
166	9			-1	-1	1	4	870	100	0		8
167	53			0	0	0	0	0	0	0		8
168	9	Re5	D5	327	327	1	2	1739	95	96		8.222222
169	53			0	0	0	0	0	0	0		8.222222
170	9			-1	-1	1	8	435	100	0		8.277778
171	9	Do5	C5	318	318	1	4	870	95	96	Ben 	8.388889
172	9	Re5	D5	327	327	1	8	435	95	96	e	8.444445
173	9	Re5	D5	327	327	1	2	1739	95	96	sîr_	8.666667
174	53			0	0	0	0	0	0	0		8.666667
175	9	Mi5b3	E5b4	333	332	3	16	652	99	96	i 	8.75
176	9	Re5	D5	327	327	1	16	217	99	96		8.777778
177	9	Do5	C5	318	318	1	4	870	99	96		8.888889
178	9	Re5	D5	327	327	1	4	870	99	96		9
179	9	Mi5b3	E5b4	333	332	1	16	217	99	96		9.027778
180	9	Fa5#3	F5#4	343	344	1	16	217	99	96		9.055555
181	9	Mi5b3	E5b4	333	332	1	16	217	99	96		9.083333
182	9	Re5	D5	327	327	1	16	217	99	96		9.111111
183	9	Mi5b3	E5b4	333	332	1	8	435	99	96		9.166667
184	9	Fa5#3	F5#4	343	344	1	8	435	99	96		9.222222
185	9	Mi5b3	E5b4	333	332	1	8	435	95	96		9.277778
186	9	Re5	D5	327	327	1	4	870	95	96	aþ	9.388889
187	9	Mi5b3	E5b4	333	332	1	8	435	95	96	ký	9.444445
188	9	Fa5#3	F5#4	343	344	1	8	435	99	96	ným 	9.5
189	9	Sol5	G5	349	349	1	8	435	99	96		9.555555
190	9	Fa5#3	F5#4	343	344	1	8	435	99	96		9.611111
191	9	Mi5b3	E5b4	333	332	1	8	435	95	96		9.666667
