Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Si4b1	B4b1	313	313	1	4	395	95	96	
2	9	Si4b1	B4b1	313	313	1	4	395	95	96	
3	9	Do5	C5	318	318	1	8	197	99	96	
4	9	Si4b1	B4b1	313	313	1	8	197	99	96	
5	9	Fa5	F5	340	340	1	8	197	99	96	
6	9	Mi5b1	E5b1	335	335	1	8	197	99	96	
7	9	Re5	D5	327	327	1	8	197	95	96	
8	9	Re5	D5	327	327	1	8	197	99	96	
9	9	Do5	C5	318	318	1	8	197	99	96	
10	8	Re5	D5	327	327	1	8	25	99	96	
11	9	Do5	C5	318	318	1	8	197	99	96	
12	9	Si4b1	B4b1	313	313	1	8	197	95	96	
13	9	Si4b1	B4b1	313	313	1	8	197	99	96	
14	9	La4#4	A4#4	309	309	1	8	197	99	96	
15	9	Si4b1	B4b1	313	313	1	4	395	99	96	
15.5	53										
16	9	Mi5b1	E5b1	335	335	1	8	197	95	96	
17	9	Re5	D5	327	327	1	8	197	99	96	
18	9	Do5	C5	318	318	1	8	197	99	96	
19	9	Si4b1	B4b1	313	313	1	8	197	99	96	
20	9	La4	A4	305	305	1	8	197	99	96	
21	9	Si4b1	B4b1	313	313	1	4	395	99	96	
22	9	Do5	C5	318	318	1	8	197	99	96	
23	9	Si4b1	B4b1	313	313	1	8	197	99	96	
24	9	Do5	C5	318	318	1	8	197	95	96	
25	9	Re5	D5	327	327	1	8	197	95	96	
26	9	Mi5b1	E5b1	335	335	1	8	197	95	96	
27	9	Do5	C5	318	318	1	8	197	95	96	
28	9	Mi5b1	E5b1	335	335	1	8	197	95	96	
29	9	Re5	D5	327	327	1	4	395	95	96	
30	9	Re5	D5	327	327	1	4	395	95	96	
31	9	Es	Es			1	8	197	95	96	
31.5	53										
32	9			-1	-1	1	4	395	95	96	
33	9	Re5	D5	327	327	1	8	197	99	96	
34	9	Mi5b1	E5b1	335	335	1	8	197	95	96	
35	9	Fa5	F5	340	340	1	8	197	99	96	
36	9	Sol5	G5	349	349	1	8	197	99	96	
37	9	La5	A5	358	358	1	8	197	99	96	
38	9	Sol5	G5	349	349	1	8	197	99	96	
39	9	Fa5	F5	340	340	1	8	197	95	96	
40	8	Fa5	F5	340	340	1	8	25	95	96	
41	9	Mi5b1	E5b1	335	335	3	16	296	99	96	
42	9	Re5	D5	327	327	1	16	99	99	96	
43	9	Do5	C5	318	318	1	8	197	99	96	
44	9	Re5	D5	327	327	1	8	197	95	96	
45	9	Mi5b1	E5b1	335	335	1	8	197	99	96	
46	9	Re5	D5	327	327	1	8	197	99	96	
47	9	Mi5b1	E5b1	335	335	1	4	395	99	96	
48	9	Sol5	G5	349	349	1	8	197	95	96	
49	9	Sol5	G5	349	349	3	16	296	99	96	
50	9	Fa5	F5	340	340	1	16	99	99	96	
51	9	Fa5	F5	340	340	3	16	296	99	96	
