Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol4	G4	296	296	1	4	1111	95	96	Ah 	0.2
2	9	Sol4	G4	296	296	1	8	556	95	96	se	0.3
3	9	Re5	D5	327	327	1	4	1111	95	96	ni 	0.5
4	9	Mi5b5	E5b5	331	331	1	32	139	99	96	hükm_	0.525
5	9	Re5	D5	327	327	1	32	139	99	96		0.55
6	9	Mi5b5	E5b5	331	331	1	32	139	99	96		0.575
7	9	Fa5	F5	340	340	1	32	139	99	96		0.6
8	9	Mi5b5	E5b5	331	331	1	16	278	99	96		0.65
9	9	Re5	D5	327	327	1	16	278	95	96		0.7
10	9	Re5	D5	327	327	1	8	556	99	96	ü 	0.8
11	9	Do5	C5	318	318	1	8	556	99	96		0.9
12	9	Si4b5	B4b5	309	309	1	8	556	99	96		1
13	9	La4	A4	305	305	1	4	1111	95	96		1.2
14	53			0	0	0	0	0	0	0		1.2
15	9	Do5	C5	318	318	1	8	556	95	96	e	1.3
16	9	Re5	D5	327	327	3	16	833	99	96	zel 	1.45
17	9	Si4b5	B4b5	309	309	1	16	278	95	96		1.5
18	9	La4	A4	305	305	3	16	833	99	96	â	1.65
19	9	Do5	C5	318	318	1	16	278	95	96		1.7
20	9	Si4b5	B4b5	309	309	1	4	1111	99	96	þûb_	1.9
21	9	La4	A4	305	305	1	16	278	99	96		1.95
22	11	Sol4	G4	296	296	1	16	278	99	96		2
23	9	Sol4	G4	296	296	1	4	1111	95	96		2.2
24	53			0	0	0	0	0	0	0		2.2
25	9	Sol4	G4	296	296	1	8	556	95	96	u 	2.3
26	9	Sol4	G4	296	296	3	16	833	99	96	dev	2.45
27	9	La4	A4	305	305	1	16	278	95	96		2.5
28	9	Si4b5	B4b5	309	309	1	32	139	99	96	rân 	2.525
29	9	La4	A4	305	305	1	32	139	99	96		2.55
30	9	Si4b5	B4b5	309	309	1	32	139	99	96		2.575
31	9	Do5	C5	318	318	1	32	139	99	96		2.6
32	9	Si4b5	B4b5	309	309	1	16	278	99	96		2.65
33	9	La4	A4	305	305	1	16	278	95	96		2.7
34	9	La4	A4	305	305	1	4	1111	99	96	et	2.9
35	9	Re5	D5	327	327	1	8	556	100	96		3
36	9	Re5	D5	327	327	1	4	1111	95	96		3.2
37	9	Re5	D5	327	327	1	8	556	95	96	mek_	3.3
38	9	Re5	D5	327	327	1	32	139	99	96	is	3.325
39	9	Mi5b5	E5b5	331	331	1	32	139	99	96		3.35
40	9	Re5	D5	327	327	1	32	139	99	96		3.375
41	9	Do5	C5	318	318	1	32	139	99	96		3.4
42	9	Re5	D5	327	327	1	16	278	99	96		3.45
43	9	Mi5b5	E5b5	331	331	1	16	278	95	96		3.5
44	10	Fa5	F5	340	340	1	16	278	99	96	ter	3.55
45	8	La5	A5	358	358	0	0	0	99	96		3.55
46	11	Sol5	G5	349	349	1	32	139	99	96		3.575
47	9	Fa5	F5	340	340	1	32	139	99	96		3.6
48	9	Mi5b5	E5b5	331	331	1	16	278	99	96		3.65
49	9	Re5	D5	327	327	1	16	278	95	96		3.7
50	9	Re5	D5	327	327	3	16	833	95	96	miþ  	3.85
51	53			0	0	0	0	0	0	0		3.85
52	9	Sol5	G5	349	349	1	16	278	95	96	SAZ	3.9
53	9	Fa5	F5	340	340	1	16	278	95	96	.	3.95
54	9	Mi5b5	E5b5	331	331	1	16	278	95	96	.	4
55	9	Re5	D5	327	327	1	4	1111	95	96		4.2
56	53			0	0	0	0	0	0	0		4.2
57	9	Re5	D5	327	327	1	8	556	95	96	Be	4.3
58	9	Sol5	G5	349	349	1	4	1111	95	96	ni 	4.5
59	9	Sol5	G5	349	349	1	32	139	99	96	bah	4.525
60	9	Fa5#4	F5#4	344	344	1	32	139	99	96		4.55
61	9	Sol5	G5	349	349	1	32	139	99	96		4.575
62	9	La5	A5	358	358	1	32	139	99	96		4.6
63	9	Sol5	G5	349	349	1	16	278	99	96		4.65
64	9	Fa5#4	F5#4	344	344	1	16	278	95	96		4.7
65	28	Fa5#4	F5#4	344	344	1	4	1111	99	96	tým 	4.9
66	9	Mi5b5	E5b5	331	331	1	16	278	99	96		4.95
67	9	Re5	D5	327	327	1	16	278	99	96		5
68	9	Mi5b5	E5b5	331	331	3	16	833	99	96		5.15
69	9	Re5	D5	327	327	1	16	278	95	96		5.2
70	9	La5	A5	358	358	1	16	278	99	96	gi	5.25
71	9	Sol5	G5	349	349	1	16	278	95	96		5.3
72	9	Sol5	G5	349	349	1	16	278	99	96	bi 	5.35
73	9	Fa5#4	F5#4	344	344	1	8	556	99	96		5.45
74	9	Mi5b5	E5b5	331	331	1	16	278	95	96		5.5
75	9	Mi5b5	E5b5	331	331	1	32	139	99	96	zâr_	5.525
76	9	Re5	D5	327	327	1	32	139	99	96		5.55
77	9	Mi5b5	E5b5	331	331	1	32	139	99	96		5.575
78	9	Fa5#4	F5#4	344	344	1	32	139	99	96		5.6
79	9	Mi5b5	E5b5	331	331	1	16	278	99	96		5.65
80	9	Re5	D5	327	327	1	16	278	95	96		5.7
81	9	Re5	D5	327	327	3	16	833	99	96	ý 	5.85
82	9	Do5	C5	318	318	1	16	278	99	96		5.9
83	9	Si4b5	B4b5	309	309	1	24	185	99	96		5.933333
