Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Re5	D5	327	327	1	8	238	95	96	
1.5	53										
2	9	Es	Es			1	8	238	95	96	
3	9	Fa5#4	F5#4	344	344	1	8	238	95	96	
4	9	Mi5	E5	335	335	1	16	119	95	96	
5	9	Re5	D5	327	327	1	16	119	95	96	
6	9	Re5	D5	327	327	1	4	476	95	96	
7	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
8	9	Mi5	E5	335	335	1	16	119	99	96	
9	9	Re5	D5	327	327	1	8	238	99	96	
10	9	Do5	C5	318	318	1	16	119	99	96	
11	9	Si4b1	B4b1	312	312	1	16	119	99	96	
12	9	La4	A4	304	304	3	16	357	99	96	
13	9	Sol4	G4	296	296	1	16	119	95	96	
13.5	53										
14	9	Si4b1	B4b1	312	312	1	8	238	95	96	
15	9	Do5	C5	318	318	1	8	238	95	96	
16	9	Re5	D5	327	327	1	4	476	95	96	
17	9	Mi5b4	E5b4	331	331	1	4	476	95	96	
18	9	Re5	D5	327	327	1	8	238	95	96	
19	9	Mi5b4	E5b4	331	331	3	16	357	99	96	
20	9	Re5	D5	327	327	1	16	119	99	96	
21	9	La5	A5	357	357	1	8	238	95	96	
22	9	Sol5	G5	349	349	1	16	119	99	96	
23	9	Fa5#4	F5#4	344	344	1	16	119	95	96	
24	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
25	9	Mi5b4	E5b4	331	331	1	16	119	95	96	
26	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
27	9	Re5	D5	327	327	1	16	119	95	96	
28	9	Fa5#4	F5#4	344	344	1	4	476	95	96	
29	9	Mi5b4	E5b4	331	331	1	16	119	95	96	
30	9	Re5	D5	327	327	1	16	119	95	96	
31	9	Re5	D5	327	327	1	8	238	95	96	
31.5	53										
32	9	Es	Es			1	8	238	95	96	
33	9	Fa5#4	F5#4	344	344	1	8	238	95	96	
34	9	Mi5	E5	335	335	1	16	119	95	96	
35	9	Re5	D5	327	327	1	16	119	95	96	
36	9	Re5	D5	327	327	1	4	476	95	96	
37	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
38	9	Mi5	E5	335	335	1	16	119	99	96	
39	9	Re5	D5	327	327	1	8	238	99	96	
40	9	Do5	C5	318	318	1	16	119	99	96	
41	9	Si4b1	B4b1	312	312	1	16	119	99	96	
42	9	La4	A4	304	304	3	16	357	99	96	
43	9	Sol4	G4	296	296	1	16	119	95	96	
43.5	53										
44	9	Si4b1	B4b1	312	312	1	8	238	95	96	
45	9	Do5	C5	318	318	1	8	238	95	96	
46	9	Re5	D5	327	327	1	4	476	95	96	
47	9	Mi5b4	E5b4	331	331	1	4	476	95	96	
48	9	Re5	D5	327	327	1	8	238	95	96	
49	9	Mi5b4	E5b4	331	331	3	16	357	99	96	
50	9	Re5	D5	327	327	1	16	119	99	96	
51	9	La5	A5	357	357	1	8	238	95	96	
52	9	Sol5	G5	349	349	1	16	119	99	96	
53	9	Fa5#4	F5#4	344	344	1	16	119	95	96	
54	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
55	9	Mi5b4	E5b4	331	331	1	16	119	95	96	
56	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
57	9	Re5	D5	327	327	1	16	119	95	96	
58	9	Fa5#4	F5#4	344	344	1	4	476	95	96	
59	9	Mi5b4	E5b4	331	331	1	16	119	95	96	
60	9	Re5	D5	327	327	1	16	119	95	96	
61	9	Re5	D5	327	327	3	16	357	99	96	
62	9	Do5	C5	318	318	1	16	119	95	96	
63	9	Re5	D5	327	327	1	8	238	95	96	
64	9	Mi5b4	E5b4	331	331	1	8	238	95	96	
65	9	Fa5#4	F5#4	344	344	1	8	238	99	96	
66	9	Sol5	G5	349	349	1	8	238	95	96	
67	9	Si5b5	B5b5	361	361	1	16	119	99	96	
68	9	La5	A5	357	357	1	16	119	99	96	
69	9	Sol5	G5	349	349	1	16	119	99	96	
70	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
71	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
72	9	Re5	D5	327	327	1	16	119	95	96	
73	9	Re5	D5	327	327	3	16	357	99	96	
74	9	Do5	C5	318	318	1	16	119	95	96	
75	9	Si4b1	B4b1	312	312	1	8	238	95	96	
76	9	Do5	C5	318	318	1	8	238	95	96	
77	9	Re5	D5	327	327	1	4	476	95	96	
77.5	53										
78	9	Sol5	G5	349	349	1	16	119	99	96	
79	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
80	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
81	9	Re5	D5	327	327	1	16	119	99	96	
82	9	Do5	C5	318	318	1	8	238	95	96	
83	9	Re5	D5	327	327	3	16	357	99	96	
84	9	Do5	C5	318	318	1	16	119	99	96	
85	9	Re5	D5	327	327	1	16	119	99	96	
86	9	Fa5#4	F5#4	344	344	1	16	119	95	96	
87	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
88	9	Re5	D5	327	327	1	16	119	95	96	
89	9	Re5	D5	327	327	1	16	119	99	96	
90	9	Do5	C5	318	318	1	16	119	99	96	
91	9	Do5	C5	318	318	1	16	119	99	96	
92	9	Si4b1	B4b1	312	312	1	16	119	95	96	
93	9	Re5	D5	327	327	1	8	238	99	96	
94	9	Do5	C5	318	318	1	8	238	95	96	
95	9	Si4b1	B4b1	312	312	1	8	238	95	96	
96	9	La4	A4	304	304	3	16	357	99	96	
97	9	Sol4	G4	296	296	1	16	119	95	96	
97.5	53										
98	9	Si4b1	B4b1	312	312	1	8	238	95	96	
99	9	Do5	C5	318	318	1	8	238	95	96	
100	9	Re5	D5	327	327	1	8	238	99	96	
101	9	Do5	C5	318	318	1	8	238	95	96	
102	9	Fa5	F5	340	340	1	16	119	99	96	
103	9	Mi5	E5	335	335	1	16	119	99	96	
104	9	Re5	D5	327	327	1	8	238	99	96	
105	9	Do5	C5	318	318	1	16	119	99	96	
106	9	Si4b1	B4b1	312	312	1	16	119	99	96	
107	9	La4	A4	304	304	3	16	357	99	96	
108	9	Sol4	G4	296	296	1	16	119	95	96	
108.5	53										
109	9	Re5	D5	327	327	1	8	238	95	96	
110	9	Sol5	G5	349	349	1	8	238	95	96	
111	9	Mi5	E5	335	335	1	8	238	99	96	
112	9	Re5	D5	327	327	1	8	238	95	96	
113	9	La5	A5	357	357	1	16	119	99	96	
114	9	Sol5	G5	349	349	1	16	119	99	96	
115	9	Fa5	F5	340	340	1	16	119	99	96	
116	9	Mi5	E5	335	335	1	16	119	99	96	
117	9	Re5	D5	327	327	1	8	238	95	96	
118	9	Do5	C5	318	318	3	16	357	99	96	
119	9	Si4b1	B4b1	312	312	1	16	119	99	96	
120	9	Do5	C5	318	318	1	8	238	99	96	
121	9	Re5	D5	327	327	1	8	238	95	96	
122	9	Do5	C5	318	318	1	8	238	99	96	
123	9	Si4b1	B4b1	312	312	1	8	238	95	96	
124	9	Si4b1	B4b1	312	312	1	8	238	99	96	
125	9	La4	A4	304	304	1	8	238	99	96	
126	9	Sol4	G4	296	296	1	8	238	95	96	
127	9	La4	A4	304	304	3	8	714	95	96	
127.5	53										
128	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
129	9	Sol5	G5	349	349	1	16	119	95	96	
130	9	La5	A5	357	357	1	16	119	99	96	
131	9	Sol5	G5	349	349	1	16	119	99	96	
132	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
133	9	Sol5	G5	349	349	1	16	119	95	96	
134	9	La5	A5	357	357	3	16	357	99	96	
135	9	Sol5	G5	349	349	1	16	119	95	96	
136	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
137	9	Sol5	G5	349	349	1	16	119	95	96	
138	9	La5	A5	357	357	1	8	238	95	96	
139	9	Es	Es			1	8	238	95	96	
139.5	53										
140	9	Fa5#4	F5#4	344	344	1	8	238	95	96	
141	9	Sol5	G5	349	349	1	8	238	95	96	
142	9	La5	A5	357	357	1	4	476	95	96	
143	9	La5	A5	357	357	3	16	357	99	96	
144	9	Sol5	G5	349	349	1	16	119	99	96	
145	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
146	9	Sol5	G5	349	349	1	16	119	99	96	
147	9	La5	A5	357	357	1	8	238	95	96	
148	9	Es	Es			1	8	238	95	96	
148.5	53										
149	9	La5	A5	357	357	1	8	238	95	96	
150	9	Si5b5	B5b5	361	361	1	8	238	95	96	
151	9	Si5b5	B5b5	361	361	1	4	476	99	96	
152	9	Si5b5	B5b5	361	361	1	8	238	99	96	
153	9	La5	A5	357	357	1	8	238	95	96	
154	9	Sol5	G5	349	349	1	8	238	95	96	
155	9	Fa5#4	F5#4	344	344	1	8	238	99	96	
156	9	Mi5b5	E5b5	330	330	1	8	238	99	96	
157	9	Mi5b5	E5b5	330	330	1	8	238	95	96	
158	9	Re5	D5	327	327	1	8	238	95	96	
159	9	Re5	D5	327	327	1	4	476	95	96	
159.5	53										
160	9	Do6	C6	371	371	1	4	476	95	96	
161	9	Si5b5	B5b5	361	361	1	16	119	95	96	
162	9	La5	A5	357	357	1	16	119	95	96	
163	9	La5	A5	357	357	3	16	357	95	96	
164	9	Sol5	G5	349	349	1	16	119	95	96	
165	9	Fa5#4	F5#4	344	344	1	8	238	95	96	
166	9	Sol5	G5	349	349	1	8	238	95	96	
167	9	La5	A5	357	357	1	4	476	95	96	
167.5	53										
168	9	La5	A5	357	357	3	16	357	99	96	
169	9	Sol5	G5	349	349	1	16	119	99	96	
170	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
171	9	Sol5	G5	349	349	1	16	119	99	96	
172	9	La5	A5	357	357	1	8	238	95	96	
173	9	Es	Es			1	8	238	95	96	
173.5	53										
174	9	La5	A5	357	357	1	8	238	95	96	
175	9	Si5b5	B5b5	361	361	1	8	238	95	96	
176	9	Si5b5	B5b5	361	361	1	4	476	99	96	
177	9	Si5b5	B5b5	361	361	1	8	238	99	96	
178	9	La5	A5	357	357	1	8	238	95	96	
179	9	Sol5	G5	349	349	1	8	238	95	96	
179.5	53										
180	9	Fa5#4	F5#4	344	344	1	8	238	99	96	
181	9	Mi5b5	E5b5	330	330	1	8	238	99	96	
182	9	Re5	D5	327	327	1	8	238	95	96	
183	9	Sol5	G5	349	349	1	8	238	95	96	
184	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
185	9	Mi5b5	E5b5	330	330	1	16	119	95	96	
186	9	Mi5b5	E5b5	330	330	1	16	119	99	96	
187	9	Re5	D5	327	327	1	16	119	95	96	
188	9	Re5	D5	327	327	3	16	357	99	96	
189	9	Fa5#4	F5#4	344	344	1	16	119	95	96	
190	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
191	9	Re5	D5	327	327	1	16	119	95	96	
192	9	Mi5b4	E5b4	331	331	1	8	238	95	96	
193	9	Es	Es			1	8	238	95	96	
193.5	53										
194	9	Re5	D5	327	327	1	8	238	95	96	
195	9	Mi5b4	E5b4	331	331	1	8	238	95	96	
196	9	Fa5#4	F5#4	344	344	1	8	238	99	96	
197	9	Sol5	G5	349	349	1	8	238	95	96	
198	9	Si5b5	B5b5	361	361	1	16	119	95	96	
199	9	La5	A5	357	357	1	16	119	95	96	
200	9	Sol5	G5	349	349	1	16	119	95	96	
201	9	Fa5#4	F5#4	344	344	1	16	119	95	96	
202	9	Mi5b4	E5b4	331	331	1	16	119	95	96	
203	9	Re5	D5	327	327	1	16	119	95	96	
204	9	Re5	D5	327	327	3	16	357	95	96	
205	9	Do5	C5	318	318	1	16	119	95	96	
206	9	Si4b1	B4b1	312	312	1	8	238	95	96	
207	9	Do5	C5	318	318	1	8	238	95	96	
208	9	Re5	D5	327	327	1	4	476	95	96	
208.5	53										
209	9	Sol5	G5	349	349	1	16	119	99	96	
210	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
211	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
212	9	Re5	D5	327	327	1	16	119	99	96	
213	9	Do5	C5	318	318	1	8	238	95	96	
213.5	53										
214	9	Re5	D5	327	327	3	16	357	99	96	
215	9	Do5	C5	318	318	1	16	119	95	96	
216	9	Re5	D5	327	327	1	16	119	99	96	
217	9	Fa5#4	F5#4	344	344	1	16	119	99	96	
218	9	Mi5b4	E5b4	331	331	1	16	119	99	96	
219	9	Re5	D5	327	327	1	16	119	95	96	
220	9	Re5	D5	327	327	1	16	119	99	96	
221	9	Do5	C5	318	318	1	16	119	95	96	
222	9	Do5	C5	318	318	1	16	119	95	96	
223	9	Si4b1	B4b1	312	312	1	16	119	95	96	
224	9	Re5	D5	327	327	1	8	238	99	96	
225	9	Do5	C5	318	318	1	8	238	95	96	
226	9	Si4b1	B4b1	312	312	1	8	238	95	96	
227	9	La4	A4	304	304	3	16	357	99	96	
228	9	Sol4	G4	296	296	1	16	119	95	96	
228.5	53										
229	9	Si4b1	B4b1	312	312	1	8	238	95	96	
230	9	Do5	C5	318	318	1	8	238	95	96	
231	9	Re5	D5	327	327	1	8	238	99	96	
232	9	Do5	C5	318	318	1	8	238	95	96	
233	9	Fa5	F5	340	340	1	16	119	99	96	
234	9	Mi5	E5	335	335	1	16	119	99	96	
235	9	Re5	D5	327	327	1	8	238	99	96	
236	9	Do5	C5	318	318	1	16	119	99	96	
237	9	Si4b1	B4b1	312	312	1	16	119	95	96	
238	9	La4	A4	304	304	1	8	238	99	96	
239	9	Sol4	G4	296	296	1	8	238	95	96	
239.5	53										
240	9	Re5	D5	327	327	1	8	238	95	96	
241	9	Sol5	G5	349	349	1	8	238	95	96	
242	9	Mi5	E5	335	335	1	8	238	99	96	
243	9	Re5	D5	327	327	1	8	238	95	96	
244	9	La5	A5	357	357	1	16	119	95	96	
245	9	Sol5	G5	349	349	1	16	119	95	96	
246	9	Fa5	F5	340	340	1	16	119	95	96	
247	9	Mi5	E5	335	335	1	16	119	95	96	
248	9	Re5	D5	327	327	1	8	238	95	96	
249	9	Do5	C5	318	318	3	16	357	99	96	
250	9	Si4b1	B4b1	312	312	1	16	119	95	96	
251	9	Do5	C5	318	318	1	8	238	99	96	
252	9	Re5	D5	327	327	1	8	238	95	96	
