Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Do5	C5	318	318	1	8	500	95	84	Ak	0.125
2	9	Re5	D5	327	327	3	8	1500	95	66	þam 	0.5
3	10	Re5	D5	327	327	1	8	500	99	70	ol	0.625
4	8	Mi5	E5	336	336	0	0	0	99	74		0.625
5	9	Re5	D5	327	327	1	16	250	99	78		0.6875
6	9	Do5	C5	318	318	1	16	250	95	82		0.75
7	9	Do5	C5	318	318	1	16	250	99	86	du 	0.8125
8	9	Si4b2	B4b1	312	313	1	16	250	99	90		0.875
9	9	Do5	C5	318	318	1	8	500	95	94		1
10	53			0	0	0	0	0	0	98		1
11	9	Do5	C5	318	318	1	8	500	95	102	hü	1.125
12	9	Do5	C5	318	318	1	8	500	99	96	zün	1.25
13	9	Si4b2	B4b1	312	313	1	8	500	99	96		1.375
14	9	La4	A4	305	305	1	8	500	95	96		1.5
15	10	La4	A4	305	305	1	8	500	99	96	len	1.625
16	8	Do5	C5	318	318	0	0	0	99	96		1.625
17	9	Si4b2	B4b1	312	313	1	16	250	99	96		1.6875
18	9	La4	A4	305	305	1	16	250	95	96		1.75
19	9	La4	A4	305	305	1	8	500	99	96	dim 	1.875
20	9	Sol4	G4	296	296	1	8	500	95	96		2
21	53			0	0	0	0	0	0	0		2
22	9	Do5	C5	318	318	1	8	500	99	96	ben 	2.125
23	9	Si4b2	B4b1	312	313	1	16	250	99	96		2.1875
24	9	La4	A4	305	305	1	16	250	99	96		2.25
25	9	Si4b2	B4b1	312	313	1	8	500	95	96		2.375
26	9	Do5	C5	318	318	1	8	500	95	96	yi	2.5
27	9	Re5	D5	327	327	1	2	2000	95	96	ne  	3
28	53			0	0	0	0	0	0	0		3
29	53			0	0	0	0	0	0	0		3
30	9	Do5	C5	318	318	1	8	500	95	96	SAZ	3.125
31	9	Si4b2	B4b1	312	313	1	16	250	95	96	.	3.1875
32	9	La4	A4	305	305	1	16	250	95	96	.	3.25
33	9	Si4b2	B4b1	312	313	1	8	500	95	96	.	3.375
34	9	Do5	C5	318	318	1	8	500	95	96	.	3.5
35	9	Re5	D5	327	327	3	16	750	95	96	.	3.6875
36	9	Mi5	E5	336	336	1	16	250	95	96	.	3.75
37	9	Do5	C5	318	318	1	16	250	95	96	.	3.8125
38	9	Si4b2	B4b1	312	313	1	16	250	95	96	.	3.875
39	9	La4	A4	305	305	1	8	500	95	96	.	4
40	53			0	0	0	0	0	0	0		4
41	9	Do5	C5	318	318	1	8	500	95	84	Ak	4.125
42	9	Re5	D5	327	327	3	8	1500	95	66	þam 	4.5
43	10	Re5	D5	327	327	1	8	500	99	70	ol	4.625
44	8	Mi5	E5	336	336	0	0	0	99	74		4.625
45	9	Re5	D5	327	327	1	16	250	99	78		4.6875
46	9	Do5	C5	318	318	1	16	250	95	82		4.75
47	9	Do5	C5	318	318	1	16	250	99	86	du 	4.8125
48	9	Si4b2	B4b1	312	313	1	16	250	99	90		4.875
49	9	Do5	C5	318	318	1	8	500	95	94		5
50	53			0	0	0	0	0	0	98		5
51	9	Do5	C5	318	318	1	8	500	95	102	hü	5.125
52	9	Do5	C5	318	318	1	8	500	99	96	zün	5.25
53	9	Si4b2	B4b1	312	313	1	8	500	99	96		5.375
54	9	La4	A4	305	305	1	8	500	95	96		5.5
55	10	La4	A4	305	305	1	8	500	99	96	len	5.625
56	8	Do5	C5	318	318	0	0	0	99	96		5.625
57	9	Si4b2	B4b1	312	313	1	16	250	99	96		5.6875
58	9	La4	A4	305	305	1	16	250	95	96		5.75
59	9	La4	A4	305	305	1	8	500	99	96	dim 	5.875
60	9	Sol4	G4	296	296	1	8	500	95	96		6
61	53			0	0	0	0	0	0	0		6
62	9	Do5	C5	318	318	1	8	500	99	96	ben 	6.125
63	9	Si4b2	B4b1	312	313	1	16	250	99	96		6.1875
64	9	La4	A4	305	305	1	16	250	99	96		6.25
65	9	Si4b2	B4b1	312	313	1	8	500	95	96		6.375
66	9	Do5	C5	318	318	1	8	500	95	96	yi	6.5
67	9	Re5	D5	327	327	1	2	2000	95	96	ne  	7
68	53			0	0	0	0	0	0	0		7
69	9	Do5	C5	318	318	1	8	500	95	96	SAZ	7.125
70	9	Si4b2	B4b1	312	313	1	16	250	95	96	.	7.1875
71	9	La4	A4	305	305	1	16	250	95	96	.	7.25
72	9	Si4b2	B4b1	312	313	1	8	500	95	96	.	7.375
73	9	Do5	C5	318	318	1	8	500	95	96	.	7.5
74	9	Re5	D5	327	327	3	8	1500	95	96	.	7.875
75	9			-1	-1	1	8	500	100	0	.	8
76	53			0	0	0	0	0	0	0		8
77	9	Re5	D5	327	327	1	8	500	95	96	Has	8.125
78	9	Mi5	E5	336	336	3	8	1500	95	96	ret 	8.5
79	9	Mi5	E5	336	336	3	16	750	99	96	kal	8.6875
80	9	Re5	D5	327	327	1	16	250	95	96		8.75
81	9	Mi5	E5	336	336	1	16	250	99	66	dým 	8.8125
82	9	Re5	D5	327	327	1	32	125	99	73		8.84375
83	9	Do5	C5	318	318	1	32	125	99	80		8.875
84	9	Re5	D5	327	327	1	8	500	95	87		9
85	53			0	0	0	0	0	0	94		9
86	9			-1	-1	1	8	500	100	101		9.125
87	9	Mi5	E5	336	336	1	8	500	99	108	göz	9.25
88	9	Re5	D5	327	327	1	8	500	95	96		9.375
89	9	Fa5	F5	340	340	1	8	500	95	96	le	9.5
90	9	Mi5	E5	336	336	1	8	500	99	96	ri	9.625
91	9	Re5	D5	327	327	1	8	500	95	96		9.75
92	9	Do5	C5	318	318	1	8	500	99	96	nin 	9.875
93	9	Si4b2	B4b1	312	313	1	8	500	99	96		10
94	9	La4	A4	305	305	1	8	500	95	96		10.125
95	9	Re5	D5	327	327	1	16	250	99	96	ren	10.1875
96	9	Do5	C5	318	318	1	16	250	99	96		10.25
97	9	Si4b2	B4b1	312	313	1	8	500	95	96		10.375
98	9	Si4b2	B4b1	312	313	1	16	250	99	96	gi	10.4375
99	9	La4	A4	305	305	1	16	250	95	96		10.5
100	9	La4	A4	305	305	1	4	1000	95	96	ne 	10.75
101	9	Re5	D5	327	327	1	16	250	99	96	ah 	10.8125
102	9	Mi5	E5	336	336	1	32	125	99	96		10.84375
103	9	Re5	D5	327	327	1	32	125	99	96		10.875
104	9	Re5	D5	327	327	1	32	125	99	96		10.90625
105	9	Do5	C5	318	318	1	32	125	99	96		10.9375
106	9	Re5	D5	327	327	1	16	250	95	96		11
107	53			0	0	0	0	0	0	0		11
108	9	Re5	D5	327	327	1	8	500	95	96	Has	11.125
109	9	Mi5	E5	336	336	3	8	1500	95	96	ret 	11.5
110	9	Mi5	E5	336	336	3	16	750	99	96	kal	11.6875
111	9	Re5	D5	327	327	1	16	250	95	96		11.75
112	9	Mi5	E5	336	336	1	16	250	99	66	dým 	11.8125
113	9	Re5	D5	327	327	1	32	125	99	73		11.84375
114	9	Do5	C5	318	318	1	32	125	99	80		11.875
115	9	Re5	D5	327	327	1	8	500	95	87		12
116	53			0	0	0	0	0	0	94		12
117	9			-1	-1	1	8	500	100	101		12.125
118	9	Mi5	E5	336	336	1	8	500	99	108	göz	12.25
119	9	Re5	D5	327	327	1	8	500	95	96		12.375
120	9	Fa5	F5	340	340	1	8	500	95	96	le	12.5
121	9	Mi5	E5	336	336	1	8	500	99	96	ri	12.625
122	9	Re5	D5	327	327	1	8	500	95	96		12.75
123	9	Do5	C5	318	318	1	8	500	99	96	nin 	12.875
124	9	Si4b2	B4b1	312	313	1	8	500	99	96		13
125	9	La4	A4	305	305	1	8	500	95	96		13.125
126	9	Re5	D5	327	327	1	16	250	99	96	ren	13.1875
127	9	Do5	C5	318	318	1	16	250	99	96		13.25
128	9	Si4b2	B4b1	312	313	1	8	500	95	96		13.375
129	9	Si4b2	B4b1	312	313	1	16	250	99	96	gi	13.4375
130	9	La4	A4	305	305	1	16	250	95	96		13.5
131	9	La4	A4	305	305	1	2	2000	95	96	ne  	14
132	53			0	0	0	0	0	0	0		14
133	9			-1	-1	1	8	500	100	0	.	14.125
134	9	La5	A5	358	358	1	4	1000	95	96	SAZ	14.375
135	9	Sol5	G5	349	349	1	8	500	95	96	.	14.5
136	9	Fa5#4	F5#4	344	344	1	16	250	95	96	.	14.5625
137	9	Mi5	E5	336	336	1	16	250	95	96	.	14.625
138	9	Fa5#4	F5#4	344	344	1	16	250	95	66	.	14.6875
139	9	Sol5	G5	349	349	1	16	250	95	68	.	14.75
140	9	La5	A5	358	358	1	4	1000	95	71	.	15
141	53			0	0	0	0	0	0	73		15
142	9	Sol5	G5	349	349	1	8	500	95	76	Gel 	15.125
143	9	Do6	C6	371	371	3	8	1500	95	78	meh	15.5
144	9	Si5b2	B5b1	365	366	1	16	250	99	96	ta	15.5625
145	9	La5	A5	358	358	1	16	250	99	96		15.625
146	9	Si5b2	B5b1	365	366	1	16	250	99	96		15.6875
147	9	Do6	C6	371	371	1	16	250	95	96		15.75
148	9	La5	A5	358	358	1	4	1000	95	66	bým 	16
149	53			0	0	0	0	0	0	84		16
150	9			-1	-1	1	8	500	100	102		16.125
151	9	La5	A5	358	358	1	4	1000	95	120	gel 	16.375
152	9	Si5b2	B5b1	365	366	1	8	500	95	96	sev	16.5
153	9	Sol5	G5	349	349	1	4	1000	95	96	gi	16.75
154	9	Fa5#4	F5#4	344	344	1	4	1000	95	96	lim 	17
155	53			0	0	0	0	0	0	0		17
156	9			-1	-1	1	8	500	100	0		17.125
157	9	Sol5	G5	349	349	1	4	1000	95	84	gel 	17.375
158	9	Si5b2	B5b1	365	366	1	8	500	95	84	yi	17.5
159	9	La5	A5	358	358	1	2	2000	95	84	ne  	18
160	53			0	0	0	0	0	0	0		18
161	9			-1	-1	1	8	500	100	0	.	18.125
162	9	Do6	C6	371	371	1	8	500	95	96	SAZ	18.25
163	9	Si5b2	B5b1	365	366	1	8	500	95	96	.	18.375
164	9	La5	A5	358	358	1	8	500	95	96	.	18.5
165	9	Sol5	G5	349	349	1	8	500	95	96	.	18.625
166	9	Fa5#4	F5#4	344	344	1	16	250	95	66	.	18.6875
167	9	Sol5	G5	349	349	1	16	250	95	77	.	18.75
168	9	La5	A5	358	358	1	4	1000	95	88	.	19
169	53			0	0	0	0	0	0	98		19
170	9	Sol5	G5	349	349	1	8	500	95	109	Gel 	19.125
171	9	Do6	C6	371	371	3	8	1500	95	120	meh	19.5
172	9	Si5b2	B5b1	365	366	1	16	250	99	96	ta	19.5625
173	9	La5	A5	358	358	1	16	250	99	96		19.625
174	9	Si5b2	B5b1	365	366	1	16	250	99	96		19.6875
175	9	Do6	C6	371	371	1	16	250	95	96		19.75
176	9	La5	A5	358	358	1	4	1000	95	66	bým 	20
177	53			0	0	0	0	0	0	70		20
178	9			-1	-1	1	8	500	100	74	.	20.125
179	9	La5	A5	358	358	1	4	1000	95	78	gel 	20.375
180	9	Sol5	G5	349	349	1	8	500	95	96	sev	20.5
181	9	Fa5	F5	340	340	1	4	1000	95	96	gi	20.75
182	9	Mi5	E5	336	336	1	4	1000	95	96	lim 	21
183	53			0	0	0	0	0	0	0		21
184	9			-1	-1	1	8	500	100	0	.	21.125
185	9	Sol5	G5	349	349	1	8	500	99	96	gel 	21.25
186	9	Mi5	E5	336	336	1	8	500	95	96		21.375
187	9	Mi5	E5	336	336	1	16	250	99	96	yi	21.4375
188	9	Re5	D5	327	327	1	16	250	95	96		21.5
189	9	Re5	D5	327	327	1	2	2000	95	96	ne  	22
190	53			0	0	0	0	0	0	0		22
191	9	Do5	C5	318	318	1	8	500	95	96	SAZ	22.125
192	9	Si4b2	B4b1	312	313	1	16	250	95	96	.	22.1875
193	9	La4	A4	305	305	1	16	250	95	96	.	22.25
194	9	Si4b2	B4b1	312	313	1	8	500	95	96	.	22.375
195	9	Do5	C5	318	318	1	8	500	95	96	.	22.5
196	9	Re5	D5	327	327	1	2	2000	95	96	.	23
197	53			0	0	0	0	0	0	0		23
198	9	Re5	D5	327	327	1	8	500	95	96	Has	23.125
199	9	Mi5	E5	336	336	3	8	1500	95	96	ret 	23.5
200	9	Mi5	E5	336	336	3	16	750	99	96	kal	23.6875
201	9	Re5	D5	327	327	1	16	250	95	96		23.75
202	9	Mi5	E5	336	336	1	16	250	99	66	dým 	23.8125
203	9	Re5	D5	327	327	1	32	125	99	73		23.84375
204	9	Do5	C5	318	318	1	32	125	99	80		23.875
205	9	Re5	D5	327	327	1	8	500	95	87		24
206	53			0	0	0	0	0	0	94		24
207	9			-1	-1	1	8	500	100	101		24.125
208	9	Mi5	E5	336	336	1	8	500	99	108	göz	24.25
209	9	Re5	D5	327	327	1	8	500	95	96		24.375
210	9	Fa5	F5	340	340	1	8	500	95	96	le	24.5
211	9	Mi5	E5	336	336	1	8	500	99	96	ri	24.625
212	9	Re5	D5	327	327	1	8	500	95	96		24.75
213	9	Do5	C5	318	318	1	8	500	99	96	nin 	24.875
214	9	Si4b2	B4b1	312	313	1	8	500	99	96		25
215	9	La4	A4	305	305	1	8	500	95	96		25.125
216	9	Re5	D5	327	327	1	16	250	99	96	ren	25.1875
217	9	Do5	C5	318	318	1	16	250	99	96		25.25
218	9	Si4b2	B4b1	312	313	1	8	500	95	96		25.375
219	9	Si4b2	B4b1	312	313	1	16	250	99	96	gi	25.4375
220	9	La4	A4	305	305	1	16	250	95	96		25.5
