Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Sol5	G5	349	349	1	4	625	95	96	
2	9	La5	A5	358	358	1	4	625	99	96	
3	9	La5	A5	358	358	1	4	625	95	96	
4	9	Sol5	G5	349	349	1	4	625	95	96	
5	9	Fa5	F5	340	340	1	8	313	95	96	
6	9	Sol5	G5	349	349	1	8	313	95	96	
7	9	Fa5	F5	340	340	1	8	313	95	96	
8	9	Sol5	G5	349	349	1	8	313	95	96	
9	9	La5	A5	358	358	1	4	625	95	96	
10	9	Si5	B5	367	367	1	4	625	95	96	
10.5	53										
11	9	Sol5	G5	349	349	1	4	625	95	96	
12	9	La5	A5	358	358	1	2	1250	95	96	
13	9	Si5	B5	367	367	1	8	313	95	96	
14	9	Do6	C6	371	371	1	8	313	95	96	
15	9	Si5	B5	367	367	3	16	469	95	96	
16	9	La5	A5	358	358	1	16	156	95	96	
17	9	Sol5	G5	349	349	1	4	625	95	96	
17.5	53										
18	9	Do6	C6	371	371	1	2	1250	95	96	
19	9	Si5	B5	367	367	1	8	313	95	96	
20	9	Do6	C6	371	371	1	8	313	95	96	
21	9	Si5	B5	367	367	1	8	313	95	96	
22	9	Do6	C6	371	371	1	8	313	95	96	
23	9	La5	A5	358	358	1	4	625	95	96	
24	9	Es	Es			1	4	625	95	96	
24.5	53										
25	9	Fa5	F5	340	340	1	4	625	95	96	
26	9	Sol5	G5	349	349	1	8	313	95	96	
27	9	La5	A5	358	358	1	8	313	95	96	
28	9	Sol5	G5	349	349	1	4	625	95	96	
29	9	Fa5	F5	340	340	1	4	625	95	96	
30	9	Sol5	G5	349	349	3	16	469	95	96	
31	9	Fa5	F5	340	340	1	16	156	95	96	
32	9	Mi5	E5	336	336	1	2	1250	95	96	
33	9	Re5	D5	327	327	1	4	625	95	96	
33.5	53										
34	9	Fa5	F5	340	340	1	4	625	95	96	
35	9	Sol5	G5	349	349	1	2	1250	95	96	
36	9	Fa5	F5	340	340	1	4	625	95	96	
37	9	Sol5	G5	349	349	1	8	313	95	96	
38	9	Fa5	F5	340	340	1	8	313	95	96	
39	9	Sol5	G5	349	349	1	8	313	95	96	
40	9	La5	A5	358	358	1	8	313	95	96	
41	9	Sol5	G5	349	349	1	4	625	95	96	
42	9	La5	A5	358	358	1	4	625	95	96	
42.5	53										
43	9	Sol5	G5	349	349	3	8	938	95	96	
44	9	Do6	C6	371	371	1	8	313	95	96	
45	9	Re6	D6	380	380	3	16	469	95	96	
46	9	Do6	C6	371	371	1	16	156	95	96	
47	9	Si5	B5	367	367	1	8	313	95	96	
48	9	Do6	C6	371	371	1	8	313	95	96	
49	9	Si5	B5	367	367	1	4	625	95	96	
50	9	Do6	C6	371	371	1	2	1250	95	96	
51	9	Re6	D6	380	380	1	8	313	95	96	
52	9	Mi6	E6	389	389	1	8	313	95	96	
53	9	Re6	D6	380	380	1	4	625	95	96	
54	9	Do6	C6	371	371	1	2	1250	95	96	
55	9	Si5	B5	367	367	1	4	625	95	96	
56	9	La5	A5	358	358	3	8	938	95	96	
56.5	53										
57	9	Si5	B5	367	367	1	8	313	95	96	
58	9	Do6	C6	371	371	1	8	313	95	96	
59	9	Re6	D6	380	380	1	8	313	95	96	
60	9	Do6	C6	371	371	1	8	313	95	96	
61	9	Si5	B5	367	367	1	8	313	95	96	
62	9	Do6	C6	371	371	3	16	469	95	96	
63	9	Si5	B5	367	367	1	16	156	95	96	
64	9	La5	A5	358	358	1	4	625	95	96	
64.5	53										
65	9	Si5	B5	367	367	3	16	469	95	96	
66	9	La5	A5	358	358	1	16	156	95	96	
67	9	Sol5	G5	349	349	1	8	313	95	96	
68	9	La5	A5	358	358	1	8	313	95	96	
69	9	Sol5	G5	349	349	1	4	625	95	96	
70	9	La5	A5	358	358	1	2	1250	95	96	
70.5	53										
71	9	La5	A5	358	358	1	8	313	95	96	
72	9	La5	A5	358	358	1	8	313	95	96	
73	9	La5	A5	358	358	3	8	938	95	96	
74	9	Si5	B5	367	367	1	8	313	95	96	
75	9	La5	A5	358	358	1	4	625	95	96	
76	9	Sol5	G5	349	349	1	4	625	95	96	
77	9	Fa5	F5	340	340	1	4	625	95	96	
78	9	Sol5	G5	349	349	1	8	313	95	96	
79	9	La5	A5	358	358	1	8	313	95	96	
80	9	Sol5	G5	349	349	1	4	625	95	96	
81	9	Fa5	F5	340	340	1	4	625	95	96	
82	9	Mi5	E5	336	336	3	8	938	95	96	
82.5	53										
83	9	Sol5	G5	349	349	1	8	313	95	96	
84	9	Fa5	F5	340	340	1	8	313	95	96	
85	9	Sol5	G5	349	349	1	8	313	95	96	
86	9	La5	A5	358	358	1	4	625	95	96	
86.5	53										
87	9			-1	-1	1	4	625	95	96	
88	9	Mi5	E5	336	336	1	2	1250	95	96	
89	9	Re5	D5	327	327	1	4	625	95	96	
90	9	Mi5	E5	336	336	3	16	469	95	96	
91	9	Re5	D5	327	327	1	16	156	95	96	
92	9	Do5	C5	318	318	1	8	313	95	96	
93	9	Re5	D5	327	327	1	8	313	95	96	
94	9	Mi5	E5	336	336	1	4	625	95	96	
95	9	Es	Es			1	4	625	95	96	
95.5	53										
96	9	Re5	D5	327	327	1	8	313	95	96	
97	9	Mi5	E5	336	336	1	8	313	95	96	
98	9	Fa5	F5	340	340	1	8	313	95	96	
99	9	Sol5	G5	349	349	1	8	313	95	96	
100	9	Fa5	F5	340	340	1	4	625	95	96	
101	9	Sol5	G5	349	349	1	8	313	95	96	
102	9	La5	A5	358	358	1	8	313	95	96	
103	9	Sol5	G5	349	349	1	4	625	95	96	
104	9	Fa5	F5	340	340	1	8	313	95	96	
105	9	Mi5	E5	336	336	1	8	313	95	96	
106	9	Re5	D5	327	327	1	2	1250	95	96	
106.5	53										
107	9			-1	-1	1	4	625	95	96	
108	9	Mi5	E5	336	336	1	8	313	95	96	
109	9	Re5	D5	327	327	1	8	313	95	96	
110	9	Mi5	E5	336	336	1	4	625	95	96	
111	9	Fa5	F5	340	340	1	4	625	95	96	
112	9	Sol5	G5	349	349	1	4	625	95	96	
113	9	La5	A5	358	358	1	8	313	95	96	
114	9	Sol5	G5	349	349	1	8	313	95	96	
115	9	Fa5	F5	340	340	1	4	625	95	96	
116	9	Sol5	G5	349	349	1	8	313	95	96	
117	9	Fa5	F5	340	340	1	8	313	95	96	
118	9	Mi5	E5	336	336	3	8	938	95	96	
118.5	53										
119	9	Fa5	F5	340	340	1	8	313	95	96	
120	9	Mi5	E5	336	336	1	4	625	95	96	
121	9	Re5	D5	327	327	1	4	625	95	96	
121.5	53										
122	9	Re5	D5	327	327	3	8	938	95	96	
123	9	Do5	C5	318	318	1	8	313	95	96	
124	9	Re5	D5	327	327	1	8	313	95	96	
125	9	Fa5	F5	340	340	1	8	313	95	96	
126	9	Mi5	E5	336	336	1	8	313	95	96	
127	9	Re5	D5	327	327	1	8	313	95	96	
128	9	Re5	D5	327	327	3	16	469	95	96	
129	9	Do5	C5	318	318	1	16	156	95	96	
130	9	Si4	B4	314	314	1	8	313	95	96	
131	9	Do5	C5	318	318	1	8	313	95	96	
132	9	Re5	D5	327	327	1	4	625	95	96	
133	9	Do5	C5	318	318	1	8	313	95	96	
134	9	Si4	B4	314	314	1	8	313	95	96	
134.5	53										
134.6	54										buselik@la4
135	9	La4	A4	305	305	3	8	938	95	96	
136	9	Si4	B4	314	314	1	8	313	95	96	
137	9	Do5	C5	318	318	1	4	625	95	96	
138	9	Re5	D5	327	327	1	8	313	95	96	
139	9	Mi5	E5	336	336	1	8	313	95	96	
140	9	Re5	D5	327	327	1	8	313	95	96	
141	9	Mi5	E5	336	336	1	8	313	95	96	
142	9	Re5	D5	327	327	1	8	313	95	96	
143	9	Do5	C5	318	318	1	8	313	95	96	
144	9	Re5	D5	327	327	1	8	313	95	96	
145	9	Do5	C5	318	318	1	8	313	95	96	
146	9	Si4	B4	314	314	1	8	313	95	96	
147	9	La4	A4	305	305	1	8	313	95	96	
148	9	Si4	B4	314	314	1	8	313	95	96	
149	9	La4	A4	305	305	1	8	313	95	96	
150	9	Sol4#4	G4#4	300	300	1	8	313	95	96	
151	9	La4	A4	305	305	1	8	313	95	96	
152	9	Sol4#4	G4#4	300	300	1	4	625	95	96	
153	9	La4	A4	305	305	1	4	625	95	96	
153.5	53										
154	9	Si4	B4	314	314	3	8	938	95	96	
155	9	Do5	C5	318	318	1	8	313	95	96	
156	9	Re5	D5	327	327	1	4	625	95	96	
157	9	Do5	C5	318	318	1	8	313	95	96	
158	9	Si4	B4	314	314	1	8	313	95	96	
159	9	Si4	B4	314	314	1	8	313	95	96	
160	9	La4	A4	305	305	1	16	156	95	96	
161	9	Si4	B4	314	314	1	16	156	95	96	
162	9	La4	A4	305	305	1	8	313	95	96	
163	9	Sol4#4	G4#4	300	300	1	8	313	95	96	
164	9	La4	A4	305	305	1	2	1250	95	96	
164.5	53										
164.6	55										
165	9	Sol5	G5	349	349	1	4	625	95	96	
166	9	La5	A5	358	358	1	2	1250	95	96	
167	9	Sol5	G5	349	349	1	8	313	95	96	
168	9	Fa5	F5	340	340	1	8	313	95	96	
169	9	Si5	B5	367	367	1	8	313	95	96	
170	9	La5	A5	358	358	1	8	313	95	96	
171	9	Sol5	G5	349	349	1	8	313	95	96	
172	9	Fa5	F5	340	340	1	8	313	95	96	
173	9	La5	A5	358	358	1	16	156	95	96	
174	9	Sol5	G5	349	349	1	16	156	95	96	
175	9	Fa5	F5	340	340	1	16	156	95	96	
176	9	Mi5	E5	336	336	1	16	156	95	96	
177	9	Re5	D5	327	327	1	4	625	95	96	
177.5	53										
178	9	Fa5	F5	340	340	1	4	625	95	96	
179	9	Sol5	G5	349	349	1	4	625	95	96	
180	9	Es	Es			1	8	313	95	96	
181	9	La5	A5	358	358	1	8	313	95	96	
182	9	Sol5	G5	349	349	1	8	313	95	96	
183	9	Fa5	F5	340	340	1	8	313	95	96	
184	9	Sol5	G5	349	349	1	4	625	95	96	
185	9	Sol5	G5	349	349	1	8	313	95	96	
186	9	Fa5	F5	340	340	1	8	313	95	96	
187	9	Fa5	F5	340	340	1	8	313	95	96	
188	9	Mi5	E5	336	336	1	24	104	99	96	
189	9	Re5	D5	327	327	1	24	104	99	96	
190	9	Mi5	E5	336	336	1	24	104	95	96	
191	9	Re5	D5	327	327	1	4	625	95	96	
191.5	53										
191.6	54										buselik@la4
192	9	Re5	D5	327	327	1	4	625	95	96	
193	9	Mi5	E5	336	336	1	2	1250	95	96	
194	9	Re5	D5	327	327	1	4	625	95	96	
195	9	Re5	D5	327	327	1	4	625	95	96	
196	9	Do5	C5	318	318	1	8	313	95	96	
197	9	Si4	B4	314	314	1	8	313	95	96	
198	9	La4	A4	305	305	1	4	625	95	96	
198.5	53										
199	9	Re5	D5	327	327	1	8	313	95	96	
200	9	Mi5	E5	336	336	1	8	313	95	96	
201	9	Re5	D5	327	327	1	8	313	95	96	
202	9	Mi5	E5	336	336	1	8	313	95	96	
203	9	Re5	D5	327	327	1	8	313	95	96	
204	9	Do5	C5	318	318	1	8	313	95	96	
205	9	Do5	C5	318	318	1	8	313	95	96	
206	9	Re5	D5	327	327	1	8	313	95	96	
207	9	Do5	C5	318	318	1	8	313	95	96	
208	9	Si4	B4	314	314	1	8	313	95	96	
209	9	La4	A4	305	305	1	4	625	95	96	
210	9	Sol4#4	G4#4	300	300	1	4	625	95	96	
211	9	Si4	B4	314	314	3	16	469	95	96	
212	9	La4	A4	305	305	1	16	156	95	96	
213	9	Sol4#4	G4#4	300	300	1	8	313	95	96	
214	9	La4	A4	305	305	1	8	313	95	96	
215	9	Sol4#4	G4#4	300	300	1	4	625	95	96	
216	9	La4	A4	305	305	1	2	1250	95	96	
216.5	53										
216.6	55										
217	9	Do5	C5	318	318	1	4	625	95	96	
