Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Sol5	G5	349	349	1	4	1000	95	96	
2	9	Sol5	G5	349	349	1	8	500	95	96	
3	9	Do6	C6	371	371	3	16	750	95	96	
4	9	Si5	B5	367	367	1	16	250	95	96	
5	9	Do6	C6	371	371	1	16	250	95	96	
6	9	Si5	B5	367	367	1	16	250	95	96	
7	9	Si5	B5	367	367	1	16	250	95	96	
8	9	La5	A5	358	358	1	16	250	95	96	
9	9	La5	A5	358	358	1	4	1000	95	96	
9.5	53										
10	9	Sol5	G5	349	349	1	16	250	95	96	
11	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
12	9	Mi5	E5	336	336	1	4	1000	95	96	
12.5	53										
13	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
14	9	Sol5	G5	349	349	1	4	1000	95	96	
14.5	53										
15	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
16	9	Mi5	E5	336	336	1	16	250	95	96	
17	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
18	9	Sol5	G5	349	349	1	16	250	95	96	
19	9	La5	A5	358	358	1	16	250	95	96	
20	9	Sol5	G5	349	349	1	16	250	95	96	
21	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
22	9	Mi5	E5	336	336	1	16	250	95	96	
23	9	Mi5	E5	336	336	1	16	250	95	96	
24	9	Re5	D5	327	327	1	16	250	95	96	
25	9	Re5	D5	327	327	1	8	500	95	96	
26	9	Es	Es			1	8	500	95	96	
26.5	53										
27	9	Re5	D5	327	327	1	8	500	95	96	
28	9	Mi5	E5	336	336	1	4	1000	95	96	
29	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
30	9	Mi5	E5	336	336	1	16	250	95	96	
31	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
32	9	Sol5	G5	349	349	1	4	1000	95	96	
33	9	La5	A5	358	358	1	16	250	95	96	
34	9	Si5	B5	367	367	1	16	250	95	96	
35	9	Sol5	G5	349	349	1	4	1000	95	96	
35.5	53										
36	9	Sol5	G5	349	349	1	8	500	95	96	
37	9	Do6	C6	371	371	1	4	1000	95	96	
38	9	Do6	C6	371	371	1	16	250	95	96	
39	9	Si5	B5	367	367	1	16	250	95	96	
40	9	Si5	B5	367	367	1	16	250	95	96	
41	9	La5	A5	358	358	1	16	250	95	96	
42	9	La5	A5	358	358	1	4	1000	95	96	
43	9	Sol5	G5	349	349	1	16	250	95	96	
44	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
45	9	Mi5	E5	336	336	1	4	1000	95	96	
45.5	53										
46	9	Re5	D5	327	327	1	8	500	95	96	
47	9	Mi5	E5	336	336	1	8	500	95	96	
48	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
49	9	Sol5	G5	349	349	1	8	500	95	96	
50	9	La5	A5	358	358	1	16	250	95	96	
51	9	Si5	B5	367	367	1	16	250	95	96	
52	9	La5	A5	358	358	1	16	250	95	96	
53	9	Sol5	G5	349	349	1	16	250	95	96	
54	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
55	9	Sol5	G5	349	349	1	16	250	95	96	
56	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
57	9	La5	A5	358	358	1	16	250	95	96	
58	9	Sol5	G5	349	349	1	8	500	95	96	
59	9	Es	Es			1	8	500	95	96	
59.5	53										
60	9	Sol5	G5	349	349	3	16	750	95	96	
61	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
62	9	Sol5	G5	349	349	1	16	250	95	96	
63	9	Do6	C6	371	371	1	16	250	95	96	
64	9	Si5	B5	367	367	1	16	250	95	96	
65	9	La5	A5	358	358	1	16	250	95	96	
66	9	La5	A5	358	358	1	4	1000	95	96	
67	9	Sol5	G5	349	349	1	16	250	95	96	
68	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
69	9	Mi5	E5	336	336	1	4	1000	95	96	
69.5	53										
70	9	Mi5	E5	336	336	1	16	250	95	96	
71	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
72	9	Sol5	G5	349	349	1	4	1000	95	96	
73	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
74	9	Mi5	E5	336	336	1	16	250	95	96	
75	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
76	9	Sol5	G5	349	349	1	16	250	95	96	
77	9	La5	A5	358	358	1	16	250	95	96	
78	9	Sol5	G5	349	349	1	16	250	95	96	
79	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
80	9	Mi5	E5	336	336	1	16	250	95	96	
81	9	Mi5	E5	336	336	1	16	250	95	96	
82	9	Re5	D5	327	327	1	16	250	95	96	
83	9	Re5	D5	327	327	1	4	1000	95	96	
84	9	Re5	D5	327	327	1	8	500	95	96	
84.5	53										
85	9	Sol5	G5	349	349	1	16	250	95	96	
86	9	Fa5	F5	340	340	1	16	250	95	96	
87	9	Mi5	E5	336	336	1	16	250	95	96	
88	9	Re5	D5	327	327	1	16	250	95	96	
89	9	Mi5	E5	336	336	1	16	250	95	96	
90	9	Re5	D5	327	327	1	16	250	95	96	
91	9	Do5	C5	318	318	1	16	250	95	96	
92	9	Si4	B4	314	314	1	16	250	95	96	
93	9	Si4	B4	314	314	1	16	250	95	96	
94	9	La4	A4	305	305	1	16	250	95	96	
95	9	Si4	B4	314	314	1	16	250	95	96	
96	9	Do5	C5	318	318	1	16	250	95	96	
97	9	Si4	B4	314	314	1	16	250	95	96	
98	9	La4	A4	305	305	1	16	250	95	96	
99	9	Sol4	G4	296	296	1	4	1000	95	96	
100	9	La4	A4	305	305	1	16	250	95	96	
101	9	Si4	B4	314	314	1	16	250	95	96	
102	9	Sol4	G4	296	296	1	4	1000	95	96	
102.5	53										
103	9	La4	A4	305	305	1	16	250	95	96	
104	9	Sol4	G4	296	296	1	16	250	95	96	
105	9	La4	A4	305	305	1	16	250	95	96	
106	9	Si4	B4	314	314	1	16	250	95	96	
107	9	Do5	C5	318	318	1	4	1000	95	96	
108	9	Si4	B4	314	314	1	8	500	95	96	
108.5	53										
109	9	Fa5	F5	340	340	1	8	500	95	96	
110	9	Mi5	E5	336	336	1	16	250	95	96	
111	9	Re5	D5	327	327	1	16	250	95	96	
112	9	Re5	D5	327	327	1	16	250	95	96	
113	9	Do5	C5	318	318	1	16	250	95	96	
114	9	Si4	B4	314	314	1	16	250	95	96	
115	9	La4	A4	305	305	1	16	250	95	96	
116	9	Sol4	G4	296	296	1	8	500	95	96	
117	9	La4	A4	305	305	1	16	250	95	96	
118	9	Do5	C5	318	318	1	16	250	95	96	
119	9	Si4	B4	314	314	1	16	250	95	96	
120	9	La4	A4	305	305	1	16	250	95	96	
121	9	Sol4	G4	296	296	1	16	250	95	96	
122	9	Fa4#5	F4#5	292	292	1	16	250	95	96	
123	9	Sol4	G4	296	296	1	8	500	95	96	
124	9	Es	Es			1	8	500	95	96	
124.5	53										
125	9	Do5	C5	318	318	1	4	1000	95	96	
126	9	Sol4	G4	296	296	1	8	500	95	96	
127	9	Do5	C5	318	318	1	4	1000	95	96	
128	9	Do5	C5	318	318	1	16	250	95	96	
129	9	Mi5	E5	336	336	1	16	250	95	96	
