Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9			-1	-1	1	2	1667	95	96	
2	9	Es	Es			1	8	417	95	96	
3	9	Sol4	G4	296	296	1	4	833	95	96	
4	9	Do5	C5	318	318	1	8	417	95	96	
5	9	Mi5	E5	336	336	1	2	1667	95	96	
5.5	53										
6	9	Fa5	F5	340	340	1	4	833	95	96	
7	9	Mi5	E5	336	336	1	4	833	95	96	
8	9	Re5	D5	327	327	1	8	417	95	96	
9	9	Mi5	E5	336	336	1	8	417	95	96	
10	9	Re5	D5	327	327	1	16	208	95	96	
11	9	Do5	C5	318	318	1	16	208	95	96	
12	9	Do5	C5	318	318	1	16	208	95	96	
13	9	Si4	B4	314	314	1	16	208	95	96	
14	9	Do5	C5	318	318	3	8	1250	95	96	
14.5	53										
15	9	Do5	C5	318	318	1	4	833	95	96	
16	9	Do5	C5	318	318	1	16	208	95	96	
17	9	Si4	B4	314	314	1	16	208	95	96	
18	9	Si4	B4	314	314	3	16	625	95	96	
19	9	La4	A4	305	305	1	16	208	95	96	
20	9	Do5	C5	318	318	1	16	208	95	96	
21	9	Si4	B4	314	314	1	16	208	95	96	
22	9	La4	A4	305	305	1	16	208	95	96	
23	9	Sol4#4	G4#4	300	300	1	16	208	95	96	
24	9	La4	A4	305	305	1	4	833	95	96	
24.5	53										
25	9	La4	A4	305	305	1	16	208	95	96	
26	9	Si4	B4	314	314	1	16	208	95	96	
27	9	Do5	C5	318	318	1	16	208	95	96	
28	9	Re5	D5	327	327	1	16	208	95	96	
29	9	Mi5	E5	336	336	1	4	833	95	96	
29.5	53										
30	9			-1	-1	1	8	417	95	96	
31	9	La5	A5	358	358	1	8	417	95	96	
32	9	Sol5	G5	349	349	1	8	417	95	96	
33	9	Fa5	F5	340	340	1	8	417	95	96	
34	9	Mi5	E5	336	336	3	16	625	95	96	
35	9	Re5	D5	327	327	1	16	208	95	96	
36	9	Mi5	E5	336	336	1	16	208	95	96	
37	9	Re5	D5	327	327	1	16	208	95	96	
38	9	Do5	C5	318	318	1	16	208	95	96	
39	9	Si4	B4	314	314	1	16	208	95	96	
40	9	Do5	C5	318	318	1	4	833	95	96	
40.5	53										
41	9	Re5	D5	327	327	1	4	833	95	96	
42	9	Mi5	E5	336	336	1	4	833	95	96	
43	9	Re5	D5	327	327	1	8	417	95	96	
44	9	Mi5	E5	336	336	1	4	833	95	96	
45	9	Re5	D5	327	327	1	8	417	95	96	
45.5	53										
46	9			-1	-1	1	8	417	95	96	
47	9	Do6	C6	371	371	1	8	417	95	96	
48	9	Si5	B5	367	367	1	8	417	95	96	
49	9	La5	A5	358	358	1	8	417	95	96	
50	9	Sol5	G5	349	349	3	16	625	95	96	
