Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Sol5	G5	349	349	3	8	1429	95	96	
2	9	Fa5#5	F5#5	345	345	1	8	476	95	96	
3	9	Sol5	G5	349	349	1	4	952	95	96	
4	9	La5	A5	358	358	1	2	1905	95	96	
4.5	53										
5	9	La5	A5	358	358	3	16	714	95	96	
6	9	Sol5	G5	349	349	1	16	238	95	96	
7	9	Sol5	G5	349	349	3	16	714	95	96	
8	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
9	9	La5	A5	358	358	3	16	714	95	96	
10	9	Sol5	G5	349	349	1	16	238	95	96	
11	9	Sol5	G5	349	349	1	16	238	95	96	
12	9	La5	A5	358	358	1	16	238	95	96	
13	9	Sol5	G5	349	349	1	16	238	95	96	
14	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
15	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
16	9	Mi5	E5	336	336	1	16	238	95	96	
17	9	Fa5#5	F5#5	345	345	1	8	476	95	96	
18	9	La5	A5	358	358	1	16	238	95	96	
19	9	Sol5	G5	349	349	1	16	238	95	96	
20	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
21	9	Mi5	E5	336	336	1	16	238	95	96	
22	9	Re5	D5	327	327	1	4	952	95	96	
22.5	53										
23	9	Re5	D5	327	327	1	4	952	95	96	
24	9	Mi5	E5	336	336	1	4	952	95	96	
25	9	Sol5	G5	349	349	1	24	159	99	96	
26	9	Fa5#5	F5#5	345	345	1	24	159	99	96	
27	9	Mi5	E5	336	336	1	24	159	95	96	
28	9	Fa5#5	F5#5	345	345	1	8	476	95	96	
29	9	Fa5#5	F5#5	345	345	1	8	476	95	96	
30	9	Re5	D5	327	327	1	16	238	95	96	
31	9	Mi5	E5	336	336	1	16	238	95	96	
32	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
33	9	Sol5	G5	349	349	1	16	238	95	96	
34	9	La5	A5	358	358	1	16	238	95	96	
35	9	Si5	B5	367	367	1	16	238	95	96	
36	9	La5	A5	358	358	3	16	714	95	96	
37	9	Sol5	G5	349	349	1	16	238	95	96	
38	9	Sol5	G5	349	349	3	16	714	95	96	
39	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
40	9	Si5	B5	367	367	1	16	238	95	96	
41	9	La5	A5	358	358	1	16	238	95	96	
42	9	Sol5	G5	349	349	1	16	238	95	96	
43	9	La5	A5	358	358	1	16	238	95	96	
44	9	Sol5	G5	349	349	1	4	952	95	96	
45	9	Es	Es			1	4	952	95	96	
45.5	53										
46	9	Fa5#5	F5#5	345	345	1	4	952	95	96	
47	9	Sol5	G5	349	349	1	2	1905	95	96	
48	9	Sol5	G5	349	349	3	16	714	95	96	
49	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
50	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
51	9	Sol5	G5	349	349	1	16	238	95	96	
52	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
53	9	Mi5	E5	336	336	1	16	238	95	96	
54	9	La5	A5	358	358	3	16	714	95	96	
55	9	Sol5	G5	349	349	1	16	238	95	96	
56	9	Sol5	G5	349	349	3	16	714	95	96	
57	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
58	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
59	9	Sol5	G5	349	349	1	16	238	95	96	
60	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
61	9	Mi5	E5	336	336	1	16	238	95	96	
62	9	La5	A5	358	358	1	16	238	95	96	
63	9	Sol5	G5	349	349	1	16	238	95	96	
64	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
65	9	Mi5	E5	336	336	1	16	238	95	96	
66	9	Re5	D5	327	327	1	8	476	95	96	
67	9	Es	Es			1	8	476	95	96	
67.5	53										
67.8	54										huseyni@la5
68	9	Re5	D5	327	327	1	4	952	95	96	
69	9	Mi5	E5	336	336	1	2	1905	95	96	
70	9	Do5	C5	318	318	1	8	476	95	96	
71	9	Re5	D5	327	327	1	8	476	95	96	
72	9	Mi5	E5	336	336	1	12	317	99	96	
73	9	Fa5#5	F5#5	345	345	1	12	317	99	96	
74	9	Sol5	G5	349	349	1	12	317	95	96	
75	9	Si5	B5	367	367	1	16	238	95	96	
76	9	La5	A5	358	358	1	16	238	95	96	
76.5	55										
77	9	Sol5	G5	349	349	1	16	238	95	96	
78	9	Fa5#5	F5#5	345	345	1	16	238	95	96	
79	9	Mi5	E5	336	336	1	16	238	95	96	
80	9	Fa5	F5	340	340	1	16	238	95	96	
81	9	Mi5	E5	336	336	1	16	238	95	96	
82	9	Fa5	F5	340	340	1	16	238	95	96	
83	9	Mi5	E5	336	336	1	16	238	95	96	
84	9	Sol5	G5	349	349	1	16	238	95	96	
85	9	Fa5#4	F5#4	344	344	1	16	238	95	96	
86	9	Mi5	E5	336	336	1	16	238	95	96	
87	9	Mi5	E5	336	336	1	4	952	95	96	
88	9	Es	Es			1	4	952	95	96	
88.5	53										
89	9	Do5#4	C5#4	322	322	1	8	476	95	96	
90	9	Re5	D5	327	327	1	8	476	95	96	
91	9	Mi5	E5	336	336	1	2	1905	95	96	
92	9	Mi5	E5	336	336	1	8	476	95	96	
92.5	53										
93	9	Do5#4	C5#4	322	322	1	8	476	95	96	
94	9	Re5	D5	327	327	1	8	476	95	96	
95	9	Mi5	E5	336	336	1	8	476	95	96	
96	9	Mi5	E5	336	336	1	8	476	95	96	
97	9	Fa5#4	F5#4	344	344	1	8	476	95	96	
98	9	Sol5	G5	349	349	1	8	476	95	96	
