Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Fa5#4	F5#4	344	344	1	4	667	95	96	
2	9	Sol5	G5	349	349	1	2	1333	95	96	
3	9	Fa5#4	F5#4	344	344	1	4	667	95	96	
4	9	Sol5	G5	349	349	1	4	667	95	96	
5	9	La5	A5	358	358	1	8	333	95	96	
6	9	Si5b5	B5b5	362	362	1	8	333	95	96	
7	9	La5	A5	358	358	1	4	667	95	96	
8	9	Si5b5	B5b5	362	362	1	4	667	95	96	
9	9	La5	A5	358	358	1	8	333	95	96	
10	9	Sol5	G5	349	349	1	8	333	95	96	
11	9	Fa5#4	F5#4	344	344	1	8	333	95	96	
12	9	Sol5	G5	349	349	1	8	333	95	96	
13	9	Fa5#4	F5#4	344	344	1	4	667	95	96	
14	9	Sol5	G5	349	349	1	4	667	95	96	
14.5	53										
15	9	Fa5#4	F5#4	344	344	1	4	667	95	96	
16	9	Sol5	G5	349	349	1	2	1333	95	96	
17	9	Fa5#4	F5#4	344	344	1	4	667	95	96	
18	9	La5	A5	358	358	1	4	667	95	96	
19	9	Sol5	G5	349	349	1	8	333	95	96	
20	9	Fa5#4	F5#4	344	344	1	8	333	95	96	
21	9	Mi5b4	E5b4	332	332	1	8	333	95	96	
22	9	Re5	D5	327	327	1	8	333	95	96	
23	9	Do5	C5	318	318	1	8	333	95	96	
24	9	Re5	D5	327	327	1	8	333	95	96	
25	9	Do5	C5	318	318	1	4	667	95	96	
26	9	Re5	D5	327	327	1	2	1333	95	96	
27	9	Es	Es			1	4	667	95	96	
27.5	53										
28	9	Re5	D5	327	327	1	8	333	95	96	
29	9	Mi5b4	E5b4	332	332	1	8	333	95	96	
30	9	Re5	D5	327	327	1	8	333	95	96	
31	9	Mi5b4	E5b4	332	332	1	8	333	95	96	
32	9	Fa5#4	F5#4	344	344	1	8	333	95	96	
33	9	Sol5	G5	349	349	1	8	333	95	96	
34	9	La5	A5	358	358	1	4	667	95	96	
34.5	53										
35	9	Sol5	G5	349	349	1	8	333	95	96	
36	9	La5b4	A5b4	354	354	1	8	333	95	96	
37	9	Sol5	G5	349	349	1	8	333	95	96	
38	9	Fa5#4	F5#4	344	344	1	8	333	95	96	
39	9	Mi5b4	E5b4	332	332	1	8	333	95	96	
40	9	Re5	D5	327	327	1	8	333	95	96	
41	9	Do5	C5	318	318	1	4	667	95	96	
41.5	53										
42	9	Si4b1	B4b1	313	313	3	8	1000	95	96	
43	9	La5	A5	358	358	1	16	167	95	96	
44	9	Si5b5	B5b5	362	362	1	16	167	95	96	
45	9	La5	A5	358	358	1	8	333	95	96	
46	9	Sol5	G5	349	349	1	8	333	95	96	
47	9	Fa5	F5	340	340	1	8	333	95	96	
48	9	Mi5	E5	336	336	1	8	333	95	96	
49	9	Re5	D5	327	327	1	8	333	95	96	
50	9	Do5	C5	318	318	1	8	333	95	96	
51	9	Si4b1	B4b1	313	313	1	8	333	95	96	
52	9	La4b4	A4b4	301	301	1	8	333	95	96	
53	9	Sol4	G4	296	296	1	4	667	95	96	
54	9	Do5	C5	318	318	1	4	667	95	96	
54.5	53										
55	9	Do5	C5	318	318	3	8	1000	95	96	
56	9	Si4b1	B4b1	313	313	1	8	333	95	96	
57	9	Re5	D5	327	327	1	8	333	95	96	
58	9	Mi5b4	E5b4	332	332	1	4	667	95	96	
59	9	Re5	D5	327	327	1	8	333	95	96	
60	9	Do5	C5	318	318	1	12	222	99	96	
61	9	Si4b1	B4b1	313	313	1	12	222	99	96	
62	9	La4b4	A4b4	301	301	1	12	222	95	96	
63	9	Si4b1	B4b1	313	313	1	2	1333	95	96	
63.5	53										
64	9	Re5	D5	327	327	1	4	667	95	96	
65	9	Do5	C5	318	318	1	8	333	95	96	
66	9	Re5	D5	327	327	1	8	333	95	96	
67	9	Do5	C5	318	318	1	8	333	95	96	
68	9	Si4b1	B4b1	313	313	1	8	333	95	96	
69	9	Si4b1	B4b1	313	313	1	8	333	95	96	
70	9	La4b4	A4b4	301	301	1	8	333	95	96	
71	9	Sol4	G4	296	296	1	4	667	95	96	
71.5	53										
72	9	Sol4	G4	296	296	1	8	333	95	96	
73	9	La4b4	A4b4	301	301	1	8	333	95	96	
74	9	Sol4	G4	296	296	1	8	333	95	96	
75	9	La4b4	A4b4	301	301	1	8	333	95	96	
76	9	Si4b1	B4b1	313	313	1	8	333	95	96	
77	9	Do5	C5	318	318	1	8	333	95	96	
78	9	Re5	D5	327	327	1	4	667	95	96	
78.5	53										
79	9	Si4b1	B4b1	313	313	1	8	333	95	96	
80	9	Do5	C5	318	318	1	16	167	95	96	
81	9	Si4b1	B4b1	313	313	1	16	167	95	96	
82	9	La4b4	A4b4	301	301	1	8	333	95	96	
83	9	Sol4	G4	296	296	1	8	333	95	96	
84	9	Si4b1	B4b1	313	313	1	8	333	95	96	
85	9	La4b4	A4b4	301	301	1	8	333	95	96	
86	9	Sol4	G4	296	296	1	8	333	95	96	
87	9	Fa4#4	F4#4	291	291	1	8	333	95	96	
88	9	Sol4	G4	296	296	1	4	667	95	96	
89	9	Si4b1	B4b1	313	313	1	12	222	99	96	
90	9	La4b4	A4b4	301	301	1	12	222	99	96	
