Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Do5	C5	318	318	3	16	833	99	96	Ah 	0.1666667
2	9	Si4b2	B4b1	312	313	1	16	278	95	96		0.2222222
3	9			-1	-1	1	16	278	100	0		0.2777778
4	9	La4	A4	305	305	1	8	556	95	96	bir 	0.3888889
5	9	Si4b2	B4b1	312	313	1	16	278	95	96	ni	0.4444444
6	9	Do5	C5	318	318	1	16	278	99	96	gâh 	0.5
7	9	Re5b3	D5b4	324	323	1	16	278	99	96		0.5555556
8	9	Si4b2	B4b1	312	313	1	16	278	99	96		0.6111111
9	9	Re5b3	D5b4	324	323	1	16	278	95	96		0.6666667
10	9	Do5	C5	318	318	1	8	556	99	96	et 	0.7777778
11	8	Re5b3	D5b4	324	323	0	0	0	99	96		0.7777778
12	9	Do5	C5	318	318	1	16	278	99	96		0.8333333
13	9	Re5b3	D5b4	324	323	1	16	278	99	96		0.8888889
14	9	Re5b3	D5b4	324	323	1	24	185	99	96		0.9259259
15	9	Do5	C5	318	318	1	24	185	99	96		0.962963
16	9	Si4b2	B4b1	312	313	1	24	185	99	96		1
17	9	La4	A4	305	305	1	4	1111	95	96		1.222222
18	53			0	0	0	0	0	0	0		1.222222
19	9			-1	-1	1	16	278	100	0		1.277778
20	9	Mi5	E5	336	336	1	8	556	95	96	kahr_	1.388889
21	9	Fa5	F5	340	340	1	16	278	95	96	i	1.444444
22	9	Mi5	E5	336	336	1	16	278	99	96	le 	1.5
23	9	Re5b3	D5b4	324	323	1	16	278	99	96		1.555556
24	9	Do5	C5	318	318	1	16	278	99	96		1.611111
25	9	Si4b2	B4b1	312	313	1	16	278	95	96		1.666667
26	9	Do5	C5	318	318	1	16	278	99	96	sen 	1.722222
27	9	Re5b3	D5b4	324	323	1	16	278	99	96		1.777778
28	9	Mi5	E5	336	336	1	16	278	99	96		1.833333
29	9	Fa5	F5	340	340	1	16	278	99	96		1.888889
30	8	Fa5	F5	340	340	0	0	0	99	96		1.888889
31	9	Mi5	E5	336	336	1	16	278	99	96		1.944444
32	9	Re5b3	D5b4	324	323	1	16	278	99	96		2
33	9	Re5b3	D5b4	324	323	1	16	278	99	96		2.055556
34	8	Mi5	E5	336	336	0	0	0	99	96		2.055556
35	9	Re5b3	D5b4	324	323	1	32	139	99	96		2.083333
36	9	Do5	C5	318	318	1	32	139	99	96		2.111111
37	9	Do5	C5	318	318	1	16	278	99	96		2.166667
38	9	Si4b2	B4b1	312	313	1	16	278	95	96		2.222222
39	9			-1	-1	1	16	278	100	0		2.277778
40	9	Do5	C5	318	318	1	8	556	95	96	bak	2.388889
41	9	La5	A5	358	358	1	16	278	95	96	ma 	2.444444
42	9	Sol5	G5	349	349	1	16	278	99	96	Al	2.5
43	9	Fa5	F5	340	340	1	16	278	99	96		2.555556
44	9	Mi5	E5	336	336	1	16	278	99	96		2.611111
45	9	Re5b3	D5b4	324	323	1	16	278	95	96		2.666667
46	9	Do5	C5	318	318	1	16	278	99	96	lah 	2.722222
47	9	Re5b3	D5b4	324	323	1	16	278	99	96		2.777778
48	9	Mi5	E5	336	336	1	16	278	99	96		2.833333
49	9	Fa5	F5	340	340	1	16	278	99	96		2.888889
50	9	Sol5	G5	349	349	1	16	278	99	96		2.944444
51	9	La5	A5	358	358	1	16	278	99	96		3
52	9	Sol5	G5	349	349	1	32	139	99	96		3.027778
53	9	Fa5	F5	340	340	1	32	139	99	96		3.055556
54	9	Mi5	E5	336	336	1	32	139	99	96		3.083333
55	9	Re5b3	D5b4	324	323	1	32	139	99	96		3.111111
56	9	Do5	C5	318	318	1	32	139	99	96		3.138889
57	9	Si4b2	B4b1	312	313	1	32	139	99	96		3.166667
58	9	Do5	C5	318	318	1	16	278	95	96		3.222222
59	53			0	0	0	0	0	0	0		3.222222
60	9			-1	-1	1	16	278	100	0		3.277778
61	9	Re5b3	D5b4	324	323	1	8	556	95	96	aþ	3.388889
62	9	Re5b3	D5b4	324	323	1	16	278	95	96	ký	3.444444
63	9	Re5b3	D5b4	324	323	1	16	278	99	96	na 	3.5
64	8	Mi5	E5	336	336	0	0	0	99	96		3.5
65	9	Re5b3	D5b4	324	323	1	32	139	99	96		3.527778
66	9	Do5	C5	318	318	1	32	139	99	96		3.555556
67	9	Do5	C5	318	318	1	16	278	99	96		3.611111
68	9	Si4b2	B4b1	312	313	1	16	278	99	96		3.666667
69	9	Do5	C5	318	318	3	16	833	99	96		3.833333
70	9	Si4b2	B4b1	312	313	1	16	278	99	96		3.888889
71	9	La4	A4	305	305	1	8	556	101	96		4
72	53			0	0	0	0	0	0	0		4
73	9	La4	A4	305	305	1	16	278	99	96	Al	4.055555
74	8	Si4b2	B4b1	312	313	0	0	0	99	96		4.055555
75	24	La4	A4	305	305	1	8	556	99	96		4.166667
76	9	Si4b2	B4b1	312	313	1	16	278	95	96		4.222222
77	9	Re5b3	D5b4	324	323	3	32	417	99	96	lah 	4.305555
78	9	Do5	C5	318	318	1	32	139	99	96		4.333333
79	9	Si4b2	B4b1	312	313	1	16	278	99	96		4.388889
80	9	La4	A4	305	305	1	16	278	95	96		4.444445
81	9	Fa5	F5	340	340	3	32	417	99	96	aþ	4.527778
82	9	Mi5	E5	336	336	1	32	139	99	96		4.555555
83	9	Re5b3	D5b4	324	323	1	16	278	99	96		4.611111
84	9	Do5	C5	318	318	1	16	278	99	96		4.666667
85	9	Do5	C5	318	318	1	16	278	99	96		4.722222
86	9	Re5b3	D5b4	324	323	1	16	278	99	96		4.777778
87	9	Do5	C5	318	318	1	16	278	99	96		4.833333
88	9	Si4b2	B4b1	312	313	1	16	278	95	96		4.888889
89	9	Mi5	E5	336	336	1	32	139	99	96	ký	4.916667
90	9	Re5b3	D5b4	324	323	1	32	139	99	96		4.944445
91	9	Do5	C5	318	318	1	16	278	95	96		5
92	9	Do5	C5	318	318	3	8	1667	95	96	na  	5.333333
93	53			0	0	0	0	0	0	0		5.333333
94	9	Sol4	G4	296	296	1	8	556	95	96	SAZ	5.444445
95	9	La4	A4	305	305	1	16	278	95	96	.	5.5
96	24	La4	A4	305	305	1	8	556	95	96	.	5.611111
97	9	Si4b2	B4b1	312	313	1	16	278	95	96	.	5.666667
98	9	Do5	C5	318	318	3	16	833	95	96	.	5.833333
99	9	Re5b3	D5b4	324	323	1	16	278	95	96	.	5.888889
100	9	Do5	C5	318	318	1	16	278	95	96	.	5.944445
101	9	Si4b2	B4b1	312	313	1	16	278	95	96	.	6
102	9	Do5	C5	318	318	1	4	1111	95	96	.	6.222222
103	53			0	0	0	0	0	0	0		6.222222
104	9			-1	-1	1	8	556	100	0		6.333333
105	9	Do5	C5	318	318	1	16	278	95	96	Sa	6.388889
106	9	Re5	D5	327	327	1	16	278	95	96	rý 	6.444445
107	9	Mi5	E5	336	336	3	16	833	99	96	giy	6.611111
108	8	Mi5	E5	336	336	0	0	0	99	96		6.611111
109	9	Re5	D5	327	327	1	16	278	95	96		6.666667
110	9	Sol5	G5	349	349	1	24	185	99	96	me 	6.703704
111	9	Sol5	G5	349	349	1	24	185	99	96		6.740741
112	9	Fa5	F5	340	340	1	24	185	99	96		6.777778
113	9	Mi5	E5	336	336	1	16	278	99	96		6.833333
114	9	Re5b3	D5b4	324	323	1	16	278	99	96		6.888889
115	9	Do5	C5	318	318	1	16	278	99	96		6.944445
116	9	Re5b3	D5b4	324	323	1	16	278	99	96		7
117	9	Re5b3	D5b4	324	323	1	16	278	99	96		7.055555
118	8	Mi5	E5	336	336	0	0	0	99	96		7.055555
119	9	Re5b3	D5b4	324	323	1	32	139	99	96		7.083333
120	9	Do5	C5	318	318	1	32	139	99	96		7.111111
121	9	Do5	C5	318	318	1	16	278	99	96		7.166667
122	9	Si4b2	B4b1	312	313	1	16	278	95	96		7.222222
123	9			-1	-1	1	16	278	100	0		7.277778
124	9	Do5	C5	318	318	1	16	278	99	96	bir 	7.333333
125	8	Re5b3	D5b4	324	323	0	0	0	99	96		7.333333
126	9	Do5	C5	318	318	1	16	278	95	96		7.388889
127	9	Re5b3	D5b4	324	323	1	16	278	95	96	da	7.444445
128	9	Re5b3	D5b4	324	323	1	16	278	99	96	ha 	7.5
129	9	Mi5	E5	336	336	1	16	278	99	96		7.555555
130	9	Re5b3	D5b4	324	323	1	16	278	99	96		7.611111
131	9	Do5	C5	318	318	1	16	278	95	96		7.666667
132	9	Do5	C5	318	318	3	32	417	99	96	gül 	7.75
133	9	Si4b2	B4b1	312	313	1	32	139	99	96		7.777778
134	9	La4	A4	305	305	1	16	278	99	96		7.833333
135	9	Do5	C5	318	318	1	16	278	99	96		7.888889
136	9	Si4b2	B4b1	312	313	1	16	278	99	96		7.944445
137	9	La4	A4	305	305	1	16	278	99	96		8
138	9	Si4b2	B4b1	312	313	1	4	1111	95	96		8.222222
139	53			0	0	0	0	0	0	0		8.222222
140	9			-1	-1	1	16	278	100	0		8.277778
141	9	Si4b2	B4b1	312	313	1	8	556	95	96	tak	8.388889
142	9	Si4b2	B4b1	312	313	1	16	278	95	96	ma 	8.444445
143	9	Si4b2	B4b1	312	313	1	16	278	99	96	Al	8.5
144	24	Si4b2	B4b1	312	313	1	8	556	99	96		8.611111
145	9	Re5b3	D5b4	324	323	1	16	278	95	96		8.666667
146	24	Do5	C5	318	318	1	8	556	99	96	lah 	8.777778
147	9	Re5b3	D5b4	324	323	1	32	139	99	96		8.805555
148	9	Do5	C5	318	318	1	32	139	99	96		8.833333
149	9	Si4b2	B4b1	312	313	1	16	278	99	96		8.888889
150	9	La4	A4	305	305	1	8	556	99	96		9
151	9	Fa5	F5	340	340	1	32	139	99	96		9.027778
152	9	Mi5	E5	336	336	1	32	139	99	96		9.055555
153	9	Fa5	F5	340	340	1	32	139	99	96		9.083333
154	9	Sol5	G5	349	349	1	32	139	99	96		9.111111
155	9	Fa5	F5	340	340	1	32	139	99	96		9.138889
156	9	Mi5	E5	336	336	1	32	139	99	96		9.166667
157	9	Re5b3	D5b4	324	323	1	16	278	99	96		9.222222
158	9	Do5	C5	318	318	1	16	278	95	96		9.277778
159	9	Re5b3	D5b4	324	323	1	8	556	95	96	aþ	9.388889
160	9	Re5b3	D5b4	324	323	1	16	278	95	96	ký	9.444445
161	9	Re5b3	D5b4	324	323	1	16	278	99	96	na  	9.5
162	8	Mi5	E5	336	336	0	0	0	99	96		9.5
163	9	Re5b3	D5b4	324	323	1	32	139	99	96		9.527778
164	9	Do5	C5	318	318	1	32	139	99	96		9.555555
165	9	Do5	C5	318	318	1	16	278	99	96		9.611111
166	9	Si4b2	B4b1	312	313	1	16	278	99	96		9.666667
167	9	Re5b3	D5b4	324	323	1	16	278	99	96		9.722222
168	9	Do5	C5	318	318	1	16	278	99	96		9.777778
169	9	Si4b2	B4b1	312	313	1	16	278	99	96		9.833333
170	9	La4	A4	305	305	1	16	278	99	96		9.888889
171	9	Sol4	G4	296	296	1	8	556	95	96		10
172	53			0	0	0	0	0	0	0		10
173	9	La4	A4	305	305	1	16	278	99	96	Al	10.05556
174	8	Si4b2	B4b1	312	313	0	0	0	99	96		10.05556
175	24	La4	A4	305	305	1	8	556	99	96		10.16667
176	9	Si4b2	B4b1	312	313	1	16	278	95	96		10.22222
177	9	Do5	C5	318	318	1	16	278	99	96	lah 	10.27778
178	9	Re5b3	D5b4	324	323	1	16	278	99	96		10.33333
179	9	Mi5	E5	336	336	1	16	278	99	96		10.38889
180	9	Do5	C5	318	318	1	16	278	95	96		10.44444
181	9	Do5	C5	318	318	1	16	278	99	96	aþ	10.5
182	9	Re5b3	D5b4	324	323	1	32	139	99	96		10.52778
183	9	Do5	C5	318	318	1	32	139	99	96		10.55556
184	9	Si4b2	B4b1	312	313	1	32	139	99	96		10.58333
185	9	La4	A4	305	305	1	32	139	99	96		10.61111
186	9	Sol4	G4	296	296	1	32	139	99	96		10.63889
187	9	La4	A4	305	305	1	32	139	99	96		10.66667
188	9	Re5b3	D5b4	324	323	1	8	556	99	96		10.77778
189	8	Re5b3	D5b4	324	323	0	0	0	99	96		10.77778
190	9	Do5	C5	318	318	1	16	278	99	96		10.83333
191	9	Si4b2	B4b1	312	313	1	16	278	95	96		10.88889
