Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Do5	C5	318	318	3	8	1500	95	96	
2	9	Sol5	G5	349	349	1	8	500	95	96	
3	9	Fa5	F5	340	340	1	4	1000	95	96	
4	9	Mi5	E5	336	336	1	4	1000	95	96	
5	9	Fa5	F5	340	340	1	16	250	95	96	
6	9	Mi5	E5	336	336	1	16	250	95	96	
7	9	Fa5	F5	340	340	1	16	250	95	96	
8	9	Sol5	G5	349	349	1	16	250	95	96	
9	9	Fa5	F5	340	340	1	8	500	95	96	
10	9	Mi5	E5	336	336	1	8	500	95	96	
11	9	Re5	D5	327	327	1	4	1000	95	96	
12	9	Mi5	E5	336	336	1	16	250	95	96	
13	9	Fa5	F5	340	340	1	16	250	95	96	
14	9	Mi5	E5	336	336	1	16	250	95	96	
15	9	Re5	D5	327	327	1	16	250	95	96	
16	9	Do5	C5	318	318	1	4	1000	95	96	
16.5	53										
17	9	Re5	D5	327	327	1	8	500	95	96	
18	9	Mi5	E5	336	336	1	8	500	95	96	
19	9	Fa5	F5	340	340	1	8	500	95	96	
20	9	Sol5	G5	349	349	1	8	500	95	96	
21	9	Fa5	F5	340	340	1	8	500	95	96	
22	9	Mi5	E5	336	336	1	8	500	95	96	
23	9	Fa5	F5	340	340	1	16	250	95	96	
24	9	Sol5	G5	349	349	1	16	250	95	96	
25	9	Fa5	F5	340	340	1	16	250	95	96	
26	9	Mi5	E5	336	336	1	16	250	95	96	
27	9	Fa5	F5	340	340	1	8	500	95	96	
28	9	Sol5	G5	349	349	1	8	500	95	96	
29	9	Fa5	F5	340	340	1	4	1000	95	96	
29.5	53										
30	9	Sol5	G5	349	349	1	8	500	95	96	
31	9	La5	A5	358	358	1	8	500	95	96	
32	9	Sol5	G5	349	349	3	16	750	95	96	
33	9	Fa5	F5	340	340	1	16	250	95	96	
34	9	Mi5	E5	336	336	1	8	500	95	96	
35	9	Fa5	F5	340	340	1	8	500	95	96	
36	9	Mi5	E5	336	336	1	8	500	95	96	
37	9	Sol5	G5	349	349	1	8	500	95	96	
38	9	Fa5	F5	340	340	1	4	1000	95	96	
38.5	53										
39	9	Sol5	G5	349	349	1	8	500	95	96	
40	9	La5	A5	358	358	1	8	500	95	96	
41	9	Sol5	G5	349	349	1	8	500	95	96	
42	9	Fa5#4	F5#4	344	344	1	8	500	95	96	
43	9	Sol5	G5	349	349	1	4	1000	95	96	
44	9	La5	A5	358	358	1	4	1000	95	96	
45	9	La5	A5	358	358	1	4	1000	95	96	
45.5	53										
46	9	Sol5	G5	349	349	1	8	500	95	96	
47	9	La5	A5	358	358	1	8	500	95	96	
48	9	Sol5	G5	349	349	1	4	1000	95	96	
49	9	Do6	C6	371	371	1	8	500	95	96	
50	9	Si5b1	B5b1	366	366	1	8	500	95	96	
51	9	Re6	D6	380	380	1	4	1000	95	96	
52	9	Do6	C6	371	371	1	8	500	95	96	
53	9	Si5b1	B5b1	366	366	1	8	500	95	96	
54	9	La5	A5	358	358	1	16	250	95	96	
55	9	Do6	C6	371	371	1	16	250	95	96	
56	9	Si5b1	B5b1	366	366	1	16	250	95	96	
57	9	La5	A5	358	358	1	16	250	95	96	
58	9	La5	A5	358	358	1	4	1000	95	96	
58.5	53										
59	9	Sol5	G5	349	349	1	4	1000	95	96	
60	9	La5	A5	358	358	1	2	2000	95	96	
61	9	Sol5	G5	349	349	1	8	500	95	96	
62	9	La5	A5	358	358	1	8	500	95	96	
63	9	Si5b5	B5b5	362	362	1	16	250	95	96	
64	9	La5	A5	358	358	1	16	250	95	96	
65	9	Si5b5	B5b5	362	362	1	16	250	95	96	
66	9	Do6	C6	371	371	1	16	250	95	96	
67	9	Si5b5	B5b5	362	362	1	16	250	95	96	
68	9	La5	A5	358	358	1	16	250	95	96	
69	9	Sol5	G5	349	349	1	8	500	95	96	
70	9	La5	A5	358	358	1	8	500	95	96	
71	9	La5	A5	358	358	1	16	250	95	96	
72	9	Sol5	G5	349	349	1	16	250	95	96	
73	9	Fa5	F5	340	340	1	4	1000	95	96	
73.5	53										
74	9	Sol5	G5	349	349	3	16	750	95	96	
75	9	Fa5	F5	340	340	1	16	250	95	96	
76	9	Mi5	E5	336	336	1	8	500	95	96	
77	9	Fa5	F5	340	340	1	8	500	95	96	
78	9	Sol5	G5	349	349	1	8	500	95	96	
79	9	La5	A5	358	358	1	8	500	95	96	
80	9	Fa5	F5	340	340	1	8	500	95	96	
81	9	Sol5	G5	349	349	1	8	500	95	96	
82	9	La5	A5	358	358	1	8	500	95	96	
83	9	Do6	C6	371	371	1	16	250	95	96	
84	9	Si5b5	B5b5	362	362	1	16	250	95	96	
85	9	Si5b5	B5b5	362	362	1	16	250	95	96	
86	9	La5	A5	358	358	1	16	250	95	96	
87	9	La5	A5	358	358	1	16	250	95	96	
88	9	Sol5	G5	349	349	1	16	250	95	96	
