Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	1	Mi5	E5	336	336	1	4	800	95	96	ARANAÐME	0.25
2	53			0	0	0	0	0	0	0		0.25
3	9	Do5	C5	318	318	1	8	400	95	96	.	0.375
4	9	Re5	D5	327	327	1	8	400	95	96	.	0.5
5	12	Mi5	E5	336	336	1	4	800	95	96	.	0.75
6	9	Mi5	E5	336	336	1	8	400	95	96	.	0.875
7	9	Re5	D5	327	327	1	8	400	95	96	.	1
8	9	Mi5	E5	336	336	1	8	400	95	96	.	1.125
9	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	1.25
10	9	Sol5	G5	349	349	1	8	400	95	96	.	1.375
11	9	La5	A5	358	358	1	8	400	95	96	.	1.5
12	8	La5	A5	358	358	0	0	0	95	96	.	1.5
13	9	Sol5	G5	349	349	1	8	400	95	96	.	1.625
14	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	1.75
15	9	Mi5	E5	336	336	1	8	400	95	96	.	1.875
16	9	Re5	D5	327	327	1	8	400	95	96	.	2
17	9	Re5	D5	327	327	1	16	200	95	96	.	2.0625
18	9	Do5	C5	318	318	1	16	200	95	96	.	2.125
19	9	Re5	D5	327	327	1	16	200	95	96	.	2.1875
20	9	Do5	C5	318	318	1	16	200	95	96	.	2.25
21	9	Re5	D5	327	327	1	8	400	95	96	.	2.375
22	9	Mi5	E5	336	336	1	8	400	95	96	.	2.5
23	12	Mi5	E5	336	336	1	4	800	95	96	.	2.75
24	9	Mi5	E5	336	336	1	8	400	95	96	.	2.875
25	9	Re5	D5	327	327	1	8	400	95	96	.	3
26	53			0	0	0	0	0	0	0		3
27	9	Mi5	E5	336	336	1	8	400	95	96	.	3.125
28	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	3.25
29	9	Sol5	G5	349	349	1	8	400	95	96	.	3.375
30	9	La5	A5	358	358	1	8	400	95	96	.	3.5
31	8	La5	A5	358	358	0	0	0	95	96	.	3.5
32	9	Sol5	G5	349	349	1	8	400	95	96	.	3.625
33	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	3.75
34	9	Mi5	E5	336	336	1	8	400	95	96	.	3.875
35	9	Re5	D5	327	327	1	8	400	95	96	.	4
36	53			0	0	0	0	0	0	0		4
37	9	Sol5	G5	349	349	1	4	800	95	96	.	4.25
38	9	Mi5	E5	336	336	1	16	200	95	96	.	4.3125
39	9	Re5	D5	327	327	3	16	600	95	96	.	4.5
40	9	Re5	D5	327	327	1	16	200	95	96	.	4.5625
41	9	Do5	C5	318	318	3	16	600	95	96	.	4.75
42	9	Mi5	E5	336	336	1	16	200	95	96	.	4.8125
43	9	Re5	D5	327	327	3	16	600	95	96	.	5
44	9	Mi5	E5	336	336	1	4	800	95	96	.	5.25
45	9	Do5	C5	318	318	1	16	200	95	96	.	5.3125
46	9	Si4b2	B4b1	312	313	3	16	600	95	96	.	5.5
47	9	Do5	C5	318	318	1	16	200	95	96	.	5.5625
48	9	Si4b2	B4b1	312	313	3	16	600	95	96	.	5.75
49	9	Re5	D5	327	327	1	16	200	95	96	.	5.8125
50	9	Re5	D5	327	327	3	16	600	95	96	.	6
51	9	Re5	D5	327	327	1	4	800	95	96	.	6.25
52	9	Do5	C5	318	318	1	16	200	95	96	.	6.3125
53	9	Si4b2	B4b1	312	313	3	16	600	95	96	.	6.5
54	9	Si4b2	B4b1	312	313	1	16	200	95	96	.	6.5625
55	9	La4	A4	305	305	3	16	600	95	96	.	6.75
56	9	Do5	C5	318	318	1	16	200	95	96	.	6.8125
57	9	Do5	C5	318	318	3	16	600	95	96	.	7
58	9	Do5	C5	318	318	1	4	800	95	96	.	7.25
59	9	Si4b2	B4b1	312	313	1	16	200	95	96	.	7.3125
60	9	La4	A4	305	305	3	16	600	95	96	.	7.5
61	9	La4	A4	305	305	1	8	400	95	96	.	7.625
62	9	La4	A4	305	305	3	8	1200	95	96	.	8
63	53			0	0	0	0	0	0	0		8
64	9	La4	A4	305	305	3	8	1200	95	96	.	8.375
65	9	La4	A4	305	305	1	8	400	95	96	.	8.5
66	9	La4	A4	305	305	1	8	400	95	96	.	8.625
67	9	La4	A4	305	305	1	8	400	95	96	.	8.75
68	1	La4	A4	305	305	1	16	200	95	96	.	8.8125
69	1	Si4b2	B4b1	312	313	1	16	200	95	96	.	8.875
70	1	Do5	C5	318	318	1	16	200	95	96	.	8.9375
71	1	Re5	D5	327	327	1	16	200	95	96	.	9
72	1	Mi5	E5	336	336	1	4	800	95	96	ARANAÐME	9.25
73	53			0	0	0	0	0	0	0		9.25
74	9	Do5	C5	318	318	1	8	400	95	96	.	9.375
75	9	Re5	D5	327	327	1	8	400	95	96	.	9.5
76	12	Mi5	E5	336	336	1	4	800	95	96	.	9.75
77	9	Mi5	E5	336	336	1	8	400	95	96	.	9.875
78	9	Re5	D5	327	327	1	8	400	95	96	.	10
79	9	Mi5	E5	336	336	1	8	400	95	96	.	10.125
80	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	10.25
81	9	Sol5	G5	349	349	1	8	400	95	96	.	10.375
82	9	La5	A5	358	358	1	8	400	95	96	.	10.5
83	8	La5	A5	358	358	0	0	0	95	96	.	10.5
84	9	Sol5	G5	349	349	1	8	400	95	96	.	10.625
85	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	10.75
86	9	Mi5	E5	336	336	1	8	400	95	96	.	10.875
87	9	Re5	D5	327	327	1	8	400	95	96	.	11
88	9	Re5	D5	327	327	1	16	200	95	96	.	11.0625
89	9	Do5	C5	318	318	1	16	200	95	96	.	11.125
90	9	Re5	D5	327	327	1	16	200	95	96	.	11.1875
91	9	Do5	C5	318	318	1	16	200	95	96	.	11.25
92	9	Re5	D5	327	327	1	8	400	95	96	.	11.375
93	9	Mi5	E5	336	336	1	8	400	95	96	.	11.5
94	12	Mi5	E5	336	336	1	4	800	95	96	.	11.75
95	9	Mi5	E5	336	336	1	8	400	95	96	.	11.875
96	9	Re5	D5	327	327	1	8	400	95	96	.	12
97	53			0	0	0	0	0	0	0		12
98	9	Mi5	E5	336	336	1	8	400	95	96	.	12.125
99	9	Fa5#2	F5#1	342	341	1	8	400	95	96	.	12.25
100	9	Sol5	G5	349	349	1	8	400	95	96	.	12.375
101	9	La5	A5	358	358	1	8	400	95	96	.	12.5
102	8	La5	A5	358	358	0	0	0	95	96	.	12.5
103	9	Sol5	G5	349	349	1	8	400	95	96	.	12.625
