Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Re5	D5	327	327	1	2	3000	99	96	
2	9	Do5#4	C5#4	322	322	1	8	750	99	96	
3	9	Re5	D5	327	327	1	8	750	99	96	
4	9	Mi5	E5	336	336	1	8	750	99	96	
5	9	Re5	D5	327	327	1	8	750	99	96	
6	9	Re5	D5	327	327	3	8	2250	95	96	
7	9	Re5	D5	327	327	1	8	750	95	96	
7.5	53										
8	9	Es	Es			1	8	750	95	96	
9	9	Sol4	G4	296	296	1	4	1500	95	96	
10	9	Sol4	G4	296	296	1	8	750	95	96	
11	9	Re5	D5	327	327	1	4	1500	99	96	
12	9	Do5#4	C5#4	322	322	1	8	750	99	96	
13	9	Re5	D5	327	327	1	8	750	99	96	
14	9	Do5#4	C5#4	322	322	1	8	750	99	96	
15	9	Re5	D5	327	327	1	8	750	99	96	
16	9	Mi5	E5	336	336	1	8	750	99	96	
17	9	Fa5	F5	340	340	1	8	750	95	96	
18	9	Mi5	E5	336	336	1	8	750	99	96	
19	9	Re5	D5	327	327	1	8	750	99	96	
20	8	Mi5	E5	336	336	1	8	94	99	96	
21	9	Re5	D5	327	327	1	8	750	99	96	
22	9	Do5#4	C5#4	322	322	1	8	750	99	96	
23	8	Re5	D5	327	327	1	8	94	99	96	
24	9	Do5#4	C5#4	322	322	1	16	375	99	96	
25	9	Si4b4	B4b4	310	310	1	16	375	99	96	
26	8	Do5#4	C5#4	322	322	1	8	94	99	96	
27	9	Si4b4	B4b4	310	310	1	16	375	99	96	
28	9	La4	A4	305	305	1	16	375	99	96	
29	9	Si4b4	B4b4	310	310	1	4	1500	95	96	
29.5	53										
30	9			-1	-1	1	4	1500	95	96	
31	9	Si4b4	B4b4	310	310	1	8	750	99	96	
32	9	Do5#4	C5#4	322	322	1	8	750	99	96	
33	9	Si4b4	B4b4	310	310	1	4	1500	99	96	
34	9	Do5#4	C5#4	322	322	1	4	1500	99	96	
35	9	Re5	D5	327	327	3	8	2250	99	96	
36	9	Do5#4	C5#4	322	322	1	8	750	99	96	
37	8	Mi5	E5	336	336	1	8	94	99	96	
38	9	Re5	D5	327	327	1	8	750	99	96	
39	9	Do5#4	C5#4	322	322	1	8	750	99	96	
40	9	Re5	D5	327	327	1	4	1500	95	96	
40.5	53										
41	9			-1	-1	1	4	1500	95	96	
42	9	Re5	D5	327	327	1	8	750	99	96	
43	9	Mi5	E5	336	336	1	8	750	99	96	
44	9	Re5	D5	327	327	1	4	1500	99	96	
45	9	Mi5	E5	336	336	1	4	1500	99	96	
