Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Sol4	G4	296	296	1	4	1500	99	96	
2	9	Sol4	G4	296	296	1	16	375	99	96	
3	9	Fa5	F5	340	340	1	16	375	99	96	
4	9	Mi5b1	E5b1	335	335	1	16	375	99	96	
5	9	Re5	D5	327	327	1	16	375	95	96	
6	9	Do5	C5	318	318	3	32	563	99	96	
7	9	Si4b1	B4b1	313	313	1	32	188	99	96	
8	9	La4#4	A4#4	309	309	1	16	375	99	96	
9	9	Si4b1	B4b1	313	313	1	16	375	99	96	
10	9	La4#4	A4#4	309	309	1	8	750	95	96	
11	9	Si4b1	B4b1	313	313	1	16	375	99	96	
12	9	Do5	C5	318	318	1	16	375	99	96	
13	9	Re5	D5	327	327	1	8	750	99	96	
14	9	Do5	C5	318	318	1	16	375	99	96	
15	9	Si4b1	B4b1	313	313	1	16	375	99	96	
16	8	Do5	C5	318	318	1	8	94	99	96	
17	9	Si4b1	B4b1	313	313	3	32	563	99	96	
18	9	La4#4	A4#4	309	309	1	32	188	99	96	
19	9	Sol4	G4	296	296	1	8	750	95	96	
20	9	Fa5	F5	340	340	1	8	750	95	96	
21	9	Mi5b1	E5b1	335	335	1	16	375	99	96	
22	9	Re5	D5	327	327	1	16	375	95	96	
23	9	Re5	D5	327	327	1	8	750	99	96	
24	8	Mi5b1	E5b1	335	335	1	8	94	99	96	
25	9	Re5	D5	327	327	1	16	375	99	96	
26	9	Do5	C5	318	318	1	16	375	99	96	
27	9	Do5	C5	318	318	1	32	188	99	96	
28	9	Si4b1	B4b1	313	313	1	32	188	99	96	
29	9	Do5	C5	318	318	1	32	188	99	96	
30	9	Re5	D5	327	327	1	32	188	99	96	
31	9	Do5	C5	318	318	1	16	375	99	96	
32	9	Si4b1	B4b1	313	313	1	16	375	99	96	
33	9	Si4b1	B4b1	313	313	1	4	1500	95	96	
33.5	53										
34	9			-1	-1	1	16	375	95	96	
35	9	Sol4	G4	296	296	1	8	750	99	96	
36	9	Fa5	F5	340	340	1	16	375	99	96	
37	9	Mi5b1	E5b1	335	335	1	8	750	99	96	
38	9	Re5	D5	327	327	1	16	375	99	96	
39	9	Do5	C5	318	318	1	16	375	99	96	
40	9	Si4b1	B4b1	313	313	1	16	375	99	96	
41	9	La4	A4	305	305	1	16	375	99	96	
42	9	Sol4	G4	296	296	1	8	750	95	96	
42.5	53										
43	9	Si4b1	B4b1	313	313	1	8	750	99	96	
44	9	Do5	C5	318	318	1	8	750	99	96	
45	9	Do5	C5	318	318	1	32	188	99	96	
46	9	Si4b1	B4b1	313	313	1	32	188	99	96	
47	9	Do5	C5	318	318	1	32	188	99	96	
48	9	Re5	D5	327	327	1	32	188	99	96	
49	9	Do5	C5	318	318	1	16	375	99	96	
50	9	Si4b1	B4b1	313	313	1	16	375	99	96	
51	9	Si4b1	B4b1	313	313	1	16	375	99	96	
52	9	La4	A4	305	305	1	16	375	99	96	
53	9	Sol4	G4	296	296	1	8	750	95	96	
54	9	La4	A4	305	305	1	8	750	95	96	
55	9	Si4b4	B4b4	310	310	1	8	750	95	96	
56	9	La4	A4	305	305	1	32	188	99	96	
57	9	Sol4	G4	296	296	1	32	188	99	96	
58	9	Fa4#4	F4#4	291	291	1	32	188	99	96	
59	9	Mi4	E4	283	283	1	32	188	99	96	
60	9	Fa4#4	F4#4	291	291	1	16	375	99	96	
61	9	Sol4	G4	296	296	1	16	375	99	96	
62	9	Fa4#4	F4#4	291	291	1	16	375	99	96	
63	9	Sol4	G4	296	296	1	32	188	99	96	
64	9	La4	A4	305	305	1	32	188	99	96	
65	9	Sol4	G4	296	296	1	16	375	99	96	
66	9	Fa4#4	F4#4	291	291	1	16	375	99	96	
67	9	Fa4#4	F4#4	291	291	3	32	563	99	96	
68	9	Mi4	E4	283	283	1	32	188	99	96	
69	9	Re4	D4	274	274	1	8	750	95	96	
69.5	53										
70	9	Re4	D4	274	274	1	8	750	99	96	
71	9	Sol4	G4	296	296	1	16	375	99	96	
72	9	Fa4#4	F4#4	291	291	1	16	375	99	96	
73	9	Sol4	G4	296	296	1	8	750	99	96	
