Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9			-1	-1	1	8	250	95	96	
2	9	Mi5	E5	336	336	1	4	500	95	96	
3	9	Fa5	F5	340	340	1	8	250	95	96	
4	9	Sol5	G5	349	349	3	16	375	99	96	
5	9	Fa5	F5	340	340	1	16	125	95	96	
6	9	Mi5	E5	336	336	1	16	125	99	96	
7	9	Fa5	F5	340	340	1	16	125	99	96	
8	9	Sol5	G5	349	349	1	16	125	99	96	
9	9	La5	A5	358	358	1	16	125	95	96	
10	9	Fa5	F5	340	340	1	8	250	99	96	
11	9	Sol5	G5	349	349	1	4	500	99	96	
12	9	La5	A5	358	358	1	16	125	99	96	
13	9	Si5b5	B5b5	362	362	1	16	125	99	96	
14	9	La5	A5	358	358	1	16	125	99	96	
15	9	Sol5	G5	349	349	1	16	125	99	96	
16	9	Fa5	F5	340	340	1	16	125	99	96	
17	9	Mi5	E5	336	336	1	16	125	99	96	
18	9	Re5	D5	327	327	1	8	250	95	96	
19	9	Es	Es			1	8	250	95	96	
19.5	53										
20	9	Re5	D5	327	327	1	16	125	99	96	
21	9	Mi5	E5	336	336	1	16	125	99	96	
22	9	Re5	D5	327	327	1	16	125	99	96	
23	9	Do5	C5	318	318	1	16	125	95	96	
24	9	Re5	D5	327	327	1	16	125	99	96	
25	9	Mi5	E5	336	336	1	16	125	99	96	
26	9	Re5	D5	327	327	1	16	125	99	96	
27	9	Do5	C5	318	318	1	16	125	95	96	
28	9	Re5	D5	327	327	1	16	125	99	96	
29	9	Mi5	E5	336	336	1	16	125	99	96	
30	9	Fa5	F5	340	340	1	16	125	99	96	
31	9	Sol5	G5	349	349	1	16	125	95	96	
32	9	Mi5	E5	336	336	1	16	125	99	96	
33	9	Fa5	F5	340	340	1	16	125	95	96	
34	9	Re5	D5	327	327	1	16	125	99	96	
35	9	Mi5	E5	336	336	1	16	125	95	96	
35.5	53										
36	9			-1	-1	1	8	250	95	96	
37	9	Do5	C5	318	318	1	4	500	99	96	
38	9	Si4	B4	314	314	1	8	250	95	96	
39	9	Do5	C5	318	318	3	16	375	99	96	
40	9	Si4	B4	314	314	1	16	125	95	96	
41	9	Do5	C5	318	318	1	16	125	99	96	
42	9	Si4	B4	314	314	1	16	125	99	96	
43	9	Do5	C5	318	318	1	8	250	95	96	
43.5	53										
44	9			-1	-1	1	8	250	95	96	
45	9	Do5	C5	318	318	1	4	500	99	96	
46	9	Si4	B4	314	314	1	8	250	95	96	
47	9	Si4	B4	314	314	3	16	375	99	96	
48	9	La4	A4	305	305	1	16	125	99	96	
49	9	Sol4#4	G4#4	300	300	1	8	250	99	96	
50	9	La4	A4	305	305	1	8	250	95	96	
51	9	Si4	B4	314	314	1	16	125	99	96	
52	9	Do5	C5	318	318	1	32	63	99	96	
53	9	Re5	D5	327	327	1	32	63	99	96	
54	9	Do5	C5	318	318	1	16	125	99	96	
55	9	Si4	B4	314	314	1	16	125	95	96	
56	9	Si4	B4	314	314	1	16	125	95	96	
57	9	La4	A4	305	305	1	16	125	95	96	
58	9	La4	A4	305	305	1	16	125	95	96	
59	9	Sol4#4	G4#4	300	300	1	16	125	95	96	
60	9	La4	A4	305	305	3	16	375	99	96	
60.5	53										
61	9	Fa5	F5	340	340	1	16	125	99	96	
62	9	Mi5	E5	336	336	1	16	125	99	96	
63	9	Re5#4	D5#4	331	331	1	16	125	99	96	
64	9	Mi5	E5	336	336	1	8	250	95	96	
64.5	53										
65	9			-1	-1	1	8	250	95	96	
66	9	Mi5	E5	336	336	1	4	500	95	96	
67	9	Fa5	F5	340	340	1	8	250	95	96	
68	9	Sol5	G5	349	349	3	16	375	99	96	
69	9	Fa5	F5	340	340	1	16	125	95	96	
70	9	Mi5	E5	336	336	1	16	125	99	96	
71	9	Fa5	F5	340	340	1	16	125	99	96	
72	9	Sol5	G5	349	349	1	16	125	99	96	
73	9	La5	A5	358	358	1	16	125	95	96	
74	9	Fa5	F5	340	340	1	8	250	99	96	
75	9	Sol5	G5	349	349	1	4	500	99	96	
76	9	La5	A5	358	358	1	16	125	99	96	
77	9	Si5b5	B5b5	362	362	1	16	125	99	96	
78	9	La5	A5	358	358	1	16	125	99	96	
79	9	Sol5	G5	349	349	1	16	125	99	96	
80	9	Fa5	F5	340	340	1	16	125	99	96	
81	9	Mi5	E5	336	336	1	16	125	99	96	
82	9	Re5	D5	327	327	1	8	250	95	96	
83	9	Es	Es			1	8	250	95	96	
83.5	53										
84	9	Re5	D5	327	327	1	16	125	99	96	
85	9	Mi5	E5	336	336	1	16	125	99	96	
86	9	Re5	D5	327	327	1	16	125	99	96	
87	9	Do5	C5	318	318	1	16	125	95	96	
88	9	Re5	D5	327	327	1	16	125	99	96	
89	9	Mi5	E5	336	336	1	16	125	99	96	
90	9	Re5	D5	327	327	1	16	125	99	96	
