Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol4	G4	296	296	1	4	536	95	96	Yü	0.1666667
2	9	Si4b1	B4b1	313	313	1	2	1071	95	96	zün	0.5
3	9	Si4b1	B4b1	313	313	3	16	402	99	96	dür 	0.625
4	9	La4	A4	305	305	1	16	134	99	96		0.6666667
5	9	Sol4	G4	296	296	1	2	1071	95	96		1
6	53			0	0	0	0	0	0	0		1
7	9	Sol4	G4	296	296	1	4	536	95	96	ci	1.166667
8	9	Do5	C5	318	318	1	2	1071	95	96	hâ	1.5
9	9	Do5	C5	318	318	3	16	402	99	96	ný 	1.625
10	9	Si4b1	B4b1	313	313	1	16	134	99	96		1.666667
11	9	La4	A4	305	305	1	2	1071	95	96		2
12	53			0	0	0	0	0	0	0		2
13	9	La4	A4	305	305	1	4	536	95	96	mü	2.166667
14	9	Re5	D5	327	327	1	2	1071	95	96	nev	2.5
15	9	Do5#4	C5#4	322	322	1	4	536	99	96	ver_	2.666667
16	9	Re5	D5	327	327	1	4	536	95	96		2.833333
17	9	Mi5	E5	336	336	1	4	536	95	96	e	3
18	9	Re5	D5	327	327	1	4	536	99	96	den  	3.166667
19	9	Do5	C5	318	318	1	4	536	99	96		3.333333
20	9	Si4b1	B4b1	313	313	1	4	536	99	96		3.5
21	9	La4	A4	305	305	1	8	268	99	96		3.583333
22	9	Sol4	G4	296	296	1	8	268	99	96		3.666667
23	9	Fa4#4	F4#4	291	291	1	8	268	99	96		3.75
24	9	Mi4	E4	283	283	1	8	268	99	96		3.833333
25	9	Re4	D4	274	274	1	4	536	95	96		4
26	53			0	0	0	0	0	0	0		4
27	9	Sol4	G4	296	296	1	4	536	95	96	Yü	4.166667
28	9	Si4b1	B4b1	313	313	1	2	1071	95	96	zün	4.5
29	9	Si4b1	B4b1	313	313	3	16	402	99	96	dür 	4.625
30	9	La4	A4	305	305	1	16	134	99	96		4.666667
31	9	Sol4	G4	296	296	1	2	1071	95	96		5
32	53			0	0	0	0	0	0	0		5
33	9	Sol4	G4	296	296	1	4	536	95	96	ci	5.166667
34	9	Do5	C5	318	318	1	2	1071	95	96	hâ	5.5
35	9	Do5	C5	318	318	3	16	402	99	96	ný 	5.625
36	9	Si4b1	B4b1	313	313	1	16	134	99	96		5.666667
37	9	La4	A4	305	305	1	2	1071	95	96		6
38	53			0	0	0	0	0	0	0		6
39	9	La4	A4	305	305	1	4	536	95	96	mü	6.166667
40	9	Re5	D5	327	327	1	2	1071	95	96	nev	6.5
41	9	Do5#4	C5#4	322	322	1	4	536	99	96	ver_	6.666667
42	9	Re5	D5	327	327	1	4	536	95	96		6.833333
43	9	Mi5	E5	336	336	1	4	536	95	96	e	7
44	9	Re5	D5	327	327	5	4	2678	95	96	den	7.833333
45	9			-1	-1	1	4	536	100	0		8
46	53			0	0	0	0	0	0	0		8
47	9	Re5	D5	327	327	1	4	536	95	96	Fe	8.166667
48	9	Sol5	G5	349	349	1	2	1071	95	96	dâ	8.5
49	9	La5	A5	358	358	1	8	268	99	96	dýr 	8.583333
50	9	Sol5	G5	349	349	1	8	268	99	96		8.666667
51	9	Fa5#1	F5#1	341	341	1	8	268	99	96		8.75
52	9	Mi5	E5	336	336	1	8	268	99	96		8.833333
53	9	Re5	D5	327	327	1	4	536	95	96		9
54	53			0	0	0	0	0	0	0		9
55	9	Do5	C5	318	318	1	4	536	99	96	yo	9.166667
56	9	Re5	D5	327	327	1	4	536	95	96		9.333333
57	9	Mi5	E5	336	336	1	4	536	95	96	lu	9.5
58	9	Re5	D5	327	327	1	8	268	99	96	na 	9.583333
59	9	Do5	C5	318	318	1	8	268	99	96		9.666667
60	9	Si4b1	B4b1	313	313	1	8	268	99	96		9.75
61	9	La4	A4	305	305	1	8	268	99	96		9.833333
62	9	Sol4	G4	296	296	1	4	536	95	96		10
63	53			0	0	0	0	0	0	0		10
64	9	Si4b1	B4b1	313	313	1	4	536	99	96	bu 	10.16667
65	9	La4	A4	305	305	1	4	536	99	96		10.33333
66	9	Sol4	G4	296	296	1	4	536	95	96		10.5
67	9	Fa4#4	F4#4	291	291	1	4	536	99	96	cân_	10.66667
68	9	Sol4	G4	296	296	1	4	536	95	96		10.83333
69	9	La4	A4	305	305	1	4	536	95	96	ü 	11
70	9	Sol4	G4	296	296	1	4	536	99	96	ten  	11.16667
71	9	La4	A4	305	305	1	4	536	99	96		11.33333
72	9	Si4b1	B4b1	313	313	1	4	536	99	96		11.5
73	9	Do5	C5	318	318	1	4	536	99	96		11.66667
74	9	Re5	D5	327	327	1	2	1071	95	96		12
75	53			0	0	0	0	0	0	0		12
76	9	Re5	D5	327	327	1	4	536	95	96	Fe	12.16667
77	9	Sol5	G5	349	349	1	2	1071	95	96	dâ	12.5
78	9	La5	A5	358	358	1	8	268	99	96	dýr 	12.58333
79	9	Sol5	G5	349	349	1	8	268	99	96		12.66667
80	9	Fa5#1	F5#1	341	341	1	8	268	99	96		12.75
81	9	Mi5	E5	336	336	1	8	268	99	96		12.83333
82	9	Re5	D5	327	327	1	4	536	95	96		13
83	53			0	0	0	0	0	0	0		13
84	9	Do5	C5	318	318	1	4	536	99	96	yo	13.16667
85	9	Re5	D5	327	327	1	4	536	95	96		13.33333
86	9	Mi5	E5	336	336	1	4	536	95	96	lu	13.5
87	9	Re5	D5	327	327	1	8	268	99	96	na 	13.58333
88	9	Do5	C5	318	318	1	8	268	99	96		13.66667
89	9	Si4b1	B4b1	313	313	1	8	268	99	96		13.75
90	9	La4	A4	305	305	1	8	268	99	96		13.83333
91	9	Sol4	G4	296	296	1	4	536	95	96		14
92	53			0	0	0	0	0	0	0		14
