Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol5	G5	349	349	1	8	385	95	96	ARANAÐME	0.1666667
2	9	Fa5	F5	340	340	1	8	385	95	96	.	0.3333333
3	9	Sol5	G5	349	349	1	8	385	95	96	.	0.5
4	9	La5	A5	358	358	1	8	385	95	96	.	0.6666667
5	9	Fa5	F5	340	340	3	16	577	95	96	.	0.9166667
6	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	1
7	9	Re5	D5	327	327	3	8	1154	95	96	.	1.5
8	53			0	0	0	0	0	0	0		1.5
9	9	Re5	D5	327	327	1	8	385	95	96	.	1.666667
10	9	Mi5b5	E5b5	331	331	1	8	385	95	96	.	1.833333
11	9	Mi5	E5	336	336	1	8	385	95	96	.	2
12	9	Fa5	F5	340	340	1	8	385	95	96	.	2.166667
13	9	Mi5b2	E5b1	334	335	1	8	385	95	96	.	2.333333
14	9	Fa5	F5	340	340	1	8	385	95	96	.	2.5
15	9	Sol5	G5	349	349	1	8	385	95	96	.	2.666667
16	9	Mi5b5	E5b5	331	331	3	16	577	95	96	.	2.916667
17	9	Re5	D5	327	327	1	16	192	95	96	.	3
18	9	Do5	C5	318	318	1	2	1539	95	96	.	3.666667
19	53			0	0	0	0	0	0	0		3.666667
20	9			-1	-1	1	8	385	100	0	.	3.833333
21	9	Si4b5	B4b5	309	309	1	8	385	95	96	.	4
22	9	Re5	D5	327	327	1	4	769	95	96	.	4.333333
23	9	Si4b5	B4b5	309	309	1	8	385	95	96	.	4.5
24	9	La4b5	A4b5	300	300	3	16	577	95	96	.	4.75
25	9	Sol4	G4	296	296	1	16	192	95	96	.	4.833333
26	9	Fa4	F4	287	287	1	8	385	95	96	.	5
27	53			0	0	0	0	0	0	0		5
28	9	Sol4	G4	296	296	1	8	385	95	96	.	5.166667
29	9	La4b5	A4b5	300	300	1	8	385	95	96	.	5.333333
30	9	Si4b5	B4b5	309	309	1	8	385	95	96	.	5.5
31	9	Do5	C5	318	318	1	8	385	95	96	.	5.666667
32	9	Re5	D5	327	327	1	8	385	95	96	.	5.833333
