Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
2	9	Sol5	G5	349	349	1	4	1000	95	96	
3	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
4	9	Mi5	E5	336	336	1	16	250	95	96	
5	9	La5	A5	358	358	1	16	250	95	96	
6	9	Sol5	G5	349	349	1	16	250	95	96	
7	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
8	9	Mi5	E5	336	336	1	16	250	95	96	
9	9	Re5	D5	327	327	1	4	1000	95	96	
9.5	53										
10	9	Re5	D5	327	327	1	8	500	95	96	
11	9	Do5#4	C5#4	322	322	1	16	250	95	96	
12	9	Re5	D5	327	327	1	16	250	95	96	
13	9	Mi5	E5	336	336	1	8	500	95	96	
14	9	Re5	D5	327	327	1	16	250	95	96	
15	9	Mi5	E5	336	336	1	16	250	95	96	
16	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
17	9	Mi5	E5	336	336	1	16	250	95	96	
18	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
19	9	Sol5	G5	349	349	1	4	1000	95	96	
19.5	53										
20	9			-1	-1	1	8	500	95	96	
21	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
22	9	Sol5	G5	349	349	1	16	250	95	96	
23	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
24	9	Sol5	G5	349	349	1	16	250	95	96	
25	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
26	9	Mi5	E5	336	336	1	16	250	95	96	
27	9	Re5	D5	327	327	1	4	1000	95	96	
27.5	53										
28	9	Mi5	E5	336	336	1	16	250	95	96	
29	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
30	9	Sol5	G5	349	349	1	16	250	95	96	
31	9	La5	A5	358	358	1	16	250	95	96	
32	9	Si5#1	B5#1	368	368	1	8	500	95	96	
33	9	Si5#1	B5#1	368	368	1	16	250	95	96	
34	9	La5	A5	358	358	1	16	250	95	96	
35	9	La5	A5	358	358	1	16	250	95	96	
36	9	Sol5	G5	349	349	1	16	250	95	96	
37	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
38	9	La5	A5	358	358	1	16	250	95	96	
39	9	Sol5	G5	349	349	3	16	750	95	96	
39.5	53										
40	9	Re5	D5	327	327	1	16	250	95	96	
41	9	Mi5	E5	336	336	1	16	250	95	96	
42	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
43	9	Sol5	G5	349	349	1	8	500	95	96	
43.5	53										
44	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
45	9	Sol5	G5	349	349	1	4	1000	95	96	
46	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
47	9	Mi5	E5	336	336	1	16	250	95	96	
48	9	La5	A5	358	358	1	16	250	95	96	
49	9	Sol5	G5	349	349	1	16	250	95	96	
50	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
51	9	Mi5	E5	336	336	1	16	250	95	96	
52	9	Re5	D5	327	327	1	4	1000	95	96	
52.5	53										
53	9	Re5	D5	327	327	1	8	500	95	96	
54	9	Do5#4	C5#4	322	322	1	16	250	95	96	
55	9	Re5	D5	327	327	1	16	250	95	96	
56	9	Mi5	E5	336	336	1	8	500	95	96	
57	9	Re5	D5	327	327	1	16	250	95	96	
58	9	Mi5	E5	336	336	1	16	250	95	96	
59	9	Fa5#5	F5#5	345	345	1	8	500	95	96	
60	9	Mi5	E5	336	336	1	16	250	95	96	
61	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
62	9	Sol5	G5	349	349	1	4	1000	95	96	
62.5	53										
63	9			-1	-1	1	8	500	95	96	
64	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
65	9	Sol5	G5	349	349	1	16	250	95	96	
66	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
67	9	Sol5	G5	349	349	1	16	250	95	96	
68	9	Fa5#5	F5#5	345	345	1	16	250	95	96	
69	9	Mi5	E5	336	336	1	16	250	95	96	
70	9	Re5	D5	327	327	1	4	1000	95	96	
70.5	53										
71	9	Mi5	E5	336	336	1	16	250	95	96	
