Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Re5	D5	327	327	3	16	625	95	96	ARANAÐME 	0.125
2	9	Re5	D5	327	327	1	16	208	95	96	.	0.1666667
3	9	Si5b5	B5b5	362	362	1	4	833	95	96	.	0.3333333
4	9	La5	A5	358	358	1	4	833	95	96	.	0.5
5	9	Sol5	G5	349	349	1	4	833	95	96	.	0.6666667
6	9	Fa5	F5	340	340	1	2	1667	95	96	.	1
7	53			0	0	0	0	0	0	0		1
8	9	Sol5	G5	349	349	3	16	625	95	96	.	1.125
9	9	La5	A5	358	358	1	16	208	95	96	.	1.166667
10	9	Fa5	F5	340	340	3	16	625	95	96	.	1.291667
11	9	Sol5	G5	349	349	1	16	208	95	96	.	1.333333
12	9	La5	A5	358	358	3	16	625	95	96	.	1.458333
13	9	Sol5	G5	349	349	1	16	208	95	96	.	1.5
14	9	Fa5	F5	340	340	3	16	625	95	96	.	1.625
15	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	1.666667
16	9	Re5	D5	327	327	1	4	833	95	96	.	1.833333
17	9			-1	-1	1	4	833	100	0	.	2
18	9	Fa5	F5	340	340	3	16	625	95	96	.	2.125
19	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	2.166667
20	53			0	0	0	0	0	0	0		2.166667
21	9	Re5	D5	327	327	3	16	625	95	96	.	2.291667
22	9	Do5	C5	318	318	1	16	208	95	96	.	2.333333
23	9	Sol5	G5	349	349	3	16	625	95	96	.	2.458333
24	9	Fa5	F5	340	340	1	16	208	95	96	.	2.5
25	9	Mi5b5	E5b5	331	331	3	16	625	95	96	.	2.625
26	9	Re5	D5	327	327	1	16	208	95	96	.	2.666667
27	9	Do5	C5	318	318	1	4	833	95	96	.	2.833333
28	9			-1	-1	1	4	833	100	0	.	3
29	9	Mi5b5	E5b5	331	331	3	16	625	95	96	.	3.125
30	9	Re5	D5	327	327	1	16	208	95	96	.	3.166667
31	9	Do5	C5	318	318	3	16	625	95	96	.	3.291667
32	53			0	0	0	0	0	0	0		3.291667
33	9	Si4b5	B4b5	309	309	1	16	208	95	96	.	3.333333
34	9	Fa5	F5	340	340	3	16	625	95	96	.	3.458333
35	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	3.5
36	9	Re5	D5	327	327	3	16	625	95	96	.	3.625
37	9	Do5	C5	318	318	1	16	208	95	96	.	3.666667
38	9	Si4b5	B4b5	309	309	1	4	833	95	96	.	3.833333
39	9			-1	-1	1	4	833	100	0	.	4
40	9	Sol4	G4	296	296	3	16	625	95	96	.	4.125
41	9	La4	A4	305	305	1	16	208	95	96	.	4.166667
42	53			0	0	0	0	0	0	0		4.166667
43	9	Si4b5	B4b5	309	309	1	2	1667	95	96	.	4.5
44	9	La4	A4	305	305	3	16	625	95	96	.	4.625
45	9	Sol4	G4	296	296	1	16	208	95	96	.	4.666667
46	9	Re5	D5	327	327	1	2	1667	95	96	.	5
47	9	Do5	C5	318	318	3	16	625	95	96	.	5.125
48	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	5.166667
49	53			0	0	0	0	0	0	0		5.166667
50	9	Re5	D5	327	327	3	16	625	95	96	.	5.291667
51	9	Do5	C5	318	318	1	16	208	95	96	.	5.333333
52	9	Si4b5	B4b5	309	309	3	16	625	95	96	.	5.458333
53	9	La4	A4	305	305	1	16	208	95	96	.	5.5
54	9	Sol4	G4	296	296	3	16	625	95	96	.	5.625
55	9	Fa4#4	F4#4	291	291	1	16	208	95	96	.	5.666667
56	9	Sol4	G4	296	296	1	2	1667	95	96	.	6
57	9	Re5	D5	327	327	3	16	625	95	96	ARANAÐME 	6.125
58	9	Re5	D5	327	327	1	16	208	95	96	.	6.166667
59	9	Si5b5	B5b5	362	362	1	4	833	95	96	.	6.333333
60	9	La5	A5	358	358	1	4	833	95	96	.	6.5
61	9	Sol5	G5	349	349	1	4	833	95	96	.	6.666667
62	9	Fa5	F5	340	340	1	2	1667	95	96	.	7
63	53			0	0	0	0	0	0	0		7
64	9	Sol5	G5	349	349	3	16	625	95	96	.	7.125
65	9	La5	A5	358	358	1	16	208	95	96	.	7.166667
66	9	Fa5	F5	340	340	3	16	625	95	96	.	7.291667
67	9	Sol5	G5	349	349	1	16	208	95	96	.	7.333333
68	9	La5	A5	358	358	3	16	625	95	96	.	7.458333
69	9	Sol5	G5	349	349	1	16	208	95	96	.	7.5
70	9	Fa5	F5	340	340	3	16	625	95	96	.	7.625
71	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	7.666667
72	9	Re5	D5	327	327	1	4	833	95	96	.	7.833333
73	9			-1	-1	1	4	833	100	0	.	8
74	9	Fa5	F5	340	340	3	16	625	95	96	.	8.125
75	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	8.166667
