Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9			-1	-1	1	8	250	95	96	
2	9	Sol4	G4	296	296	1	4	500	95	96	
3	9	La4	A4	305	305	1	8	250	95	96	
4	9	La4	A4	305	305	1	4	500	95	96	
5	9	La4	A4	305	305	3	8	750	95	96	
5.5	53										
6	9	La4	A4	305	305	1	8	250	95	96	
7	9	Do5	C5	318	318	1	8	250	95	96	
8	9	Si4b1	B4b1	313	313	1	8	250	95	96	
9	9	La4	A4	305	305	1	8	250	95	96	
10	9	Sol4	G4	296	296	1	8	250	95	96	
11	9	Fa4#4	F4#4	291	291	1	8	250	95	96	
12	9	Mi4	E4	283	283	1	4	500	95	96	
13	9	Re4	D4	274	274	1	8	250	95	96	
13.5	53										
14	9			-1	-1	1	8	250	95	96	
15	9	Sol4	G4	296	296	1	8	250	95	96	
16	9	Fa4#4	F4#4	291	291	1	8	250	95	96	
17	9	Mi4	E4	283	283	1	8	250	95	96	
18	9	Fa4#4	F4#4	291	291	1	8	250	95	96	
19	9	Sol4	G4	296	296	1	8	250	95	96	
20	9	La4	A4	305	305	3	8	750	95	96	
20.5	53										
21	9	La4	A4	305	305	1	8	250	95	96	
22	9	Mi4	E4	283	283	1	4	500	95	96	
23	9	Re4	D4	274	274	1	8	250	95	96	
24	9	La4	A4	305	305	1	16	125	95	96	
25	9	Sol4	G4	296	296	1	16	125	95	96	
26	9	Fa4#4	F4#4	291	291	1	16	125	95	96	
27	9	Sol4	G4	296	296	1	16	125	95	96	
28	9	La4	A4	305	305	3	8	750	95	96	
28.5	53										
29	9			-1	-1	1	8	250	95	96	
30	9	Sol4	G4	296	296	1	4	500	95	96	
31	9	La4	A4	305	305	1	8	250	95	96	
32	9	La4	A4	305	305	1	4	500	95	96	
33	9	La4	A4	305	305	3	8	750	95	96	
33.5	53										
34	9	La4	A4	305	305	1	8	250	95	96	
35	9	Do5	C5	318	318	1	8	250	95	96	
36	9	Si4b1	B4b1	313	313	1	8	250	95	96	
37	9	La4	A4	305	305	1	8	250	95	96	
38	9	Sol4	G4	296	296	1	8	250	95	96	
39	9	Fa4#4	F4#4	291	291	1	8	250	95	96	
40	9	Mi4	E4	283	283	1	4	500	95	96	
41	9	Re4	D4	274	274	1	8	250	95	96	
41.5	53										
42	9			-1	-1	1	8	250	95	96	
43	9	Sol4	G4	296	296	1	8	250	95	96	
44	9	Fa4#4	F4#4	291	291	1	8	250	95	96	
45	9	Mi4	E4	283	283	1	8	250	95	96	
46	9	Fa4#4	F4#4	291	291	1	8	250	95	96	
47	9	Sol4	G4	296	296	1	8	250	95	96	
48	9	La4	A4	305	305	3	8	750	95	96	
48.5	53										
49	9	La4	A4	305	305	1	8	250	95	96	
50	9	Mi4	E4	283	283	1	4	500	95	96	
51	9	Re4	D4	274	274	1	8	250	95	96	
52	9	La4	A4	305	305	1	16	125	95	96	
53	9	Sol4	G4	296	296	1	16	125	95	96	
54	9	Fa4#4	F4#4	291	291	1	16	125	95	96	
55	9	Sol4	G4	296	296	1	16	125	95	96	
56	9	La4	A4	305	305	3	8	750	95	96	
56.5	53										
57	9			-1	-1	1	8	250	95	96	
58	9	Do5	C5	318	318	1	16	125	95	96	
59	9	Si4b1	B4b1	313	313	1	16	125	95	96	
60	9	Do5	C5	318	318	1	8	250	95	96	
61	9	Re5	D5	327	327	1	8	250	95	96	
62	9	Do5	C5	318	318	1	8	250	95	96	
