Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	La4	A4	305	305	1	4	909	95	96	
2	9	Re5	D5	327	327	1	4	909	95	96	
3	9	Mi5	E5	336	336	1	2	1818	95	96	
4	9	Mi5	E5	336	336	1	8	455	95	96	
5	9	Re5	D5	327	327	1	8	455	95	96	
6	8	Mi5	E5	336	336	1	8	57	95	96	
7	9	Re5	D5	327	327	1	8	455	95	96	
8	9	Do5	C5	318	318	1	8	455	95	96	
9	9	Re5	D5	327	327	1	4	909	95	96	
10	9	Mi5	E5	336	336	1	4	909	95	96	
10.5	53										
11	9			-1	-1	1	8	455	95	96	
12	9	Mi5	E5	336	336	1	4	909	95	96	
13	9	Sol5	G5	349	349	1	8	455	95	96	
14	9	Fa5	F5	340	340	3	16	682	95	96	
15	9	Mi5	E5	336	336	1	16	227	95	96	
16	9	Re5	D5	327	327	1	8	455	95	96	
17	9	Mi5	E5	336	336	1	8	455	95	96	
17.5	53										
18	9			-1	-1	1	8	455	95	96	
19	9	Mi5	E5	336	336	1	4	909	95	96	
20	9	Sol5	G5	349	349	1	8	455	95	96	
21	9	Fa5	F5	340	340	3	16	682	95	96	
22	9	Mi5	E5	336	336	1	16	227	95	96	
23	9	Re5	D5	327	327	1	8	455	95	96	
24	9	Mi5	E5	336	336	1	8	455	95	96	
25	9	Mi5	E5	336	336	1	4	909	95	96	
26	9	Es	Es			1	4	909	95	96	
26.5	53										
27	9	Re5	D5	327	327	1	4	909	95	96	
28	9	Mi5	E5	336	336	1	4	909	95	96	
29	9	Mi5	E5	336	336	1	8	455	95	96	
30	9	Fa5	F5	340	340	1	8	455	95	96	
31	9	Mi5	E5	336	336	1	4	909	95	96	
32	9	Re5	D5	327	327	1	4	909	95	96	
33	8	Fa5	F5	340	340	1	8	57	95	96	
34	9	Mi5	E5	336	336	1	8	455	95	96	
35	9	Re5	D5	327	327	1	8	455	95	96	
36	9	Do5	C5	318	318	1	4	909	95	96	
37	8	Mi5	E5	336	336	1	8	57	95	96	
38	9	Re5	D5	327	327	1	8	455	95	96	
39	9	Do5	C5	318	318	1	8	455	95	96	
40	9	Do5	C5	318	318	1	8	455	95	96	
41	9	Si4	B4	314	314	1	4	909	95	96	
42	9	Do5	C5	318	318	1	8	455	95	96	
43	9			-1	-1	1	8	455	95	96	
44	9	Re5	D5	327	327	1	8	455	95	96	
45	9	Do5	C5	318	318	1	8	455	95	96	
46	9	Si4	B4	314	314	1	8	455	95	96	
47	9	Si4	B4	314	314	1	8	455	95	96	
48	9	La4	A4	305	305	1	8	455	95	96	
49	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
50	9	Si4	B4	314	314	1	8	455	95	96	
51	9	La4	A4	305	305	3	4	2727	95	96	
52	9	Es	Es			1	4	909	95	96	
52.5	53										
53	8	Si4	B4	314	314	1	8	57	95	96	
54	9	Do5	C5	318	318	1	2	1818	95	96	
55	9	Si4	B4	314	314	1	8	455	95	96	
56	9	La4	A4	305	305	1	8	455	95	96	
57	8	Do5	C5	318	318	1	8	57	95	96	
58	9	Si4	B4	314	314	1	8	455	95	96	
59	9	La4	A4	305	305	1	8	455	95	96	
60	8	Si4	B4	314	314	1	8	57	95	96	
61	9	La4	A4	305	305	1	8	455	95	96	
62	9	Sol4#4	G4#4	300	300	1	16	227	95	96	
63	9	Fa4	F4	287	287	1	16	227	95	96	
64	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
65	9	La4	A4	305	305	1	8	455	95	96	
66	9	Sol4#4	G4#4	300	300	1	8	455	95	96	
67	9	La4	A4	305	305	1	4	909	95	96	
67.5	53										
68	9	Do5	C5	318	318	1	8	455	95	96	
69	9	Si4	B4	314	314	1	8	455	95	96	
70	9	Do5	C5	318	318	3	8	1364	95	96	
71	9	Re5	D5	327	327	1	4	909	95	96	
72	9	Mi5	E5	336	336	1	8	455	95	96	
73	9	Re5	D5	327	327	1	8	455	95	96	
74	9	Do5#4	C5#4	322	322	3	16	682	95	96	
75	9	Si4	B4	314	314	1	16	227	95	96	
76	9	Do5#4	C5#4	322	322	1	8	455	95	96	
77	9	Re5	D5	327	327	1	8	455	95	96	
78	9	Do5#4	C5#4	322	322	1	4	909	95	96	
79	9	Re5	D5	327	327	1	8	455	95	96	
80	9	Do5#4	C5#4	322	322	1	8	455	95	96	
81	9	Re5	D5	327	327	1	4	909	95	96	
82	9	Mi5	E5	336	336	1	8	455	95	96	
83	8	Sol5	G5	349	349	1	8	57	95	96	
84	9	Fa5	F5	340	340	1	16	227	95	96	
85	9	Mi5	E5	336	336	1	16	227	95	96	
86	9	Re5	D5	327	327	1	4	909	95	96	
87	9	Mi5	E5	336	336	1	4	909	95	96	
