Sira	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	MS	LNS	VelOn	Soz1
1	9	Do5	C5	318	318	1	4	667	95	96	Bi
2	9	Fa5	F5	340	340	1	2	1333	95	96	ley
3	9	Fa5	F5	340	340	1	8	333	95	96	di 
4	9	Mi5	E5	336	336	1	8	333	95	96	
4.5	53										
5	9	Sol5	G5	349	349	1	8	333	95	96	dil 
6	9	Si5b5	B5b5	362	362	1	8	333	95	96	
7	9	La5	A5	358	358	1	8	333	95	96	
8	9	Sol5	G5	349	349	1	8	333	95	96	
9	9	Sol5	G5	349	349	1	8	333	95	96	gi
10	9	Fa5	F5	340	340	1	8	333	95	96	
11	9	Fa5	F5	340	340	1	8	333	95	96	bi 
12	9	Mi5	E5	336	336	1	8	333	95	96	
13	9	Mi5	E5	336	336	1	8	333	95	96	dil
14	9	Re5	D5	327	327	1	16	167	95	96	
15	9	Fa5	F5	340	340	1	16	167	95	96	
16	9	Mi5	E5	336	336	1	8	333	95	96	
17	9	Re5	D5	327	327	1	8	333	95	96	
18	9	Re5	D5	327	327	1	2	1333	95	96	ber
18.5	53										 
19	9	Si4b1	B4b1	313	313	1	4	667	95	96	ga
20	9	Do5	C5	318	318	1	8	333	95	96	mı 
21	9	Re5	D5	327	327	1	8	333	95	96	
22	9	Do5	C5	318	318	1	8	333	95	96	
23	9	Re5	D5	327	327	1	8	333	95	96	
24	9	Do5	C5	318	318	1	8	333	95	96	ci
25	9	Si4b1	B4b1	313	313	1	8	333	95	96	
25.5	53										
26	9	Fa5	F5	340	340	1	8	333	95	96	han 
27	9	Mi5	E5	336	336	1	8	333	95	96	
28	9	Re5	D5	327	327	1	8	333	95	96	
29	9	Do5	C5	318	318	1	8	333	95	96	
30	9	Mi5	E5	336	336	1	8	333	95	96	ni
31	9	Re5	D5	327	327	1	8	333	95	96	
32	9	Do5	C5	318	318	1	8	333	95	96	ce
33	9	Si4b1	B4b1	313	313	1	8	333	95	96	
34	9	La4	A4	305	305	1	4	667	95	96	dir  
35	9	Es	Es			1	4	667	95	96	
35.5	53										
36	9	Re5	D5	327	327	1	8	333	95	96	Yar 
37	9	Do5#4	C5#4	322	322	1	8	333	95	96	
