Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9			-1	-1	1	4	714	100	0		0.2222222
2	9			-1	-1	1	4	714	100	0		0.4444444
3	9			-1	-1	1	4	714	100	0		0.6666667
4	54			0	0	0	0	0	0	0	ussak@re5	0.6666667
5	9	Si4b2	B4b1	312	313	1	16	179	95	96	ARANAĞME	0.7222222
6	9	Do5	C5	318	318	1	16	179	95	96	.	0.7777778
7	9	Re5	D5	327	327	1	8	357	95	96	.	0.8888889
8	9	Re5	D5	327	327	1	16	179	95	96	.	0.9444444
9	9	Fa5	F5	340	340	1	16	179	95	96	.	1
10	9	Mi5b3	E5b4	333	332	3	32	268	95	96	.	1.083333
11	9	Re5	D5	327	327	1	32	89	95	96	.	1.111111
12	9	Do5	C5	318	318	1	8	357	95	96	.	1.222222
13	9	Re5	D5	327	327	1	16	179	95	96	.	1.277778
14	9	Mi5b3	E5b4	333	332	1	16	179	95	96	.	1.333333
15	9	Fa5	F5	340	340	1	16	179	95	96	.	1.388889
16	9	Sol5	G5	349	349	1	16	179	95	96	.	1.444444
17	9	La5	A5	358	358	1	4	714	95	96	.	1.666667
18	9	Sol5	G5	349	349	1	8	357	95	96	.	1.777778
19	9	La5	A5	358	358	1	8	357	95	96	.	1.888889
20	9	Fa5	F5	340	340	1	8	357	95	96	.	2
21	53			0	0	0	0	0	0	0		2
22	9	La5	A5	358	358	1	16	179	95	96	.	2.055556
23	9	Sol5	G5	349	349	1	8	357	95	96	.	2.166667
24	9	Fa5	F5	340	340	1	16	179	95	96	.	2.222222
25	9	Fa5	F5	340	340	1	16	179	95	96	.	2.277778
26	9	Mi5b2	E5b1	334	335	1	16	179	95	96	.	2.333333
27	9	Mi5b2	E5b1	334	335	1	16	179	95	96	.	2.388889
28	9	Re5	D5	327	327	1	16	179	95	96	.	2.444444
29	9	Re5	D5	327	327	1	4	714	95	96	.	2.666667
30	9	Mi5b2	E5b1	334	335	1	16	179	95	96	.	2.722222
31	9	Fa5	F5	340	340	1	16	179	95	96	.	2.777778
32	9	Sol5	G5	349	349	1	8	357	95	96	.	2.888889
33	55			0	0	0	0	0	0	0		2.888889
34	53			0	0	0	0	0	0	0		2.888889
35	9	Sol5	G5	349	349	1	8	357	95	96	.	3
36	9	Fa5	F5	340	340	3	32	268	95	96	.	3.083333
37	9	Sol5	G5	349	349	1	32	89	95	96	.	3.111111
38	9	Fa5	F5	340	340	1	16	179	95	96	.	3.166667
39	9	Mi5b5	E5b5	331	331	1	16	179	95	96	.	3.222222
40	9	Re5	D5	327	327	3	32	268	95	96	.	3.305556
41	9	Mi5b5	E5b5	331	331	1	32	89	95	96	.	3.333333
42	9	Re5	D5	327	327	1	16	179	95	96	.	3.388889
43	9	Do5	C5	318	318	1	16	179	95	96	.	3.444444
44	9	Si4b5	B4b5	309	309	1	4	714	95	96	.	3.666667
45	9	Do5	C5	318	318	1	8	357	95	96	.	3.777778
46	9	Re5	D5	327	327	1	8	357	95	96	.	3.888889
47	9	Si4b5	B4b5	309	309	1	8	357	95	96	.	4
48	53			0	0	0	0	0	0	0		4
49	9	La5b5	A5b5	353	353	1	24	119	95	96	.	4.037037
50	9	Sol5	G5	349	349	1	24	119	95	96	.	4.074074
51	9	Fa5	F5	340	340	1	24	119	95	96	.	4.111111
52	9	Mi5b5	E5b5	331	331	1	24	119	95	96	.	4.148148
53	9	Re5	D5	327	327	1	24	119	95	96	.	4.185185
54	9	Do5	C5	318	318	1	24	119	95	96	.	4.222222
55	9	Si4b5	B4b5	309	309	3	32	268	95	96	.	4.305555
56	9	La4b5	A4b5	300	300	1	32	89	95	96	.	4.333333
57	9	La4b5	A4b5	300	300	1	16	179	95	96	.	4.388889
58	11	Sol4	G4	296	296	1	16	179	95	96	.	4.444445
59	9	Sol4	G4	296	296	1	4	714	95	96	.	4.666667
60	53			0	0	0	0	0	0	0		4.666667
61	54			0	0	0	0	0	0	0	ussak@re5	4.666667
62	9	Mi5b2	E5b1	334	335	1	16	179	95	96	.	4.722222
63	9	Fa5	F5	340	340	1	16	179	95	96	.	4.777778
64	9	Sol5	G5	349	349	1	8	357	95	96	.	4.888889
65	9	Sol5	G5	349	349	1	8	357	95	96	.	5
66	55			0	0	0	0	0	0	0		5
67	53			0	0	0	0	0	0	0		5
68	9	Fa5	F5	340	340	3	32	268	95	96	.	5.083333
69	9	Sol5	G5	349	349	1	32	89	95	96	.	5.111111
70	9	Fa5	F5	340	340	1	16	179	95	96	.	5.166667
71	9	Mi5b5	E5b5	331	331	1	16	179	95	96	.	5.222222
72	9	Re5	D5	327	327	3	32	268	95	96	.	5.305555
73	9	Mi5b5	E5b5	331	331	1	32	89	95	96	.	5.333333
74	9	Re5	D5	327	327	1	16	179	95	96	.	5.388889
75	9	Do5	C5	318	318	1	16	179	95	96	.	5.444445
76	9	Si4b5	B4b5	309	309	1	4	714	95	96	.	5.666667
77	9	Do5	C5	318	318	1	8	357	95	96	.	5.777778
78	9	Re5	D5	327	327	1	8	357	95	96	.	5.888889
79	9	Si4b5	B4b5	309	309	1	8	357	95	96	.	6
80	53			0	0	0	0	0	0	0		6
81	9	La5b5	A5b5	353	353	1	24	119	95	96	.	6.037037
82	9	Sol5	G5	349	349	1	24	119	95	96	.	6.074074
83	9	Fa5	F5	340	340	1	24	119	95	96	.	6.111111
84	9	Mi5b5	E5b5	331	331	1	24	119	95	96	.	6.148148
85	9	Re5	D5	327	327	1	24	119	95	96	.	6.185185
86	9	Do5	C5	318	318	1	24	119	95	96	.	6.222222
87	9	Si4b5	B4b5	309	309	3	32	268	95	96	.	6.305555
88	9	La4b5	A4b5	300	300	1	32	89	95	96	.	6.333333
89	9	La4b5	A4b5	300	300	1	16	179	95	96	.	6.388889
90	11	Sol4	G4	296	296	1	16	179	95	96	.	6.444445
91	9	Sol4	G4	296	296	1	4	714	95	96	.	6.666667
92	53			0	0	0	0	0	0	0		6.666667
93	54			0	0	0	0	0	0	0	hicazkar@sol4	6.666667
94	9	Sol4	G4	296	296	3	32	268	95	96	.	6.75
95	9	La4b3	A4b4	302	301	1	32	89	95	96	.	6.777778
96	9	Si4b2	B4b1	312	313	1	16	179	95	96	.	6.833333
97	9	Do5	C5	318	318	1	16	179	95	96	.	6.888889
98	9	Re5	D5	327	327	1	8	357	95	96	.	7
99	55			0	0	0	0	0	0	0		7
100	53			0	0	0	0	0	0	0		7
101	9			-1	-1	1	16	179	100	0		7.055555
102	54			0	0	0	0	0	0	0	ussak@re5	7.055555
103	9	Si4b2	B4b1	312	313	1	8	357	95	96	Göz	7.166667
104	9	Do5	C5	318	318	1	16	179	95	96	le	7.222222
105	9	Re5	D5	327	327	1	8	357	95	96	rin 	7.333333
106	9	Re5	D5	327	327	1	16	179	99	96	ma	7.388889
107	9	Fa5	F5	340	340	1	16	179	95	96		7.444445
108	9	Mi5b3	E5b4	333	332	3	32	268	99	96	vi 	7.527778
109	9	Re5	D5	327	327	1	32	89	99	96		7.555555
110	9	Do5	C5	318	318	1	8	357	95	96		7.666667
111	9	Re5	D5	327	327	1	16	179	99	96	mi	7.722222
112	9	Mi5b2	E5b1	334	335	1	16	179	99	96		7.777778
113	9	Fa5	F5	340	340	1	16	179	99	96		7.833333
114	9	Sol5	G5	349	349	1	16	179	95	96		7.888889
115	9	La5	A5	358	358	1	16	179	99	96	ne  	7.944445
116	9	Sol5	G5	349	349	1	16	179	95	96		8
117	53			0	0	0	0	0	0	0		8
118	9	Si5b5	B5b5	362	362	1	16	179	95	96	Vu	8.055555
119	9	Si5b5	B5b5	362	362	1	8	357	99	96	rul	8.166667
120	9	La5	A5	358	358	1	16	179	95	96		8.222222
121	9	La5	A5	358	358	1	16	179	99	96	dum 	8.277778
122	9	Sol5	G5	349	349	1	16	179	95	96		8.333333
123	9	Sol5	G5	349	349	1	16	179	99	96	per	8.388889
124	9	Fa5	F5	340	340	1	16	179	95	96		8.444445
125	9	Fa5	F5	340	340	1	16	179	99	96	çe	8.5
126	9	Si5b5	B5b5	362	362	1	16	179	99	96		8.555555
127	9	La5	A5	358	358	1	16	179	99	96		8.611111
128	9	Sol5	G5	349	349	1	16	179	95	96		8.666667
