Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol5	G5	349	349	1	16	147	95	108	ARANAĞME	5.555556E-02
2	9	La5	A5	358	358	1	16	147	95	96	.	0.1111111
3	9	Sol5	G5	349	349	1	16	147	95	96	.	0.1666667
4	9	Fa5#5	F5#5	345	345	1	16	147	95	96	.	0.2222222
5	9	Mi5	E5	336	336	1	4	588	95	96	.	0.4444444
6	9	Fa5#5	F5#5	345	345	1	16	147	95	96	.	0.5
7	9	Mi5	E5	336	336	1	16	147	95	96	.	0.5555556
8	9	Fa5#5	F5#5	345	345	1	16	147	95	66	.	0.6111111
9	9	Sol5	G5	349	349	1	16	147	95	68	.	0.6666667
10	9	La5	A5	358	358	1	16	147	95	69	.	0.7222222
11	9	Sol5	G5	349	349	1	16	147	95	70	.	0.7777778
12	9	Fa5#5	F5#5	345	345	1	16	147	95	72	.	0.8333333
13	9	Mi5	E5	336	336	1	16	147	95	74	.	0.8888889
14	9	Re5	D5	327	327	1	8	294	95	75	.	1
15	9			-1	-1	1	8	294	100	76	.	1.111111
16	9	Mi5	E5	336	336	1	16	147	95	78	.	1.166667
17	9	Fa5#5	F5#5	345	345	1	16	147	95	96	.	1.222222
18	9	Mi5	E5	336	336	1	8	294	95	96	.	1.333333
19	9	Fa5#5	F5#5	345	345	1	8	294	95	96	.	1.444444
20	9	Sol5	G5	349	349	1	8	294	95	96	.	1.555556
21	9	La5	A5	358	358	1	8	294	95	96	.	1.666667
22	9	Si5	B5	367	367	1	8	294	95	96	.	1.777778
23	9	La5	A5	358	358	1	8	294	95	96	.	1.888889
24	9	Sol5	G5	349	349	1	8	294	95	96	.	2
25	9			-1	-1	1	8	294	100	0	.	2.111111
26	9	Do6	C6	371	371	1	8	294	95	102	.	2.222222
27	9	Si5	B5	367	367	1	8	294	95	96	.	2.333333
28	9	La5	A5	358	358	1	8	294	95	96	.	2.444444
29	9	La5	A5	358	358	1	16	147	95	96	.	2.5
30	9	Sol5	G5	349	349	1	16	147	95	96	.	2.555556
31	9	Sol5	G5	349	349	1	16	147	95	96	.	2.611111
32	9	Fa5#5	F5#5	345	345	1	16	147	95	96	.	2.666667
33	9	Sol5	G5	349	349	3	8	882	95	96	.	3
34	53			0	0	0	0	0	0	0		3
35	9	La5	A5	358	358	1	16	147	95	80	.	3.055556
36	9	Sol5	G5	349	349	1	16	147	95	96	.	3.111111
37	9	Sol5	G5	349	349	1	16	147	95	96	.	3.166667
38	9	Fa5	F5	340	340	1	16	147	95	66	.	3.222222
39	9	Fa5	F5	340	340	1	16	147	95	70	.	3.277778
40	9	Mi5	E5	336	336	1	16	147	95	74	.	3.333333
41	9	Mi5	E5	336	336	1	16	147	95	78	.	3.388889
42	9	Re5	D5	327	327	1	16	147	95	82	.	3.444444
43	9	Re5	D5	327	327	1	16	147	95	86	.	3.5
44	9	Fa5	F5	340	340	1	16	147	95	90	.	3.555556
45	9	Mi5	E5	336	336	1	16	147	95	94	.	3.611111
46	9	Re5	D5	327	327	1	16	147	95	98	.	3.666667
47	9	Re5	D5	327	327	1	8	294	50	102	.	3.777778
48	9	Re5	D5	327	327	1	8	294	50	66	.	3.888889
49	9	Re5	D5	327	327	1	8	294	50	67	.	4
50	9	Do5	C5	318	318	1	16	147	95	67	.	4.055555
51	9	Si4	B4	314	314	1	16	147	95	68	.	4.111111
52	9	Do5	C5	318	318	1	16	147	95	69	.	4.166667
53	9	Mi5	E5	336	336	1	16	147	95	70	.	4.222222
54	9	Re5	D5	327	327	1	16	147	95	70	.	4.277778
55	9	Mi5	E5	336	336	1	16	147	95	71	.	4.333333
56	9	Re5	D5	327	327	1	16	147	95	72	.	4.388889
57	9	Do5	C5	318	318	1	16	147	95	72	.	4.444445
58	9	Re5	D5	327	327	1	16	147	95	73	.	4.5
59	9	Do5	C5	318	318	1	16	147	95	74	.	4.555555
60	9	Si4	B4	314	314	1	16	147	95	74	.	4.611111
61	9	La4#3	A4#4	308	309	1	16	147	95	75	.	4.666667
62	9	Si4	B4	314	314	1	4	588	95	76	.	4.888889
63	9			-1	-1	1	8	294	100	77	.	5
64	53			0	0	0	0	0	0	77		5
65	9	Sol4	G4	296	296	1	16	147	95	78	.	5.055555
66	9	Fa4#5	F4#5	292	292	1	16	147	95	96	.	5.111111
67	9	Sol4	G4	296	296	1	16	147	95	96	.	5.166667
68	9	La4	A4	305	305	1	16	147	95	96	.	5.222222
69	9	Si4	B4	314	314	1	16	147	95	96	.	5.277778
70	9	La4	A4	305	305	1	16	147	95	96	.	5.333333
71	9	Si4	B4	314	314	1	16	147	95	96	.	5.388889
72	9	Do5	C5	318	318	1	16	147	95	96	.	5.444445
73	9	Re5	D5	327	327	1	16	147	95	96	.	5.5
74	9	Mi5	E5	336	336	1	16	147	95	96	.	5.555555
