Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Mi5	E5	336	336	1	8	435	95	96	ARANAĞME 	0.1111111
2	9	Fa5	F5	340	340	1	8	435	95	96	.	0.2222222
3	9	Sol5	G5	349	349	1	8	435	95	96	.	0.3333333
4	9	La5	A5	358	358	1	8	435	95	96	.	0.4444444
5	9	Sol5	G5	349	349	1	8	435	95	96	.	0.5555556
6	9	Fa5	F5	340	340	1	8	435	95	96	.	0.6666667
7	9	Mi5	E5	336	336	1	8	435	95	96	.	0.7777778
8	9	Re5	D5	327	327	1	8	435	95	96	.	0.8888889
9	9	Do5	C5	318	318	1	8	435	95	96	.	1
10	9	Do5	C5	318	318	1	8	435	95	96	.	1.111111
11	53			0	0	0	0	0	0	0		1.111111
12	9	Re5	D5	327	327	1	8	435	95	96	.	1.222222
13	9	Mi5	E5	336	336	1	8	435	95	96	.	1.333333
14	9	Fa5	F5	340	340	1	8	435	95	96	.	1.444444
15	9	Mi5	E5	336	336	1	8	435	95	96	.	1.555556
16	9	Re5	D5	327	327	1	8	435	95	96	.	1.666667
17	9	Do5	C5	318	318	1	8	435	95	96	.	1.777778
18	9	Si4b5	B4b5	309	309	1	8	435	95	96	.	1.888889
19	9	La4	A4	305	305	1	8	435	95	96	.	2
20	53			0	0	0	0	0	0	0		2
21	9	Sol4	G4	296	296	1	8	435	95	96	.	2.111111
22	9	La4	A4	305	305	1	8	435	95	96	.	2.222222
23	9	Si4b5	B4b5	309	309	1	8	435	95	96	.	2.333333
24	9	Do5	C5	318	318	1	8	435	95	96	.	2.444444
25	9	Re5	D5	327	327	1	8	435	95	96	.	2.555556
26	9	Do5	C5	318	318	1	8	435	95	96	.	2.666667
27	9	Si4b5	B4b5	309	309	1	8	435	95	96	.	2.777778
28	9	La4	A4	305	305	1	8	435	95	96	.	2.888889
29	9	Sol4	G4	296	296	1	8	435	95	96	.	3
30	9	La4	A4	305	305	1	8	435	95	96	.	3.111111
31	9	Sol4	G4	296	296	1	8	435	95	96	.	3.222222
32	9	Fa4	F4	287	287	1	8	435	95	96	.	3.333333
33	9	Mi4	E4	283	283	1	8	435	95	96	.	3.444444
34	9	Fa4	F4	287	287	1	4	870	95	96	.	3.666667
35	9	Fa5	F5	340	340	3	8	1304	95	96	.	4
36	53			0	0	0	0	0	0	0		4
37	9	Mi5	E5	336	336	1	8	435	95	96	ARANAĞME 	4.111111
38	9	Fa5	F5	340	340	1	8	435	95	96	.	4.222222
39	9	Sol5	G5	349	349	1	8	435	95	96	.	4.333333
40	9	La5	A5	358	358	1	8	435	95	96	.	4.444445
41	9	Sol5	G5	349	349	1	8	435	95	96	.	4.555555
42	9	Fa5	F5	340	340	1	8	435	95	96	.	4.666667
43	9	Mi5	E5	336	336	1	8	435	95	96	.	4.777778
44	9	Re5	D5	327	327	1	8	435	95	96	.	4.888889
45	9	Do5	C5	318	318	1	8	435	95	96	.	5
46	9	Do5	C5	318	318	1	8	435	95	96	.	5.111111
47	53			0	0	0	0	0	0	0		5.111111
48	9	Re5	D5	327	327	1	8	435	95	96	.	5.222222
49	9	Mi5	E5	336	336	1	8	435	95	96	.	5.333333
50	9	Fa5	F5	340	340	1	8	435	95	96	.	5.444445
51	9	Mi5	E5	336	336	1	8	435	95	96	.	5.555555
52	9	Re5	D5	327	327	1	8	435	95	96	.	5.666667
53	9	Do5	C5	318	318	1	8	435	95	96	.	5.777778
54	9	Si4b5	B4b5	309	309	1	8	435	95	96	.	5.888889
55	9	La4	A4	305	305	1	8	435	95	96	.	6
56	53			0	0	0	0	0	0	0		6
57	9	Sol4	G4	296	296	1	8	435	95	96	.	6.111111
58	9	La4	A4	305	305	1	8	435	95	96	.	6.222222
59	9	Si4b5	B4b5	309	309	1	8	435	95	96	.	6.333333
60	9	Do5	C5	318	318	1	8	435	95	96	.	6.444445
61	9	Re5	D5	327	327	1	8	435	95	96	.	6.555555
62	9	Do5	C5	318	318	1	8	435	95	96	.	6.666667
63	9	Si4b5	B4b5	309	309	1	8	435	95	96	.	6.777778
64	9	La4	A4	305	305	1	8	435	95	96	.	6.888889
65	9	Sol4	G4	296	296	1	8	435	95	96	.	7
66	9	La4	A4	305	305	1	8	435	95	96	.	7.111111
67	9	Sol4	G4	296	296	1	8	435	95	96	.	7.222222
68	9	Fa4	F4	287	287	1	8	435	95	96	.	7.333333
69	9	Mi4	E4	283	283	1	8	435	95	96	.	7.444445
70	9	Fa4	F4	287	287	1	2	1740	95	96	.	7.888889
71	53			0	0	0	0	0	0	0		7.888889
72	9			-1	-1	1	8	435	100	0		8
73	9	Fa5	F5	340	340	1	4	870	99	96	Ol	8.222222
74	9	Mi5	E5	336	336	1	8	435	99	96		8.333333
75	9	Fa5	F5	340	340	1	8	435	95	96		8.444445
76	9	Fa5	F5	340	340	1	8	435	99	96	du 	8.555555
77	9	Mi5	E5	336	336	1	8	435	99	96		8.666667
78	9	Fa5	F5	340	340	1	4	870	99	96		8.888889
79	9	Mi5	E5	336	336	1	8	435	99	96		9
80	9	Re5	D5	327	327	1	8	435	95	96		9.111111
81	9			-1	-1	1	8	435	100	0		9.222222
82	9	Sol5	G5	349	349	1	8	435	95	96	gö	9.333333
83	9	Si5b5	B5b5	362	362	1	8	435	95	96	nül 	9.444445
84	9	La5	A5	358	358	1	8	435	99	96	üf	9.555555
85	9	Sol5	G5	349	349	1	8	435	95	96		9.666667
86	9	Fa5	F5	340	340	1	8	435	99	96	tâ	9.777778
87	9	Mi5	E5	336	336	1	8	435	99	96		9.888889
88	9	Sol5	G5	349	349	1	8	435	95	96		10
89	9	Fa5	F5	340	340	1	4	870	95	96	de 	10.22222
90	9			-1	-1	1	8	435	100	0		10.33333
91	53			0	0	0	0	0	0	0		10.33333
92	54			0	0	0	0	0	0	0	buselik@re5	10.33333
93	9	Sol5	G5	349	349	1	8	435	95	96	a 	10.44444
94	9	La5	A5	358	358	1	16	217	99	96	câ	10.5
