Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	1	Sol4	G4	296	296	1	4	1000	95	96	SAZ 	0.1538462
2	9	Sol5	G5	349	349	1	8	500	95	96	Sa	0.2307692
3	9	Sol5	G5	349	349	1	16	250	99	96	bah 	0.2692308
4	9	Fa5#5	F5#5	345	345	1	16	250	99	96		0.3076923
5	9	Mi5	E5	336	336	1	16	250	99	96		0.3461539
6	9	Fa5#5	F5#5	345	345	1	16	250	95	96		0.3846154
7	9	Sol5	G5	349	349	1	4	1000	99	96	ol	0.5384616
8	53			0	0	0	0	0	0	0		0.5384616
9	9	Sol5	G5	349	349	1	16	250	99	96		0.5769231
10	9	Do6	C6	371	371	1	16	250	99	96		0.6153846
11	9	Si5	B5	367	367	1	16	250	99	96		0.6538461
12	9	La5	A5	358	358	1	16	250	95	96		0.6923077
13	9	La5	A5	358	358	3	32	375	99	96	sun 	0.75
14	9	Sol5	G5	349	349	1	32	125	99	96		0.7692308
15	9	Fa5#5	F5#5	345	345	1	16	250	99	96		0.8076923
16	9	Sol5	G5	349	349	1	16	250	99	96		0.8461539
17	9	Fa5#5	F5#5	345	345	1	16	250	99	96		0.8846154
18	9	Sol5	G5	349	349	1	16	250	99	96		0.9230769
19	9	La5	A5	358	358	1	16	250	99	96		0.9615384
20	9	Sol5	G5	349	349	1	16	250	99	96		1
21	9	Sol5	G5	349	349	1	4	1000	95	96		1.153846
22	53			0	0	0	0	0	0	0		1.153846
23	9	Re5	D5	327	327	1	8	500	95	96	ben 	1.230769
24	9	Sol5	G5	349	349	1	4	1000	95	96	şu 	1.384615
25	9	Sol5	G5	349	349	3	32	375	99	96	yer	1.442308
26	9	Fa5#5	F5#5	345	345	1	32	125	99	96		1.461538
27	9	Mi5	E5	336	336	1	16	250	99	96		1.5
28	9	Fa5#5	F5#5	345	345	1	16	250	99	96		1.538462
29	9	Mi5	E5	336	336	1	16	250	99	96		1.576923
30	9	Fa5#5	F5#5	345	345	1	16	250	99	96		1.615385
31	9	Sol5	G5	349	349	1	16	250	99	96		1.653846
32	9	La5	A5	358	358	1	16	250	95	96		1.692308
33	9	La5	A5	358	358	1	16	250	99	96	den 	1.730769
34	9	Sol5	G5	349	349	1	16	250	99	96		1.769231
35	9	Fa5#1	F5#1	341	341	1	16	250	99	96		1.807692
36	9	Mi5	E5	336	336	1	16	250	99	96		1.846154
37	9	Re5	D5	327	327	1	8	500	99	96		1.923077
38	9	Mi5	E5	336	336	1	8	500	99	96		2
39	53			0	0	0	0	0	0	0		2
40	9	Re5	D5	327	327	1	8	500	99	96		2.076923
41	9	Re5	D5	327	327	1	8	500	95	96		2.153846
42	9	Re5	D5	327	327	1	8	500	95	96	gi	2.230769
43	9	Mi5	E5	336	336	1	16	250	99	96	de	2.269231
44	9	Re5	D5	327	327	1	16	250	99	96		2.307692
45	9	Mi5	E5	336	336	1	16	250	99	96		2.346154
46	9	Fa5#5	F5#5	345	345	1	16	250	95	96		2.384615
47	9	Sol5	G5	349	349	1	4	1000	95	96	yim  	2.538461
48	9	Sol5	G5	349	349	1	8	500	95	96		2.615385
49	53			0	0	0	0	0	0	0		2.615385
50	9	Sol5	G5	349	349	1	8	500	95	96	a	2.692308
51	9	Do6	C6	371	371	1	4	1000	99	96	man 	2.846154
52	9	Do6	C6	371	371	1	8	500	99	96		2.923077
53	9	Do6	C6	371	371	1	16	250	99	96		2.961539
54	9	Si5	B5	367	367	1	16	250	99	96		3
55	9	Si5	B5	367	367	1	16	250	99	96		3.038461
56	9	La5	A5	358	358	1	16	250	99	96		3.076923
57	9	Sol5	G5	349	349	1	8	500	95	96		3.153846
58	9	La5	A5	358	358	1	8	500	95	96	gi	3.230769
59	9	La5	A5	358	358	1	16	250	99	96	de	3.269231
60	9	Do6	C6	371	371	1	16	250	99	96		3.307692
61	9	Si5	B5	367	367	1	16	250	99	96		3.346154
62	9	La5	A5	358	358	1	16	250	95	96		3.384615
63	9	La5	A5	358	358	3	32	375	99	96	yim 	3.442308
64	9	Sol5	G5	349	349	1	32	125	99	96		3.461539
65	9	Fa5#5	F5#5	345	345	1	16	250	99	96		3.5
66	9	Sol5	G5	349	349	1	16	250	99	96		3.538461
67	9	Fa5#5	F5#5	345	345	1	16	250	99	96		3.576923
68	9	La5	A5	358	358	1	16	250	99	96		3.615385
69	9	Sol5	G5	349	349	1	16	250	99	96		3.653846
70	9	Fa5#5	F5#5	345	345	1	16	250	95	96		3.692308
