Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Do5	C5	318	318	1	2	1429	95	96	Hâl_	0.3333333
2	9	Re5	D5	327	327	1	4	714	95	96	i 	0.5
3	9	Re5	D5	327	327	1	4	714	95	96	dîl_	0.6666667
4	9	Re5	D5	327	327	1	2	1429	95	96	i 	1
5	9	Re5	D5	327	327	1	2	1429	95	96	zâ	1.333333
6	9	Mi5b3	E5b4	333	332	1	4	714	95	96	rı	1.5
7	9	Re5	D5	327	327	1	8	357	99	96	mı 	1.583333
8	9	Do5	C5	318	318	1	8	357	95	96		1.666667
9	9	Si4b1	B4b1	313	313	1	2	1429	95	96	duy	2
10	53			0	0	0	0	0	0	0		2
11	9	Re5	D5	327	327	1	8	357	99	96	sa 	2.083333
12	9	Mi5b3	E5b4	333	332	1	8	357	99	96		2.166667
13	9	Sol5	G5	349	349	1	8	357	99	96		2.25
14	9	Fa5#3	F5#4	343	344	1	8	357	95	96		2.333333
15	9	Mi5b3	E5b4	333	332	1	8	357	99	96	ci	2.416667
16	9	Re5	D5	327	327	1	8	357	95	96		2.5
17	9	Mi5b3	E5b4	333	332	1	8	357	99	96	hân  	2.583333
18	9	Re5	D5	327	327	1	8	357	99	96		2.666667
19	9	Mi5b3	E5b4	333	332	1	4	714	99	96		2.833333
20	9	Re5	D5	327	327	1	8	357	99	96		2.916667
21	9	Do5	C5	318	318	1	8	357	95	96		3
22	9	Re5	D5	327	327	1	2	1429	95	96	Hâl_	3.333333
23	9	Mi5b3	E5b4	333	332	1	4	714	95	96	i 	3.5
24	9	Re5	D5	327	327	1	8	357	99	96	dîl_	3.583333
25	9	Do5	C5	318	318	1	8	357	95	96		3.666667
26	9	Si4b1	B4b1	313	313	1	2	1429	95	96	i 	4
27	53			0	0	0	0	0	0	0		4
28	9	Do5	C5	318	318	1	2	1429	95	96	zâ	4.333333
29	9	Re5	D5	327	327	1	4	714	95	96	rı	4.5
30	9	Mi5b3	E5b4	333	332	1	8	357	99	96	mı 	4.583333
31	9	Re5	D5	327	327	1	8	357	95	96		4.666667
32	9	La5	A5	358	358	1	8	357	99	96	duy	4.75
33	9	Sol5	G5	349	349	1	8	357	99	96		4.833333
34	9	Sol5	G5	349	349	1	8	357	99	96		4.916667
35	9	Fa5#3	F5#4	343	344	1	8	357	95	96		5
36	9	Fa5#3	F5#4	343	344	1	8	357	99	96	sa 	5.083333
37	9	Sol5	G5	349	349	1	8	357	99	96		5.166667
38	9	Fa5#3	F5#4	343	344	1	8	357	99	96		5.25
39	9	Mi5b3	E5b4	333	332	1	8	357	95	96		5.333333
40	9	Mi5b3	E5b4	333	332	1	8	357	99	96	ci	5.416667
41	9	Re5	D5	327	327	1	8	357	95	96		5.5
42	9	Re5	D5	327	327	1	2	1429	95	96	hân  	5.833333
43	9			-1	-1	1	4	714	100	0		6
44	53			0	0	0	0	0	0	0		6
45	9	Re5	D5	327	327	1	2	1429	95	96	Rahm_	6.333333
46	9	La5	A5	358	358	1	8	357	99	96	e	6.416667
47	9	Sol5	G5	349	349	1	8	357	95	96		6.5
48	9	Sol5	G5	349	349	1	8	357	99	96	dip 	6.583333
49	9	Fa5#3	F5#4	343	344	1	8	357	95	96		6.666667
50	9	Sol5	G5	349	349	1	2	1429	95	96	ağ	7
51	9	Sol5	G5	349	349	1	8	357	99	96	lar 	7.083333
52	9	La5	A5	358	358	1	8	357	99	96		7.166667
53	9	Sol5	G5	349	349	1	8	357	99	96		7.25
54	9	Fa5#3	F5#4	343	344	1	8	357	95	96		7.333333
55	9	Fa5#3	F5#4	343	344	1	8	357	99	96	ba	7.416667
56	9	Mi5b3	E5b4	333	332	1	8	357	95	96		7.5
57	9	Mi5b3	E5b4	333	332	1	8	357	99	96	na 	7.583333
58	9	Re5	D5	327	327	1	8	357	95	96		7.666667
59	9	Mi5b3	E5b4	333	332	3	16	536	99	96	hep 	7.791667
60	9	Re5	D5	327	327	1	16	179	99	96		7.833333
61	9	Do5	C5	318	318	1	4	714	95	96		8
62	53			0	0	0	0	0	0	0		8
63	9	Re5	D5	327	327	1	8	357	99	96	â	8.083333
64	9	Mi5b3	E5b4	333	332	1	8	357	99	96		8.166667
65	9	Sol5	G5	349	349	1	8	357	99	96		8.25
66	9	Fa5#3	F5#4	343	344	1	8	357	95	96		8.333333
67	9	Mi5b3	E5b4	333	332	1	8	357	99	96	şı	8.416667
68	9	Re5	D5	327	327	1	8	357	95	96		8.5
69	9	Mi5b3	E5b4	333	332	1	8	357	99	96	kan  	8.583333
70	9	Re5	D5	327	327	1	8	357	99	96		8.666667
71	9	Mi5b3	E5b4	333	332	1	8	357	99	96		8.75
72	9	Fa5#3	F5#4	343	344	1	8	357	99	96		8.833333
73	9	Mi5b3	E5b4	333	332	1	8	357	99	96		8.916667
74	9	Re5	D5	327	327	1	8	357	95	96		9
75	9	Re5	D5	327	327	1	2	1429	95	96	Rahm_	9.333333
76	9	Mi5b3	E5b4	333	332	1	4	714	95	96	e	9.5
77	9	Re5	D5	327	327	1	8	357	99	96	dip 	9.583333
78	9	Do5	C5	318	318	1	8	357	95	96		9.666667
79	9	Si4b1	B4b1	313	313	1	2	1429	95	96	ağ	10
80	53			0	0	0	0	0	0	0		10
81	9	Do5	C5	318	318	1	2	1429	95	96	lar 	10.33333
82	9	Re5	D5	327	327	1	4	714	95	96	ba	10.5
83	9	Mi5b3	E5b4	333	332	1	8	357	99	96	na 	10.58333
