Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	La4	A4	305	305	1	4	556	95	96	ARANAĞME 	0.2222222
2	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	0.3333333
3	9	La4	A4	305	305	1	8	278	95	96	.	0.4444444
4	9	Sol4	G4	296	296	1	4	556	95	96	.	0.6666667
5	9	Re5	D5	327	327	3	8	833	95	96	.	1
6	9	Do5	C5	318	318	1	8	278	95	96	.	1.111111
7	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	1.222222
8	9	La4	A4	305	305	1	8	278	95	96	.	1.333333
9	9	Sol4	G4	296	296	1	8	278	95	96	.	1.444444
10	9	Fa4#4	F4#4	291	291	1	8	278	95	96	.	1.555556
11	9	Mi4b5	E4b5	278	278	1	8	278	95	96	.	1.666667
12	9	Re4	D4	274	274	1	4	556	95	96	.	1.888889
13	9			-1	-1	1	8	278	100	0	.	2
14	53			0	0	0	0	0	0	0		2
15	9	La4	A4	305	305	1	4	556	95	96	.	2.222222
16	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	2.333333
17	9	La4	A4	305	305	1	8	278	95	96	.	2.444444
18	9	Sol4	G4	296	296	1	4	556	95	96	.	2.666667
19	9	Re5	D5	327	327	1	4	556	95	96	.	2.888889
20	9			-1	-1	1	8	278	100	0	.	3
21	9	La4	A4	305	305	1	8	278	95	96	.	3.111111
22	9	Do5	C5	318	318	1	8	278	95	96	.	3.222222
23	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	3.333333
24	9	La4	A4	305	305	1	8	278	95	96	.	3.444444
25	9	Sol4	G4	296	296	1	8	278	95	96	.	3.555556
26	9	Fa4#4	F4#4	291	291	1	8	278	95	96	.	3.666667
27	9	Sol4	G4	296	296	1	4	556	95	96	.	3.888889
28	9			-1	-1	1	8	278	100	0		4
29	53			0	0	0	0	0	0	0		4
30	9	La4	A4	305	305	1	4	556	95	96	ARANAĞME 	4.222222
31	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	4.333333
32	9	La4	A4	305	305	1	8	278	95	96	.	4.444445
33	9	Sol4	G4	296	296	1	4	556	95	96	.	4.666667
34	9	Re5	D5	327	327	3	8	833	95	96	.	5
35	9	Do5	C5	318	318	1	8	278	95	96	.	5.111111
36	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	5.222222
37	9	La4	A4	305	305	1	8	278	95	96	.	5.333333
38	9	Sol4	G4	296	296	1	8	278	95	96	.	5.444445
39	9	Fa4#4	F4#4	291	291	1	8	278	95	96	.	5.555555
40	9	Mi4b5	E4b5	278	278	1	8	278	95	96	.	5.666667
41	9	Re4	D4	274	274	1	4	556	95	96	.	5.888889
42	9			-1	-1	1	8	278	100	0	.	6
43	53			0	0	0	0	0	0	0		6
44	9	La4	A4	305	305	1	4	556	95	96	.	6.222222
45	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	6.333333
46	9	La4	A4	305	305	1	8	278	95	96	.	6.444445
47	9	Sol4	G4	296	296	1	4	556	95	96	.	6.666667
48	9	Re5	D5	327	327	1	4	556	95	96	.	6.888889
49	9			-1	-1	1	8	278	100	0	.	7
50	9	La4	A4	305	305	1	8	278	95	96	.	7.111111
51	9	Do5	C5	318	318	1	8	278	95	96	.	7.222222
52	9	Si4b5	B4b5	309	309	1	8	278	95	96	.	7.333333
53	9	La4	A4	305	305	1	8	278	95	96	.	7.444445
54	9	Sol4	G4	296	296	1	8	278	95	96	.	7.555555
55	9	Fa4#4	F4#4	291	291	1	8	278	95	96	.	7.666667
56	9	Sol4	G4	296	296	1	4	556	95	96	.	7.888889
57	9			-1	-1	1	8	278	100	0		8
58	53			0	0	0	0	0	0	0		8
59	9	Re4	D4	274	274	1	8	278	50	96	.	8.111111
60	9	Sol4	G4	296	296	1	8	278	50	96	.	8.222222
61	9	Re4	D4	274	274	1	8	278	50	96	.	8.333333
62	9	Sol4	G4	296	296	1	8	278	50	96	.	8.444445
63	9	Re4	D4	274	274	1	4	556	95	96	Kız 	8.666667
64	9	Sol4	G4	296	296	1	4	556	95	96	sen 	8.888889
65	9			-1	-1	1	8	278	100	0		9
66	9	La4	A4	305	305	1	4	556	95	96	gel	9.222222
67	9	Si4b5	B4b5	309	309	1	8	278	99	96	din 	9.333333
68	9	La4	A4	305	305	1	8	278	95	96		9.444445
69	9	Sol4	G4	296	296	1	4	556	95	96	Çer	9.666667
70	9	Mi5b5	E5b5	331	331	1	8	278	99	96	keş	9.777778
71	9	Re5	D5	327	327	1	8	278	99	96		9.888889
72	9	Do5#4	C5#4	322	322	1	8	278	95	96		10
73	9	Re5	D5	327	327	1	4	556	95	96	ten  	10.22222
74	53			0	0	0	0	0	0	0		10.22222
75	9			-1	-1	1	4	556	100	0		10.44444
76	9	Mi5b5	E5b5	331	331	3	16	417	99	96	Pek 	10.61111
77	9	Re5	D5	327	327	1	16	139	95	96		10.66667
