Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Si4b1	B4b1	313	313	1	16	135	95	96	ARANAĞME	0.0625
2	9	La4	A4	305	305	1	16	135	95	96	.	0.125
3	9	Sol4	G4	296	296	1	8	270	95	96	.	0.25
4	9	La4	A4	305	305	1	8	270	95	96	.	0.375
5	9	Si4b1	B4b1	313	313	1	8	270	95	96	.	0.5
6	9	Do5	C5	318	318	3	8	811	95	96	.	0.875
7	9	Si4b1	B4b1	313	313	1	8	270	95	96	.	1
8	54			0	0	0	0	0	0	0	nikriz@sol4	1
9	9	Re5	D5	327	327	3	16	405	95	96	.	1.1875
10	9	Mi5	E5	336	336	1	16	135	95	96	.	1.25
11	9	Re5	D5	327	327	1	8	270	95	96	.	1.375
12	9	Do5#4	C5#4	322	322	1	8	270	95	96	.	1.5
13	9	Si4b4	B4b4	310	310	3	16	405	95	96	.	1.6875
14	9	La4	A4	305	305	1	16	135	95	96	.	1.75
15	9	Sol4	G4	296	296	1	4	541	95	96	.	2
16	55			0	0	0	0	0	0	0		2
17	53			0	0	0	0	0	0	0		2
18	54			0	0	0	0	0	0	0	neveser@sol4	2
19	9	Re5	D5	327	327	1	8	270	95	96	.	2.125
20	9	Mi5b4	E5b4	332	332	1	8	270	95	96	.	2.25
21	9	Re5	D5	327	327	1	8	270	95	96	.	2.375
22	9	Mi5b4	E5b4	332	332	1	8	270	95	96	.	2.5
23	9	Re5	D5	327	327	1	8	270	95	96	.	2.625
24	9	Mi5b4	E5b4	332	332	1	8	270	95	96	.	2.75
25	9	Re5	D5	327	327	1	8	270	95	96	.	2.875
26	9	Do5#4	C5#4	322	322	1	8	270	95	96	.	3
27	9	Re5	D5	327	327	1	8	270	95	96	.	3.125
28	9	Mi5b4	E5b4	332	332	1	8	270	95	96	.	3.25
29	9	Fa5#4	F5#4	344	344	1	8	270	95	96	.	3.375
30	9	Sol5	G5	349	349	1	8	270	95	96	.	3.5
31	9	Fa5#4	F5#4	344	344	1	16	135	95	96	.	3.5625
32	9	Mi5b4	E5b4	332	332	1	16	135	95	96	.	3.625
33	9	Re5	D5	327	327	1	16	135	95	96	.	3.6875
34	9	Do5#4	C5#4	322	322	1	16	135	95	96	.	3.75
35	9	Re5	D5	327	327	1	4	541	95	96	.	4
36	55			0	0	0	0	0	0	0		4
37	53			0	0	0	0	0	0	0		4
38	9	Si4b1	B4b1	313	313	1	16	135	95	96	.	4.0625
39	9	La4	A4	305	305	1	16	135	95	96	.	4.125
40	9	Sol4	G4	296	296	1	8	270	95	96	.	4.25
41	9	La4	A4	305	305	1	8	270	95	96	.	4.375
42	9	Si4b1	B4b1	313	313	1	8	270	95	96	.	4.5
43	9	Do5	C5	318	318	3	8	811	95	96	.	4.875
44	9	Si4b1	B4b1	313	313	1	8	270	95	96	.	5
45	54			0	0	0	0	0	0	0	nikriz@sol4	5
46	9	Re5	D5	327	327	3	16	405	95	96	.	5.1875
47	9	Mi5	E5	336	336	1	16	135	95	96	.	5.25
48	9	Re5	D5	327	327	1	8	270	95	96	.	5.375
49	9	Do5#4	C5#4	322	322	1	8	270	95	96	.	5.5
50	9	Si4b4	B4b4	310	310	3	16	405	95	96	.	5.6875
51	9	La4	A4	305	305	1	16	135	95	96	.	5.75
52	9	Sol4	G4	296	296	1	4	541	95	96	.	6
53	53			0	0	0	0	0	0	0		6
54	9			-1	-1	1	8	270	100	0	.	6.125
55	9	Mi5	E5	336	336	1	8	270	95	96	.	6.25
56	9	Re5	D5	327	327	1	8	270	95	96	.	6.375
57	9	Do5#4	C5#4	322	322	1	8	270	95	96	.	6.5
58	9	Si4b4	B4b4	310	310	3	16	405	95	96	.	6.6875
59	9	La4	A4	305	305	1	16	135	95	96	.	6.75
60	9	Sol4	G4	296	296	1	8	270	95	96	.	6.875
61	9	Fa4#4	F4#4	291	291	1	8	270	95	96	.	7
62	9	Sol4	G4	296	296	3	4	1622	95	96	.	7.75
63	55			0	0	0	0	0	0	0		7.75
64	9			-1	-1	1	4	541	100	0		8
65	53			0	0	0	0	0	0	0		8
66	9	Sol4	G4	296	296	1	2	1081	95	96	Kar	8.5
67	9	Sol4	G4	296	296	1	4	541	95	96	lı 	8.75
68	9	Sol4	G4	296	296	1	4	541	95	96	da	9
69	9	Re5	D5	327	327	1	8	270	99	96	ğı 	9.125
70	9	Do5	C5	318	318	1	8	270	95	96		9.25
71	9	Do5	C5	318	318	1	8	270	99	96	aş	9.375
72	9	Si4b1	B4b1	313	313	1	8	270	95	96		9.5
73	9	Si4b1	B4b1	313	313	1	8	270	99	96	tım 	9.625
74	9	La4	A4	305	305	1	8	270	95	96		9.75
75	9	La4	A4	305	305	1	8	270	99	96	gel	9.875
76	9	Sol4	G4	296	296	1	8	270	95	96		10
77	9	Sol4	G4	296	296	3	8	811	95	96	dim  	10.375
78	53			0	0	0	0	0	0	0		10.375
79	9	Re4	D4	274	274	1	8	270	95	96	SAZ	10.5
80	9	Mi4	E4	283	283	1	8	270	95	96	.	10.625
81	9	Fa4#4	F4#4	291	291	1	8	270	95	96	.	10.75
82	9	Sol4	G4	296	296	1	4	541	95	96	.	11
83	53			0	0	0	0	0	0	0		11
84	9	Si4b1	B4b1	313	313	1	2	1081	95	96	Aşk 	11.5
85	9	Sol4	G4	296	296	1	4	541	95	96	o	11.75
86	9	Si4b1	B4b1	313	313	1	4	541	95	96	du	12
87	9	Do5	C5	318	318	1	4	541	95	96	na 	12.25
88	9	Re5	D5	327	327	1	4	541	95	96	düş	12.5
89	9	Re5	D5	327	327	1	8	270	99	96	tüm 	12.625
90	9	Do5	C5	318	318	1	8	270	95	96		12.75
91	9	Do5	C5	318	318	1	8	270	99	96	gel	12.875
92	9	Si4b1	B4b1	313	313	1	8	270	95	96		13
93	9	Si4b1	B4b1	313	313	3	8	811	95	96	dim  	13.375
94	53			0	0	0	0	0	0	0		13.375
95	9	Sol4	G4	296	296	1	8	270	95	96	SAZ	13.5
96	9	Si4b1	B4b1	313	313	1	8	270	95	96	.	13.625
97	9	Do5	C5	318	318	1	8	270	95	96	.	13.75
98	9	Re5	D5	327	327	1	4	541	95	96	.	14
