Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Mi5	E5	336	336	1	8	312	99	96	Gül	4.166667E-02
2	9	Re5	D5	327	327	1	8	312	99	96		8.333334E-02
3	9	Do5#4	C5#4	322	322	1	8	312	99	96		0.125
4	9	Re5	D5	327	327	1	8	312	95	96		0.1666667
5	9	Mi5	E5	336	336	1	8	312	99	96	ler 	0.2083333
6	9	Fa5	F5	340	340	1	8	312	99	96		0.25
7	9	Mi5	E5	336	336	1	8	312	99	96		0.2916667
8	9	Re5	D5	327	327	1	8	312	99	96		0.3333333
9	9	Sol5	G5	349	349	1	8	312	99	96		0.375
10	9	Fa5	F5	340	340	1	8	312	99	96		0.4166667
11	9	Mi5	E5	336	336	1	8	312	99	96		0.4583333
12	9	Re5	D5	327	327	1	8	312	95	96		0.5
13	9	Do5#4	C5#4	322	322	1	8	312	99	96	kı	0.5416667
14	9	Si4b4	B4b4	310	310	1	8	312	95	96		0.5833333
15	9	La4	A4	305	305	1	8	312	99	96	za	0.625
16	9	Si4b4	B4b4	310	310	1	8	312	95	96		0.6666667
17	9	Do5#4	C5#4	322	322	3	8	938	99	96	rır 	0.7916667
18	9	Re5	D5	327	327	1	8	312	99	96		0.8333333
19	9	Do5#4	C5#4	322	322	1	8	312	99	96		0.875
20	9	Si4b4	B4b4	310	310	1	8	312	99	96		0.9166667
21	9	La4	A4	305	305	1	4	625	95	96		1
22	53			0	0	0	0	0	0	0		1
23	9			-1	-1	1	4	625	100	0		1.083333
24	9	La4	A4	305	305	1	8	312	99	96	şerm_	1.125
25	9	Si4b4	B4b4	310	310	1	8	312	99	96		1.166667
26	9	La4	A4	305	305	1	4	625	99	96		1.25
27	9	Sol4#4	G4#4	300	300	1	4	625	99	96		1.333333
28	9	La4	A4	305	305	1	2	1250	95	96		1.5
29	9	La4	A4	305	305	1	4	625	95	96	i	1.583333
30	9	Re4	D4	274	274	1	4	625	95	96	le 	1.666667
31	9	La4	A4	305	305	3	8	938	99	96	ol 	1.791667
32	9	Si4b4	B4b4	310	310	1	8	312	99	96		1.833333
33	9	La4	A4	305	305	1	4	625	99	96		1.916667
34	9	Si4b4	B4b4	310	310	1	4	625	95	96		2
35	53			0	0	0	0	0	0	0		2
36	9			-1	-1	1	4	625	100	0		2.083333
37	9	La4	A4	305	305	1	8	312	99	96	gon	2.125
38	9	Si4b4	B4b4	310	310	1	8	312	99	96		2.166667
39	9	La4	A4	305	305	1	4	625	99	96		2.25
40	9	Si4b4	B4b4	310	310	1	4	625	99	96		2.333333
41	9	Re5	D5	327	327	1	2	1250	95	96		2.5
42	9	Mi5	E5	336	336	1	8	312	99	96	ca 	2.541667
43	9	Re5	D5	327	327	1	8	312	95	96		2.583333
44	9	Do5#4	C5#4	322	322	1	8	312	99	96	gü	2.625
45	9	Re5	D5	327	327	1	8	312	95	96		2.666667
46	9	Mi5	E5	336	336	1	8	312	99	96	lün	2.708333
47	9	Fa5	F5	340	340	1	8	312	99	96		2.75
48	9	Mi5	E5	336	336	1	8	312	99	96		2.791667
49	9	Re5	D5	327	327	1	8	312	99	96		2.833333
50	9	Mi5	E5	336	336	1	8	312	99	96		2.875
51	9	Sol5	G5	349	349	1	8	312	99	96		2.916667
52	9	Fa5	F5	340	340	1	8	312	99	96		2.958333
53	9	Mi5	E5	336	336	1	8	312	95	96		3
54	9	Mi5	E5	336	336	3	16	469	99	96	ce  	3.0625
55	9	Re5	D5	327	327	1	16	156	99	96		3.083333
56	9	Do5#4	C5#4	322	322	1	8	312	99	96		3.125
57	9	Re5	D5	327	327	1	8	312	99	96		3.166667
58	9	Do5#4	C5#4	322	322	1	8	312	99	96		3.208333
59	9	Re5	D5	327	327	1	8	312	99	96		3.25
60	9	Mi5	E5	336	336	1	8	312	95	96		3.291667
61	9	Re5	D5	327	327	9	8	2812	99	96		3.666667
62	9	Re5	D5	327	327	1	4	625	95	96		3.75
63	53			0	0	0	0	0	0	0		3.75
64	9			-1	-1	1	4	625	100	0		3.833333
65	9	Re5	D5	327	327	1	2	1250	95	96	Ah 	4
66	9	Mi5	E5	336	336	1	8	312	99	96	Gül	4.041667
67	9	Re5	D5	327	327	1	8	312	99	96		4.083333
68	9	Do5#4	C5#4	322	322	1	8	312	99	96		4.125
69	9	Re5	D5	327	327	1	8	312	95	96		4.166667
70	9	Mi5	E5	336	336	1	8	312	99	96	ler 	4.208333
71	9	Fa5	F5	340	340	1	8	312	99	96		4.25
72	9	Mi5	E5	336	336	1	8	312	99	96		4.291667
73	9	Re5	D5	327	327	1	8	312	99	96		4.333333
74	9	Sol5	G5	349	349	1	8	312	99	96		4.375
75	9	Fa5	F5	340	340	1	8	312	99	96		4.416667
76	9	Mi5	E5	336	336	1	8	312	99	96		4.458333
77	9	Re5	D5	327	327	1	8	312	95	96		4.5
78	9	Do5#4	C5#4	322	322	1	8	312	99	96	kı	4.541667
79	9	Si4b4	B4b4	310	310	1	8	312	95	96		4.583333
80	9	La4	A4	305	305	1	8	312	99	96	za	4.625
81	9	Si4b4	B4b4	310	310	1	8	312	95	96		4.666667
82	9	Do5#4	C5#4	322	322	3	8	938	99	96	rır 	4.791667
83	9	Re5	D5	327	327	1	8	312	99	96		4.833333
84	9	Do5#4	C5#4	322	322	1	8	312	99	96		4.875
85	9	Si4b4	B4b4	310	310	1	8	312	99	96		4.916667
86	9	La4	A4	305	305	1	4	625	95	96		5
87	53			0	0	0	0	0	0	0		5
88	9			-1	-1	1	4	625	100	0		5.083333
89	9	La4	A4	305	305	1	8	312	99	96	şerm_	5.125
90	9	Si4b4	B4b4	310	310	1	8	312	99	96		5.166667
91	9	La4	A4	305	305	1	4	625	99	96		5.25
92	9	Sol4#4	G4#4	300	300	1	4	625	99	96		5.333333
93	9	La4	A4	305	305	1	2	1250	95	96		5.5
94	9	La4	A4	305	305	1	4	625	95	96	i	5.583333
95	9	Re4	D4	274	274	1	4	625	95	96	le 	5.666667
96	9	La4	A4	305	305	3	8	938	99	96	ol 	5.791667
97	9	Si4b4	B4b4	310	310	1	8	312	99	96		5.833333
98	9	La4	A4	305	305	1	4	625	99	96		5.916667
99	9	Si4b4	B4b4	310	310	1	4	625	95	96		6
100	53			0	0	0	0	0	0	0		6
101	9			-1	-1	1	4	625	100	0		6.083333
102	9	La4	A4	305	305	1	8	312	99	96	gon	6.125
103	9	Si4b4	B4b4	310	310	1	8	312	99	96		6.166667
104	9	La4	A4	305	305	1	4	625	99	96		6.25
105	9	Si4b4	B4b4	310	310	1	4	625	99	96		6.333333
106	9	Re5	D5	327	327	1	2	1250	95	96		6.5
107	9	Mi5	E5	336	336	1	8	312	99	96	ca 	6.541667
108	9	Re5	D5	327	327	1	8	312	95	96		6.583333
109	9	Do5#4	C5#4	322	322	1	8	312	99	96	gü	6.625
110	9	Re5	D5	327	327	1	8	312	95	96		6.666667
111	9	Mi5	E5	336	336	1	8	312	99	96	lün	6.708333
112	9	Fa5	F5	340	340	1	8	312	99	96		6.75
113	9	Mi5	E5	336	336	1	8	312	99	96		6.791667
114	9	Re5	D5	327	327	1	8	312	99	96		6.833333
115	9	Mi5	E5	336	336	1	8	312	99	96		6.875
116	9	Sol5	G5	349	349	1	8	312	99	96		6.916667
117	9	Fa5	F5	340	340	1	8	312	99	96		6.958333
