Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9			-1	-1	1	4	500	100	0		0.2
2	54			0	0	0	0	0	0	0	ussak@re5	0.2
3	9	Sol5	G5	349	349	1	8	250	95	96	Gu	0.3
4	9	Sol5	G5	349	349	1	4	500	95	96	rû	0.5
5	9	Re5	D5	327	327	1	2	1000	99	96	bet	0.9
6	9	Do5	C5	318	318	1	8	250	95	96		1
7	9	Fa5	F5	340	340	1	8	250	99	96	ti 	1.1
8	9	Sol5	G5	349	349	1	8	250	99	96		1.2
9	9	La5	A5	358	358	1	8	250	99	96		1.3
10	8	Si5b5	B5b5	362	362	0	0	0	99	96		1.3
11	9	La5	A5	358	358	1	8	250	99	96		1.4
12	9	Sol5	G5	349	349	1	8	250	99	96		1.5
13	9	Sol5	G5	349	349	1	8	250	99	96		1.6
14	9	Fa5	F5	340	340	1	8	250	99	96		1.7
15	9	Sol5	G5	349	349	3	8	750	99	96		2
16	53			0	0	0	0	0	0	0		2
17	9	Sol5	G5	349	349	1	4	500	95	96		2.2
18	9	Sol5	G5	349	349	1	8	250	95	96	gü	2.3
19	9	La5	A5	358	358	1	4	500	95	96	neş	2.5
20	9	La5	A5	358	358	1	8	250	99	96	dün	2.6
21	9	Si5b5	B5b5	362	362	1	16	125	99	96		2.65
22	9	Do6	C6	371	371	1	16	125	99	96		2.7
23	9	La5	A5	358	358	1	4	500	99	96		2.9
24	9	Sol5	G5	349	349	1	8	250	95	96		3
25	53			0	0	0	0	0	0	0		3
26	9	Sol5	G5	349	349	7	8	1750	99	96	ya	3.7
27	9	Fa5	F5	340	340	1	4	500	99	96		3.9
28	9	Mi5b1	E5b1	335	335	1	8	250	95	96		4
29	53			0	0	0	0	0	0	0		4
30	9	Fa5	F5	340	340	1	4	500	95	96	ka	4.2
31	9	Fa5	F5	340	340	1	8	250	99	96	rar	4.3
32	9	Mi5b1	E5b1	335	335	1	8	250	99	96		4.4
33	9	Re5	D5	327	327	1	8	250	99	96		4.5
34	9	Re5	D5	327	327	1	8	250	99	96		4.6
35	9	Do5	C5	318	318	1	8	250	99	96		4.7
36	9	La5	A5	358	358	1	4	500	99	96		4.9
37	9	Sol5	G5	349	349	1	8	250	95	96		5
38	9	Sol5	G5	349	349	5	8	1250	95	96	dı	5.5
39	9	Fa5	F5	340	340	1	8	250	95	96	SAZ	5.6
