Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol5	G5	349	349	1	8	303	95	96	ARANAĞME 	0.1111111
2	9	La5	A5	358	358	1	8	303	95	96	.	0.2222222
3	9	Si5	B5	367	367	1	4	606	95	96	.	0.4444444
4	9			-1	-1	1	4	606	100	0		0.6666667
5	9	Si5	B5	367	367	1	8	303	95	96	.	0.7777778
6	9	La5	A5	358	358	1	8	303	95	96	.	0.8888889
7	9	Sol5	G5	349	349	1	8	303	95	96	.	1
8	9	Do6	C6	371	371	3	16	455	95	96	.	1.166667
9	9	Si5	B5	367	367	1	16	152	95	96	.	1.222222
10	9	Do6	C6	371	371	1	8	303	95	96	.	1.333333
11	9	Re6	D6	380	380	1	8	303	95	96	.	1.444444
12	9	Do6	C6	371	371	1	8	303	95	96	.	1.555556
13	9	Si5	B5	367	367	1	8	303	95	96	.	1.666667
14	9	La5	A5	358	358	1	4	606	95	96	.	1.888889
15	9			-1	-1	1	8	303	100	0	.	2
16	53			0	0	0	0	0	0	0		2
17	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	2.111111
18	9	Sol5	G5	349	349	1	8	303	95	96	.	2.222222
19	9	La5	A5	358	358	1	4	606	95	96	.	2.444444
20	9			-1	-1	1	4	606	100	0	.	2.666667
21	9	Si5	B5	367	367	1	8	303	95	96	.	2.777778
22	9	La5	A5	358	358	1	8	303	95	96	.	2.888889
23	9	Sol5	G5	349	349	1	8	303	95	96	.	3
24	9	Fa5#5	F5#5	345	345	3	16	455	95	96	.	3.166667
25	9	Mi5	E5	336	336	1	16	152	95	96	.	3.222222
26	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	3.333333
27	9	Sol5	G5	349	349	1	8	303	95	96	.	3.444444
28	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	3.555556
29	9	Mi5	E5	336	336	1	8	303	95	96	.	3.666667
30	9	Re5	D5	327	327	1	8	303	95	96	.	3.777778
31	9	Mi5	E5	336	336	1	8	303	95	96	.	3.888889
32	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	4
33	53			0	0	0	0	0	0	0		4
34	9	Sol5	G5	349	349	1	4	606	95	96	.	4.222222
35	9	Fa5	F5	340	340	1	8	303	95	96	.	4.333333
36	9	Mi5	E5	336	336	1	8	303	95	96	.	4.444445
37	9	Re5	D5	327	327	1	4	606	95	96	.	4.666667
38	9	Mi5	E5	336	336	1	8	303	95	96	.	4.777778
39	9	Re5	D5	327	327	1	8	303	95	96	.	4.888889
40	9	Do5	C5	318	318	1	8	303	95	96	.	5
41	9	Si4	B4	314	314	3	16	455	95	96	.	5.166667
42	9	La4	A4	305	305	1	16	152	95	96	.	5.222222
43	9	Si4	B4	314	314	1	8	303	95	96	.	5.333333
44	9	Do5	C5	318	318	1	8	303	95	96	.	5.444445
45	9	Si4	B4	314	314	1	8	303	95	96	.	5.555555
46	9	La4	A4	305	305	1	8	303	95	96	.	5.666667
47	9	Sol4	G4	296	296	1	4	606	95	96	.	5.888889
48	9			-1	-1	1	8	303	100	0	.	6
49	53			0	0	0	0	0	0	0		6
50	9	La4	A4	305	305	3	16	455	95	96	.	6.166667
51	9	Sol4	G4	296	296	1	16	152	95	96	.	6.222222
52	9	La4	A4	305	305	1	8	303	95	96	.	6.333333
53	9	Do5	C5	318	318	1	8	303	95	96	.	6.444445
54	9	Si4	B4	314	314	1	4	606	95	96	.	6.666667
55	9	La4	A4	305	305	1	8	303	95	96	.	6.777778
56	9	Sol4	G4	296	296	1	8	303	95	96	.	6.888889
57	9	Fa4#5	F4#5	292	292	1	8	303	95	96	.	7
58	9	Sol4	G4	296	296	3	8	909	95	96	.	7.333333
59	9	Re4	D4	274	274	1	8	303	95	96	.	7.444445
60	9	Mi4	E4	283	283	1	8	303	95	96	.	7.555555
61	9	Fa4#5	F4#5	292	292	1	8	303	95	96	.	7.666667
62	9	Sol4	G4	296	296	1	4	606	95	96	.	7.888889
63	9			-1	-1	1	8	303	100	0	.	8
64	53			0	0	0	0	0	0	0		8
65	9	Sol5	G5	349	349	1	8	303	95	96	ARANAĞME 	8.111111
66	9	La5	A5	358	358	1	8	303	95	96	.	8.222222
67	9	Si5	B5	367	367	1	4	606	95	96	.	8.444445
68	9			-1	-1	1	4	606	100	0		8.666667
69	9	Si5	B5	367	367	1	8	303	95	96	.	8.777778
70	9	La5	A5	358	358	1	8	303	95	96	.	8.888889
71	9	Sol5	G5	349	349	1	8	303	95	96	.	9
72	9	Do6	C6	371	371	3	16	455	95	96	.	9.166667
73	9	Si5	B5	367	367	1	16	152	95	96	.	9.222222
74	9	Do6	C6	371	371	1	8	303	95	96	.	9.333333
75	9	Re6	D6	380	380	1	8	303	95	96	.	9.444445
76	9	Do6	C6	371	371	1	8	303	95	96	.	9.555555
77	9	Si5	B5	367	367	1	8	303	95	96	.	9.666667
78	9	La5	A5	358	358	1	4	606	95	96	.	9.888889
79	9			-1	-1	1	8	303	100	0	.	10
80	53			0	0	0	0	0	0	0		10
81	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	10.11111
82	9	Sol5	G5	349	349	1	8	303	95	96	.	10.22222
83	9	La5	A5	358	358	1	4	606	95	96	.	10.44444
84	9			-1	-1	1	4	606	100	0	.	10.66667
85	9	Si5	B5	367	367	1	8	303	95	96	.	10.77778
86	9	La5	A5	358	358	1	8	303	95	96	.	10.88889
87	9	Sol5	G5	349	349	1	8	303	95	96	.	11
88	9	Fa5#5	F5#5	345	345	3	16	455	95	96	.	11.16667
89	9	Mi5	E5	336	336	1	16	152	95	96	.	11.22222
90	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	11.33333
91	9	Sol5	G5	349	349	1	8	303	95	96	.	11.44444
92	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	11.55556
93	9	Mi5	E5	336	336	1	8	303	95	96	.	11.66667
94	9	Re5	D5	327	327	1	8	303	95	96	.	11.77778
95	9	Mi5	E5	336	336	1	8	303	95	96	.	11.88889
96	9	Fa5#5	F5#5	345	345	1	8	303	95	96	.	12
97	53			0	0	0	0	0	0	0		12
98	9	Sol5	G5	349	349	1	4	606	95	96	.	12.22222
99	9	Fa5	F5	340	340	1	8	303	95	96	.	12.33333
100	9	Mi5	E5	336	336	1	8	303	95	96	.	12.44444
101	9	Re5	D5	327	327	1	4	606	95	96	.	12.66667
102	9	Mi5	E5	336	336	1	8	303	95	96	.	12.77778
103	9	Re5	D5	327	327	1	8	303	95	96	.	12.88889
104	9	Do5	C5	318	318	1	8	303	95	96	.	13
105	9	Si4	B4	314	314	3	16	455	95	96	.	13.16667
106	9	La4	A4	305	305	1	16	152	95	96	.	13.22222
107	9	Si4	B4	314	314	1	8	303	95	96	.	13.33333
108	9	Do5	C5	318	318	1	8	303	95	96	.	13.44444
109	9	Si4	B4	314	314	1	8	303	95	96	.	13.55556
110	9	La4	A4	305	305	1	8	303	95	96	.	13.66667
111	9	Sol4	G4	296	296	1	4	606	95	96	.	13.88889
112	9			-1	-1	1	8	303	100	0	.	14
113	53			0	0	0	0	0	0	0		14
114	9	La4	A4	305	305	3	16	455	95	96	.	14.16667
115	9	Sol4	G4	296	296	1	16	152	95	96	.	14.22222
116	9	La4	A4	305	305	1	8	303	95	96	.	14.33333
117	9	Do5	C5	318	318	1	8	303	95	96	.	14.44444
118	9	Si4	B4	314	314	1	4	606	95	96	.	14.66667
119	9	La4	A4	305	305	1	8	303	95	96	.	14.77778
120	9	Sol4	G4	296	296	1	8	303	95	96	.	14.88889
121	9	Fa4#5	F4#5	292	292	1	8	303	95	96	.	15
122	9	Sol4	G4	296	296	3	8	909	95	96	.	15.33333
123	9	Re4	D4	274	274	1	8	303	95	96	.	15.44444
124	9	Mi4	E4	283	283	1	8	303	95	96	.	15.55556
125	9	Fa4#5	F4#5	292	292	1	8	303	95	96	.	15.66667
126	9	Sol4	G4	296	296	1	4	606	95	96	.	15.88889
127	9			-1	-1	1	8	303	100	0	.	16
128	53			0	0	0	0	0	0	0		16
129	9	Si5	B5	367	367	3	16	455	99	96	Şu 	16.16667
130	9	La5	A5	358	358	1	16	152	95	96		16.22222
131	9	Sol5	G5	349	349	1	8	303	99	96	gü	16.33333
132	9	Fa5#5	F5#5	345	345	1	8	303	95	96		16.44444
133	9	Mi5	E5	336	336	1	8	303	99	96	ze	16.55556
134	9	Fa5#5	F5#5	345	345	1	8	303	95	96		16.66667
135	9	Sol5	G5	349	349	1	4	606	95	96	le 	16.88889
136	9			-1	-1	1	8	303	100	0		17
137	53			0	0	0	0	0	0	0		17
138	9	Sol5	G5	349	349	1	4	606	95	96	bir 	17.22222
139	9	Sol5	G5	349	349	1	8	303	99	96	ba	17.33333
140	9	Do6	C6	371	371	1	8	303	95	96		17.44444
141	9	Si5	B5	367	367	1	8	303	99	96	kın 	17.55556
142	9	La5#4	A5#4	362	362	1	8	303	99	96		17.66667
143	9	Si5	B5	367	367	1	4	606	95	96		17.88889
144	9			-1	-1	1	8	303	100	0		18
145	53			0	0	0	0	0	0	0		18
146	9	La5	A5	358	358	1	4	606	95	96	ba	18.22222
147	9	Si5	B5	367	367	1	4	606	95	96	kı	18.44444
148	9	Do6	C6	371	371	1	8	303	99	96	şı 	18.55556
149	9	Re6	D6	380	380	1	8	303	95	96		18.66667
150	9	Si5	B5	367	367	1	8	303	99	96	nur 	18.77778
151	9	La5	A5	358	358	1	8	303	99	96		18.88889
152	9	Sol5	G5	349	349	1	8	303	95	96		19
153	9	Si5	B5	367	367	3	16	455	99	96	sa	19.16667
154	9	La5	A5	358	358	1	16	152	95	96		19.22222
155	9	Sol5	G5	349	349	1	8	303	99	96	çı	19.33333
156	9	Fa5#5	F5#5	345	345	1	8	303	95	96		19.44444
157	9	Sol5	G5	349	349	1	4	606	95	96	yor  	19.66667
158	9	Re5	D5	327	327	3	8	909	95	96	SAZ	20
159	53			0	0	0	0	0	0	0		20
160	9	Si5	B5	367	367	3	16	455	99	96	Şu 	20.16667
161	9	La5	A5	358	358	1	16	152	95	96		20.22222
162	9	Sol5	G5	349	349	1	8	303	99	96	gü	20.33333
163	9	Fa5#5	F5#5	345	345	1	8	303	95	96		20.44444
164	9	Mi5	E5	336	336	1	8	303	99	96	ze	20.55556
165	9	Fa5#5	F5#5	345	345	1	8	303	95	96		20.66667
166	9	Sol5	G5	349	349	1	4	606	95	96	le 	20.88889
167	9			-1	-1	1	8	303	100	0		21
168	53			0	0	0	0	0	0	0		21
169	9	Sol5	G5	349	349	1	4	606	95	96	bir 	21.22222
170	9	Sol5	G5	349	349	1	8	303	99	96	ba	21.33333
171	9	Do6	C6	371	371	1	8	303	95	96		21.44444
172	9	Si5	B5	367	367	1	8	303	99	96	kın 	21.55556
173	9	La5#4	A5#4	362	362	1	8	303	99	96		21.66667
174	9	Si5	B5	367	367	1	4	606	95	96		21.88889
175	9			-1	-1	1	8	303	100	0		22
176	53			0	0	0	0	0	0	0		22
177	9	La5	A5	358	358	1	4	606	95	96	ba	22.22222
178	9	Si5	B5	367	367	1	4	606	95	96	kı	22.44444
179	9	Do6	C6	371	371	1	8	303	99	96	şı 	22.55556
180	9	Re6	D6	380	380	1	8	303	95	96		22.66667
