Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Fa5#5	F5#5	345	345	1	4	769	95	84	1. HANE	0.25
2	9	Sol5	G5	349	349	1	4	769	95	96		0.5
3	9			-1	-1	1	8	385	100	0		0.625
4	9	La5	A5	358	358	1	8	385	95	96		0.75
5	9	Sol5	G5	349	349	1	8	385	95	96		0.875
6	9	Fa5#5	F5#5	345	345	1	8	385	95	96		1
7	9	Sol5	G5	349	349	1	4	769	95	96		1.25
8	9	La5	A5	358	358	1	8	385	95	96		1.375
9	9	Si5	B5	367	367	1	8	385	95	96		1.5
10	9	La5	A5	358	358	1	4	769	95	96		1.75
11	9	Sol5	G5	349	349	1	4	769	95	96		2
12	53			0	0	0	0	0	0	0		2
13	9	Sol5	G5	349	349	1	16	192	95	96		2.0625
14	9	Fa5#5	F5#5	345	345	1	16	192	95	96		2.125
15	9	Mi5	E5	336	336	1	8	385	95	96		2.25
16	9	Fa5#5	F5#5	345	345	1	8	385	95	96		2.375
17	9	Sol5	G5	349	349	1	8	385	95	96		2.5
18	12	Fa5#4	F5#4	344	344	3	16	577	95	96		2.6875
19	9	Mi5	E5	336	336	1	16	192	95	96		2.75
20	9	Re5	D5	327	327	1	4	769	95	96		3
21	53			0	0	0	0	0	0	0		3
22	9	Mi5	E5	336	336	1	8	385	95	96		3.125
23	9	Fa5#5	F5#5	345	345	1	8	385	95	96		3.25
24	9	Sol5	G5	349	349	1	8	385	95	96		3.375
25	9	La5	A5	358	358	1	8	385	95	96		3.5
26	9	Fa5#5	F5#5	345	345	1	4	769	95	96		3.75
27	9	Sol5	G5	349	349	1	4	769	100	96		4
28	9	Sol5	G5	349	349	1	4	769	95	96		4.25
29	53			0	0	0	0	0	0	0		4.25
30	9	La5	A5	358	358	1	4	769	95	96		4.5
31	9	La5	A5	358	358	1	16	192	95	96		4.5625
32	9	Sol5	G5	349	349	1	16	192	95	96		4.625
33	9	La5	A5	358	358	1	16	192	95	96		4.6875
34	9	Si5	B5	367	367	1	16	192	95	96		4.75
35	9	La5	A5	358	358	1	8	385	95	96		4.875
36	9	Sol5	G5	349	349	1	8	385	95	96		5
37	12	Fa5#5	F5#5	345	345	3	16	577	95	96		5.1875
38	9	Mi5	E5	336	336	1	16	192	95	96		5.25
39	9	Fa5#5	F5#5	345	345	1	8	385	95	96		5.375
40	9	Sol5	G5	349	349	1	8	385	95	96		5.5
41	12	Fa5#5	F5#5	345	345	3	16	577	95	96		5.6875
42	9	Mi5	E5	336	336	1	16	192	95	96		5.75
43	9	Re5	D5	327	327	1	8	385	95	96		5.875
44	9	Mi5	E5	336	336	1	8	385	95	96		6
45	9	Re5	D5	327	327	1	4	769	95	96		6.25
46	53			0	0	0	0	0	0	0		6.25
47	23	La5	A5	358	358	1	8	385	95	66		6.375
48	9	Si5	B5	367	367	1	8	385	95	68		6.5
