Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol5	G5	349	349	1	4	400	95	96	ARANAĞME 	0.3333333
2	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	0.6666667
3	9	La5	A5	358	358	1	4	400	95	96	.	1
4	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	1.333333
5	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	1.666667
6	9	Re5	D5	327	327	1	4	400	95	96	.	2
7	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	2.333333
8	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	2.666667
9	9	Sol5	G5	349	349	1	4	400	95	96	.	3
10	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	3.333333
11	9	Re5	D5	327	327	1	4	400	95	96	.	3.666667
12	9	Do5	C5	318	318	1	4	400	95	96	.	4
13	9	Re5	D5	327	327	1	2	800	95	96	.	4.666667
14	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	5
15	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	5.333333
16	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	5.666667
17	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	6
18	9	Re5	D5	327	327	3	4	1200	95	96	.	7
19	53			0	0	0	0	0	0	0		7
20	9	Re5	D5	327	327	1	8	200	95	96	.	7.166667
21	9	Mi5b3	E5b4	333	332	1	8	200	95	96	.	7.333333
22	9	Fa5#3	F5#4	343	344	1	8	200	95	96	.	7.5
23	9	La5	A5	358	358	1	8	200	95	96	.	7.666667
24	9	Sol5	G5	349	349	1	4	400	95	96	.	8
25	53			0	0	0	0	0	0	0		8
26	9	Sol5	G5	349	349	1	4	400	95	96	.	8.333333
27	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	8.666667
28	9	La5	A5	358	358	1	4	400	95	96	.	9
29	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	9.333333
30	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	9.666667
31	9	Re5	D5	327	327	1	4	400	95	96	.	10
32	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	10.33333
33	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	10.66667
34	9	Sol5	G5	349	349	1	4	400	95	96	.	11
35	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	11.33333
36	9	Re5	D5	327	327	1	4	400	95	96	.	11.66667
37	9	Do5	C5	318	318	1	4	400	95	96	.	12
38	53			0	0	0	0	0	0	0		12
39	9	Re5	D5	327	327	1	4	400	95	96	.	12.33333
40	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	12.66667
41	9	Fa5#3	F5#4	343	344	1	4	400	95	96	.	13
42	9	Si4b1	B4b1	313	313	1	4	400	95	96	.	13.33333
43	9	Do5	C5	318	318	1	4	400	95	96	.	13.66667
44	9	Re5	D5	327	327	1	4	400	95	96	.	14
45	9	Si4b1	B4b1	313	313	3	4	1200	95	96	.	15
46	53			0	0	0	0	0	0	0		15
47	1	Sol4	G4	296	296	1	8	200	95	96	.	15.16667
48	1	La4#4	A4#4	309	309	1	8	200	95	96	.	15.33333
49	1	Si4b1	B4b1	313	313	1	8	200	95	96	.	15.5
50	1	Do5	C5	318	318	1	8	200	95	96	.	15.66667
51	1	Re5	D5	327	327	1	4	400	95	96	.  	16
52	53			0	0	0	0	0	0	0		16
53	9	Re5	D5	327	327	1	2	800	95	96	Her 	16.66667
54	9	Do5	C5	318	318	1	8	200	99	96	ge	16.83333
55	9	Si4b1	B4b1	313	313	1	8	200	95	96		17
56	9	Si4b1	B4b1	313	313	3	4	1200	95	96	ce 	18
57	9	Do5	C5	318	318	1	4	400	95	96	yol	18.33333
58	9	Re5	D5	327	327	1	2	800	95	96	lar	19
59	9	Fa5#3	F5#4	343	344	3	4	1200	95	96	da 	20
60	9	Mi5b3	E5b4	333	332	1	2	800	95	96	göz	20.66667
61	9	Re5	D5	327	327	1	4	400	95	96	le	21
62	9	Mi5b3	E5b4	333	332	1	4	400	99	96	dim 	21.33333
63	9	Do5	C5	318	318	1	4	400	95	96		21.66667
64	9	Do5	C5	318	318	1	8	200	99	96	se	21.83333
65	9	Si4b1	B4b1	313	313	1	8	200	95	96		22
66	9	Si4b1	B4b1	313	313	3	4	1200	95	96	ni  	23
67	53			0	0	0	0	0	0	0		23
68	1	Re5	D5	327	327	1	8	200	95	96	SAZ	23.16667
69	1	Do5	C5	318	318	1	8	200	95	96	.	23.33333
70	1	Si4b1	B4b1	313	313	1	8	200	95	96	.	23.5
71	1	Do5	C5	318	318	1	8	200	95	96	.	23.66667
72	1	Re5	D5	327	327	1	4	400	95	96	.	24
73	53			0	0	0	0	0	0	0		24
74	9	Do5	C5	318	318	1	4	400	95	96	İ	24.33333
75	9	Re5	D5	327	327	1	2	800	95	96	nan 	25
76	9	Re5	D5	327	327	3	4	1200	95	96	ki 	26
77	9	Re5	D5	327	327	1	4	400	95	96	gö	26.33333
78	9	Do5	C5	318	318	1	8	200	99	96	nül	26.5
79	9	Si4b1	B4b1	313	313	1	8	200	99	96		26.66667
80	9	La4	A4	305	305	1	8	200	99	96		26.83333
81	9	Sol4	G4	296	296	1	8	200	95	96		27
82	9	Sol5	G5	349	349	3	4	1200	95	96	den 	28
83	53			0	0	0	0	0	0	0		28
84	9	Fa5#3	F5#4	343	344	1	2	800	95	96	öz	28.66667
85	9	Sol5	G5	349	349	1	4	400	95	96	le	29
86	9	La5	A5	358	358	1	8	200	99	96	dim 	29.16667
87	9	Sol5	G5	349	349	1	8	200	99	96		29.33333
88	9	Fa5#3	F5#4	343	344	1	8	200	99	96		29.5
89	9	Mi5b3	E5b4	333	332	1	8	200	95	96		29.66667
90	9	Mi5b3	E5b4	333	332	1	8	200	99	96	se	29.83333
91	9	Re5	D5	327	327	1	8	200	95	96		30
92	9	Re5	D5	327	327	1	4	400	95	96	ni  	30.33333
93	9	Do5	C5	318	318	1	4	400	95	96	SAZ	30.66667
94	9	Mi5b3	E5b4	333	332	1	4	400	95	96	.	31
95	9	Re5	D5	327	327	1	8	200	95	96	.	31.16667
96	9	Do5	C5	318	318	1	8	200	95	96	.	31.33333
97	9	Si4b1	B4b1	313	313	1	8	200	95	96	.	31.5
98	9	La4#4	A4#4	309	309	1	8	200	95	96	.	31.66667
99	9	Si4b1	B4b1	313	313	1	4	400	95	96	.	32
100	53			0	0	0	0	0	0	0		32
101	9	Re5	D5	327	327	1	2	800	95	96	Her 	32.66667
102	9	Do5	C5	318	318	1	8	200	99	96	ge	32.83333
103	9	Si4b1	B4b1	313	313	1	8	200	95	96		33
104	9	Si4b1	B4b1	313	313	3	4	1200	95	96	ce 	34
105	9	Do5	C5	318	318	1	4	400	95	96	yol	34.33333
106	9	Re5	D5	327	327	1	2	800	95	96	lar	35
107	9	Fa5#3	F5#4	343	344	3	4	1200	95	96	da 	36
108	9	Mi5b3	E5b4	333	332	1	2	800	95	96	göz	36.66667
109	9	Re5	D5	327	327	1	4	400	95	96	le	37
110	9	Mi5b3	E5b4	333	332	1	4	400	99	96	dim 	37.33333
111	9	Do5	C5	318	318	1	4	400	95	96		37.66667
112	9	Do5	C5	318	318	1	8	200	99	96	se	37.83333
113	9	Si4b1	B4b1	313	313	1	8	200	95	96		38
114	9	Si4b1	B4b1	313	313	3	4	1200	95	96	ni  	39
115	53			0	0	0	0	0	0	0		39
116	1	Re5	D5	327	327	1	8	200	95	96	SAZ	39.16667
117	1	Do5	C5	318	318	1	8	200	95	96	.	39.33333
118	1	Si4b1	B4b1	313	313	1	8	200	95	96	.	39.5
119	1	Do5	C5	318	318	1	8	200	95	96	.	39.66667
120	1	Re5	D5	327	327	1	4	400	95	96	.	40
121	53			0	0	0	0	0	0	0		40
122	9	Do5	C5	318	318	1	4	400	95	96	İ	40.33333
123	9	Re5	D5	327	327	1	2	800	95	96	nan 	41
124	9	Re5	D5	327	327	3	4	1200	95	96	ki 	42
125	9	Re5	D5	327	327	1	4	400	95	96	gö	42.33333
126	9	Do5	C5	318	318	1	8	200	99	96	nül	42.5
127	9	Si4b1	B4b1	313	313	1	8	200	99	96		42.66667
128	9	La4	A4	305	305	1	8	200	99	96		42.83333
129	9	Sol4	G4	296	296	1	8	200	95	96		43
130	9	Sol5	G5	349	349	3	4	1200	95	96	den 	44
131	53			0	0	0	0	0	0	0		44
132	9	Fa5#3	F5#4	343	344	1	2	800	95	96	öz	44.66667
133	9	Sol5	G5	349	349	1	4	400	95	96	le	45
134	9	La5	A5	358	358	1	8	200	99	96	dim 	45.16667
135	9	Sol5	G5	349	349	1	8	200	99	96		45.33333
136	9	Fa5#3	F5#4	343	344	1	8	200	99	96		45.5
137	9	Mi5b3	E5b4	333	332	1	8	200	95	96		45.66667
138	9	Mi5b3	E5b4	333	332	1	8	200	99	96	se	45.83333
139	9	Re5	D5	327	327	1	8	200	95	96		46
140	9	Re5	D5	327	327	3	4	1200	95	96	ni  	47
141	53			0	0	0	0	0	0	0		47
142	9	La5	A5	358	358	1	8	200	95	96	SAZ	47.16667
143	9	Sol5	G5	349	349	1	8	200	95	96	.	47.33333
144	9	Fa5#3	F5#4	343	344	1	8	200	95	96	.	47.5
145	9	Sol5	G5	349	349	1	8	200	95	96	.	47.66667
146	9	La5	A5	358	358	1	4	400	95	96	.	48
147	53			0	0	0	0	0	0	0		48
148	9	La5	A5	358	358	1	4	400	95	96	Gül	48.33333
149	9	La5	A5	358	358	1	4	400	99	96	ler	48.66667
150	9	Si5b1	B5b1	366	366	1	4	400	95	96		49
151	9	Do6	C6	371	371	1	4	400	99	96	de 	49.33333
152	9	Si5b4	B5b4	363	363	1	4	400	99	96		49.66667
153	9	La5	A5	358	358	1	4	400	95	96		50
154	9	Sol5	G5	349	349	1	4	400	95	96	a	50.33333
155	9	Fa5#3	F5#4	343	344	1	4	400	99	96	ra	50.66667
156	9	Mi5b3	E5b4	333	332	1	4	400	95	96		51
157	9	Re5	D5	327	327	3	4	1200	95	96	dım 	52
158	53			0	0	0	0	0	0	0		52
159	9	Re5	D5	327	327	1	4	400	95	96	ya	52.33333
160	9	La5	A5	358	358	1	2	800	95	96	kan 	53
161	9	Sol5	G5	349	349	1	8	200	99	96	bû	53.16667
162	9	Fa5#3	F5#4	343	344	1	8	200	99	96		53.33333
163	9	Mi5b3	E5b4	333	332	1	8	200	99	96		53.5
164	9	Re5	D5	327	327	1	8	200	95	96		53.66667
165	9	Do5	C5	318	318	1	8	200	99	96	se	53.83333
166	9	Re5	D5	327	327	1	8	200	95	96		54
167	9	Mi5b3	E5b4	333	332	3	4	1200	95	96	ni  	55
168	53			0	0	0	0	0	0	0		55
169	1	Mi5b3	E5b4	333	332	1	8	200	95	96	SAZ	55.16667
170	1	Re5	D5	327	327	1	8	200	95	96	.	55.33333
171	1	Do5	C5	318	318	1	8	200	95	96	.	55.5
172	1	Re5	D5	327	327	1	8	200	95	96	.	55.66667
173	1	Mi5b3	E5b4	333	332	1	4	400	95	96	.	56
174	53			0	0	0	0	0	0	0		56
175	9	Re5	D5	327	327	1	4	400	95	96	U	56.33333
176	9	Re5	D5	327	327	1	4	400	99	96	nut	56.66667
177	9	Mi5b3	E5b4	333	332	1	4	400	95	96		57
178	9	Fa5#3	F5#4	343	344	1	4	400	99	96	mam 	57.33333
179	9	Mi5b3	E5b4	333	332	1	4	400	99	96		57.66667
180	9	Re5	D5	327	327	1	4	400	95	96		58
181	9	Re5	D5	327	327	1	4	400	99	96	sev	58.33333
182	9	Do5	C5	318	318	1	4	400	95	96		58.66667
183	9	Si4b1	B4b1	313	313	1	4	400	95	96	gi	59
