Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	54			0	0	0	0	0	0	0	segah@si4b1	0
2	9	Re5	D5	327	327	3	8	833	95	96	ARANAĞME 	0.3
3	9	Re5	D5	327	327	1	4	556	95	96	.	0.5
4	9	Re5	D5	327	327	1	16	139	95	96	.	0.55
5	9	Do5	C5	318	318	1	16	139	95	96	.	0.6
6	9	Re5	D5	327	327	1	16	139	95	96	.	0.65
7	9	Mi5	E5	336	336	1	16	139	95	96	.	0.7
8	9	Do5	C5	318	318	1	4	556	95	96	.	0.9
9	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	1
10	55			0	0	0	0	0	0	0		1
11	54			0	0	0	0	0	0	0	rast@sol4	1
12	9	Do5	C5	318	318	3	8	833	95	96	.	1.3
13	9	Do5	C5	318	318	1	4	556	95	96	.	1.5
14	9	Do5	C5	318	318	1	16	139	95	96	.	1.55
15	9	Si4b2	B4b1	312	313	1	16	139	95	96	.	1.6
16	9	Do5	C5	318	318	1	16	139	95	96	.	1.65
17	9	Re5	D5	327	327	1	16	139	95	96	.	1.7
18	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	1.8
19	9	La4	A4	305	305	1	8	278	95	96	.	1.9
20	9	Sol4	G4	296	296	1	8	278	95	96	.	2
21	53			0	0	0	0	0	0	0		2
22	9	Fa4#3	F4#4	290	291	1	8	278	95	96	.	2.1
23	9	Sol4	G4	296	296	1	8	278	95	96	.	2.2
24	9	La4	A4	305	305	1	8	278	95	96	.	2.3
25	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	2.4
26	9	Do5	C5	318	318	1	8	278	95	96	.	2.5
27	9	Re5	D5	327	327	1	8	278	95	96	.	2.6
28	55			0	0	0	0	0	0	0		2.6
29	54			0	0	0	0	0	0	0	buselik@re5	2.6
30	9	Mi5	E5	336	336	1	8	278	95	96	.	2.7
31	9	Fa5	F5	340	340	1	8	278	95	96	.	2.8
32	9	Mi5	E5	336	336	1	8	278	95	96	.	2.9
33	9	Re5	D5	327	327	1	8	278	95	96	.	3
34	9	La5	A5	358	358	1	8	278	95	96	.	3.1
35	9	Sol5	G5	349	349	1	8	278	95	96	.	3.2
36	9	Fa5	F5	340	340	1	8	278	95	96	.	3.3
37	9	Mi5	E5	336	336	1	8	278	95	96	.	3.4
38	9	Re5	D5	327	327	1	8	278	95	96	.	3.5
39	9	Mi5	E5	336	336	1	8	278	95	96	.	3.6
40	9	Do5	C5	318	318	1	8	278	95	96	.	3.7
41	9	Re5	D5	327	327	1	4	556	95	96	.	3.9
42	55			0	0	0	0	0	0	0		3.9
43	53			0	0	0	0	0	0	0		3.9
44	9			-1	-1	1	8	278	100	0	.	4
45	54			0	0	0	0	0	0	0	segah@si4b1	4
46	9	Re5	D5	327	327	3	8	833	95	96	.	4.3
47	9	Re5	D5	327	327	1	4	556	95	96	.	4.5
48	9	Re5	D5	327	327	1	16	139	95	96	.	4.55
49	9	Do5	C5	318	318	1	16	139	95	96	.	4.6
50	9	Re5	D5	327	327	1	16	139	95	96	.	4.65
51	9	Mi5	E5	336	336	1	16	139	95	96	.	4.7
52	9	Do5	C5	318	318	1	4	556	95	96	.	4.9
53	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	5
54	55			0	0	0	0	0	0	0		5
55	54			0	0	0	0	0	0	0	rast@sol4	5
56	9	Do5	C5	318	318	3	8	833	95	96	.	5.3
57	9	Do5	C5	318	318	1	4	556	95	96	.	5.5
58	9	Do5	C5	318	318	1	16	139	95	96	.	5.55
59	9	Si4b2	B4b1	312	313	1	16	139	95	96	.	5.6
60	9	Do5	C5	318	318	1	16	139	95	96	.	5.65
61	9	Re5	D5	327	327	1	16	139	95	96	.	5.7
62	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	5.8
63	9	La4	A4	305	305	1	8	278	95	96	.	5.9
64	9	Sol4	G4	296	296	1	8	278	95	96	.	6
65	53			0	0	0	0	0	0	0		6
66	9	Fa4#3	F4#4	290	291	1	8	278	95	96	.	6.1
67	9	Sol4	G4	296	296	1	8	278	95	96	.	6.2
68	9	La4	A4	305	305	1	8	278	95	96	.	6.3
69	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	6.4
70	9	Do5	C5	318	318	1	8	278	95	96	.	6.5
71	9	Re5	D5	327	327	1	8	278	95	96	.	6.6
72	55			0	0	0	0	0	0	0		6.6
73	54			0	0	0	0	0	0	0	huseyni@la4	6.6
74	9	Mi5	E5	336	336	1	8	278	95	96	.	6.7
75	9	Do5	C5	318	318	1	8	278	95	96	.	6.8
76	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	6.9
77	9	La4	A4	305	305	1	8	278	95	96	.	7
78	55			0	0	0	0	0	0	0		7
79	9	La4	A4	305	305	1	8	278	95	96	.	7.1
80	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	7.2
81	9	Re5	D5	327	327	1	8	278	95	96	.	7.3
82	9	Do5	C5	318	318	1	8	278	95	96	.	7.4
83	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	7.5
84	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	7.6
85	9	La4	A4	305	305	1	8	278	95	96	.	7.7
86	9	La4	A4	305	305	3	8	833	95	96	.  	8
87	53			0	0	0	0	0	0	0		8
88	54			0	0	0	0	0	0	0	segah@si4b1	8
89	9	Re5	D5	327	327	3	8	833	95	96	ARANAĞME 	8.3
90	9	Re5	D5	327	327	1	4	556	95	96	.	8.5
91	9	Re5	D5	327	327	1	16	139	95	96	.	8.55
92	9	Do5	C5	318	318	1	16	139	95	96	.	8.6
93	9	Re5	D5	327	327	1	16	139	95	96	.	8.65
94	9	Mi5	E5	336	336	1	16	139	95	96	.	8.7
95	9	Do5	C5	318	318	1	4	556	95	96	.	8.9
96	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	9
97	55			0	0	0	0	0	0	0		9
98	54			0	0	0	0	0	0	0	rast@sol4	9
99	9	Do5	C5	318	318	3	8	833	95	96	.	9.3
100	9	Do5	C5	318	318	1	4	556	95	96	.	9.5
101	9	Do5	C5	318	318	1	16	139	95	96	.	9.55
102	9	Si4b2	B4b1	312	313	1	16	139	95	96	.	9.6
103	9	Do5	C5	318	318	1	16	139	95	96	.	9.65
104	9	Re5	D5	327	327	1	16	139	95	96	.	9.7
105	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	9.8
106	9	La4	A4	305	305	1	8	278	95	96	.	9.9
107	9	Sol4	G4	296	296	1	8	278	95	96	.	10
108	53			0	0	0	0	0	0	0		10
109	9	Fa4#3	F4#4	290	291	1	8	278	95	96	.	10.1
110	9	Sol4	G4	296	296	1	8	278	95	96	.	10.2
111	9	La4	A4	305	305	1	8	278	95	96	.	10.3
112	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	10.4
113	9	Do5	C5	318	318	1	8	278	95	96	.	10.5
114	9	Re5	D5	327	327	1	8	278	95	96	.	10.6
115	55			0	0	0	0	0	0	0		10.6
116	54			0	0	0	0	0	0	0	buselik@re5	10.6
117	9	Mi5	E5	336	336	1	8	278	95	96	.	10.7
118	9	Fa5	F5	340	340	1	8	278	95	96	.	10.8
119	9	Mi5	E5	336	336	1	8	278	95	96	.	10.9
120	9	Re5	D5	327	327	1	8	278	95	96	.	11
121	9	La5	A5	358	358	1	8	278	95	96	.	11.1
122	9	Sol5	G5	349	349	1	8	278	95	96	.	11.2
123	9	Fa5	F5	340	340	1	8	278	95	96	.	11.3
124	9	Mi5	E5	336	336	1	8	278	95	96	.	11.4
125	9	Re5	D5	327	327	1	8	278	95	96	.	11.5
126	9	Mi5	E5	336	336	1	8	278	95	96	.	11.6
127	9	Do5	C5	318	318	1	8	278	95	96	.	11.7
128	9	Re5	D5	327	327	1	4	556	95	96	.	11.9
129	55			0	0	0	0	0	0	0		11.9
130	53			0	0	0	0	0	0	0		11.9
131	9			-1	-1	1	8	278	100	0	.	12
132	54			0	0	0	0	0	0	0	segah@si4b1	12
133	9	Re5	D5	327	327	3	8	833	95	96	.	12.3
134	9	Re5	D5	327	327	1	4	556	95	96	.	12.5
135	9	Re5	D5	327	327	1	16	139	95	96	.	12.55
136	9	Do5	C5	318	318	1	16	139	95	96	.	12.6
137	9	Re5	D5	327	327	1	16	139	95	96	.	12.65
138	9	Mi5	E5	336	336	1	16	139	95	96	.	12.7
139	9	Do5	C5	318	318	1	4	556	95	96	.	12.9
140	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	13
141	55			0	0	0	0	0	0	0		13
142	54			0	0	0	0	0	0	0	rast@sol4	13
143	9	Do5	C5	318	318	3	8	833	95	96	.	13.3
144	9	Do5	C5	318	318	1	4	556	95	96	.	13.5
145	9	Do5	C5	318	318	1	16	139	95	96	.	13.55
146	9	Si4b2	B4b1	312	313	1	16	139	95	96	.	13.6
147	9	Do5	C5	318	318	1	16	139	95	96	.	13.65
148	9	Re5	D5	327	327	1	16	139	95	96	.	13.7
149	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	13.8
150	9	La4	A4	305	305	1	8	278	95	96	.	13.9
151	9	Sol4	G4	296	296	1	8	278	95	96	.	14
152	53			0	0	0	0	0	0	0		14
153	9	Fa4#3	F4#4	290	291	1	8	278	95	96	.	14.1
154	9	Sol4	G4	296	296	1	8	278	95	96	.	14.2
155	9	La4	A4	305	305	1	8	278	95	96	.	14.3
156	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	14.4
157	9	Do5	C5	318	318	1	8	278	95	96	.	14.5
158	9	Re5	D5	327	327	1	8	278	95	96	.	14.6
159	55			0	0	0	0	0	0	0		14.6
160	54			0	0	0	0	0	0	0	huseyni@la4	14.6
161	9	Mi5	E5	336	336	1	8	278	95	96	.	14.7
162	9	Do5	C5	318	318	1	8	278	95	96	.	14.8
163	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	14.9
164	9	La4	A4	305	305	1	8	278	95	96	.	15
165	55			0	0	0	0	0	0	0		15
166	9	La4	A4	305	305	1	8	278	95	96	.	15.1
167	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	15.2
168	9	Re5	D5	327	327	1	8	278	95	96	.	15.3
169	9	Do5	C5	318	318	1	8	278	95	96	.	15.4
170	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	15.5
171	9	Si4b2	B4b1	312	313	1	8	278	95	96	.	15.6
172	9	La4	A4	305	305	1	8	278	95	96	.	15.7
173	9	La4	A4	305	305	3	8	833	95	96	.  	16
174	53			0	0	0	0	0	0	0		16
175	9			-1	-1	1	4	556	100	0		16.2
176	54			0	0	0	0	0	0	0	rast@sol4	16.2
177	9	Fa4#3	F4#4	290	291	1	8	278	95	96	E	16.3
178	9	Sol4	G4	296	296	1	4	556	95	96	sîr_	16.5
179	9	La4	A4	305	305	1	4	556	95	96	i 	16.7
180	9	La4	A4	305	305	3	8	833	95	96	zül	17
181	9	Si4b2	B4b1	312	313	1	4	556	95	96	fü	17.2
182	9	Do5	C5	318	318	1	8	278	99	96	nüm 	17.3
183	9	Si4b2	B4b1	312	313	1	8	278	99	96		17.4
184	9	La4	A4	305	305	1	8	278	99	96		17.5
185	9	Sol4	G4	296	296	1	8	278	99	96		17.6
186	9	Fa4#3	F4#4	290	291	1	8	278	99	96		17.7
187	9	Sol4	G4	296	296	3	8	833	95	96		18
188	55			0	0	0	0	0	0	0		18
189	53			0	0	0	0	0	0	0		18
190	9			-1	-1	1	4	556	100	0		18.2
191	9	Si4b2	B4b1	312	313	1	8	278	99	96	ey 	18.3
192	9	Do5	C5	318	318	1	4	556	99	96		18.5
