Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Fa5#4	F5#4	344	344	1	4	1000	95	84	İf	0.25
2	9	Sol5	G5	349	349	1	8	500	95	84	ti	0.375
3	9	Sol5	G5	349	349	4	16	1000	95	84	râ	0.625
4	9	Sol5	G5	349	349	1	8	500	99	84	kın	0.75
5	9	Fa5	F5	340	340	1	8	500	99	84		0.875
6	9	Mi5b4	E5b4	332	332	1	8	500	95	84		1
7	9	Re5	D5	327	327	1	4	1000	95	84	dır 	1.25
8	9	Mi5b4	E5b4	332	332	1	8	500	95	96	se	1.375
9	9	Re5	D5	327	327	1	16	250	99	96	bep 	1.4375
10	9	Do5	C5	318	318	1	16	250	99	96		1.5
11	9	Do5	C5	318	318	1	16	250	99	96		1.5625
12	9	Si4b1	B4b1	313	313	1	16	250	95	96		1.625
13	9	Do5	C5	318	318	3	8	1500	50	96	bu 	2
14	53			0	0	0	0	0	0	0		2
15	9	Re5	D5	327	327	1	4	1000	95	96	nâ	2.25
16	9	Mi5b4	E5b4	332	332	1	8	500	95	96	le 	2.375
17	9	Fa5#4	F5#4	344	344	1	8	500	99	96	vü 	2.5
18	9	Sol5	G5	349	349	1	8	500	95	96		2.625
19	9	Fa5#4	F5#4	344	344	1	8	500	99	108	fer	2.75
20	9	Mi5b4	E5b4	332	332	1	8	500	99	108		2.875
21	9	Si5b1	B5b1	366	366	1	8	500	95	108		3
22	12	La5b5	A5b5	353	353	2	8	1000	95	96	yâ	3.25
23	9	La5b5	A5b5	353	353	1	16	250	99	96	dı	3.3125
24	9	Sol5	G5	349	349	1	16	250	95	96		3.375
25	9	Sol5	G5	349	349	1	8	500	95	96	ma  	3.5
26	9	Fa5#4	F5#4	344	344	1	16	250	95	96	SAZ	3.5625
27	9	Mi5b4	E5b4	332	332	1	16	250	95	96	.	3.625
28	9	Re5	D5	327	327	1	16	250	95	96	.	3.6875
29	9	Do5	C5	318	318	1	16	250	95	96	.	3.75
30	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	3.8125
31	9	La4b4	A4b4	301	301	1	16	250	95	96	.	3.875
32	9	Sol4	G4	296	296	1	8	500	95	96	.	4
33	53			0	0	0	0	0	0	0		4
34	9	Fa5#4	F5#4	344	344	1	4	1000	95	84	İf	4.25
35	9	Sol5	G5	349	349	1	8	500	95	84	ti	4.375
36	9	Sol5	G5	349	349	4	16	1000	95	84	râ	4.625
37	9	Sol5	G5	349	349	1	8	500	99	84	kın	4.75
38	9	Fa5	F5	340	340	1	8	500	99	84		4.875
39	9	Mi5b4	E5b4	332	332	1	8	500	95	84		5
40	9	Re5	D5	327	327	1	4	1000	95	84	dır 	5.25
41	9	Mi5b4	E5b4	332	332	1	8	500	95	96	se	5.375
42	9	Re5	D5	327	327	1	16	250	99	96	bep 	5.4375
43	9	Do5	C5	318	318	1	16	250	99	96		5.5
44	9	Do5	C5	318	318	1	16	250	99	96		5.5625
45	9	Si4b1	B4b1	313	313	1	16	250	95	96		5.625
46	9	Do5	C5	318	318	3	8	1500	50	96	bu 	6
47	53			0	0	0	0	0	0	0		6
48	9	Re5	D5	327	327	1	4	1000	95	96	nâ	6.25
49	9	Mi5b4	E5b4	332	332	1	8	500	95	96	le 	6.375
50	9	Fa5#4	F5#4	344	344	1	8	500	99	96	vü 	6.5
51	9	Sol5	G5	349	349	1	8	500	95	96		6.625
52	9	Fa5#4	F5#4	344	344	1	8	500	99	108	fer	6.75
53	9	Mi5b4	E5b4	332	332	1	8	500	99	108		6.875
54	9	Si5b1	B5b1	366	366	1	8	500	95	108		7
55	12	La5b5	A5b5	353	353	2	8	1000	95	96	yâ	7.25
56	9	La5b5	A5b5	353	353	1	16	250	99	96	dı	7.3125
57	9	Sol5	G5	349	349	1	16	250	95	96		7.375
58	9	Sol5	G5	349	349	1	4	1000	95	66	ma  	7.625
59	9	Do5	C5	318	318	3	32	375	95	75	SAZ	7.71875
60	9	Re5	D5	327	327	1	32	125	95	84	.	7.75
61	9	Mi5b3	E5b4	333	332	1	16	250	95	93	.	7.8125
62	9	Fa5	F5	340	340	1	16	250	95	102	.	7.875
63	9	Sol5	G5	349	349	1	8	500	95	111	.	8
64	9	Sol5	G5	349	349	1	4	1000	95	120	Gel	8.25
65	9	Fa5	F5	340	340	1	8	500	95	96	mez_	8.375
66	9	Mi5b5	E5b5	331	331	1	8	500	99	96	ol	8.5
67	9	Fa5	F5	340	340	1	8	500	95	96		8.625
68	9	Sol5	G5	349	349	1	8	500	99	96	dun 	8.75
69	9	La5b5	A5b5	353	353	1	8	500	99	96		8.875
