Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Re5	D5	327	327	3	4	1184	100	96	ARANAĞME	1
2	9	Re5	D5	327	327	3	4	1184	100	96	.	2
3	9	Re5	D5	327	327	1	4	395	95	96	.	2.333333
4	9	Si4b1	B4b1	313	313	1	8	197	95	96	.	2.5
5	9	Do5	C5	318	318	1	8	197	95	96	.	2.666667
6	9	Re5	D5	327	327	1	8	197	95	96	.	2.833333
7	9	Mi5	E5	336	336	1	8	197	95	96	.	3
8	9	Re5	D5	327	327	1	4	395	95	96	.	3.333333
9	9	Sol5	G5	349	349	1	4	395	95	96	.	3.666667
10	9			-1	-1	1	8	197	100	0		3.833333
11	9	Fa5#4	F5#4	344	344	1	8	197	95	96	.	4
12	9	Do5	C5	318	318	3	4	1184	100	96	.	5
13	9	Do5	C5	318	318	3	4	1184	100	96	.	6
14	9	Do5	C5	318	318	1	4	395	95	96	.	6.333333
15	53			0	0	0	0	0	0	0		6.333333
16	9	La4	A4	305	305	1	8	197	95	96	.	6.5
17	9	Si4b1	B4b1	313	313	1	8	197	95	96	.	6.666667
18	9	Do5	C5	318	318	1	8	197	95	96	.	6.833333
19	9	Re5	D5	327	327	1	8	197	95	96	.	7
20	9	Do5	C5	318	318	1	4	395	95	96	.	7.333333
21	9	Fa5#4	F5#4	344	344	1	4	395	95	96	.	7.666667
22	9			-1	-1	1	8	197	100	0		7.833333
23	9	Mi5	E5	336	336	1	8	197	95	96	.	8
24	53			0	0	0	0	0	0	0		8
25	9	Si4b1	B4b1	313	313	3	4	1184	100	96	.	9
26	9	Si4b1	B4b1	313	313	3	4	1184	100	96	.	10
27	9	Si4b1	B4b1	313	313	1	4	395	95	96	.	10.33333
28	9	Sol4	G4	296	296	1	8	197	95	96	.	10.5
29	9	La4	A4	305	305	1	8	197	95	96	.	10.66667
30	9	Si4b1	B4b1	313	313	1	8	197	95	96	.	10.83333
31	9	Do5	C5	318	318	1	8	197	95	96	.	11
32	9	Si4b1	B4b1	313	313	1	4	395	95	96	.	11.33333
33	9	Mi5	E5	336	336	1	4	395	95	96	.	11.66667
34	9			-1	-1	1	8	197	100	0		11.83333
35	9	Re5	D5	327	327	1	8	197	95	96	.	12
36	9	La4	A4	305	305	3	4	1184	100	96	.	13
37	9	La4	A4	305	305	3	4	1184	95	96	.	14
38	9	Mi4	E4	283	283	1	4	395	95	96	.	14.33333
39	9	Mi4	E4	283	283	1	8	197	95	96	.	14.5
40	9	Mi4	E4	283	283	1	8	197	95	96	.	14.66667
41	9	Mi4	E4	283	283	1	8	197	95	96	.	14.83333
42	9	Mi4	E4	283	283	1	8	197	95	96	.	15
43	9	Fa4#4	F4#4	291	291	1	2	789	95	96	.	15.66667
44	9	Fa4#4	F4#4	291	291	1	4	395	95	96	.	16
45	9	Sol4	G4	296	296	3	4	1184	100	96	.	17
46	9	Sol4	G4	296	296	3	4	1184	95	96	.	18
47	53			0	0	0	0	0	0	0		18
48	9	Re5	D5	327	327	3	4	1184	100	96	ARANAĞME	19
49	9	Re5	D5	327	327	3	4	1184	100	96	.	20
50	9	Re5	D5	327	327	1	4	395	95	96	.	20.33333
51	9	Si4b1	B4b1	313	313	1	8	197	95	96	.	20.5
52	9	Do5	C5	318	318	1	8	197	95	96	.	20.66667
53	9	Re5	D5	327	327	1	8	197	95	96	.	20.83333
54	9	Mi5	E5	336	336	1	8	197	95	96	.	21
55	9	Re5	D5	327	327	1	4	395	95	96	.	21.33333
56	9	Sol5	G5	349	349	1	4	395	95	96	.	21.66667
57	9			-1	-1	1	8	197	100	0		21.83333
58	9	Fa5#4	F5#4	344	344	1	8	197	95	96	.	22
59	9	Do5	C5	318	318	3	4	1184	100	96	.	23
60	9	Do5	C5	318	318	3	4	1184	100	96	.	24
61	9	Do5	C5	318	318	1	4	395	95	96	.	24.33333
62	53			0	0	0	0	0	0	0		24.33333
63	9	La4	A4	305	305	1	8	197	95	96	.	24.5
64	9	Si4b1	B4b1	313	313	1	8	197	95	96	.	24.66667
65	9	Do5	C5	318	318	1	8	197	95	96	.	24.83333
66	9	Re5	D5	327	327	1	8	197	95	96	.	25
67	9	Do5	C5	318	318	1	4	395	95	96	.	25.33333
