Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	54			0	0	0	0	0	0	0	buselik@sol5	0
2	9	Fa5#3	F5#4	343	344	1	8	435	95	96	ARANAĞME 	5.555556E-02
3	9	Sol5	G5	349	349	1	4	870	95	96	.	0.1666667
4	9	Si5b5	B5b5	362	362	1	8	435	95	96	.	0.2222222
5	9	La5	A5	358	358	3	16	652	95	96	.	0.3055556
6	9	Sol5	G5	349	349	1	16	217	95	96	.	0.3333333
7	55			0	0	0	0	0	0	0		0.3333333
8	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	0.4166667
9	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	0.4444444
10	9	Re5	D5	327	327	3	16	652	95	96	.	0.5277778
11	9	Do5	C5	318	318	1	16	217	95	96	.	0.5555556
12	9	Si4b1	B4b1	313	313	1	8	435	95	96	.	0.6111111
13	9	Do5	C5	318	318	1	8	435	95	96	.	0.6666667
14	9	Re5	D5	327	327	1	8	435	95	96	.	0.7222222
15	9	Mi5b3	E5b4	333	332	1	8	435	95	96	.	0.7777778
16	9	Re5	D5	327	327	1	8	435	95	96	.	0.8333333
17	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	0.8611111
18	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	0.8888889
19	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	0.9166667
20	9	Re5	D5	327	327	1	16	217	95	96	.	0.9444444
21	54			0	0	0	0	0	0	0	hicaz@re5	0.9444444
22	9	Do5	C5	318	318	1	8	435	95	96	.	1
23	9	Re5	D5	327	327	1	8	435	95	96	.	1.055556
24	9	Mi5b3	E5b4	333	332	1	4	870	95	96	.	1.166667
25	9	Re5	D5	327	327	1	8	435	95	96	.	1.222222
26	9	Sol5	G5	349	349	1	8	435	95	96	.	1.277778
27	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.305556
28	9	Sol5	G5	349	349	1	16	217	95	96	.	1.333333
29	9	La5	A5	358	358	1	8	435	95	96	.	1.388889
30	9	Sol5	G5	349	349	1	16	217	95	96	.	1.416667
31	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.444444
32	9	Fa5#3	F5#4	343	344	3	16	652	95	96	.	1.527778
33	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.555556
34	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.583333
35	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.611111
36	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.638889
37	9	Re5	D5	327	327	1	16	217	95	96	.	1.666667
38	9	Re5	D5	327	327	1	4	870	95	96	.	1.777778
39	55			0	0	0	0	0	0	0		1.777778
40	54			0	0	0	0	0	0	0	nikriz@do5	1.777778
41	9	Do5	C5	318	318	1	16	217	95	96	.	1.805556
42	9	Re5	D5	327	327	1	16	217	95	96	.	1.833333
43	9	Mi5b3	E5b4	333	332	1	16	217	95	96	.	1.861111
44	9	Fa5#3	F5#4	343	344	1	16	217	95	96	.	1.888889
45	9	Sol5	G5	349	349	1	4	870	95	96	.	2
46	55			0	0	0	0	0	0	0		2
47	54			0	0	0	0	0	0	0	buselik@sol5	2
48	53			0	0	0	0	0	0	0		2
49	9	Fa5#3	F5#4	343	344	1	8	435	95	96	.	2.055556
50	9	Sol5	G5	349	349	1	4	870	95	96	.	2.166667
51	9	Si5b5	B5b5	362	362	1	8	435	95	96	.	2.222222
