Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Re5	D5	327	327	1	16	250	95	96	ARANAĞME 	0.0625
2	9	Do5	C5	318	318	1	16	250	95	96	.	0.125
3	9	Re5	D5	327	327	1	16	250	95	96	.	0.1875
4	9	Mi5b3	E5b4	333	332	1	16	250	95	96	.	0.25
5	9	Re5	D5	327	327	1	8	500	95	96	.	0.375
6	9	Do5	C5	318	318	1	16	250	95	96	.	0.4375
7	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	0.5
8	9	Do5	C5	318	318	3	16	750	95	96	.	0.6875
9	9	Re5	D5	327	327	1	16	250	95	96	.	0.75
10	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	0.8125
11	9	La4	A4	305	305	1	16	250	95	96	.	0.875
12	9	Sol4	G4	296	296	1	8	500	95	96	.	1
13	9	Fa5#3	F5#4	343	344	1	16	250	95	96	.	1.0625
14	9	Mi5b3	E5b4	333	332	1	16	250	95	96	.	1.125
15	9	Fa5#3	F5#4	343	344	1	16	250	95	96	.	1.1875
16	9	Sol5	G5	349	349	1	16	250	95	96	.	1.25
17	9	Fa5#3	F5#4	343	344	1	8	500	95	96	.	1.375
18	9	Mi5b3	E5b4	333	332	1	16	250	95	96	.	1.4375
19	9	Re5	D5	327	327	1	16	250	95	96	.	1.5
20	9	Fa5#3	F5#4	343	344	3	16	750	95	96	.	1.6875
21	9	Sol5	G5	349	349	1	16	250	95	96	.	1.75
22	9	Fa5#3	F5#4	343	344	1	16	250	95	96	.	1.8125
23	9	Mi5#4	E5#4	340	340	1	16	250	95	96	.	1.875
24	9	Fa5#3	F5#4	343	344	1	8	500	95	96	.	2
25	53			0	0	0	0	0	0	0		2
26	9			-1	-1	1	8	500	100	0	.	2.125
27	9	La5	A5	358	358	1	4	1000	95	96	.	2.375
28	9	Sol5	G5	349	349	1	16	250	95	96	.	2.4375
29	9	Fa5#3	F5#4	343	344	1	16	250	95	96	.	2.5
30	9	Do6	C6	371	371	1	8	500	95	96	.	2.625
31	9	Si5b1	B5b1	366	366	1	16	250	95	96	.	2.6875
32	9	La5	A5	358	358	1	16	250	95	96	.	2.75
33	9	Sol5	G5	349	349	1	16	250	95	96	.	2.8125
34	9	Fa5#3	F5#4	343	344	1	16	250	95	96	.	2.875
35	9	Mi5b3	E5b4	333	332	1	16	250	95	96	.	2.9375
36	9	Re5	D5	327	327	1	16	250	95	96	.	3
37	9			-1	-1	1	8	500	100	0	.	3.125
38	9	Do5	C5	318	318	1	4	1000	95	96	.	3.375
39	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	3.4375
40	9	La4	A4	305	305	1	16	250	95	96	.	3.5
41	9	Re5	D5	327	327	1	8	500	95	96	.	3.625
42	9	Do5	C5	318	318	1	16	250	95	96	.	3.6875
43	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	3.75
44	9	Do5	C5	318	318	3	16	750	95	96	.	3.9375
45	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	4
46	9			-1	-1	1	16	250	100	0	.	4.0625
47	9	Fa5#3	F5#4	343	344	1	16	250	95	96	.	4.125
48	9	Mi5b3	E5b4	333	332	1	16	250	95	96	.	4.1875
49	9	Re5	D5	327	327	1	16	250	95	96	.	4.25
50	9	Re5	D5	327	327	3	16	750	95	96	.	4.4375
51	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	4.5
52	9	Re5	D5	327	327	1	16	250	95	96	.	4.5625
53	9	Do5	C5	318	318	1	16	250	95	96	.	4.625
54	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	4.6875
55	9	La4#4	A4#4	309	309	1	16	250	95	96	.	4.75
56	9	Si4b1	B4b1	313	313	1	4	1000	95	96	.	5
57	53			0	0	0	0	0	0	0		5
58	9	Re5	D5	327	327	1	16	250	95	96	ARANAĞME 	5.0625
59	9	Do5	C5	318	318	1	16	250	95	96	.	5.125
60	9	Re5	D5	327	327	1	16	250	95	96	.	5.1875
61	9	Mi5b3	E5b4	333	332	1	16	250	95	96	.	5.25
62	9	Re5	D5	327	327	1	8	500	95	96	.	5.375
63	9	Do5	C5	318	318	1	16	250	95	96	.	5.4375
64	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	5.5
65	9	Do5	C5	318	318	3	16	750	95	96	.	5.6875
66	9	Re5	D5	327	327	1	16	250	95	96	.	5.75
67	9	Si4b1	B4b1	313	313	1	16	250	95	96	.	5.8125
