Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Re5	D5	327	327	1	8	312	95	96	ARANAÐME 	0.1
2	9	Do5	C5	318	318	1	8	312	95	96	.	0.2
3	9	Re5	D5	327	327	1	8	312	95	96	.	0.3
4	9	Mi5	E5	336	336	1	4	625	95	96	.	0.5
5	9	Do5	C5	318	318	1	8	312	95	96	.	0.6
6	9	Mi5	E5	336	336	1	8	312	95	96	.	0.7
7	9	Re5	D5	327	327	1	4	625	95	96	.	0.9
8	9			-1	-1	1	8	312	100	0	.	1
9	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	1.1
10	9	La4	A4	305	305	1	8	312	95	96	.	1.2
11	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	1.3
12	9	Do5	C5	318	318	1	4	625	95	96	.	1.5
13	9	La4	A4	305	305	1	8	312	95	96	.	1.6
14	9	Do5	C5	318	318	1	8	312	95	96	.	1.7
15	9	Si4b1	B4b1	313	313	1	4	625	95	96	.	1.9
16	9			-1	-1	1	8	312	100	0		2
17	53			0	0	0	0	0	0	0		2
18	9	Sol4	G4	296	296	1	4	625	95	96	.	2.2
19	9	La4	A4	305	305	1	8	312	95	96	.	2.3
20	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	2.4
21	9	Do5	C5	318	318	1	8	312	95	96	.	2.5
22	9	Re5	D5	327	327	1	8	312	95	96	.	2.6
23	9	Mi5	E5	336	336	1	8	312	95	96	.	2.7
24	9	Fa5	F5	340	340	1	8	312	95	96	.	2.8
25	9	Mi5	E5	336	336	1	8	312	95	96	.	2.9
26	9	Re5	D5	327	327	1	8	312	95	96	.	3
27	9	La5	A5	358	358	1	8	312	95	96	.	3.1
28	9	Sol5	G5	349	349	1	8	312	95	96	.	3.2
29	9	Fa5	F5	340	340	1	8	312	95	96	.	3.3
30	9	Mi5	E5	336	336	1	8	312	95	96	.	3.4
31	9	Re5	D5	327	327	1	8	312	95	96	.	3.5
32	9	Mi5	E5	336	336	1	8	312	95	96	.	3.6
33	9	Do5	C5	318	318	1	8	312	95	96	.	3.7
34	9	Re5	D5	327	327	1	4	625	95	96	.	3.9
35	9			-1	-1	1	8	312	100	0		4
36	53			0	0	0	0	0	0	0		4
37	9	Re5	D5	327	327	1	8	312	95	96	ARANAÐME 	4.1
38	9	Do5	C5	318	318	1	8	312	95	96	.	4.2
39	9	Re5	D5	327	327	1	8	312	95	96	.	4.3
40	9	Mi5	E5	336	336	1	4	625	95	96	.	4.5
41	9	Do5	C5	318	318	1	8	312	95	96	.	4.6
42	9	Mi5	E5	336	336	1	8	312	95	96	.	4.7
43	9	Re5	D5	327	327	1	4	625	95	96	.	4.9
44	9			-1	-1	1	8	312	100	0	.	5
45	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	5.1
46	9	La4	A4	305	305	1	8	312	95	96	.	5.2
47	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	5.3
48	9	Do5	C5	318	318	1	4	625	95	96	.	5.5
49	9	La4	A4	305	305	1	8	312	95	96	.	5.6
50	9	Do5	C5	318	318	1	8	312	95	96	.	5.7
51	9	Si4b1	B4b1	313	313	1	4	625	95	96	.	5.9
52	9			-1	-1	1	8	312	100	0		6
53	53			0	0	0	0	0	0	0		6
54	9	Sol4	G4	296	296	1	4	625	95	96	.	6.2
55	9	Sol5	G5	349	349	1	8	312	95	96	.	6.3
56	9	Fa5	F5	340	340	1	8	312	95	96	.	6.4
57	9	Mi5	E5	336	336	1	8	312	95	96	.	6.5
58	9	Re5	D5	327	327	1	8	312	95	96	.	6.6
59	9	Do5	C5	318	318	1	8	312	95	96	.	6.7
60	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	6.8
61	9	La4	A4	305	305	1	8	312	95	96	.	6.9
62	9	Sol4	G4	296	296	1	8	312	95	96	.	7
63	9	La4	A4	305	305	1	8	312	95	96	.	7.1
64	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	7.2
65	9	Do5	C5	318	318	1	8	312	95	96	.	7.3
66	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	7.4
67	9	La4	A4	305	305	1	8	312	95	96	.	7.5
68	9	Sol4	G4	296	296	1	8	312	95	96	.	7.6
69	9	Fa4#4	F4#4	291	291	1	8	312	95	96	.	7.7
70	9	Sol4	G4	296	296	1	4	625	95	96	.	7.9
71	9			-1	-1	1	8	312	100	0		8
72	53			0	0	0	0	0	0	0		8
73	9	Si4b1	B4b1	313	313	3	8	938	95	96	Hâ	8.3
74	9	Si4b1	B4b1	313	313	1	8	312	99	96	tý	8.4
75	9	La4	A4	305	305	1	8	312	95	96		8.5
76	9	La4	A4	305	305	1	8	312	99	96	rým	8.6
77	9	Sol4	G4	296	296	1	8	312	99	96		8.7
78	9	Fa4#4	F4#4	291	291	1	8	312	99	96		8.8
79	9	Mi4	E4	283	283	1	8	312	99	96		8.9
80	9	Re4	D4	274	274	1	8	312	95	96		9
81	9	Re5	D5	327	327	5	8	1563	99	96	dan 	9.5
82	9	Re5	D5	327	327	1	16	156	99	96		9.55
83	9	Do5	C5	318	318	1	16	156	99	96		9.6
84	9	Re5	D5	327	327	1	16	156	99	96		9.65
85	9	Mi5	E5	336	336	1	16	156	99	96		9.7
86	9	Do5	C5	318	318	1	8	312	99	96		9.8
87	9	Si4b1	B4b1	313	313	1	8	312	99	96		9.9
88	9	La4	A4	305	305	1	8	312	95	96		10
89	9	La4	A4	305	305	3	8	938	95	96	çýk	10.3
90	53			0	0	0	0	0	0	0		10.3
91	9	Do5	C5	318	318	1	4	625	95	96	maz 	10.5
92	9	Si4b1	B4b1	313	313	1	12	208	99	96	as	10.56667
93	9	La4	A4	305	305	1	12	208	99	96		10.63333
94	9	Si4b1	B4b1	313	313	1	12	208	99	96		10.7
95	9	Do5	C5	318	318	1	8	312	99	96		10.8
96	9	La4	A4	305	305	1	8	312	99	96		10.9
97	9	Sol4	G4	296	296	1	8	312	95	96		11
98	9	Sol4	G4	296	296	5	8	1563	95	96	la 	11.5
99	9	Re4	D4	274	274	1	4	625	95	96	SAZ	11.7
100	9	Sol4	G4	296	296	1	4	625	95	96	.	11.9
101	53			0	0	0	0	0	0	0		11.9
102	9			-1	-1	1	8	312	100	0		12
103	9	Do5	C5	318	318	1	4	625	99	96	ahd_	12.2
104	9	Si4b1	B4b1	313	313	1	8	312	95	96		12.3
105	9	Do5	C5	318	318	1	4	625	95	96	ü 	12.5
106	9	Re5	D5	327	327	5	8	1563	95	96	pey	13
107	9	Sol5	G5	349	349	5	8	1563	99	96	mâ	13.5
108	9	Fa5	F5	340	340	1	8	312	99	96		13.6
109	9	Mi5	E5	336	336	1	8	312	99	96		13.7
110	9	Re5	D5	327	327	1	8	312	99	96		13.8
111	9	Do5	C5	318	318	1	8	312	99	96		13.9
112	9	Si4b1	B4b1	313	313	1	8	312	95	96		14
113	53			0	0	0	0	0	0	0		14
114	9	Fa5#4	F5#4	344	344	1	8	312	99	96	nýn 	14.1
115	9	Mi5	E5	336	336	1	8	312	99	96		14.2
116	9	Fa5#4	F5#4	344	344	1	8	312	99	96		14.3
117	9	Re5	D5	327	327	1	4	625	99	96		14.5
118	9	Mi5	E5	336	336	1	8	312	99	96		14.6
119	9	Re5	D5	327	327	1	8	312	99	96		14.7
120	9	Mi5	E5	336	336	1	4	625	95	96		14.9
121	9	Do5	C5	318	318	1	8	312	95	96	se	15
122	9	Re5	D5	327	327	1	4	625	95	96	nin  	15.2
123	9	Mi5	E5	336	336	1	8	312	95	96	SAZ	15.3
124	9	Re5	D5	327	327	1	8	312	95	96	.	15.4
125	9	Do5	C5	318	318	1	8	312	95	96	.	15.5
126	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	15.6
127	9	La4	A4	305	305	1	8	312	95	96	.	15.7
128	9	Sol4	G4	296	296	1	4	625	95	96	.	15.9
129	9			-1	-1	1	8	312	100	0		16
130	53			0	0	0	0	0	0	0		16
131	9	Si4b1	B4b1	313	313	3	8	938	95	96	Hâ	16.3
132	9	Si4b1	B4b1	313	313	1	8	312	99	96	tý	16.4
133	9	La4	A4	305	305	1	8	312	95	96		16.5
134	9	La4	A4	305	305	1	8	312	99	96	rým	16.6
135	9	Sol4	G4	296	296	1	8	312	99	96		16.7
136	9	Fa4#4	F4#4	291	291	1	8	312	99	96		16.8
137	9	Mi4	E4	283	283	1	8	312	99	96		16.9
138	9	Re4	D4	274	274	1	8	312	95	96		17
139	9	Re5	D5	327	327	5	8	1563	99	96	dan 	17.5
140	9	Re5	D5	327	327	1	16	156	99	96		17.55
141	9	Do5	C5	318	318	1	16	156	99	96		17.6
142	9	Re5	D5	327	327	1	16	156	99	96		17.65
143	9	Mi5	E5	336	336	1	16	156	99	96		17.7
144	9	Do5	C5	318	318	1	8	312	99	96		17.8
145	9	Si4b1	B4b1	313	313	1	8	312	99	96		17.9
146	9	La4	A4	305	305	1	8	312	95	96		18
147	9	La4	A4	305	305	3	8	938	95	96	çýk	18.3
148	53			0	0	0	0	0	0	0		18.3
149	9	Do5	C5	318	318	1	4	625	95	96	maz 	18.5
150	9	Si4b1	B4b1	313	313	1	12	208	99	96	as	18.56667
151	9	La4	A4	305	305	1	12	208	99	96		18.63333
152	9	Si4b1	B4b1	313	313	1	12	208	99	96		18.7
153	9	Do5	C5	318	318	1	8	312	99	96		18.8
154	9	La4	A4	305	305	1	8	312	99	96		18.9
155	9	Sol4	G4	296	296	1	8	312	95	96		19
156	9	Sol4	G4	296	296	5	8	1563	95	96	la 	19.5
157	9	Re4	D4	274	274	1	4	625	95	96	SAZ	19.7
158	9	Sol4	G4	296	296	1	4	625	95	96	.	19.9
159	53			0	0	0	0	0	0	0		19.9
160	9			-1	-1	1	8	312	100	0		20
161	9	Do5	C5	318	318	1	4	625	99	96	ahd_	20.2
162	9	Si4b1	B4b1	313	313	1	8	312	95	96		20.3
163	9	Do5	C5	318	318	1	4	625	95	96	ü 	20.5
164	9	Re5	D5	327	327	5	8	1563	95	96	pey	21
165	9	Sol5	G5	349	349	5	8	1563	99	96	mâ	21.5
166	9	Fa5	F5	340	340	1	8	312	99	96		21.6
167	9	Mi5	E5	336	336	1	8	312	99	96		21.7
168	9	Re5	D5	327	327	1	8	312	99	96		21.8
169	9	Do5	C5	318	318	1	8	312	99	96		21.9
170	9	Si4b1	B4b1	313	313	1	8	312	95	96		22
171	53			0	0	0	0	0	0	0		22
172	9	Fa5#4	F5#4	344	344	1	8	312	99	96	nýn 	22.1
173	9	Mi5	E5	336	336	1	8	312	99	96		22.2
174	9	Fa5#4	F5#4	344	344	1	8	312	99	96		22.3
175	9	Re5	D5	327	327	1	4	625	99	96		22.5
176	9	Mi5	E5	336	336	1	8	312	99	96		22.6
177	9	Re5	D5	327	327	1	8	312	99	96		22.7
178	9	Mi5	E5	336	336	1	4	625	95	96		22.9
179	9	Do5	C5	318	318	1	8	312	95	96	se	23
180	9	Re5	D5	327	327	1	4	625	95	96	nin  	23.2
181	9	Mi5	E5	336	336	1	8	312	95	96	SAZ	23.3
182	9	Re5	D5	327	327	1	8	312	95	96	.	23.4
183	9	Do5	C5	318	318	1	8	312	95	96	.	23.5
184	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	23.6
185	9	Do5	C5	318	318	1	8	312	95	96	.	23.7
186	9	Re5	D5	327	327	1	4	625	95	96	.	23.9
187	9			-1	-1	1	8	312	100	0		24
188	9	Re5	D5	327	327	3	8	938	95	96	Bin 	24.3
189	9	Sol5	G5	349	349	1	4	625	95	96	ye	24.5
190	9	Sol5	G5	349	349	1	8	312	99	96	min 	24.6
191	9	Fa5#4	F5#4	344	344	1	8	312	99	96		24.7
192	9	Mi5b4	E5b4	332	332	1	8	312	99	96		24.8
193	9	Re5	D5	327	327	1	8	312	99	96		24.9
194	9	Do5	C5	318	318	1	8	312	95	96		25
195	9	Re5	D5	327	327	1	8	312	99	96	et	25.1
196	9	Mi5b4	E5b4	332	332	1	8	312	99	96		25.2
197	9	Fa5#4	F5#4	344	344	1	8	312	99	96		25.3
198	9	Sol5	G5	349	349	1	4	625	99	96		25.5
199	9	Fa5#4	F5#4	344	344	1	8	312	99	96		25.6
200	9	La5	A5	358	358	1	8	312	99	96		25.7
201	9	Sol5	G5	349	349	3	8	938	95	96		26
202	53			0	0	0	0	0	0	0		26
203	9	Re5	D5	327	327	1	4	625	99	96	tin 	26.2
204	9	Mi5	E5	336	336	1	8	312	95	96		26.3
205	9	Fa5	F5	340	340	1	4	625	95	96	a 	26.5
206	9	Mi5	E5	336	336	1	8	312	99	96	za	26.6
207	9	Re5	D5	327	327	1	8	312	99	96		26.7
208	9	Do5	C5	318	318	1	4	625	99	96		26.9
209	9	Re5	D5	327	327	1	8	312	95	96		27
210	9	Mi5	E5	336	336	5	8	1563	99	96	lim 	27.5
211	9	Mi5	E5	336	336	1	8	312	99	96		27.6
212	9	La5	A5	358	358	1	8	312	99	96		27.7
213	9	Mi5	E5	336	336	1	4	625	99	96		27.9
214	9	Re5	D5	327	327	1	8	312	95	96		28
215	53			0	0	0	0	0	0	0		28
216	9	Re5	D5	327	327	3	8	938	95	96	yok 	28.3
217	9	Mi5	E5	336	336	1	8	312	99	96	mu 	28.4
218	9	Re5	D5	327	327	1	8	312	95	96		28.5
219	9	Re5	D5	327	327	1	12	208	99	96	in	28.56667
220	9	Do5	C5	318	318	1	12	208	99	96		28.63333
221	9	Re5	D5	327	327	1	12	208	99	96		28.7
222	9	Mi5	E5	336	336	1	4	625	99	96		28.9
223	9	Re5	D5	327	327	1	8	312	95	96		29
224	9	Re5	D5	327	327	5	8	1563	99	96	sa	29.5
225	9	Re5	D5	327	327	1	8	312	99	96		29.6
226	9	Do5	C5	318	318	1	8	312	99	96		29.7
227	9	Si4b1	B4b1	313	313	1	8	312	99	96		29.8
228	9	La4	A4	305	305	1	8	312	99	96		29.9
229	9	Sol4	G4	296	296	1	8	312	95	96		30
230	53			0	0	0	0	0	0	0		30
231	9	Si4b1	B4b1	313	313	1	8	312	99	96	fýn 	30.1
232	9	La4	A4	305	305	1	8	312	99	96		30.2
233	9	Si4b1	B4b1	313	313	1	8	312	99	96		30.3
234	9	Sol4	G4	296	296	1	4	625	99	96		30.5
235	9	La4	A4	305	305	1	8	312	99	96		30.6
236	9	Sol4	G4	296	296	1	8	312	99	96		30.7
237	9	La4	A4	305	305	1	4	625	95	96		30.9
238	9	Fa4#4	F4#4	291	291	1	8	312	95	96	se	31
239	9	Sol4	G4	296	296	1	4	625	95	96	nin  	31.2
240	9	Mi5	E5	336	336	1	8	312	95	96	SAZ	31.3
241	9	Re5	D5	327	327	1	8	312	95	96	.	31.4
242	9	Do5	C5	318	318	1	8	312	95	96	.	31.5
243	9	Si4b1	B4b1	313	313	1	8	312	95	96	.	31.6
244	9	Do5	C5	318	318	1	8	312	95	96	.	31.7
245	9	Re5	D5	327	327	1	4	625	95	96	.	31.9
246	9			-1	-1	1	8	312	100	0		32
247	53			0	0	0	0	0	0	0		32
248	9	Re5	D5	327	327	3	8	938	95	96	Bin 	32.3
249	9	Sol5	G5	349	349	1	4	625	95	96	ye	32.5
