Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol4	G4	296	296	1	8	500	95	96	E	0.1111111
2	9	La4	A4	305	305	1	4	1000	99	96	zel	0.3333333
3	9	Mi5	E5	336	336	1	8	500	95	96		0.4444444
4	9	Mi5	E5	336	336	3	16	750	99	96	den 	0.6111111
5	9	Re5	D5	327	327	1	16	250	95	96		0.6666667
6	9	Mi5	E5	336	336	1	24	167	99	96	â	0.7037037
7	9	Re5	D5	327	327	1	24	167	99	96		0.7407407
8	11	Do5	C5	318	318	1	24	167	99	96		0.7777778
9	9	Do5	C5	318	318	1	8	500	95	96		0.8888889
10	9	Re5	D5	327	327	1	16	250	99	96	şi	0.9444444
11	9	Mi5	E5	336	336	1	16	250	95	96		1
12	9	Re5	D5	327	327	1	8	500	99	96	nâ	1.111111
13	9	Mi5	E5	336	336	1	4	1000	99	96		1.333333
14	9	Mi5	E5	336	336	1	16	250	99	96		1.388889
15	9	Fa5#2	F5#1	342	341	1	16	250	95	96		1.444444
16	9	Sol5	G5	349	349	1	16	250	99	96	nım 	1.5
17	9	Fa5	F5	340	340	1	16	250	99	96		1.555556
18	9	Mi5	E5	336	336	1	16	250	99	96		1.611111
19	9	Re5	D5	327	327	1	16	250	95	96		1.666667
20	9	Re5	D5	327	327	1	16	250	99	96	ben 	1.722222
21	9	Fa5	F5	340	340	1	16	250	99	96		1.777778
22	9	Mi5	E5	336	336	1	16	250	99	96		1.833333
23	9	Re5	D5	327	327	1	16	250	99	96		1.888889
24	9	Re5	D5	327	327	1	16	250	99	96		1.944444
25	9	Do5	C5	318	318	1	16	250	95	96		2
26	9	Mi5	E5	336	336	1	16	250	99	96	e	2.055556
27	9	Re5	D5	327	327	1	16	250	95	96		2.111111
28	9	Re5	D5	327	327	1	16	250	99	96	zel	2.166667
29	9	Do5	C5	318	318	1	16	250	99	96		2.222222
30	9	Si4b2	B4b1	312	313	1	8	500	99	96		2.333333
31	9	Do5	C5	318	318	1	16	250	99	96		2.388889
32	9	Re5	D5	327	327	1	16	250	95	96		2.444444
33	9	Do5	C5	318	318	1	16	250	99	96	den 	2.5
34	9	Si4b2	B4b1	312	313	1	16	250	99	96		2.555556
35	9	Si4b2	B4b1	312	313	1	16	250	99	96		2.611111
36	9	La4	A4	305	305	1	16	250	95	96		2.666667
37	9	La4	A4	305	305	1	4	1000	95	96	hem	2.888889
38	9			-1	-1	1	8	500	100	0		3
39	53			0	0	0	0	0	0	0		3
40	9	La4	A4	305	305	1	8	500	95	96	ze	3.111111
41	9	Sol5	G5	349	349	1	8	500	99	96	bâ	3.222222
42	9	Fa5#2	F5#1	342	341	1	8	500	99	96		3.333333
43	9	Mi5	E5	336	336	1	8	500	95	96		3.444444
44	9	Mi5	E5	336	336	1	8	500	99	96	nım	3.555556
45	9	Fa5	F5	340	340	1	16	250	99	96		3.611111
46	9	Mi5	E5	336	336	1	16	250	99	96		3.666667
47	9	Mi5	E5	336	336	1	16	250	99	96		3.722222
48	9	Re5	D5	327	327	1	16	250	99	96		3.777778
49	9	Do5	C5	318	318	1	16	250	99	96		3.833333
50	9	Re5	D5	327	327	1	16	250	99	96		3.888889
51	9	Mi5	E5	336	336	1	16	250	99	96		3.944444
52	9	Fa5	F5	340	340	1	16	250	95	96		4
53	9	Re5	D5	327	327	1	8	500	99	96	sın  	4.111111
54	9	Mi5	E5	336	336	1	4	1000	95	96		4.333333
55	9	Do5	C5	318	318	1	16	250	95	96	SAZ	4.388889
56	9	Mi5	E5	336	336	1	16	250	95	96	.	4.444445
57	9	Re5	D5	327	327	1	8	500	95	96	.	4.555555
58	9	Do5	C5	318	318	1	16	250	95	96	.	4.611111
59	9	Si4b2	B4b1	312	313	1	16	250	95	96	.	4.666667
60	9	La4	A4	305	305	1	4	1000	95	96	.	4.888889
61	9			-1	-1	1	8	500	100	0		5
62	53			0	0	0	0	0	0	0		5
63	9	Sol4	G4	296	296	1	8	500	95	96	E	5.111111
64	9	La4	A4	305	305	1	4	1000	99	96	zel	5.333333
65	9	Mi5	E5	336	336	1	8	500	95	96		5.444445
66	9	Mi5	E5	336	336	3	16	750	99	96	den 	5.611111
67	9	Re5	D5	327	327	1	16	250	95	96		5.666667
68	9	Mi5	E5	336	336	1	24	167	99	96	â	5.703704
69	9	Re5	D5	327	327	1	24	167	99	96		5.740741
70	11	Do5	C5	318	318	1	24	167	99	96		5.777778
71	9	Do5	C5	318	318	1	8	500	95	96		5.888889
72	9	Re5	D5	327	327	1	16	250	99	96	şi	5.944445
73	9	Mi5	E5	336	336	1	16	250	95	96		6
