Sıra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Sol4	G4	296	296	1	8	455	95	96	ARANAĞME 	0.1666667
2	9	Sol4	G4	296	296	1	8	455	95	96	.	0.3333333
3	9	La4	A4	305	305	1	16	227	95	96	.	0.4166667
4	9	Sol4	G4	296	296	1	16	227	95	96	.	0.5
5	9	Si4b1	B4b1	313	313	1	8	455	95	96	.	0.6666667
6	9	Si4b1	B4b1	313	313	1	8	455	95	96	.	0.8333333
7	9			-1	-1	1	8	455	100	0	.	1
8	9	Si4b1	B4b1	313	313	1	16	227	95	96	.	1.083333
9	9	Do5	C5	318	318	1	16	227	95	96	.	1.166667
10	9	Re5	D5	327	327	1	16	227	95	96	.	1.25
11	9	Si4b1	B4b1	313	313	1	16	227	95	96	.	1.333333
12	9	La4	A4	305	305	1	16	227	95	96	.	1.416667
13	9	Sol4	G4	296	296	1	16	227	95	96	.	1.5
14	9	Si4b1	B4b1	313	313	1	8	455	95	96	.	1.666667
15	9	Si4b1	B4b1	313	313	1	8	455	95	96	.	1.833333
16	9			-1	-1	1	8	455	100	0	.	2
17	53			0	0	0	0	0	0	0		2
18	54			0	0	0	0	0	0	0	rast@re5	2
19	9	Re5	D5	327	327	1	8	455	95	96	.	2.166667
20	9	Re5	D5	327	327	1	8	455	95	96	.	2.333333
21	9	Mi5	E5	336	336	1	16	227	95	96	.	2.416667
22	9	Re5	D5	327	327	1	16	227	95	96	.	2.5
23	9	Fa5#4	F5#4	344	344	1	8	455	95	96	.	2.666667
24	9	Fa5#4	F5#4	344	344	1	8	455	95	96	.	2.833333
25	9			-1	-1	1	8	455	100	0	.	3
26	9	La5	A5	358	358	1	16	227	95	96	.	3.083333
27	9	Sol5	G5	349	349	1	16	227	95	96	.	3.166667
28	9	Fa5#4	F5#4	344	344	1	16	227	95	96	.	3.25
29	9	Sol5	G5	349	349	1	16	227	95	96	.	3.333333
30	9	Mi5	E5	336	336	1	16	227	95	96	.	3.416667
31	9	Re5	D5	327	327	1	16	227	95	96	.	3.5
32	9	Re5	D5	327	327	1	8	455	95	96	.	3.666667
33	9	Re5	D5	327	327	1	8	455	95	96	.	3.833333
34	9			-1	-1	1	8	455	100	0	.	4
35	55			0	0	0	0	0	0	0		4
36	54			0	0	0	0	0	0	0	ussak@la4	4
37	53			0	0	0	0	0	0	0		4
38	9	Do5	C5	318	318	1	8	455	95	96	.	4.166667
39	9	Do5	C5	318	318	1	8	455	95	96	.	4.333333
40	9	Si4b1	B4b1	313	313	1	16	227	95	96	.	4.416667
41	9	Re5	D5	327	327	1	16	227	95	96	.	4.5
42	9	Si4b1	B4b1	313	313	1	8	455	95	96	.	4.666667
43	9	Si4b1	B4b1	313	313	1	8	455	95	96	.	4.833333
44	9	La4	A4	305	305	1	16	227	95	96	.	4.916667
45	9	Do5	C5	318	318	1	16	227	95	96	.	5
46	9	La4	A4	305	305	1	8	455	95	96	.	5.166667
47	9	La4	A4	305	305	1	8	455	95	96	.	5.333333
48	9	Sol4	G4	296	296	1	16	227	95	96	.	5.416667
49	9	Si4b1	B4b1	313	313	1	16	227	95	96	.	5.5
