Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
1	9	Si4b1	B4b1	313	313	1	2	1176	95	96	(Ah) 	0.3333333
2	9	Mi5b1	E5b1	335	335	1	4	588	95	96	tû	0.5
3	9	Re5	D5	327	327	1	4	588	95	96	tî 	0.6666667
4	9	Do5	C5	318	318	3	8	882	99	96	i 	0.9166667
5	9	Si4b1	B4b1	313	313	1	8	294	95	96		1
6	9	Si4b1	B4b1	313	313	1	4	588	99	96	mû	1.166667
7	8	Do5	C5	318	318	0	0	0	99	96		1.166667
8	9	Si4b1	B4b1	313	313	1	8	294	99	96		1.25
9	9	La4#4	A4#4	309	309	1	8	294	95	96		1.333333
10	9	Sol4	G4	296	296	1	4	588	95	96	ci	1.5
11	9	La4#4	A4#4	309	309	1	4	588	95	96	ze 	1.666667
12	9	Si4b1	B4b1	313	313	1	2	1176	95	96	gû	2
13	53			0	0	0	0	0	0	0		2
14	9			-1	-1	1	4	588	100	0		2.166667
15	9	La4	A4	305	305	1	4	588	95	96	yem 	2.333333
16	9	Si4b2	B4b1	312	313	1	4	588	95	96	ne 	2.5
17	9	Do5	C5	318	318	1	4	588	95	96	de	2.666667
18	9	Re5	D5	327	327	1	2	1176	95	96	sem 	3
19	9	Re5	D5	327	327	1	2	1176	99	96	laf 	3.333333
20	9	Do5	C5	318	318	1	4	588	95	96		3.5
21	9	Mi5b1	E5b1	335	335	1	4	588	95	96	de	3.666667
22	9	Re5	D5	327	327	1	16	147	99	96	ðil  	3.708333
23	9	Do5	C5	318	318	1	16	147	99	96		3.75
24	9	Re5	D5	327	327	1	16	147	99	96		3.791667
25	9	Mi5b1	E5b1	335	335	1	16	147	99	96		3.833333
26	9	Re5	D5	327	327	1	8	294	99	96		3.916667
27	9	Do5	C5	318	318	1	8	294	95	96		4
28	9	Si4b1	B4b1	313	313	1	2	1176	95	96	(Ah) 	4.333333
29	9	Mi5b1	E5b1	335	335	1	4	588	95	96	tû	4.5
30	9	Re5	D5	327	327	1	4	588	95	96	tî 	4.666667
31	9	Do5	C5	318	318	3	8	882	99	96	i 	4.916667
32	9	Si4b1	B4b1	313	313	1	8	294	95	96		5
33	9	Si4b1	B4b1	313	313	1	4	588	99	96	mû	5.166667
34	8	Do5	C5	318	318	0	0	0	99	96		5.166667
35	9	Si4b1	B4b1	313	313	1	8	294	99	96		5.25
36	9	La4#4	A4#4	309	309	1	8	294	95	96		5.333333
37	9	Sol4	G4	296	296	1	4	588	95	96	ci	5.5
38	9	La4#4	A4#4	309	309	1	4	588	95	96	ze 	5.666667
39	9	Si4b1	B4b1	313	313	1	2	1176	95	96	gû	6
40	53			0	0	0	0	0	0	0		6
41	9			-1	-1	1	4	588	100	0		6.166667
42	9	La4	A4	305	305	1	4	588	95	96	yem 	6.333333
43	9	Si4b2	B4b1	312	313	1	4	588	95	96	ne 	6.5
44	9	Do5	C5	318	318	1	4	588	95	96	de	6.666667
45	9	Re5	D5	327	327	1	2	1176	95	96	sem 	7
46	9	Re5	D5	327	327	1	2	1176	99	96	laf 	7.333333
47	9	Do5	C5	318	318	1	4	588	95	96		7.5
48	9	Mi5b1	E5b1	335	335	1	4	588	95	96	de	7.666667
49	9	Re5	D5	327	327	1	16	147	99	96	ðil  	7.708333
50	9	Do5	C5	318	318	1	16	147	99	96		7.75
51	9	Re5	D5	327	327	1	16	147	99	96		7.791667
52	9	Mi5b1	E5b1	335	335	1	16	147	99	96		7.833333
53	9	Re5	D5	327	327	1	8	294	99	96		7.916667
54	9	Do5	C5	318	318	1	8	294	95	96		8
55	9	Si4b1	B4b1	313	313	1	2	1176	95	96		8.333333
56	53			0	0	0	0	0	0	0		8.333333
57	9	Mi5b1	E5b1	335	335	1	4	588	95	96	Be	8.5
58	9	Re5	D5	327	327	1	4	588	95	96	li 	8.666667
59	9	Do5	C5	318	318	3	8	882	99	96	yâ	8.916667
60	9	Si4b1	B4b1	313	313	1	8	294	95	96		9
61	9	Si4b1	B4b1	313	313	1	4	588	99	96	rim 	9.166667
62	8	Do5	C5	318	318	0	0	0	99	96		9.166667
63	9	Si4b1	B4b1	313	313	1	8	294	99	96		9.25
64	9	La4#4	A4#4	309	309	1	8	294	95	96		9.333333
65	9	Sol4	G4	296	296	1	4	588	95	96	be	9.5
66	9	La4#4	A4#4	309	309	1	4	588	95	96	li 	9.666667
67	9	Si4b1	B4b1	313	313	1	2	1176	95	96	dost  	10
68	53			0	0	0	0	0	0	0		10
69	9			-1	-1	1	2	1176	100	0		10.33333
70	9	Mi5b1	E5b1	335	335	1	4	588	95	96	Be	10.5
71	9	Re5	D5	327	327	1	4	588	95	96	li 	10.66667
72	9	Do5	C5	318	318	3	8	882	99	96	mî	10.91667
73	9	Si4b1	B4b1	313	313	1	8	294	95	96		11
74	9	Si4b1	B4b1	313	313	1	4	588	99	96	rim 	11.16667
75	8	Do5	C5	318	318	0	0	0	99	96		11.16667
76	9	Si4b1	B4b1	313	313	1	8	294	99	96		11.25
77	9	La4#4	A4#4	309	309	1	8	294	95	96		11.33333
78	9	Sol4	G4	296	296	1	4	588	95	96	be	11.5
79	9	La4#4	A4#4	309	309	1	4	588	95	96	li 	11.66667
80	9	Si4b1	B4b1	313	313	1	2	1176	95	96	dost  	12
81	9			-1	-1	1	2	1176	100	0		12.33333
82	53			0	0	0	0	0	0	0		12.33333
83	9	Re5	D5	327	327	1	8	294	99	96	Be	12.41667
84	9	Do5	C5	318	318	1	8	294	95	96		12.5
85	9	Si4b1	B4b1	313	313	1	8	294	99	96	li 	12.58333
86	9	Do5	C5	318	318	1	8	294	95	96		12.66667
87	9	Re5	D5	327	327	1	2	1176	95	96	öm	13
88	9	Re5	D5	327	327	1	2	1176	95	96	rüm 	13.33333
89	9	Re5	D5	327	327	1	8	294	99	96	be	13.41667
90	9	Do5	C5	318	318	1	8	294	95	96		13.5
91	9	Do5	C5	318	318	1	8	294	99	96	li 	13.58333
92	9	Si4b1	B4b1	313	313	1	8	294	95	96		13.66667
93	9	Mi5b1	E5b1	335	335	2	4	1176	99	96	dost  	14
94	53			0	0	0	0	0	0	0		14
95	9	Mi5b1	E5b1	335	335	1	4	588	99	96		14.16667
96	8	Fa5	F5	340	340	0	0	0	99	96		14.16667
97	9	Mi5b1	E5b1	335	335	1	8	294	99	96		14.25
98	9	Re5	D5	327	327	1	8	294	99	96		14.33333
99	9	Re5	D5	327	327	1	4	588	99	96		14.5
100	8	Mi5b1	E5b1	335	335	0	0	0	99	96		14.5
101	9	Re5	D5	327	327	1	8	294	99	96		14.58333
102	9	Do5	C5	318	318	1	8	294	99	96		14.66667
103	9	Do5	C5	318	318	1	4	588	99	96		14.83333
104	8	Re5	D5	327	327	0	0	0	99	96		14.83333
105	9	Do5	C5	318	318	1	8	294	99	96		14.91667
106	9	Si4b1	B4b1	313	313	1	8	294	99	96		15
107	9	Si4b1	B4b1	313	313	1	1	2352	95	96		15.66667
108	9			-1	-1	1	2	1176	100	0		16
109	53			0	0	0	0	0	0	0		16
110	9	Si4b1	B4b1	313	313	1	2	1176	95	96	(Ah) 	16.33333
111	9	Mi5b1	E5b1	335	335	1	4	588	95	96	tû	16.5
112	9	Re5	D5	327	327	1	4	588	95	96	tî 	16.66667
113	9	Do5	C5	318	318	3	8	882	99	96	i 	16.91667
114	9	Si4b1	B4b1	313	313	1	8	294	95	96		17
115	9	Si4b1	B4b1	313	313	1	4	588	99	96	mû	17.16667
116	8	Do5	C5	318	318	0	0	0	99	96		17.16667
117	9	Si4b1	B4b1	313	313	1	8	294	99	96		17.25
118	9	La4#4	A4#4	309	309	1	8	294	95	96		17.33333
119	9	Sol4	G4	296	296	1	4	588	95	96	ci	17.5
120	9	La4#4	A4#4	309	309	1	4	588	95	96	ze 	17.66667
121	9	Si4b1	B4b1	313	313	1	2	1176	95	96	gû	18
122	53			0	0	0	0	0	0	0		18
123	9			-1	-1	1	4	588	100	0		18.16667
124	9	La4	A4	305	305	1	4	588	95	96	yem 	18.33333
125	9	Si4b2	B4b1	312	313	1	4	588	95	96	ne 	18.5
126	9	Do5	C5	318	318	1	4	588	95	96	de	18.66667
127	9	Re5	D5	327	327	1	2	1176	95	96	sem 	19
128	9	Re5	D5	327	327	1	2	1176	99	96	laf 	19.33333
129	9	Do5	C5	318	318	1	4	588	95	96		19.5
130	9	Mi5b1	E5b1	335	335	1	4	588	95	96	de	19.66667
131	9	Re5	D5	327	327	1	16	147	99	96	ðil  	19.70833
132	9	Do5	C5	318	318	1	16	147	99	96		19.75
133	9	Re5	D5	327	327	1	16	147	99	96		19.79167
134	9	Mi5b1	E5b1	335	335	1	16	147	99	96		19.83333
135	9	Re5	D5	327	327	1	8	294	99	96		19.91667
136	9	Do5	C5	318	318	1	8	294	95	96		20
137	9	Si4b1	B4b1	313	313	1	2	1176	95	96	(Ah) 	20.33333
138	9	Mi5b1	E5b1	335	335	1	4	588	95	96	tû	20.5
139	9	Re5	D5	327	327	1	4	588	95	96	tî 	20.66667
140	9	Do5	C5	318	318	3	8	882	99	96	i 	20.91667
141	9	Si4b1	B4b1	313	313	1	8	294	95	96		21
142	9	Si4b1	B4b1	313	313	1	4	588	99	96	mû	21.16667
143	8	Do5	C5	318	318	0	0	0	99	96		21.16667
144	9	Si4b1	B4b1	313	313	1	8	294	99	96		21.25
145	9	La4#4	A4#4	309	309	1	8	294	95	96		21.33333
146	9	Sol4	G4	296	296	1	4	588	95	96	ci	21.5
147	9	La4#4	A4#4	309	309	1	4	588	95	96	ze 	21.66667
148	9	Si4b1	B4b1	313	313	1	2	1176	95	96	gû	22
149	53			0	0	0	0	0	0	0		22
150	9			-1	-1	1	4	588	100	0		22.16667
151	9	La4	A4	305	305	1	4	588	95	96	yem 	22.33333
152	9	Si4b2	B4b1	312	313	1	4	588	95	96	ne 	22.5
153	9	Do5	C5	318	318	1	4	588	95	96	de	22.66667
154	9	Re5	D5	327	327	1	2	1176	95	96	sem 	23
155	9	Re5	D5	327	327	1	2	1176	99	96	laf 	23.33333
156	9	Do5	C5	318	318	1	4	588	95	96		23.5
157	9	Mi5b1	E5b1	335	335	1	4	588	95	96	de	23.66667
158	9	Re5	D5	327	327	1	16	147	99	96	ðil  	23.70833
159	9	Do5	C5	318	318	1	16	147	99	96		23.75
160	9	Re5	D5	327	327	1	16	147	99	96		23.79167
161	9	Mi5b1	E5b1	335	335	1	16	147	99	96		23.83333
162	9	Re5	D5	327	327	1	8	294	99	96		23.91667
163	9	Do5	C5	318	318	1	8	294	95	96		24
164	9	Si4b1	B4b1	313	313	1	2	1176	95	96		24.33333
165	53			0	0	0	0	0	0	0		24.33333
166	9	Mi5b1	E5b1	335	335	1	4	588	95	96	Be	24.5
167	9	Re5	D5	327	327	1	4	588	95	96	li 	24.66667
168	9	Do5	C5	318	318	3	8	882	99	96	yâ	24.91667
169	9	Si4b1	B4b1	313	313	1	8	294	95	96		25
170	9	Si4b1	B4b1	313	313	1	4	588	99	96	rim 	25.16667
171	8	Do5	C5	318	318	0	0	0	99	96		25.16667
172	9	Si4b1	B4b1	313	313	1	8	294	99	96		25.25
173	9	La4#4	A4#4	309	309	1	8	294	95	96		25.33333
174	9	Sol4	G4	296	296	1	4	588	95	96	be	25.5
175	9	La4#4	A4#4	309	309	1	4	588	95	96	li 	25.66667
176	9	Si4b1	B4b1	313	313	1	2	1176	95	96	dost  	26
177	53			0	0	0	0	0	0	0		26
178	9			-1	-1	1	2	1176	100	0		26.33333
179	9	Mi5b1	E5b1	335	335	1	4	588	95	96	Be	26.5
180	9	Re5	D5	327	327	1	4	588	95	96	li 	26.66667
181	9	Do5	C5	318	318	3	8	882	99	96	mî	26.91667
182	9	Si4b1	B4b1	313	313	1	8	294	95	96		27
183	9	Si4b1	B4b1	313	313	1	4	588	99	96	rim 	27.16667
184	8	Do5	C5	318	318	0	0	0	99	96		27.16667
185	9	Si4b1	B4b1	313	313	1	8	294	99	96		27.25
186	9	La4#4	A4#4	309	309	1	8	294	95	96		27.33333
187	9	Sol4	G4	296	296	1	4	588	95	96	be	27.5
